"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []"
0.5,57,-22.9439272092445,-0.81323427728078,2101.64680052008,4.81722469648675,130.43092756561
0.5,57.05,-22.8693078841755,-0.821722416032702,2103.66985972059,4.821468186249,130.465493438837
0.5,57.1,-22.7904521749466,-0.830759780040662,2105.69298761412,4.82571127122905,130.500033641011
0.5,57.15,-22.7071998133014,-0.840382534026756,2107.71618390139,4.82995395239066,130.534548168002
0.5,57.2,-22.6193931163556,-0.850630433222885,2109.73944828423,4.83419623069411,130.569037015997
0.5,57.25,-22.5268774911368,-0.861546852680358,2111.7627804655,4.83843810709625,130.603500181499
0.5,57.3,-22.4295020509449,-0.873178813322368,2113.78618014915,4.84267958255042,130.637937661323
0.5,57.35,-22.3271203676752,-0.885577002613174,2115.80964704017,4.84692065800655,130.672349452594
0.5,57.4,-22.2195913883582,-0.898795786771928,2117.83318084462,4.85116133441114,130.706735552747
0.5,57.45,-22.106780548969,-0.912893210216927,2119.85678126959,4.85540161270725,130.74109595952
0.5,57.5,-21.988561124117,-0.927930976305395,2121.88044802322,4.85964149383453,130.775430670955
0.5,57.55,-21.8648158576193,-0.943974401334136,2123.90418081471,4.86388097872921,130.809739685396
0.5,57.6,-21.7354389262511,-0.961092331063039,2125.92797935429,4.86812006832415,130.844023001483
0.5,57.65,-21.6003382971769,-0.979357005566376,2127.95184335321,4.8723587635488,130.878280618154
0.5,57.7,-21.4594385486673,-0.99884385382781,2129.97577252376,4.87659706532926,130.912512534641
0.5,57.75,-21.3126842335704,-1.01963119396488,2131.99976657926,4.88083497458823,130.946718750466
0.5,57.8,-21.160043875379,-1.04179980806276,2134.02382523405,4.88507249224508,130.980899265441
0.5,57.85,-21.0015146971207,-1.06543235206067,2136.04794820348,4.88930961921583,131.015054079665
0.5,57.9,-20.8371281929214,-1.09061255071357,2138.07213520394,4.89354635641316,131.04918319352
0.5,57.95,-20.6669566597089,-1.11742411512537,2140.09638595278,4.89778270474642,131.083286607673
0.5,58,-20.4911208102886,-1.14594930559241,2142.12070016842,4.90201866512165,131.117364323069
0.5,58.05,-20.3097985862546,-1.1762670455664,2144.14507757023,4.90625423844159,131.151416340933
0.5,58.1,-20.1232352761319,-1.20845047384577,2146.16951787862,4.91048942560568,131.185442662762
0.5,58.15,-19.9317550156369,-1.2425638025891,2148.19402081495,4.91472422751007,131.219443290329
0.5,58.2,-19.7357736962143,-1.27865833024774,2150.21858610162,4.91895864504766,131.253418225679
0.5,58.25,-19.5358132264804,-1.31676744417594,2152.24321346198,4.92319267910805,131.287367471124
0.5,58.3,-19.3325169685436,-1.35690044249475,2154.26790262039,4.92742633057762,131.321291029244
0.5,58.35,-19.1266659958776,-1.39903501626449,2156.29265330217,4.9316596003395,131.355188902883
0.5,58.4,-18.9191955801779,-1.44310827182182,2158.31746523363,4.93589248927358,131.389061095148
0.5,58.45,-18.7112110029278,-1.4890062535068,2160.34233814204,4.94012499825653,131.422907609406
0.5,58.5,-18.5040014020428,-1.5365520665943,2162.36727175565,4.94435712816181,131.456728449282
0.5,58.55,-18.2990499175671,-1.58549291863303,2164.39226580368,4.9485888798597,131.490523618659
0.5,58.6,-18.0980379281704,-1.63548671237749,2166.41732001629,4.95282025421727,131.524293121672
0.5,58.65,-17.9028407395139,-1.68608924396977,2168.44243412462,4.95705125209842,131.558036962709
0.5,58.7,-17.7155118037316,-1.73674357454509,2170.46760786076,4.96128187436388,131.591755146407
0.5,58.75,-17.5382525640427,-1.78677370457711,2172.49284095774,4.96551212187122,131.625447677652
0.5,58.8,-17.3733655038357,-1.83538518751629,2174.51813314954,4.96974199547489,131.659114561575
0.5,58.85,-17.2231890990057,-1.88167560734175,2176.54348417109,4.97397149602617,131.692755803552
