D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.3,0.8,40.85,-7.277073928,-2.049440015,142.7212489,-127.595868
0.1,0.3,0.8,40.9,-7.37830062,-2.042213109,140.7682852,-129.4508541
0.1,0.3,0.8,40.95,-7.482168811,-2.035867643,138.8264575,-131.3029826
0.1,0.3,0.8,41,-7.588604171,-2.030373179,136.8964898,-133.1508198
0.1,0.3,0.85,37,-5.282663589,-3.056701728,-72.43933041,-156.5867779
0.1,0.3,0.85,37.05,-5.259851335,-2.994115074,-74.11783651,-158.6685537
0.1,0.3,0.85,37.1,-5.239103759,-2.93719841,-75.80853914,-160.7527951
0.1,0.3,0.85,37.15,-5.220442444,-2.885585394,-77.51133217,-162.8382689
0.1,0.3,0.85,37.2,-5.203886849,-2.838922516,-79.22614078,-164.9239312
0.1,0.3,0.85,37.25,-5.189453871,-2.79686961,-80.95292864,-167.0089066
0.1,0.3,0.85,37.3,-5.177157188,-2.759100135,-82.69170614,-169.0924686
0.1,0.3,0.85,37.35,-5.167006297,-2.725301268,-84.44253937,-171.1740223
0.1,0.3,0.85,37.4,-5.159005126,-2.695173834,-86.20555994,-173.2530887
0.1,0.3,0.85,37.45,-5.153150085,-2.668432136,-87.98097507,-175.3292906
0.1,0.3,0.85,37.5,-5.149427379,-2.64480368,-89.7690772,-177.4023394
0.1,0.3,0.85,37.55,-5.14780939,-2.624028838,-91.57025189,-179.4720241
0.1,0.3,0.85,37.6,-5.148249933,-2.605860474,-93.38498165,178.4617995
0.1,0.3,0.85,37.65,-5.15067823,-2.590063523,-95.21384262,176.3992173
0.1,0.3,0.85,37.7,-5.154991588,-2.576414569,-97.05748929,174.340266
0.1,0.3,0.85,37.75,-5.161047024,-2.5647014,-98.91662115,172.2849395
0.1,0.3,0.85,37.8,-5.168652551,-2.554722577,-100.7919238,170.2331962
0.1,0.3,0.85,37.85,-5.17755957,-2.546287001,-102.6839773,168.1849642
0.1,0.3,0.85,37.9,-5.187458732,-2.539213502,-104.5931259,166.1401469
0.1,0.3,0.85,37.95,-5.197982661,-2.533330432,-106.5193131,164.0986272
0.1,0.3,0.85,38,-5.208719506,-2.52847529,-108.4618946,162.0602721
0.1,0.3,0.85,38.05,-5.21924074,-2.524494358,-110.4194629,160.0249356
0.1,0.3,0.85,38.1,-5.229144164,-2.521242363,-112.3897357,157.9924624
0.1,0.3,0.85,38.15,-5.238108265,-2.518582163,-114.3695671,155.9626905
0.1,0.3,0.85,38.2,-5.245947978,-2.516384451,-116.3551311,153.935454
0.1,0.3,0.85,38.25,-5.252657191,-2.514527485,-118.3422832,151.9105848
0.1,0.3,0.85,38.3,-5.258423413,-2.512896841,-120.3270423,149.8879151
0.1,0.3,0.85,38.35,-5.263606828,-2.511385182,-122.3060841,147.8672788
0.1,0.3,0.85,38.4,-5.268687346,-2.509892051,-124.2771168,145.8485133
0.1,0.3,0.85,38.45,-5.274193865,-2.508323686,-126.2390514,143.8314609
0.1,0.3,0.85,38.5,-5.280634363,-2.506592845,-128.1919485,141.8159697
0.1,0.3,0.85,38.55,-5.288442204,-2.504618654,-130.1367929,139.8018953
0.1,0.3,0.85,38.6,-5.297945968,-2.502326476,-132.0751829,137.7891016
0.1,0.3,0.85,38.65,-5.309361972,-2.499647782,-134.0090192,135.7774617
0.1,0.3,0.85,38.7,-5.322803458,-2.496520051,-135.9402481,133.7668592
0.1,0.3,0.85,38.75,-5.33829899,-2.492886676,-137.8706828,131.7571888
0.1,0.3,0.85,38.8,-5.355813722,-2.488696891,-139.8018995,129.7483577
0.1,0.3,0.85,38.85,-5.375269367,-2.483905704,-141.735193,127.7402865
0.1,0.3,0.85,38.9,-5.396560749,-2.478473861,-143.6715735,125.7329102
0.1,0.3,0.85,38.95,-5.419568355,-2.472367823,-145.6117848,123.7261798
0.1,0.3,0.85,39,-5.44416715,-2.465559767,-147.5563347,121.7200636
0.1,0.3,0.85,39.05,-5.470232321,-2.458027622,-149.5055259,119.7145493
0.1,0.3,0.85,39.1,-5.497642715,-2.449755159,-151.4594842,117.7096456
0.1,0.3,0.85,39.15,-5.526282651,-2.440732128,-153.4181805,115.7053857
0.1,0.3,0.85,39.2,-5.556042725,-2.430954496,-155.3814458,113.7018297
0.1,0.3,0.85,39.25,-5.586820104,-2.420424812,-157.3489774,111.699069
0.1,0.3,0.85,39.3,-5.618518771,-2.40915275,-159.3203377,109.6972311
0.1,0.3,0.85,39.35,-5.651050212,-2.397155936,-161.2949434,107.6964857
0.1,0.3,0.85,39.4,-5.684335112,-2.384461179,-163.2720467,105.6970521
0.1,0.3,0.85,39.45,-5.718306863,-2.371106305,-165.2507069,103.6992076
0.1,0.3,0.85,39.5,-5.752918018,-2.357142915,-167.2297557,101.7032981
0.1,0.3,0.85,39.55,-5.788151259,-2.342640518,-169.2077591,99.70974906
0.1,0.3,0.85,39.6,-5.824036954,-2.327692741,-171.1829898,97.71907483
0.1,0.3,0.85,39.65,-5.860679538,-2.312426666,-173.1534315,95.73188409
0.1,0.3,0.85,39.7,-5.898293986,-2.297016726,-175.1168627,93.74887008
0.1,0.3,0.85,39.75,-5.937249863,-2.28170503,-177.0710883,91.77076795
0.1,0.3,0.85,39.8,-5.978111232,-2.26682978,-179.0144156,89.79824069
0.1,0.3,0.85,39.85,-6.021644452,-2.252861356,179.0535637,87.83162236
0.1,0.3,0.85,39.9,-6.068747671,-2.240437819,177.1309598,85.87039757
0.1,0.3,0.85,39.95,-6.120256839,-2.23037039,175.212736,83.91225451
0.1,0.3,0.85,40,-6.176638243,-2.223545334,173.290757,81.95163118
0.1,0.3,0.85,40.05,-6.237691435,-2.220591777,171.3553908,79.97818977
0.1,0.3,0.85,40.1,-6.302467367,-2.22121687,169.3984022,77.97696761
0.1,0.3,0.85,40.15,-6.369515374,-2.223466805,167.4156625,75.93322283
0.1,0.3,0.85,40.2,-6.437335425,-2.223818081,165.4080617,73.84234347
0.1,0.3,0.85,40.25,-6.504769479,-2.218802106,163.3803455,71.71684378
0.1,0.3,0.85,40.3,-6.571160625,-2.207006862,161.3389799,69.58071095
0.1,0.3,0.85,40.35,-6.636299583,-2.189436873,159.2903136,67.45574304
0.1,0.3,0.85,40.4,-6.700275274,-2.168266548,157.239589,65.35342657
0.1,0.3,0.85,40.45,-6.763327534,-2.145564568,155.190693,63.27592711
0.1,0.3,0.85,40.5,-6.825743417,-2.122777751,153.1463165,61.22056564
0.1,0.3,0.85,40.55,-6.887798869,-2.10075676,151.1082494,59.18331082
0.1,0.3,0.85,40.6,-6.949732751,-2.079947213,149.0776652,57.16045787
0.1,0.3,0.85,40.65,-7.011739676,-2.060562038,147.0553455,55.14914231
0.1,0.3,0.85,40.7,-7.073972076,-2.042694482,145.0418362,53.14734113
0.1,0.3,0.85,40.75,-7.136545896,-2.026382413,143.0375509,51.15371512
0.1,0.3,0.85,40.8,-7.199547074,-2.011641891,141.0428354,49.16743686
0.1,0.3,0.85,40.85,-7.263037511,-1.998483454,139.0580058,47.18804867
0.1,0.3,0.85,40.9,-7.327060127,-1.986919278,137.0833698,45.21535693
0.1,0.3,0.85,40.95,-7.391642924,-1.976965721,135.1192385,43.2493564
0.1,0.3,0.85,41,-7.456802189,-1.968643653,133.1659307,41.29017726
0.1,0.35,0.65,37,-4.511547245,-3.815225472,-55.60064264,41.43405589
0.1,0.35,0.65,37.05,-4.644333366,-3.806494878,-57.6906746,40.32126805
0.1,0.35,0.65,37.1,-4.81585336,-3.731787933,-59.3458233,39.33053617
0.1,0.35,0.65,37.15,-4.973763583,-3.573762575,-60.28912036,38.11181707
0.1,0.35,0.65,37.2,-5.026094369,-3.373718775,-60.69106717,36.27820623
0.1,0.35,0.65,37.25,-4.946967232,-3.206223905,-61.24744789,33.84580916
0.1,0.35,0.65,37.3,-4.805926674,-3.105311292,-62.38982727,31.15855994
0.1,0.35,0.65,37.35,-4.668684525,-3.059348503,-64.03228419,28.49228523
0.1,0.35,0.65,37.4,-4.558069217,-3.045995042,-65.95294696,25.94819087
0.1,0.35,0.65,37.45,-4.473998538,-3.049053884,-67.99816438,23.53216172
0.1,0.35,0.65,37.5,-4.410594733,-3.059436359,-70.08867125,21.22120578
0.1,0.35,0.65,37.55,-4.36220127,-3.072531535,-72.18793148,18.99013502
0.1,0.35,0.65,37.6,-4.324574669,-3.086115252,-74.28017407,16.8185954
0.1,0.35,0.65,37.65,-4.294746196,-3.099163259,-76.35916947,14.69155258
0.1,0.35,0.65,37.7,-4.270672116,-3.111241281,-78.42296445,12.59820706
0.1,0.35,0.65,37.75,-4.250939317,-3.122200967,-80.47146838,10.53082911
0.1,0.35,0.65,37.8,-4.234558324,-3.132029253,-82.50535273,8.48384741
0.1,0.35,0.65,37.85,-4.220825376,-3.140773724,-84.52555291,6.453199577
0.1,0.35,0.65,37.9,-4.2092317,-3.148505789,-86.53304839,4.435883701
0.1,0.35,0.65,37.95,-4.199403617,-3.155302779,-88.52877186,2.42965101
0.1,0.35,0.65,38,-4.191062556,-3.161239604,-90.51357805,0.432794498
0.1,0.35,0.65,38.05,-4.183997995,-3.166385224,-92.48823936,-1.555997698
0.1,0.35,0.65,38.1,-4.178048848,-3.170801514,-94.45345286,-3.537745136
0.1,0.35,0.65,38.15,-4.173090483,-3.174543288,-96.40985136,-5.513248076
0.1,0.35,0.65,38.2,-4.169025524,-3.177658838,-98.35801522,-7.48313991
0.1,0.35,0.65,38.25,-4.165777244,-3.18019067,-100.2984835,-9.447925267
0.1,0.35,0.65,38.3,-4.163284766,-3.182176261,-102.2317637,-11.40800797
0.1,0.35,0.65,38.35,-4.161499537,-3.183648789,-104.158341,-13.36371174
0.1,0.35,0.65,38.4,-4.16038273,-3.184637782,-106.0786854,-15.31529559
0.1,0.35,0.65,38.45,-4.159903333,-3.185169696,-107.9932587,-17.26296523
0.1,0.35,0.65,38.5,-4.160036763,-3.185268439,-109.9025211,-19.2068815
0.1,0.35,0.65,38.55,-4.160763935,-3.184955842,-111.8069371,-21.1471663
0.1,0.35,0.65,38.6,-4.162070716,-3.184252128,-113.7069818,-23.08390634
0.1,0.35,0.65,38.65,-4.163947799,-3.183176411,-115.6031468,-25.01715493
0.1,0.35,0.65,38.7,-4.166391046,-3.181747288,-117.4959475,-26.94693143
0.1,0.35,0.65,38.75,-4.169402437,-3.179983639,-119.38593,-28.87321781
0.1,0.35,0.65,38.8,-4.17299183,-3.1779058,-121.2736779,-30.79595109
0.1,0.35,0.65,38.85,-4.177179837,-3.17553746,-123.1598176,-32.71500931
0.1,0.35,0.65,38.9,-4.182002215,-3.172908922,-125.0450193,-34.63018641
0.1,0.35,0.65,38.95,-4.187516164,-3.170063133,-126.9299874,-36.54114707
0.1,0.35,0.65,39,-4.193808695,-3.167067638,-128.8154299,-38.44734274
0.1,0.35,0.65,39.05,-4.201006382,-3.164040468,-130.7019911,-40.34784725
0.1,0.35,0.65,39.1,-4.209283718,-3.161212727,-132.5901237,-42.24101202
0.1,0.35,0.65,39.15,-4.218863379,-3.15910377,-134.4798828,-44.12368476
0.1,0.35,0.65,39.2,-4.229996294,-3.159123309,-136.3706522,-45.9893382
0.1,0.35,0.65,39.25,-4.242906913,-3.166366286,-138.2608933,-47.82488893
0.1,0.35,0.65,39.3,-4.257699721,-3.207811755,-140.1481281,-49.67025646
0.1,0.35,0.65,39.35,-4.274256714,-3.211591913,-142.0294136,-52.39914143
0.1,0.35,0.65,39.4,-4.292196143,-3.126420605,-143.9023447,-54.12342601
0.1,0.35,0.65,39.45,-4.310955499,-3.110221217,-145.7661309,-55.87044225
0.1,0.35,0.65,39.5,-4.329974966,-3.101359256,-147.6220256,-57.69456606
0.1,0.35,0.65,39.55,-4.348869003,-3.093299382,-149.4728163,-59.54703733
0.1,0.35,0.65,39.6,-4.367490666,-3.085004477,-151.3218164,-61.41185364
0.1,0.35,0.65,39.65,-4.385889314,-3.076223475,-153.1720234,-63.28287885
0.1,0.35,0.65,39.7,-4.404224898,-3.066868632,-155.0257541,-65.15749011
0.1,0.35,0.65,39.75,-4.422693821,-3.056893424,-156.8846743,-67.0345923
0.1,0.35,0.65,39.8,-4.441486122,-3.046263268,-158.7500141,-68.91390139
0.1,0.35,0.65,39.85,-4.460770475,-3.034949716,-160.6228191,-70.79567704
0.1,0.35,0.65,39.9,-4.48069751,-3.022934057,-162.504177,-72.68065497
0.1,0.35,0.65,39.95,-4.501415013,-3.010219833,-164.395418,-74.57010374
0.1,0.35,0.65,40,-4.523094009,-2.996861545,-166.298309,-76.46599819
0.1,0.35,0.65,40.05,-4.545971002,-2.983029784,-168.215266,-78.37133491
0.1,0.35,0.65,40.1,-4.57042005,-2.969164533,-170.1495959,-80.29059651
0.1,0.35,0.65,40.15,-4.597082303,-2.956348593,-172.105728,-82.23010135
0.1,0.35,0.65,40.2,-4.627104506,-2.947204041,-174.089241,-84.19641441
0.1,0.35,0.65,40.25,-4.66257012,-2.947585348,-176.1060106,-86.1838848
0.1,0.35,0.65,40.3,-4.70719723,-2.965712004,-178.1584753,-88.12583119
0.1,0.35,0.65,40.35,-4.767050583,-2.992025312,179.7658917,-89.86134592
0.1,0.35,0.65,40.4,-4.849462543,-2.987407682,177.7206121,-91.42417317
0.1,0.35,0.65,40.45,-4.955174258,-2.951309625,175.8257317,-93.07326024
0.1,0.35,0.65,40.5,-5.064170544,-2.908656536,174.2035381,-94.85312641
0.1,0.35,0.65,40.55,-5.143605523,-2.868474473,172.7992492,-96.70458723
0.1,0.35,0.65,40.6,-5.184166477,-2.831034468,171.4028718,-98.58991369
0.1,0.35,0.65,40.65,-5.202331628,-2.795100307,169.8840337,-100.4933649
0.1,0.35,0.65,40.7,-5.214863403,-2.759598743,168.2387528,-102.4091951
0.1,0.35,0.65,40.75,-5.229814644,-2.723773144,166.5059807,-104.3357733
0.1,0.35,0.65,40.8,-5.249593711,-2.687098923,164.7206916,-106.2732222
0.1,0.35,0.65,40.85,-5.27433523,-2.649200411,162.9057107,-108.2224795
0.1,0.35,0.65,40.9,-5.303499104,-2.609795804,161.0746686,-110.1849159
0.1,0.35,0.65,40.95,-5.336450612,-2.568663561,159.2355925,-112.1621767
0.1,0.35,0.65,41,-5.372632063,-2.525622276,157.3932961,-114.1561185
0.1,0.35,0.7,37,-4.493851923,-3.752011686,-56.80519288,-141.2587394
0.1,0.35,0.7,37.05,-4.462680496,-3.684780089,-58.50041257,-143.1913511
0.1,0.35,0.7,37.1,-4.432872339,-3.621343513,-60.20400485,-145.1455827
0.1,0.35,0.7,37.15,-4.404451534,-3.561836562,-61.91553605,-147.1197575
0.1,0.35,0.7,37.2,-4.377447262,-3.506371458,-63.6345469,-149.112066
0.1,0.35,0.7,37.25,-4.351896063,-3.455034929,-65.36055266,-151.1205805
0.1,0.35,0.7,37.3,-4.327844875,-3.407885307,-67.09304562,-153.1432726
0.1,0.35,0.7,37.35,-4.305355081,-3.364949933,-68.83150205,-155.1780349
0.1,0.35,0.7,37.4,-4.284507843,-3.326222991,-70.57539705,-157.2227056
0.1,0.35,0.7,37.45,-4.265410918,-3.291663876,-72.32423332,-159.2750967
0.1,0.35,0.7,37.5,-4.248206994,-3.261196195,-74.07759335,-161.3330238
0.1,0.35,0.7,37.55,-4.233082936,-3.234707491,-75.8352298,-163.394339
0.1,0.35,0.7,37.6,-4.220277946,-3.21204976,-77.59721522,-165.4569632
0.1,0.35,0.7,37.65,-4.210085734,-3.193040809,-79.36417678,-167.5189201
0.1,0.35,0.7,37.7,-4.202840605,-3.177466468,-81.13763537,-169.5783675
0.1,0.35,0.7,37.75,-4.198869776,-3.165083635,-82.92043017,-171.6336281
0.1,0.35,0.7,37.8,-4.198387948,-3.155624126,-84.71710345,-173.6832158
0.1,0.35,0.7,37.85,-4.201317728,-3.148799214,-86.53392002,-175.7258586
0.1,0.35,0.7,37.9,-4.207064786,-3.144304768,-88.37798119,-177.7605165
0.1,0.35,0.7,37.95,-4.214371441,-3.141826827,-90.25499962,-179.7863928
0.1,0.35,0.7,38,-4.221450402,-3.141047444,-92.16620255,178.1970598
0.1,0.35,0.7,38.05,-4.226497263,-3.141650612,-94.10625121,176.1901414
0.1,0.35,0.7,38.1,-4.228351618,-3.143328071,-96.06425328,174.1929119
0.1,0.35,0.7,38.15,-4.226857274,-3.145784804,-98.02767482,172.2052063
0.1,0.35,0.7,38.2,-4.222706899,-3.148744027,-99.98644885,170.2266544
0.1,0.35,0.7,38.25,-4.216985442,-3.151951517,-101.934886,168.2567069
0.1,0.35,0.7,38.3,-4.210754693,-3.155179132,-103.8712672,166.2946654
0.1,0.35,0.7,38.35,-4.204840012,-3.158227423,-105.7963958,164.3397145
0.1,0.35,0.7,38.4,-4.199790871,-3.160927282,-107.7122169,162.3909574
0.1,0.35,0.7,38.45,-4.195927671,-3.163140595,-109.6209187,160.4474502
0.1,0.35,0.7,38.5,-4.193409562,-3.164759944,-111.5244837,158.508237
0.1,0.35,0.7,38.55,-4.19229339,-3.165707403,-113.4245286,156.5723814
0.1,0.35,0.7,38.6,-4.192576135,-3.165932553,-115.3222909,154.6389964
0.1,0.35,0.7,38.65,-4.194222523,-3.165409825,-117.2186763,152.7072693
0.1,0.35,0.7,38.7,-4.197181871,-3.164135335,-119.1143219,150.7764831
0.1,0.35,0.7,38.75,-4.201397833,-3.162123361,-121.0096561,148.8460316
0.1,0.35,0.7,38.8,-4.206813747,-3.159402636,-122.9049484,146.9154312
0.1,0.35,0.7,38.85,-4.21337535,-3.156012595,-124.8003492,144.9843266
0.1,0.35,0.7,38.9,-4.221031975,-3.151999729,-126.695919,143.0524922
0.1,0.35,0.7,38.95,-4.229736871,-3.147414164,-128.5916512,141.1198297
0.1,0.35,0.7,39,-4.239447059,-3.14230656,-130.4874886,139.1863618
0.1,0.35,0.7,39.05,-4.250122921,-3.1367254,-132.3833355,137.2522233
0.1,0.35,0.7,39.1,-4.26172766,-3.130714726,-134.2790669,135.3176496
0.1,0.35,0.7,39.15,-4.274226679,-3.124312347,-136.1745353,133.3829647
0.1,0.35,0.7,39.2,-4.287586906,-3.117548505,-138.0695757,131.4485675
0.1,0.35,0.7,39.25,-4.301776072,-3.110445024,-139.9640101,129.5149186
0.1,0.35,0.7,39.3,-4.316761917,-3.103014882,-141.8576507,127.5825275
0.1,0.35,0.7,39.35,-4.332511312,-3.0952622,-143.750303,125.6519404
0.1,0.35,0.7,39.4,-4.34898925,-3.087182614,-145.6417693,123.7237308
0.1,0.35,0.7,39.45,-4.366157658,-3.078763998,-147.5318522,121.7984902
0.1,0.35,0.7,39.5,-4.383973963,-3.069987524,-149.4203593,119.876823
0.1,0.35,0.7,39.55,-4.402389322,-3.060829081,-151.3071093,117.9593432
0.1,0.35,0.7,39.6,-4.421346394,-3.051261079,-153.1919408,116.0466749
0.1,0.35,0.7,39.65,-4.440776489,-3.04125476,-155.0747249,114.1394569
0.1,0.35,0.7,39.7,-4.460595886,-3.030783198,-156.9553843,112.2383522
0.1,0.35,0.7,39.75,-4.480701021,-3.019825357,-158.8339223,110.3440639
0.1,0.35,0.7,39.8,-4.500962188,-3.008371829,-160.7104677,108.4573589
0.1,0.35,0.7,39.85,-4.521215354,-2.99643336,-162.5853463,106.5791018
0.1,0.35,0.7,39.9,-4.541251728,-2.984054146,-164.4591964,104.7103
0.1,0.35,0.7,39.95,-4.560805197,-2.97133347,-166.3331596,102.8521614
0.1,0.35,0.7,40,-4.5795393,-2.958462299,-168.2092016,101.0061568
0.1,0.35,0.7,40.05,-4.597039956,-2.945787136,-170.0906594,99.17405814
0.1,0.35,0.7,40.1,-4.612832861,-2.933923645,-171.9831817,97.35785247
0.1,0.35,0.7,40.15,-4.62647849,-2.923958093,-173.8963176,95.55922848
0.1,0.35,0.7,40.2,-4.637884377,-2.917781594,-175.8460092,93.77774921
0.1,0.35,0.7,40.25,-4.64817017,-2.918503753,-177.8575824,92.00534298
0.1,0.35,0.7,40.3,-4.661704563,-2.930250116,-179.9653801,90.21234335
0.1,0.35,0.7,40.35,-4.68947873,-2.954426119,177.8055427,88.32542608
0.1,0.35,0.7,40.4,-4.749397141,-2.978656564,175.500105,86.24667203
0.1,0.35,0.7,40.45,-4.851115983,-2.974987148,173.2936191,84.00248035
0.1,0.35,0.7,40.5,-4.974161937,-2.934201242,171.370304,81.79418348
0.1,0.35,0.7,40.55,-5.085048116,-2.876255525,169.7122144,79.74145601
0.1,0.35,0.7,40.6,-5.170616284,-2.818434727,168.1712915,77.81443536
0.1,0.35,0.7,40.65,-5.235800937,-2.765866063,166.6399901,75.95465802
0.1,0.35,0.7,40.7,-5.288934671,-2.71820199,165.0793589,74.12517084
0.1,0.35,0.7,40.75,-5.335978679,-2.673986164,163.4852252,72.30773844
0.1,0.35,0.7,40.8,-5.380368066,-2.631940531,161.8642829,70.49395782
0.1,0.35,0.7,40.85,-5.423940299,-2.591154996,160.2247036,68.67997411
0.1,0.35,0.7,40.9,-5.467652175,-2.551022519,158.5734707,66.86396459
0.1,0.35,0.7,40.95,-5.511994054,-2.511149698,156.9159985,65.04500388
0.1,0.35,0.7,41,-5.557210571,-2.471288287,155.2563667,63.22255553
0.1,0.35,0.75,37,-4.504208993,-3.744151855,-59.3907409,-143.0177881
0.1,0.35,0.75,37.05,-4.600750942,-3.74684511,-61.48569016,-144.3243781
0.1,0.35,0.75,37.1,-4.737212644,-3.706435906,-63.34144144,-145.4583915
0.1,0.35,0.75,37.15,-4.891952997,-3.595556755,-64.67279683,-146.6160481
0.1,0.35,0.75,37.2,-4.991732171,-3.420625376,-65.36971476,-148.1737941
0.1,0.35,0.75,37.25,-4.969984065,-3.241397512,-65.8912458,-150.3455815
0.1,0.35,0.75,37.3,-4.857100697,-3.114930599,-66.83685567,-152.931253
0.1,0.35,0.75,37.35,-4.725297101,-3.049238447,-68.31466118,-155.6060037
0.1,0.35,0.75,37.4,-4.612277551,-3.024921764,-70.13628581,-158.1933593
0.1,0.35,0.75,37.45,-4.524556335,-3.022754326,-72.12623632,-160.6526664
0.1,0.35,0.75,37.5,-4.457971508,-3.03086218,-74.18583199,-162.9982458
0.1,0.35,0.75,37.55,-4.40708034,-3.043045197,-76.26791715,-165.2556462
0.1,0.35,0.75,37.6,-4.367548609,-3.056300033,-78.35135017,-167.4474427
0.1,0.35,0.75,37.65,-4.336308572,-3.069244601,-80.42703121,-169.5906703
0.1,0.35,0.75,37.7,-4.311253356,-3.081286427,-82.49128026,-171.6975461
0.1,0.35,0.75,37.75,-4.290933081,-3.092209391,-84.54282573,-173.7767182
0.1,0.35,0.75,37.8,-4.274333784,-3.101972161,-86.58144994,-175.8343255
0.1,0.35,0.75,37.85,-4.260729915,-3.11061047,-88.60738461,-177.8747691
0.1,0.35,0.75,37.9,-4.249588545,-3.118190119,-90.62104698,-179.9012451
0.1,0.35,0.75,37.95,-4.240507493,-3.124784864,-92.62293067,178.0838916
0.1,0.35,0.75,38,-4.233175297,-3.13046655,-94.61356604,176.0788801
0.1,0.35,0.75,38.05,-4.227345191,-3.135301273,-96.5935102,174.0823827
0.1,0.35,0.75,38.1,-4.222818155,-3.139348433,-98.56334837,172.0933661
0.1,0.35,0.75,38.15,-4.219431833,-3.142661133,-100.5236977,170.1110176
0.1,0.35,0.75,38.2,-4.217053295,-3.14528711,-102.4752098,168.1346844
0.1,0.35,0.75,38.25,-4.215574287,-3.147269803,-104.4185709,166.1638286
0.1,0.35,0.75,38.3,-4.214908074,-3.148649353,-106.3544987,164.197994
0.1,0.35,0.75,38.35,-4.21498728,-3.149463414,-108.2837363,162.2367798
0.1,0.35,0.75,38.4,-4.215762316,-3.149747718,-110.2070444,160.2798201
0.1,0.35,0.75,38.45,-4.217200122,-3.149536355,-112.1251905,158.3267673
0.1,0.35,0.75,38.5,-4.219283036,-3.148861708,-114.0389387,156.3772784
0.1,0.35,0.75,38.55,-4.222007667,-3.147754039,-115.9490371,154.4310034
0.1,0.35,0.75,38.6,-4.225383714,-3.146240667,-117.8562058,152.4875773
0.1,0.35,0.75,38.65,-4.229432663,-3.14434475,-119.7611256,150.5466136
0.1,0.35,0.75,38.7,-4.234186378,-3.142083667,-121.6644266,148.6077021
0.1,0.35,0.75,38.75,-4.239685552,-3.13946707,-123.5666779,146.6704105
0.1,0.35,0.75,38.8,-4.245978052,-3.136494746,-125.4683791,144.7342915
0.1,0.35,0.75,38.85,-4.253117156,-3.133154498,-127.3699522,142.7988966
0.1,0.35,0.75,38.9,-4.261159717,-3.129420408,-129.2717353,140.8637958
0.1,0.35,0.75,38.95,-4.270164252,-3.125251871,-131.1739784,138.9286058
0.1,0.35,0.75,39,-4.28018899,-3.120593934,-133.0768395,136.9930222
0.1,0.35,0.75,39.05,-4.291289882,-3.115379349,-134.9803831,135.0568556
0.1,0.35,0.75,39.1,-4.303518576,-3.109532682,-136.88458,133.1200655
0.1,0.35,0.75,39.15,-4.316920357,-3.102976476,-138.7893084,131.1827868
0.1,0.35,0.75,39.2,-4.331532035,-3.095639105,-140.6943565,129.2453439
0.1,0.35,0.75,39.25,-4.347379763,-3.087463527,-142.5994265,127.3082466
0.1,0.35,0.75,39.3,-4.364476735,-3.078415843,-144.5041411,125.3721656
0.1,0.35,0.75,39.35,-4.382820711,-3.068492494,-146.4080504,123.4378905
0.1,0.35,0.75,39.4,-4.4023913,-3.057725103,-148.3106432,121.5062731
0.1,0.35,0.75,39.45,-4.423146897,-3.046182448,-150.2113601,119.5781646
0.1,0.35,0.75,39.5,-4.445021171,-3.033969579,-152.1096123,117.6543533
0.1,0.35,0.75,39.55,-4.467918993,-3.021224651,-154.0048072,115.7355095
0.1,0.35,0.75,39.6,-4.491711711,-3.008114334,-155.8963844,113.8221416
0.1,0.35,0.75,39.65,-4.516231782,-2.994828757,-157.7838677,111.9145612
0.1,0.35,0.75,39.7,-4.541266991,-2.981576758,-159.6669402,110.0128566
0.1,0.35,0.75,39.75,-4.566555006,-2.968581871,-161.5455555,108.1168664
0.1,0.35,0.75,39.8,-4.591779993,-2.956079005,-163.4200987,106.2261479
0.1,0.35,0.75,39.85,-4.61657503,-2.944311205,-165.2916194,104.3399304
0.1,0.35,0.75,39.9,-4.640537465,-2.933525177,-167.1621539,102.4570465
0.1,0.35,0.75,39.95,-4.663270164,-2.923963297,-169.0351443,100.5758335
0.1,0.35,0.75,40,-4.68446937,-2.915848428,-170.9159073,98.69400046
0.1,0.35,0.75,40.05,-4.704086574,-2.909355954,-172.8119876,96.80846756
0.1,0.35,0.75,40.1,-4.722585159,-2.904565078,-174.7329934,94.9152022
0.1,0.35,0.75,40.15,-4.741265811,-2.901379665,-176.6892052,93.00912252
0.1,0.35,0.75,40.2,-4.762515832,-2.899410787,-178.6881766,91.08421247
0.1,0.35,0.75,40.25,-4.789675111,-2.897825349,179.2705817,89.1341008
0.1,0.35,0.75,40.3,-4.826206768,-2.895198367,177.2004272,87.15344218
0.1,0.35,0.75,40.35,-4.874304227,-2.889466357,175.1274067,85.14033656
0.1,0.35,0.75,40.4,-4.933777743,-2.878140202,173.0826173,83.09945688
0.1,0.35,0.75,40.45,-5.002124615,-2.858906983,171.0911543,81.04443155
0.1,0.35,0.75,40.5,-5.075712321,-2.830520066,169.1652155,78.99711882
0.1,0.35,0.75,40.55,-5.151123618,-2.793519023,167.304592,76.98239776
