"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []"
0.5,57,-9.1492745178194,-2.07418708573553,2116.86690702289,4.83644923547495,178.040137040421
0.5,57.05,-9.50125749613181,-1.91275967431635,2118.93218069796,4.84060495079812,178.166302101494
0.5,57.1,-9.85007680179396,-1.77273697530894,2120.99746734891,4.84475991519459,178.292392789981
0.5,57.15,-10.1938297433528,-1.65109563885808,2123.06276658346,4.84891413159112,178.418408732289
0.5,57.2,-10.5311121861713,-1.54521193756668,2125.1280780116,4.85306760290514,178.544349557732
0.5,57.25,-10.860921706788,-1.45282961587774,2127.19340124558,4.85722033204474,178.670214898528
0.5,57.3,-11.1825746931294,-1.37202005792178,2129.25873589993,4.86137232190871,178.796004389783
0.5,57.35,-11.4956372597859,-1.30114095438846,2131.32408159138,4.86552357538649,178.921717669486
0.5,57.4,-11.7998687919266,-1.23879684715092,2133.38943793892,4.86967409535822,179.047354378495
0.5,57.45,-12.0951764800279,-1.18380320668681,2135.45480456375,4.87382388469472,179.172914160529
0.5,57.5,-12.3815791144763,-1.13515467380003,2137.52018108928,4.87797294625747,179.298396662158
0.5,57.55,-12.6591785083801,-1.09199751712196,2139.58556714112,4.88212128289866,179.423801532791
0.5,57.6,-12.9281371045939,-1.05360605185598,2141.65096234707,4.88626889746117,179.549128424668
0.5,57.65,-13.1886605382028,-1.01936262380114,2143.71636633711,4.89041579277858,179.67437699285
0.5,57.7,-13.4409841357236,-0.988740716670825,2145.78177874339,4.89456197167517,179.799546895206
0.5,57.75,-13.6853625213978,-0.961290747264354,2147.84719920023,4.89870743696599,179.924637792406
0.5,57.8,-13.922061663437,-0.936628146220527,2149.91262734408,4.90285219145694,180.049649347902
0.5,57.85,-14.1513528285468,-0.914423366612661,2151.97806281355,4.90699623794525,180.17458122794
0.5,57.9,-14.3735080237263,-0.894393509886155,2154.04350524936,4.91113957922281,180.299433101523
0.5,57.95,-14.5887965934949,-0.876295303966342,2156.10895429439,4.9152822181235,180.424204640415
0.5,58,-14.7974827118087,-0.859919209551859,2158.17440959334,4.9194241572942,180.548895519129
0.5,58.05,-14.9998235642461,-0.845084466815358,2160.23987079371,4.92356539947689,180.673505414913
0.5,58.1,-15.1960680604067,-0.831634925885348,2162.30533754441,4.92770594755355,180.798034007746
0.5,58.15,-15.3864559512968,-0.81943553090188,2164.37080949669,4.93184580421773,180.922480980321
0.5,58.2,-15.5712172537197,-0.808369349623616,2166.43628630384,4.93598497219537,181.046846018038
0.5,58.25,-15.7505719049596,-0.798335059068018,2168.50176762123,4.94012345420747,181.171128808995
0.5,58.3,-15.9247295876049,-0.789244813030851,2170.56725310627,4.94426125296672,181.295329043972
0.5,58.35,-16.0938896772057,-0.781022430051694,2172.63274241841,4.94839837117681,181.419446416427
0.5,58.4,-16.2582412753923,-0.773601850905967,2174.69823521913,4.95253481153234,181.543480622481
0.5,58.45,-16.4179632987066,-0.766925823387432,2176.76373117194,4.95667057671875,181.667431360909
0.5,58.5,-16.5732245991992,-0.760944779316758,2178.82922994236,4.96080566941232,181.79129833313
0.5,58.55,-16.724184097184,-0.755615874638076,2180.89473119791,4.96494009228016,181.915081243197
0.5,58.6,-16.870990909707,-0.750902168367889,2182.96023460809,4.96907384798023,182.038779797784
0.5,58.65,-17.0137844604818,-0.746771920221781,2185.02573984442,4.97320693916133,182.162393706177
0.5,58.7,-17.1526945584395,-0.743197990114116,2187.09124658035,4.97733936846313,182.285922680265
0.5,58.75,-17.2878414327365,-0.740157325527439,2189.15675449134,4.98147113851616,182.409366434526
0.5,58.8,-17.4193357121503,-0.737630525081682,2191.22226325476,4.98560225194186,182.53272468602
0.5,58.85,-17.547278336307,-0.735601468580226,2193.28777254996,4.98973271135252,182.655997154374
0.5,58.9,-17.6717603851626,-0.734057005436331,2195.35328205821,4.99386251935137,182.779183561777
0.5,58.95,-17.7928628115861,-0.732986694742226,2197.41879146272,4.99799167853256,182.902283632966
0.5,59,-17.9106560597753,-0.732382591375716,2199.4843004486,5.00212019148115,183.025297095214
0.5,59.05,-18.0251995495209,-0.732239073477356,2201.5498087029,5.00624806077315,183.148223678323
0.5,59.1,-18.1365410030082,-0.732552707397617,2203.61531591453,5.01037528897554,183.271063114612
0.5,59.15,-18.2447155868452,-0.733322146822003,2205.68082177431,5.01450187864627,183.393815138905
0.5,59.2,-18.3497448373117,-0.734548063237614,2207.74632597496,5.01862783233425,183.516479488522
0.5,59.25,-18.4516353314056,-0.736233105202484,2209.81182821103,5.02275315257942,183.639055903269
0.5,59.3,-18.5503770601565,-0.738381884002651,2211.87732817898,5.02687784191273,183.761544125423
0.5,59.35,-18.6459414539625,-0.741000983200892,2213.9428255771,5.03100190285612,183.883943899729
0.5,59.4,-18.7382790026097,-0.744098989247437,2216.00832010551,5.03512533792262,184.006254973381
0.5,59.45,-18.8273164055527,-0.747686539665506,2218.0738114662,5.0392481496163,184.128477096018
0.5,59.5,-18.9129531816551,-0.751776384242946,2220.13929936296,5.04337034043229,184.250610019711
0.5,59.55,-18.9950576630493,-0.756383453015919,2222.20478350142,5.04749191285682,184.37265349895
0.5,59.6,-19.0734622968279,-0.76152492243315,2224.270263589,5.05161286936723,184.494607290637
0.5,59.65,-19.1479581836078,-0.767220267687273,2226.33573933494,5.05573321243196,184.616471154075
0.5,59.7,-19.2182887975497,-0.7734912844639,2228.40121045026,5.0598529445106,184.738244850953
0.5,59.75,-19.2841428638537,-0.780362056866849,2230.46667664776,5.06397206805388,184.859928145342
0.5,59.8,-19.3451464249872,-0.787858839506411,2232.53213764201,5.06809058550373,184.98152080368
0.5,59.85,-19.4008542166383,-0.796009810066402,2234.59759314938,5.07220849929321,185.103022594762
0.5,59.9,-19.4507406124706,-0.804844633413883,2236.66304288796,5.07632581184663,185.22443328973
0.5,59.95,-19.494190600117,-0.814393758834571,2238.72848657759,5.08044252557948,185.345752662064
0.5,60,-19.5304915384302,-0.824687347853956,2240.79392393988,5.08455864289853,185.466980487567
0.5,60.05,-19.5588268357964,-0.835753701544264,2242.85935469814,5.08867416620176,185.588116544359
0.5,60.1,-19.5782731922553,-0.847617024718338,2244.92477857742,5.09278909787844,185.709160612865
0.5,60.15,-19.5878036572798,-0.860294333871748,2246.99019530448,5.09690344030913,185.830112475803
0.5,60.2,-19.5862994283659,-0.873791294139033,2249.05560460778,5.10101719586569,185.950971918173
0.5,60.25,-19.5725739524595,-0.888096772283756,2251.12100621749,5.1051303669113,186.071738727252
0.5,60.3,-19.5454133062318,-0.9031759414328,2253.18639986545,5.10924295580049,186.192412692575
0.5,60.35,-19.5036367285279,-0.918961903950004,2255.2517852852,5.11335496487915,186.312993605932
0.5,60.4,-19.4461801612221,-0.935346057659716,2257.31716221194,5.11746639648453,186.433481261353
0.5,60.45,-19.3722032790226,-0.952167867455213,2259.38253038253,5.12157725294531,186.553875455099
0.5,60.5,-19.2812164078861,-0.969205351992366,2261.44788953551,5.12568753658157,186.674175985651
0.5,60.55,-19.1732179414913,-0.986168428363204,2263.51323941105,5.12979724970481,186.7943826537
0.5,60.6,-19.0488260092711,-1.00269813089661,2265.57857975094,5.133906394618,186.914495262137
0.5,60.65,-18.9093817555396,-1.01837530390849,2267.64391029863,5.13801497361558,187.034513616041
