D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1))_1 [deg]"
0.1,0.6,1.35,61.1,-9.760307559,-1.541098255,161.7242303,-96.18733952
0.1,0.6,1.35,61.15,-9.768311393,-1.530249101,160.8854592,-97.09417745
0.1,0.6,1.35,61.2,-9.765950695,-1.521599845,160.06199,-98.01537025
0.1,0.6,1.35,61.25,-9.756320848,-1.515268618,159.2335488,-98.94846135
0.1,0.6,1.35,61.3,-9.742115272,-1.51130759,158.3897468,-99.8911064
0.1,0.6,1.35,61.35,-9.725567662,-1.509708292,157.5257637,-100.8411404
0.1,0.6,1.35,61.4,-9.708524468,-1.510408485,156.6399731,-101.7966385
0.1,0.6,1.35,61.45,-9.692534444,-1.513300045,155.7326657,-102.7559703
0.1,0.6,1.35,61.5,-9.678924143,-1.518237544,154.8053648,-103.7178474
0.1,0.6,1.35,61.55,-9.668855145,-1.52504735,153.860456,-104.6813664
0.1,0.6,1.35,61.6,-9.66336636,-1.533537184,152.9009861,-105.646048
0.1,0.6,1.35,61.65,-9.663406012,-1.543506205,151.9305545,-106.6118752
0.1,0.6,1.35,61.7,-9.669857469,-1.554755812,150.9532603,-107.5793311
0.1,0.6,1.35,61.75,-9.683562369,-1.567101555,149.9736879,-108.5494417
0.1,0.6,1.35,61.8,-9.705343883,-1.580386754,148.9969293,-109.523823
0.1,0.6,1.35,61.85,-9.736032553,-1.594498795,148.0286492,-110.5047396
0.1,0.6,1.35,61.9,-9.776496909,-1.609389526,147.0752122,-111.495174
0.1,0.6,1.35,61.95,-9.827680855,-1.625101971,146.1439008,-112.4989143
0.1,0.6,1.35,62,-9.890649511,-1.641806655,145.2432753,-113.5206579
0.1,0.6,1.35,62.05,-9.966644296,-1.659852634,144.3837521,-114.5661334
0.1,0.6,1.35,62.1,-10.05714575,-1.679840989,143.5785274,-115.6422304
0.1,0.6,1.35,62.15,-10.16393669,-1.702732738,142.8450482,-116.7571108
0.1,0.6,1.35,62.2,-10.28914405,-1.730009302,142.2073592,-117.9202376
0.1,0.6,1.35,62.25,-10.43520435,-1.763912495,141.6998424,-119.1421772
0.1,0.6,1.35,62.3,-10.60461983,-1.807801459,141.3731275,-120.4338613
0.1,0.6,1.35,62.35,-10.79919642,-1.866670293,141.3031472,-121.8046543
0.1,0.6,1.35,62.4,-11.01807528,-1.947850162,141.6038491,-123.2578993
0.1,0.6,1.35,62.45,-11.25315035,-2.061805407,142.4407372,-124.7814313
0.1,0.6,1.35,62.5,-11.47958891,-2.222547235,144.0297448,-126.3289376
0.1,0.6,1.35,62.55,-11.64039469,-2.446174266,146.5720402,-127.7878256
0.1,0.6,1.35,62.6,-11.63566489,-2.744141731,150.0320143,-128.9379757
0.1,0.6,1.35,62.65,-11.35613413,-3.106827011,153.771691,-129.4404829
0.1,0.6,1.35,62.7,-10.78944977,-3.481072837,156.5389343,-128.9553774
0.1,0.6,1.35,62.75,-10.08532129,-3.770652879,157.3394927,-127.4455129
0.1,0.6,1.35,62.8,-9.443947732,-3.892525125,156.2553881,-125.3947293
0.1,0.6,1.35,62.85,-8.971767442,-3.842174628,154.101278,-123.5248894
0.1,0.6,1.35,62.9,-8.669409404,-3.681884137,151.6585248,-122.2922885
0.1,0.6,1.35,62.95,-8.492000273,-3.480800138,149.3663309,-121.7625424
0.1,0.6,1.35,63,-8.392909003,-3.282473032,147.3872126,-121.7978742
0.1,0.7,1.15,57,-23.68983581,-1.027340403,37.30607927,160.5405971
0.1,0.7,1.15,57.05,-26.49518001,-0.996320847,30.07228918,159.8783868
0.1,0.7,1.15,57.1,-25.35833061,-0.968361756,43.44947022,159.1971466
0.1,0.7,1.15,57.15,-24.86340183,-0.943475345,44.56795155,158.498512
0.1,0.7,1.15,57.2,-24.6012212,-0.92166018,45.17970785,157.7841791
0.1,0.7,1.15,57.25,-24.41113375,-0.902900408,45.71243797,157.0559042
0.1,0.7,1.15,57.3,-24.25223705,-0.887164594,46.21273802,156.3155073
0.1,0.7,1.15,57.35,-24.10973248,-0.874403808,46.68750759,155.5648786
0.1,0.7,1.15,57.4,-23.97705347,-0.864548384,47.13716274,154.8059872
0.1,0.7,1.15,57.45,-23.85088706,-0.857502532,47.56100481,154.0408912
0.1,0.7,1.15,57.5,-23.72941657,-0.853135628,47.95830335,153.271743
0.1,0.7,1.15,57.55,-23.61159307,-0.851268886,48.32852115,152.5007765
0.1,0.7,1.15,57.6,-23.49679619,-0.851656551,48.67134838,151.7302518
0.1,0.7,1.15,57.65,-23.38466145,-0.853962997,48.98669828,150.9623144
0.1,0.7,1.15,57.7,-23.27498614,-0.857742863,49.27470239,150.1987126
0.1,0.7,1.15,57.75,-23.16767484,-0.862442155,49.53571444,149.4403337
0.1,0.7,1.15,57.8,-23.06270641,-0.867450328,49.77032557,148.6866226
0.1,0.7,1.15,57.85,-22.96011296,-0.87223018,49.97939217,147.9351695
0.1,0.7,1.15,57.9,-22.85996576,-0.876506993,50.16407875,147.1819737
0.1,0.7,1.15,57.95,-22.76236497,-0.880414695,50.32591952,146.4227255
0.1,0.7,1.15,58,-22.66743114,-0.884463122,50.46690501,145.6546587
0.1,0.7,1.15,58.05,-22.57529667,-0.889302718,50.58960308,144.8777868
0.1,0.7,1.15,58.1,-22.48609503,-0.895435659,50.69732849,144.0947045
0.1,0.7,1.15,58.15,-22.3999446,-0.903048606,50.79438183,143.3093392
0.1,0.7,1.15,58.2,-22.31692182,-0.912007773,50.88638832,142.5256638
0.1,0.7,1.15,58.25,-22.23701397,-0.921939321,50.98077901,141.747029
0.1,0.7,1.15,58.3,-22.1600335,-0.93230852,51.08747104,140.9762041
0.1,0.7,1.15,58.35,-22.08545977,-0.942462525,51.21980786,140.2160658
0.1,0.7,1.15,58.4,-22.0121422,-0.95167616,51.39578319,139.4711569
0.1,0.7,1.15,58.45,-21.93773931,-0.959425511,51.63938403,138.7507126
0.1,0.7,1.15,58.5,-21.85766386,-0.966650659,51.9812312,138.071586
0.1,0.7,1.15,58.55,-21.76316889,-0.978542405,52.45569757,137.4439398
0.1,0.7,1.15,58.6,-21.63825567,-1.001324395,53.08634337,136.8212349
0.1,0.7,1.15,58.65,-21.45635962,-1.028879209,53.84055679,136.1370289
0.1,0.7,1.15,58.7,-21.18331243,-1.051661,54.52830718,135.4066104
0.1,0.7,1.15,58.75,-20.8037687,-1.06855164,54.69024849,134.6665281
0.1,0.7,1.15,58.8,-20.37427162,-1.081473485,53.75582741,133.9290582
0.1,0.7,1.15,58.85,-20.02165424,-1.091985583,51.65535042,133.1924216
0.1,0.7,1.15,58.9,-19.82763863,-1.101265155,49.03210266,132.4498611
0.1,0.7,1.15,58.95,-19.76909611,-1.110751175,46.54626619,131.692561
0.1,0.7,1.15,59,-19.78541835,-1.122978188,44.42313681,130.9120836
0.1,0.7,1.15,59.05,-19.83539357,-1.142533747,42.60482517,130.1084524
0.1,0.7,1.15,59.1,-19.90352264,-1.175761012,40.96693912,129.3115955
0.1,0.7,1.15,59.15,-19.99095091,-1.224807799,39.41094909,128.6047665
0.1,0.7,1.15,59.2,-20.10848748,-1.276909246,37.89203802,128.0752857
0.1,0.7,1.15,59.25,-20.27226291,-1.311376339,36.43728347,127.6913274
0.1,0.7,1.15,59.3,-20.4982253,-1.322418546,35.17010533,127.333272
0.1,0.7,1.15,59.35,-20.7915328,-1.31795998,34.32326354,126.9285519
0.1,0.7,1.15,59.4,-21.13137454,-1.306112518,34.18762233,126.4677026
0.1,0.7,1.15,59.45,-21.46371074,-1.291073818,34.95308497,125.9633819
0.1,0.7,1.15,59.5,-21.72073833,-1.274393404,36.52728048,125.428514
0.1,0.7,1.15,59.55,-21.86035564,-1.256418027,38.5413583,124.8714065
0.1,0.7,1.15,59.6,-21.88647847,-1.237049604,40.57517273,124.2961074
0.1,0.7,1.15,59.65,-21.8333873,-1.216084518,42.36012573,123.7034868
0.1,0.7,1.15,59.7,-21.73954708,-1.193377497,43.80584414,123.0920697
0.1,0.7,1.15,59.75,-21.63344692,-1.168949131,44.92586925,122.4586313
0.1,0.7,1.15,59.8,-21.53151204,-1.143083939,45.76783757,121.798768
0.1,0.7,1.15,59.85,-21.44086584,-1.116424663,46.37961032,121.1076814
0.1,0.7,1.15,59.9,-21.36272463,-1.090035586,46.80073092,120.381362
0.1,0.7,1.15,59.95,-21.29518193,-1.065379128,47.06369432,119.6181755
0.1,0.7,1.15,60,-21.23518267,-1.044143263,47.19609359,118.8205068
0.1,0.7,1.15,60.05,-21.17971992,-1.027902142,47.22091708,117.9957123
0.1,0.7,1.15,60.1,-21.12640914,-1.017694851,47.15538232,117.1555573
0.1,0.7,1.15,60.15,-21.07369498,-1.01370514,47.00923014,116.313907
0.1,0.7,1.15,60.2,-21.02098317,-1.015213826,46.78283011,115.4834931
0.1,0.7,1.15,60.25,-20.96902373,-1.020848446,46.46495542,114.6732162
0.1,0.7,1.15,60.3,-20.9210304,-1.028987627,46.03054345,113.8870488
0.1,0.7,1.15,60.35,-20.88542464,-1.038128296,45.44228351,113.1245706
0.1,0.7,1.15,60.4,-20.88132414,-1.047101573,44.67372217,112.3824088
0.1,0.7,1.15,60.45,-20.94374631,-1.055131425,43.80720386,111.6557769
0.1,0.7,1.15,60.5,-21.10315589,-1.06179093,43.242042,110.9396403
0.1,0.7,1.15,60.55,-21.30606663,-1.066916845,43.59512787,110.2294039
0.1,0.7,1.15,60.6,-21.41909603,-1.070522644,44.78427957,109.5212143
0.1,0.7,1.15,60.65,-21.40576869,-1.07272804,46.03481974,108.8120174
0.1,0.7,1.15,60.7,-21.3253476,-1.073708789,46.94344045,108.0994927
0.1,0.7,1.15,60.75,-21.22653792,-1.07366403,47.53222192,107.3819399
0.1,0.7,1.15,60.8,-21.12889688,-1.072796581,47.91442036,106.6581595
0.1,0.7,1.15,60.85,-21.03752962,-1.071301992,48.17575558,105.9273466
0.1,0.7,1.15,60.9,-20.95260433,-1.069363104,48.36761881,105.1890041
0.1,0.7,1.15,60.95,-20.87299623,-1.067147908,48.51913523,104.4428744
0.1,0.7,1.15,61,-20.79745099,-1.064809246,48.64667396,103.6888871
0.1,0.7,1.15,61.05,-20.72489694,-1.062485465,48.75943124,102.9271206
0.1,0.7,1.15,61.1,-20.65449129,-1.060301512,48.86250514,102.1577727
0.1,0.7,1.15,61.15,-20.58559301,-1.058370155,48.95858277,101.3811391
0.1,0.7,1.15,61.2,-20.51772293,-1.056793182,49.04888107,100.5975973
0.1,0.7,1.15,61.25,-20.45052808,-1.055662497,49.1336827,99.80759429
0.1,0.7,1.15,61.3,-20.38375376,-1.055061093,49.21264697,99.01163694
0.1,0.7,1.15,61.35,-20.31722274,-1.055063896,49.28499205,98.21028426
0.1,0.7,1.15,61.4,-20.25082023,-1.055738483,49.3496008,97.40414082
0.1,0.7,1.15,61.45,-20.1844833,-1.057145716,49.40507926,96.59385086
0.1,0.7,1.15,61.5,-20.11819373,-1.059340288,49.44978399,95.78009275
0.1,0.7,1.15,61.55,-20.05197364,-1.062371227,49.48182722,94.96357342
0.1,0.7,1.15,61.6,-19.98588353,-1.066282365,49.49906448,94.14502253
0.1,0.7,1.15,61.65,-19.92002247,-1.071112814,49.49906666,93.32518615
0.1,0.7,1.15,61.7,-19.8545308,-1.076897468,49.47907628,92.50481956
0.1,0.7,1.15,61.75,-19.78959542,-1.083667571,49.43594659,91.68467895
0.1,0.7,1.15,61.8,-19.72545876,-1.09145141,49.36606026,90.86551153
0.1,0.7,1.15,61.85,-19.6624324,-1.100275184,49.26522331,90.04804334
0.1,0.7,1.15,61.9,-19.60091756,-1.11016417,49.12852811,89.23296414
0.1,0.7,1.15,61.95,-19.54143533,-1.121144322,48.95017811,88.42090767
0.1,0.7,1.15,62,-19.4846718,-1.133244586,48.72326539,87.61242573
0.1,0.7,1.15,62.05,-19.43154558,-1.146500337,48.439493,86.80795258
0.1,0.7,1.15,62.1,-19.38331011,-1.160958699,48.08883807,86.00775502
0.1,0.7,1.15,62.15,-19.34171076,-1.176687087,47.65916676,85.21186003
0.1,0.7,1.15,62.2,-19.30922889,-1.193787519,47.13585043,84.41994675
0.1,0.7,1.15,62.25,-19.2894652,-1.212421705,46.50152843,83.63118031
0.1,0.7,1.15,62.3,-19.28774598,-1.232857378,45.73638735,82.84394934
0.1,0.7,1.15,62.35,-19.31207844,-1.255559062,44.81984842,82.05544215
0.1,0.7,1.15,62.4,-19.37462067,-1.281378642,43.73573233,81.26096178
0.1,0.7,1.15,62.45,-19.49378402,-1.311988995,42.48552522,80.45288773
0.1,0.7,1.15,62.5,-19.69664718,-1.350965518,41.11936393,79.61962948
0.1,0.7,1.15,62.55,-20.01960645,-1.406739212,39.80155234,78.74842224
0.1,0.7,1.15,62.6,-20.50007963,-1.50075471,38.92597245,77.86106773
0.1,0.7,1.15,62.65,-21.14276611,-1.676510485,39.2359105,77.26891701
0.1,0.7,1.15,62.7,-21.8480043,-1.848583722,41.68004726,78.08742385
0.1,0.7,1.15,62.75,-22.37028899,-1.721925704,46.54905238,78.93151169
0.1,0.7,1.15,62.8,-22.48134786,-1.591610484,52.50493869,78.37443434
0.1,0.7,1.15,62.85,-22.21469524,-1.546097204,57.55124207,77.56246518
0.1,0.7,1.15,62.9,-21.78009194,-1.539463825,60.84542582,76.81338597
0.1,0.7,1.15,62.95,-21.34023997,-1.549435735,62.6580665,76.14518397
0.1,0.7,1.15,63,-20.9612115,-1.567384976,63.52454814,75.54241259
0.1,0.7,1.25,57,-29.85207245,-1.138142227,-118.793277,161.3398543
0.1,0.7,1.25,57.05,-28.84539107,-1.097166972,-120.9082765,160.7166107
0.1,0.7,1.25,57.1,-27.95036058,-1.06012327,-124.7930109,160.0639967
0.1,0.7,1.25,57.15,-27.29074378,-1.027071003,-129.7739778,159.3847635
0.1,0.7,1.25,57.2,-26.88662567,-0.998029086,-134.8643085,158.6817824
0.1,0.7,1.25,57.25,-26.66963713,-0.972972308,-139.3773744,157.958006
0.1,0.7,1.25,57.3,-26.55295241,-0.951828962,-143.1061354,157.2164239
0.1,0.7,1.25,57.35,-26.47402841,-0.934479437,-146.1360065,156.4600139
0.1,0.7,1.25,57.4,-26.39918258,-0.920755961,-148.6408396,155.691689
0.1,0.7,1.25,57.45,-26.31414627,-0.910443639,-150.783092,154.9142405
0.1,0.7,1.25,57.5,-26.21504239,-0.903282951,-152.6862466,154.130281
0.1,0.7,1.25,57.55,-26.10281418,-0.898973824,-154.4361664,153.3421856
0.1,0.7,1.25,57.6,-25.98030671,-0.897181383,-156.0896924,152.5520356
0.1,0.7,1.25,57.65,-25.85086301,-0.897543429,-157.6829827,151.7615658
0.1,0.7,1.25,57.7,-25.71769004,-0.899679652,-159.2378818,150.9721177
0.1,0.7,1.25,57.75,-25.58359324,-0.903202477,-160.766421,150.1846009
0.1,0.7,1.25,57.8,-25.45088051,-0.907729351,-162.2739311,149.3994664
0.1,0.7,1.25,57.85,-25.32134061,-0.912896067,-163.7612122,148.6166928
0.1,0.7,1.25,57.9,-25.1962524,-0.918370478,-165.2260871,147.8357877
0.1,0.7,1.25,57.95,-25.07640509,-0.92386554,-166.6645569,147.0558033
0.1,0.7,1.25,58,-24.96212082,-0.929149924,-168.0717056,146.2753624
0.1,0.7,1.25,58.05,-24.85327545,-0.934053079,-169.4424496,145.4926768
0.1,0.7,1.25,58.1,-24.74931529,-0.938458424,-170.7722062,144.7055229
0.1,0.7,1.25,58.15,-24.64926789,-0.942269035,-172.0575452,143.911071
0.1,0.7,1.25,58.2,-24.55174572,-0.945297509,-173.2968936,143.1052796
0.1,0.7,1.25,58.25,-24.45494261,-0.946883593,-174.4913889,142.2808803
0.1,0.7,1.25,58.3,-24.35662612,-0.944079318,-175.6460127,141.419954
0.1,0.7,1.25,58.35,-24.2541368,-0.915275605,-176.7712058,140.4731959
0.1,0.7,1.25,58.4,-24.14442196,-0.879850354,-177.8852608,140.8302197
0.1,0.7,1.25,58.45,-24.02416771,-0.99272142,-179.0179105,139.5491014
0.1,0.7,1.25,58.5,-23.89016757,-1.006026509,179.7843636,138.5864398
0.1,0.7,1.25,58.55,-23.74021426,-1.018998404,178.4508872,137.7231918
0.1,0.7,1.25,58.6,-23.57506987,-1.034650994,176.8777305,136.8983147
0.1,0.7,1.25,58.65,-23.4024524,-1.053221475,174.9209556,136.1011673
0.1,0.7,1.25,58.7,-23.24411533,-1.074674999,172.4053819,135.3328922
0.1,0.7,1.25,58.75,-23.14541331,-1.098926479,169.1799305,134.5997081
0.1,0.7,1.25,58.8,-23.17972055,-1.125997762,165.2610047,133.9122748
0.1,0.7,1.25,58.85,-23.42835155,-1.156467235,161.0360729,133.2881428
0.1,0.7,1.25,58.9,-23.92520091,-1.193060822,157.2982423,132.7582492
0.1,0.7,1.25,58.95,-24.61139484,-1.247170815,154.8681078,132.3740489
0.1,0.7,1.25,59,-25.3654372,-1.363732249,154.096574,132.1004855
0.1,0.7,1.25,59.05,-26.07828974,-1.563269197,154.7977313,130.9499262
0.1,0.7,1.25,59.1,-26.69203335,-1.553694747,156.5594323,129.2266721
0.1,0.7,1.25,59.15,-27.18866304,-1.495665849,159.0275619,128.4627736
0.1,0.7,1.25,59.2,-27.5623162,-1.475796315,162.0039956,127.9843346
0.1,0.7,1.25,59.25,-27.79732831,-1.473767555,165.4162735,127.5613446
0.1,0.7,1.25,59.3,-27.85773878,-1.477499587,169.2293453,127.1563724
0.1,0.7,1.25,59.35,-27.69124384,-1.481472191,173.3279763,126.7625727
0.1,0.7,1.25,59.4,-27.25264693,-1.482852892,177.4064775,126.3767851
0.1,0.7,1.25,59.45,-26.54230194,-1.480000562,-179.0403498,125.9950704
0.1,0.7,1.25,59.5,-25.63185632,-1.471906885,-176.5449874,125.6120569
0.1,0.7,1.25,59.55,-24.6468168,-1.457988228,-175.4077285,125.2210077
0.1,0.7,1.25,59.6,-23.71497596,-1.438020352,-175.5672238,124.814071
0.1,0.7,1.25,59.65,-22.92163184,-1.412134931,-176.6849909,124.3826495
0.1,0.7,1.25,59.7,-22.29703516,-1.380838677,-178.3355959,123.9179114
0.1,0.7,1.25,59.75,-21.83018003,-1.345029244,179.8392159,123.4114646
0.1,0.7,1.25,59.8,-21.49032952,-1.305986342,178.0703387,122.8561727
0.1,0.7,1.25,59.85,-21.24335076,-1.26532014,176.4726734,122.2470357
0.1,0.7,1.25,59.9,-21.05984441,-1.224866382,175.0830136,121.5819941
0.1,0.7,1.25,59.95,-20.9174174,-1.186530308,173.8954042,120.8624769
0.1,0.7,1.25,60,-20.80013828,-1.152097576,172.8848803,120.093521
0.1,0.7,1.25,60.05,-20.69712057,-1.12304458,172.0207122,119.2833687
0.1,0.7,1.25,60.1,-20.60111579,-1.100386232,171.2727851,118.4425745
0.1,0.7,1.25,60.15,-20.50739415,-1.08459254,170.6141642,117.5827849
0.1,0.7,1.25,60.2,-20.41293501,-1.07558761,170.0217697,116.7154425
0.1,0.7,1.25,60.25,-20.31586807,-1.072823327,169.4762147,115.8506626
0.1,0.7,1.25,60.3,-20.21509694,-1.0754033,168.9613398,114.9964599
0.1,0.7,1.25,60.35,-20.11004854,-1.082226063,168.4636861,114.158387
0.1,0.7,1.25,60.4,-20.0005071,-1.092120001,167.9720126,113.339544
0.1,0.7,1.25,60.45,-19.88650435,-1.103952016,167.4768892,112.5408566
0.1,0.7,1.25,60.5,-19.76824695,-1.116702669,166.9703723,111.7615033
0.1,0.7,1.25,60.55,-19.64606827,-1.129508959,166.445753,110.999386
0.1,0.7,1.25,60.6,-19.52039624,-1.141680738,165.8973691,110.2515732
0.1,0.7,1.25,60.65,-19.39173161,-1.152698429,165.3204674,109.5146758
0.1,0.7,1.25,60.7,-19.26063283,-1.162199228,164.7111083,108.7851418
0.1,0.7,1.25,60.75,-19.12770498,-1.169957508,164.0661031,108.0594713
0.1,0.7,1.25,60.8,-18.99359097,-1.175863397,163.3829774,107.3343653
0.1,0.7,1.25,60.85,-18.85896363,-1.179902036,162.6599541,106.60682
0.1,0.7,1.25,60.9,-18.72451803,-1.182134827,161.8959511,105.874182
0.1,0.7,1.25,60.95,-18.59096311,-1.18268322,161.090589,105.1341757
0.1,0.7,1.25,61,-18.45901238,-1.181715104,160.2442031,104.3849116
0.1,0.7,1.25,61.05,-18.32937343,-1.179433571,159.3578571,103.6248833
0.1,0.7,1.25,61.1,-18.202736,-1.176067741,158.4333533,102.8529576
0.1,0.7,1.25,61.15,-18.07975888,-1.171865265,157.4732353,102.06836
0.1,0.7,1.25,61.2,-17.96105577,-1.167086179,156.4807796,101.2706598
0.1,0.7,1.25,61.25,-17.84718045,-1.161997784,155.459974,100.4597535
0.1,0.7,1.25,61.3,-17.73861185,-1.156870307,154.4154794,99.63584873
0.1,0.7,1.25,61.35,-17.63573952,-1.151973154,153.3525742,98.79944777
0.1,0.7,1.25,61.4,-17.53885032,-1.147571583,152.2770812,97.95133189
0.1,0.7,1.25,61.45,-17.44811681,-1.143923701,151.1952789,97.09254483
0.1,0.7,1.25,61.5,-17.36358822,-1.141277717,150.1137979,96.22437625
0.1,0.7,1.25,61.55,-17.28518419,-1.139869395,149.0395093,95.34834428
0.1,0.7,1.25,61.6,-17.21269195,-1.1399197,147.9794057,94.46617731
0.1,0.7,1.25,61.65,-17.14576686,-1.141632645,146.9404844,93.57979454
0.1,0.7,1.25,61.7,-17.08393635,-1.145193333,145.9296343,92.69128546
0.1,0.7,1.25,61.75,-17.02660687,-1.150766246,144.953534,91.80288799
0.1,0.7,1.25,61.8,-16.97307356,-1.158493786,144.018565,90.91696557
0.1,0.7,1.25,61.85,-16.92253177,-1.168495116,143.1307422,90.03598327
0.1,0.7,1.25,61.9,-16.87409001,-1.180865321,142.2956654,89.16248311
0.1,0.7,1.25,61.95,-16.82678341,-1.195674909,141.5184917,88.29905898
0.1,0.7,1.25,62,-16.7795871,-1.212969673,140.8039292,87.44833143
0.1,0.7,1.25,62.05,-16.73142893,-1.232770915,140.1562502,86.61292277
0.1,0.7,1.25,62.1,-16.68120093,-1.255076023,139.5793236,85.7954329
0.1,0.7,1.25,62.15,-16.62776921,-1.2798594,139.0766629,84.99841614
0.1,0.7,1.25,62.2,-16.56998204,-1.307073694,138.6514881,84.22435959
0.1,0.7,1.25,62.25,-16.50667592,-1.336651318,138.3067999,83.47566322
0.1,0.7,1.25,62.3,-16.43667961,-1.368506208,138.0454646,82.75462203
0.1,0.7,1.25,62.35,-16.35881628,-1.402535766,137.8703075,82.06341053
0.1,0.7,1.25,62.4,-16.27190367,-1.438622947,137.7842161,81.40406958
0.1,0.7,1.25,62.45,-16.17475263,-1.476638432,137.7902526,80.77849576
0.1,0.7,1.25,62.5,-16.0661641,-1.516442835,137.8917768,80.18843325
0.1,0.7,1.25,62.55,-15.9449249,-1.557888904,138.0925834,79.63546818
0.1,0.7,1.25,62.6,-15.80980244,-1.600823663,138.3970548,79.12102531
0.1,0.7,1.25,62.65,-15.65953897,-1.645090457,138.8103374,78.6463669
0.1,0.7,1.25,62.7,-15.49284558,-1.690530879,139.3385458,78.21259363
0.1,0.7,1.25,62.75,-15.30839693,-1.736986538,139.9890049,77.82064722
0.1,0.7,1.25,62.8,-15.10482743,-1.784300665,140.7705412,77.47131469
0.1,0.7,1.25,62.85,-14.88073059,-1.832319533,141.6938375,77.16523386
0.1,0.7,1.25,62.9,-14.63466371,-1.880893692,142.7718695,76.90289994
0.1,0.7,1.25,62.95,-14.36516147,-1.929879015,144.0204474,76.68467301
0.1,0.7,1.25,63,-14.07076391,-1.979137564,145.4588908,76.510786
0.1,0.7,1.35,57,-18.05947426,-1.400584279,-120.4351031,-25.05153667
0.1,0.7,1.35,57.05,-17.78068721,-1.344166967,-122.5166207,-25.71741516
0.1,0.7,1.35,57.1,-17.52380609,-1.291803134,-124.6915641,-26.3957485
0.1,0.7,1.35,57.15,-17.29447587,-1.244218111,-126.9621733,-27.08346365
0.1,0.7,1.35,57.2,-17.10046108,-1.202312029,-129.3156839,-27.77952056
0.1,0.7,1.35,57.25,-16.95091115,-1.166956009,-131.7086506,-28.48614243
0.1,0.7,1.35,57.3,-16.85306845,-1.138619766,-134.0507777,-29.20889787
0.1,0.7,1.35,57.35,-16.80583816,-1.117028743,-136.2089135,-29.95463094
0.1,0.7,1.35,57.4,-16.7941586,-1.101159711,-138.0566175,-30.72797461
0.1,0.7,1.35,57.45,-16.79231272,-1.089641966,-139.5517413,-31.52894079
0.1,0.7,1.35,57.5,-16.77708537,-1.081256492,-140.7656449,-32.35322139
0.1,0.7,1.35,57.55,-16.73848293,-1.07520153,-141.8279767,-33.19432038
0.1,0.7,1.35,57.6,-16.67909546,-1.071078183,-142.8508242,-34.04565618
0.1,0.7,1.35,57.65,-16.60708866,-1.068743521,-143.8961731,-34.90169495
0.1,0.7,1.35,57.7,-16.53055423,-1.068164694,-144.9834851,-35.75822159
0.1,0.7,1.35,57.75,-16.45529389,-1.069323982,-146.1086135,-36.61218233
0.1,0.7,1.35,57.8,-16.38471336,-1.072171917,-147.2582792,-37.46141896
0.1,0.7,1.35,57.85,-16.32041492,-1.076610923,-148.4178302,-38.30443841
0.1,0.7,1.35,57.9,-16.26281918,-1.082494602,-149.574504,-39.14025458
0.1,0.7,1.35,57.95,-16.21162818,-1.089633689,-150.7184068,-39.96829694
0.1,0.7,1.35,58,-16.16612853,-1.097804283,-151.8425337,-40.78837016
0.1,0.7,1.35,58.05,-16.12537763,-1.106756683,-152.9424702,-41.6006516
0.1,0.7,1.35,58.1,-16.08831341,-1.116224667,-154.0160606,-42.40571819
0.1,0.7,1.35,58.15,-16.0538166,-1.125936045,-155.0631516,-43.20459912
0.1,0.7,1.35,58.2,-16.02074454,-1.13562616,-156.085462,-43.99885379
0.1,0.7,1.35,58.25,-15.98794899,-1.14505719,-157.0866059,-44.79067521
0.1,0.7,1.35,58.3,-15.95428762,-1.154047889,-158.0723079,-45.58301641
0.1,0.7,1.35,58.35,-15.9186398,-1.162521227,-159.050873,-46.37972521
0.1,0.7,1.35,58.4,-15.87994294,-1.170581476,-160.0340155,-47.18564137
0.1,0.7,1.35,58.45,-15.83728092,-1.178636798,-161.0382101,-48.00653522
0.1,0.7,1.35,58.5,-15.79009101,-1.187583485,-162.0867926,-48.84860373
0.1,0.7,1.35,58.55,-15.73863098,-1.199045988,-163.2130349,-49.71692989
0.1,0.7,1.35,58.6,-15.68500701,-1.215573979,-164.4640493,-50.61188258
0.1,0.7,1.35,58.65,-15.63535254,-1.240442719,-165.9036244,-51.52245719
0.1,0.7,1.35,58.7,-15.60406503,-1.27628129,-167.6059522,-52.41819978
0.1,0.7,1.35,58.75,-15.62023083,-1.321853269,-169.6158875,-53.24995817
0.1,0.7,1.35,58.8,-15.7300377,-1.36881349,-171.8303362,-53.97778342
0.1,0.7,1.35,58.85,-15.9724837,-1.404260496,-173.8203814,-54.62081564
0.1,0.7,1.35,58.9,-16.3150163,-1.420933285,-174.9259732,-55.2715437
