D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1))_1 [deg]"
0.1,0.8,1.15,62.55,-16.46430313,-1.588793203,41.07899204,84.39034083
0.1,0.8,1.15,62.6,-16.54289564,-1.608738207,41.51770057,83.78110593
0.1,0.8,1.15,62.65,-16.62379593,-1.628718439,42.03050125,83.19570587
0.1,0.8,1.15,62.7,-16.70617419,-1.648653625,42.61792168,82.63500571
0.1,0.8,1.15,62.75,-16.789231,-1.668465994,43.27964471,82.09981073
0.1,0.8,1.15,62.8,-16.87221509,-1.688080716,44.0146041,81.59086597
0.1,0.8,1.15,62.85,-16.95443671,-1.707426286,44.82109314,81.10885622
0.1,0.8,1.15,62.9,-17.03527674,-1.726434843,45.69687871,80.65440624
0.1,0.8,1.15,62.95,-17.11419198,-1.745042437,46.63931437,80.22808133
0.1,0.8,1.15,63,-17.19071703,-1.763189241,47.64544769,79.83038818
0.1,0.8,1.25,57,-23.88466724,-1.216784201,91.70650216,168.2258152
0.1,0.8,1.25,57.05,-23.95435025,-1.179369905,91.92870995,167.6044309
0.1,0.8,1.25,57.1,-24.09245147,-1.145979413,91.9130933,166.9554168
0.1,0.8,1.25,57.15,-24.41364159,-1.116566039,91.82490247,166.2816339
0.1,0.8,1.25,57.2,-25.11797922,-1.091046049,94.09916108,165.585893
0.1,0.8,1.25,57.25,-25.0863312,-1.069301703,102.56986,164.870925
0.1,0.8,1.25,57.3,-24.25059617,-1.0511848,104.4712099,164.1393555
0.1,0.8,1.25,57.35,-23.89605016,-1.0365206,103.7466716,163.3936838
0.1,0.8,1.25,57.4,-23.75164365,-1.025111939,103.2954397,162.6362672
0.1,0.8,1.25,57.45,-23.67495391,-1.016743406,103.168022,161.8693091
0.1,0.8,1.25,57.5,-23.62246509,-1.011185441,103.2338891,161.0948519
0.1,0.8,1.25,57.55,-23.57901522,-1.00819825,103.4088263,160.3147737
0.1,0.8,1.25,57.6,-23.53844456,-1.007535435,103.6442649,159.5307884
0.1,0.8,1.25,57.65,-23.49791576,-1.008947294,103.9114029,158.7444488
0.1,0.8,1.25,57.7,-23.45598606,-1.012183734,104.1922846,157.9571514
0.1,0.8,1.25,57.75,-23.41186495,-1.016996792,104.4751046,157.1701437
0.1,0.8,1.25,57.8,-23.36509897,-1.023142782,104.7516691,156.3845315
0.1,0.8,1.25,57.85,-23.31542879,-1.030384083,105.0159583,155.6012884
0.1,0.8,1.25,57.9,-23.26272352,-1.03849065,105.2632691,154.8212647
0.1,0.8,1.25,57.95,-23.20695433,-1.047241319,105.4896749,154.0451966
0.1,0.8,1.25,58,-23.14819217,-1.056425056,105.6916697,153.2737165
0.1,0.8,1.25,58.05,-23.08662555,-1.065842322,105.8659251,152.5073624
0.1,0.8,1.25,58.1,-23.02260111,-1.075306859,106.0091385,151.7465898
0.1,0.8,1.25,58.15,-22.95669719,-1.08464831,106.1179895,150.9917838
0.1,0.8,1.25,58.2,-22.88985112,-1.093716368,106.1893027,150.2432747
0.1,0.8,1.25,58.25,-22.82357854,-1.102387546,106.2206887,149.501357
0.1,0.8,1.25,58.3,-22.7603489,-1.110576326,106.2124067,148.7663124
0.1,0.8,1.25,58.35,-22.70419515,-1.118253598,106.1725061,148.0384348
0.1,0.8,1.25,58.4,-22.66146051,-1.125476937,106.1310244,147.3180474
0.1,0.8,1.25,58.45,-22.64015912,-1.132439511,106.178176,146.6054802
0.1,0.8,1.25,58.5,-22.63877215,-1.139545878,106.5448393,145.9009308
0.1,0.8,1.25,58.55,-22.59666171,-1.147518553,107.5689704,145.2040286
0.1,0.8,1.25,58.6,-22.37259563,-1.157513449,108.8097957,144.5127734
0.1,0.8,1.25,58.65,-22.02048252,-1.171143369,108.8766943,143.8214589
0.1,0.8,1.25,58.7,-21.73247858,-1.190162508,107.9006082,143.1178821
0.1,0.8,1.25,58.75,-21.53061095,-1.215537098,106.6008072,142.3826973
0.1,0.8,1.25,58.8,-21.38092994,-1.246279049,105.1924,141.5966396
0.1,0.8,1.25,58.85,-21.26703685,-1.279605061,103.6585289,140.7557174
0.1,0.8,1.25,58.9,-21.1898095,-1.313135693,101.9438261,139.8797058
0.1,0.8,1.25,58.95,-21.16172975,-1.346703155,100.0116324,139.002952
0.1,0.8,1.25,59,-21.20408691,-1.381636527,97.87480324,138.1596671
0.1,0.8,1.25,59.05,-21.34374714,-1.418814093,95.63325902,137.3767723
0.1,0.8,1.25,59.1,-21.60546557,-1.457440005,93.51461042,136.6719742
0.1,0.8,1.25,59.15,-21.99734991,-1.495076996,91.88412903,136.0520241
0.1,0.8,1.25,59.2,-22.49349132,-1.528560332,91.17048667,135.5116083
0.1,0.8,1.25,59.25,-23.02736309,-1.555126904,91.68979281,135.0352372
0.1,0.8,1.25,59.3,-23.50985671,-1.573153144,93.45783591,134.602094
0.1,0.8,1.25,59.35,-23.86651065,-1.582272649,96.15009906,134.191395
0.1,0.8,1.25,59.4,-24.06662533,-1.583049978,99.26448511,133.7859583
0.1,0.8,1.25,59.45,-24.12344401,-1.576527806,102.3498269,133.3733826
0.1,0.8,1.25,59.5,-24.07333944,-1.563864498,105.1314566,132.9455502
0.1,0.8,1.25,59.55,-23.95503028,-1.546126978,107.5056299,132.4974353
0.1,0.8,1.25,59.6,-23.7991911,-1.524213366,109.4759776,132.0258888
0.1,0.8,1.25,59.65,-23.62662319,-1.498856186,111.0944347,131.5286846
0.1,0.8,1.25,59.7,-23.45013027,-1.470665979,112.4255887,131.0038823
0.1,0.8,1.25,59.75,-23.27703692,-1.440190985,113.5302274,130.4494654
0.1,0.8,1.25,59.8,-23.11122379,-1.407980465,114.4597684,129.8632017
0.1,0.8,1.25,59.85,-22.95451094,-1.374645266,115.2556771,129.2426903
0.1,0.8,1.25,59.9,-22.80752277,-1.340910574,115.9507344,128.5855802
0.1,0.8,1.25,59.95,-22.67020343,-1.307653957,116.5707371,127.8899542
0.1,0.8,1.25,60,-22.54211337,-1.275918364,117.1360754,127.1548632
0.1,0.8,1.25,60.05,-22.42259339,-1.246887,117.6630237,126.3809595
0.1,0.8,1.25,60.1,-22.31085009,-1.221808059,118.1647285,125.5711155
0.1,0.8,1.25,60.15,-22.20599515,-1.201865559,118.6519324,124.7308488
0.1,0.8,1.25,60.2,-22.10705775,-1.188009513,119.1334756,123.8683404
0.1,0.8,1.25,60.25,-22.01298238,-1.180780467,119.6166168,122.9938801
0.1,0.8,1.25,60.3,-21.92261962,-1.180179319,120.107202,122.1187309
0.1,0.8,1.25,60.35,-21.83471592,-1.185630376,120.6097017,121.2536247
0.1,0.8,1.25,60.4,-21.74790727,-1.196058818,121.1271358,120.4072789
0.1,0.8,1.25,60.45,-21.66072185,-1.210063512,121.6609024,119.5853399
0.1,0.8,1.25,60.5,-21.57159673,-1.226133719,122.2105337,118.7900009
0.1,0.8,1.25,60.55,-21.47891392,-1.242850298,122.7734122,118.0202878
0.1,0.8,1.25,60.6,-21.38105992,-1.259028832,123.3444979,117.2728064
0.1,0.8,1.25,60.65,-21.27651095,-1.273790057,123.9161325,116.5426676
0.1,0.8,1.25,60.7,-21.16394189,-1.286566836,124.478002,115.8243537
0.1,0.8,1.25,60.75,-21.04235118,-1.297068858,125.0173445,115.1123903
0.1,0.8,1.25,60.8,-20.91118708,-1.305227074,125.519469,114.4017872
0.1,0.8,1.25,60.85,-20.77045466,-1.311134567,125.9686128,113.6882736
0.1,0.8,1.25,60.9,-20.6207801,-1.314993644,126.3490939,112.9683818
0.1,0.8,1.25,60.95,-20.46341205,-1.317073316,126.6466403,112.2394335
0.1,0.8,1.25,61,-20.30014884,-1.317677688,126.849711,111.499474
0.1,0.8,1.25,61.05,-20.13319528,-1.317123883,126.9505959,110.7471829
0.1,0.8,1.25,61.1,-19.96496768,-1.315727501,126.9461111,109.9817831
0.1,0.8,1.25,61.15,-19.79787741,-1.313793598,126.8377814,109.2029555
0.1,0.8,1.25,61.2,-19.63412678,-1.311611502,126.6315106,108.4107661
0.1,0.8,1.25,61.25,-19.47554602,-1.309452138,126.3368339,107.6056039
0.1,0.8,1.25,61.3,-19.323489,-1.307566926,125.9659182,106.7881309
0.1,0.8,1.25,61.35,-19.178792,-1.306187592,125.5324855,105.9592419
0.1,0.8,1.25,61.4,-19.04178832,-1.305526453,125.0508162,105.1200315
0.1,0.8,1.25,61.45,-18.91236448,-1.305776914,124.5349346,104.2717671
0.1,0.8,1.25,61.5,-18.79004124,-1.307114013,123.9980234,103.4158672
0.1,0.8,1.25,61.55,-18.67406429,-1.309694929,123.4520682,102.5538816
0.1,0.8,1.25,61.6,-18.56349284,-1.313659414,122.9076978,101.687475
0.1,0.8,1.25,61.65,-18.45727866,-1.319130157,122.3741756,100.8184114
0.1,0.8,1.25,61.7,-18.35433192,-1.326213076,121.8594914,99.94853927
0.1,0.8,1.25,61.75,-18.25357286,-1.334997574,121.3705098,99.07977772
0.1,0.8,1.25,61.8,-18.15397023,-1.345556785,120.9131424,98.21410216
0.1,0.8,1.25,61.85,-18.05456835,-1.357947833,120.4925196,97.35353069
0.1,0.8,1.25,61.9,-17.95450495,-1.372212135,120.1131463,96.50011015
0.1,0.8,1.25,61.95,-17.85302178,-1.388375764,119.7790341,95.65590237
0.1,0.8,1.25,62,-17.74946986,-1.4064499,119.4938077,94.82297047
0.1,0.8,1.25,62.05,-17.64331077,-1.426431371,119.2607841,94.00336549
0.1,0.8,1.25,62.1,-17.53411505,-1.448303288,119.0830292,93.19911334
0.1,0.8,1.25,62.15,-17.42155857,-1.472035791,118.963393,92.41220229
0.1,0.8,1.25,62.2,-17.30541746,-1.497586888,118.9045294,91.64457115
0.1,0.8,1.25,62.25,-17.18556198,-1.524903382,118.9089024,90.8980982
0.1,0.8,1.25,62.3,-17.06194971,-1.553921881,118.9787837,90.17459117
0.1,0.8,1.25,62.35,-16.93461816,-1.584569863,119.1162438,89.47577815
0.1,0.8,1.25,62.4,-16.80367714,-1.616766799,119.3231398,88.80329969
0.1,0.8,1.25,62.45,-16.66930089,-1.650425299,119.6011021,88.15870205
0.1,0.8,1.25,62.5,-16.53172026,-1.685452267,119.9515216,87.54343169
0.1,0.8,1.25,62.55,-16.39121483,-1.721750056,120.3755377,86.95883096
0.1,0.8,1.25,62.6,-16.24810531,-1.759217589,120.8740297,86.40613499
0.1,0.8,1.25,62.65,-16.10274617,-1.797751455,121.4476109,85.88646975
0.1,0.8,1.25,62.7,-15.95551859,-1.837246933,122.0966258,85.40085122
0.1,0.8,1.25,62.75,-15.80682383,-1.877598968,122.8211507,84.95018555
0.1,0.8,1.25,62.8,-15.65707702,-1.918703063,123.6209971,84.5352702
0.1,0.8,1.25,62.85,-15.50670149,-1.960456092,124.4957185,84.15679588
0.1,0.8,1.25,62.9,-15.35612355,-2.002757028,125.4446193,83.81534927
0.1,0.8,1.25,62.95,-15.20576776,-2.045507579,126.4667661,83.51141635
0.1,0.8,1.25,63,-15.05605273,-2.088612741,127.5610001,83.24538631
0.1,0.8,1.35,57,-28.49940984,-1.341087444,-163.7572076,-14.63885625
0.1,0.8,1.35,57.05,-27.62359324,-1.301309328,-161.5738655,-15.20121495
0.1,0.8,1.35,57.1,-26.73624483,-1.262430178,-160.850393,-15.79918847
0.1,0.8,1.35,57.15,-25.93238741,-1.22338507,-161.4383102,-16.43498807
0.1,0.8,1.35,57.2,-25.27364337,-1.182671758,-162.8884272,-17.12468284
0.1,0.8,1.35,57.25,-24.7721057,-1.142848323,-164.6799195,-17.91473737
0.1,0.8,1.35,57.3,-24.40285653,-1.120021542,-166.4180087,-18.80399798
0.1,0.8,1.35,57.35,-24.12713891,-1.115834563,-167.895764,-19.64490052
0.1,0.8,1.35,57.4,-23.90899056,-1.111936604,-169.0547051,-20.42354164
0.1,0.8,1.35,57.45,-23.72161639,-1.105251545,-169.9199251,-21.19935653
0.1,0.8,1.35,57.5,-23.54744799,-1.098330855,-170.5508941,-21.99141063
0.1,0.8,1.35,57.55,-23.37600961,-1.09283285,-171.0142046,-22.79998392
0.1,0.8,1.35,57.6,-23.20168482,-1.089489404,-171.3715476,-23.62131833
0.1,0.8,1.35,57.65,-23.02202948,-1.088559846,-171.6757525,-24.45123946
0.1,0.8,1.35,57.7,-22.83665871,-1.090065316,-171.9703408,-25.28586143
0.1,0.8,1.35,57.75,-22.64656484,-1.093893408,-172.2902406,-26.1216872
0.1,0.8,1.35,57.8,-22.45371643,-1.099846691,-172.6625705,-26.95560834
0.1,0.8,1.35,57.85,-22.26082,-1.10766776,-173.1070332,-27.78490507
0.1,0.8,1.35,57.9,-22.07115322,-1.117054536,-173.6357423,-28.60726155
0.1,0.8,1.35,57.95,-21.88839218,-1.127671887,-174.2524674,-29.42079434
0.1,0.8,1.35,58,-21.71635776,-1.139162484,-174.9514198,-30.2240898
0.1,0.8,1.35,58.05,-21.55860494,-1.151158571,-175.7159226,-31.01624606
0.1,0.8,1.35,58.1,-21.41779064,-1.163295761,-176.5176608,-31.79691569
0.1,0.8,1.35,58.15,-21.29480507,-1.175229813,-177.3176636,-32.56634411
0.1,0.8,1.35,58.2,-21.18777348,-1.186657216,-178.0705668,-33.32539785
0.1,0.8,1.35,58.25,-21.09124167,-1.19734034,-178.7335306,-34.07557446
0.1,0.8,1.35,58.3,-20.99608923,-1.207137636,-179.2797667,-34.81898357
0.1,0.8,1.35,58.35,-20.89077232,-1.216038943,-179.7135676,-35.55828615
0.1,0.8,1.35,58.4,-20.76410863,-1.2242051,179.9198096,-36.29657861
0.1,0.8,1.35,58.45,-20.60893197,-1.232009803,179.5368773,-37.03721092
0.1,0.8,1.35,58.5,-20.42508785,-1.240079771,179.0338796,-37.7835382
0.1,0.8,1.35,58.55,-20.22027762,-1.249326832,178.3138706,-38.53862695
0.1,0.8,1.35,58.6,-20.0084045,-1.260962155,177.3112506,-39.30497568
0.1,0.8,1.35,58.65,-19.80641635,-1.276477607,176.0046709,-40.08436521
0.1,0.8,1.35,58.7,-19.6311074,-1.29756935,174.4168941,-40.87801297
0.1,0.8,1.35,58.75,-19.49685213,-1.325959293,172.6061933,-41.68720701
0.1,0.8,1.35,58.8,-19.41448238,-1.363039226,170.65514,-42.51437584
0.1,0.8,1.35,58.85,-19.39103234,-1.409251264,168.660819,-43.36380797
0.1,0.8,1.35,58.9,-19.42993499,-1.463253272,166.7282084,-44.23988419
0.1,0.8,1.35,58.95,-19.53128941,-1.521390074,164.9668777,-45.14030726
0.1,0.8,1.35,59,-19.6918869,-1.578511905,163.4902201,-46.0465125
0.1,0.8,1.35,59.05,-19.90473797,-1.63038918,162.4156299,-46.92214583
0.1,0.8,1.35,59.1,-20.15791972,-1.675707914,161.8629088,-47.7271788
0.1,0.8,1.35,59.15,-20.4327751,-1.715564463,161.946581,-48.43588815
0.1,0.8,1.35,59.2,-20.70202874,-1.751455786,162.7564157,-49.04242631
0.1,0.8,1.35,59.25,-20.92937508,-1.783950396,164.3220086,-49.55482708
0.1,0.8,1.35,59.3,-21.07312728,-1.8125614,166.5668402,-49.9872703
0.1,0.8,1.35,59.35,-21.09590776,-1.836172732,169.2765723,-50.35552826
0.1,0.8,1.35,59.4,-20.97809864,-1.853478563,172.1197641,-50.67529036
0.1,0.8,1.35,59.45,-20.72700582,-1.863273742,174.7353137,-50.96187707
0.1,0.8,1.35,59.5,-20.37422133,-1.864615965,176.8432022,-51.23037759
0.1,0.8,1.35,59.55,-19.96282209,-1.856914358,178.3095525,-51.49579533
0.1,0.8,1.35,59.6,-19.53345082,-1.839984262,179.1398045,-51.77305406
0.1,0.8,1.35,59.65,-19.11623001,-1.814087495,179.4283552,-52.0768112
0.1,0.8,1.35,59.7,-18.72916906,-1.779961547,179.3045589,-52.4210553
0.1,0.8,1.35,59.75,-18.38031057,-1.738830479,178.8957081,-52.81848844
0.1,0.8,1.35,59.8,-18.07093953,-1.692384217,178.308837,-53.27973139
0.1,0.8,1.35,59.85,-17.79842695,-1.642711912,177.6255216,-53.81244231
0.1,0.8,1.35,59.9,-17.55826986,-1.592180086,176.9035043,-54.42049641
0.1,0.8,1.35,59.95,-17.34537264,-1.543257327,176.1809714,-55.10341166
0.1,0.8,1.35,60,-17.15476554,-1.498302325,175.4812414,-55.85619971
0.1,0.8,1.35,60.05,-16.98195572,-1.459346176,174.8168889,-56.66975524
0.1,0.8,1.35,60.1,-16.82305981,-1.427907215,174.1930199,-57.53178003
0.1,0.8,1.35,60.15,-16.67481709,-1.40487283,173.6097208,-58.42810525
0.1,0.8,1.35,60.2,-16.53454438,-1.390467825,173.0638241,-59.34417569
0.1,0.8,1.35,60.25,-16.4000676,-1.384308341,172.5501494,-60.26643201
0.1,0.8,1.35,60.3,-16.26964869,-1.385521625,172.0623595,-61.1833768
0.1,0.8,1.35,60.35,-16.14191724,-1.392901344,171.5935428,-62.08621155
0.1,0.8,1.35,60.4,-16.01581056,-1.40506753,171.1366069,-62.96904146
0.1,0.8,1.35,60.45,-15.89052302,-1.420607354,170.6845416,-63.8287273
0.1,0.8,1.35,60.5,-15.76546441,-1.438183348,170.2305947,-64.6645029
0.1,0.8,1.35,60.55,-15.64022606,-1.456605507,169.7683904,-65.4774777
0.1,0.8,1.35,60.6,-15.5145535,-1.474870626,169.2920104,-66.27011961
0.1,0.8,1.35,60.65,-15.38832445,-1.492175797,168.7960512,-67.04578134
0.1,0.8,1.35,60.7,-15.26153086,-1.507913851,168.2756686,-67.80830263
0.1,0.8,1.35,60.75,-15.13426407,-1.521657774,167.7266128,-68.56169832
0.1,0.8,1.35,60.8,-15.00670216,-1.53313955,167.1452603,-69.30992775
0.1,0.8,1.35,60.85,-14.87909865,-1.542227269,166.5286444,-70.05673363
0.1,0.8,1.35,60.9,-14.75177209,-1.548902898,165.8744832,-70.80553612
0.1,0.8,1.35,60.95,-14.62509575,-1.553242018,165.1812081,-71.55936854
0.1,0.8,1.35,61,-14.49948721,-1.555396093,164.447989,-72.32084264
0.1,0.8,1.35,61.05,-14.37539736,-1.55557734,163.6747563,-73.09213432
0.1,0.8,1.35,61.1,-14.25329869,-1.55404601,162.862218,-73.87498241
0.1,0.8,1.35,61.15,-14.13367274,-1.55109976,162.0118675,-74.67069578
0.1,0.8,1.35,61.2,-14.01699679,-1.547064734,161.1259826,-75.48016497
0.1,0.8,1.35,61.25,-13.90372993,-1.542288004,160.2076104,-76.30387653
0.1,0.8,1.35,61.3,-13.79429883,-1.537131051,159.2605389,-77.14192845
0.1,0.8,1.35,61.35,-13.68908356,-1.53196401,158.289251,-77.99404634
0.1,0.8,1.35,61.4,-13.58840413,-1.52716047,157.2988629,-78.85960002
0.1,0.8,1.35,61.45,-13.49250806,-1.523092674,156.295045,-79.73762073
0.1,0.8,1.35,61.5,-13.40155975,-1.520126994,155.2839279,-80.62681915
0.1,0.8,1.35,61.55,-13.31563208,-1.518619635,154.2719958,-81.5256047
0.1,0.8,1.35,61.6,-13.23470067,-1.518912531,153.2659703,-82.43210633
0.1,0.8,1.35,61.65,-13.15864103,-1.521329438,152.2726892,-83.34419531
0.1,0.8,1.35,61.7,-13.08722891,-1.526172257,151.2989847,-84.25950999
0.1,0.8,1.35,61.75,-13.02014354,-1.533717648,150.3515656,-85.17548287
0.1,0.8,1.35,61.8,-12.95697369,-1.544213974,149.4369087,-86.08936974
0.1,0.8,1.35,61.85,-12.89722605,-1.557878668,148.5611626,-86.9982809
0.1,0.8,1.35,61.9,-12.84033552,-1.574896072,147.7300665,-87.89921397
0.1,0.8,1.35,61.95,-12.78567668,-1.595415811,146.9488871,-88.78908796
0.1,0.8,1.35,62,-12.73257592,-1.619551752,146.2223733,-89.66477808
0.1,0.8,1.35,62.05,-12.68032369,-1.647381572,145.5547295,-90.52315045
0.1,0.8,1.35,62.1,-12.62818616,-1.678946947,144.9496052,-91.36109631
0.1,0.8,1.35,62.15,-12.57541609,-1.714254354,144.4101005,-92.17556491
0.1,0.8,1.35,62.2,-12.52126238,-1.753276447,143.9387847,-92.96359434
0.1,0.8,1.35,62.25,-12.46497818,-1.795953962,143.5377246,-93.72233992
0.1,0.8,1.35,62.3,-12.40582742,-1.842198081,143.2085226,-94.44909942
0.1,0.8,1.35,62.35,-12.3430897,-1.891893178,142.952359,-95.14133488
0.1,0.8,1.35,62.4,-12.27606358,-1.944899853,142.7700388,-95.79669067
0.1,0.8,1.35,62.45,-12.20406839,-2.001058161,142.6620409,-96.41300763
0.1,0.8,1.35,62.5,-12.12644464,-2.060190961,142.6285666,-96.98833338
0.1,0.8,1.35,62.55,-12.0425532,-2.122107264,142.6695886,-97.52092876
0.1,0.8,1.35,62.6,-11.9517733,-2.18660554,142.7848982,-98.00927068
0.1,0.8,1.35,62.65,-11.85349971,-2.253476879,142.974151,-98.45205173
0.1,0.8,1.35,62.7,-11.74713893,-2.322507973,143.2369101,-98.84817669
0.1,0.8,1.35,62.75,-11.63210473,-2.393483859,143.5726885,-99.19675662
0.1,0.8,1.35,62.8,-11.50781295,-2.466190401,143.980989,-99.49710063
0.1,0.8,1.35,62.85,-11.3736757,-2.540416481,144.4613435,-99.74870605
0.1,0.8,1.35,62.9,-11.229095,-2.615955894,145.0133522,-99.95124718
0.1,0.8,1.35,62.95,-11.07345569,-2.692608954,145.6367225,-100.1045631
0.1,0.8,1.35,63,-10.90611776,-2.770183804,146.3313102,-100.2086447
0.15,0.6,1.15,57,-31.35762521,-0.823794045,-38.938212,-19.8495974
0.15,0.6,1.15,57.05,-31.71241301,-0.809659252,-39.88486177,-20.48833949
0.15,0.6,1.15,57.1,-32.10996725,-0.796589758,-40.69789917,-21.1364467
0.15,0.6,1.15,57.15,-32.55094735,-0.784573953,-41.3364657,-21.79328384
0.15,0.6,1.15,57.2,-33.03546471,-0.77359717,-41.7560744,-22.45821701
0.15,0.6,1.15,57.25,-33.563013,-0.76364172,-41.90815918,-23.13061563
0.15,0.6,1.15,57.3,-34.13234965,-0.754686938,-41.73932246,-23.80985459
0.15,0.6,1.15,57.35,-34.74128699,-0.74670925,-41.19030077,-24.49531628
0.15,0.6,1.15,57.4,-35.3863371,-0.739682249,-40.19478766,-25.18639269
0.15,0.6,1.15,57.45,-36.06214019,-0.733576779,-38.6784706,-25.88248737
0.15,0.6,1.15,57.5,-36.7605998,-0.72836104,-36.55901983,-26.58301744
0.15,0.6,1.15,57.55,-37.46967248,-0.724000681,-33.74838689,-27.28741552
0.15,0.6,1.15,57.6,-38.17186144,-0.720458918,-30.15962915,-27.99513167
0.15,0.6,1.15,57.65,-38.84272433,-0.717696642,-25.72124796,-28.70563516
0.15,0.6,1.15,57.7,-39.45019415,-0.715672528,-20.40158672,-29.41841641
0.15,0.6,1.15,57.75,-39.95611349,-0.71434315,-14.24194528,-30.13298876
0.15,0.6,1.15,57.8,-40.32147942,-0.713663077,-7.387879134,-30.84889036
0.15,0.6,1.15,57.85,-40.51540456,-0.713584976,-0.097452454,-31.56568604
0.15,0.6,1.15,57.9,-40.52456858,-0.714059694,7.293368726,-32.28296936
0.15,0.6,1.15,57.95,-40.35769082,-0.71503633,14.44343409,-33.00036472
0.15,0.6,1.15,58,-40.04192758,-0.716462302,21.08167384,-33.71752987
0.15,0.6,1.15,58.05,-39.6136969,-0.71828339,27.04705766,-34.43415864
0.15,0.6,1.15,58.1,-39.10940111,-0.720443783,32.28448806,-35.14998431
0.15,0.6,1.15,58.15,-38.55967717,-0.722886113,36.81474578,-35.86478366
0.15,0.6,1.15,58.2,-37.98748596,-0.725551518,40.7005288,-36.57838201
0.15,0.6,1.15,58.25,-37.40861952,-0.728379736,44.02049546,-37.29065969
0.15,0.6,1.15,58.3,-36.83317108,-0.731309297,46.85347739,-38.00156031
0.15,0.6,1.15,58.35,-36.26709903,-0.734277881,49.27056433,-38.71110152
0.15,0.6,1.15,58.4,-35.71352984,-0.737222987,51.33205106,-39.41938906
0.15,0.6,1.15,58.45,-35.17372932,-0.740083121,53.08694452,-40.12663498
0.15,0.6,1.15,58.5,-34.64778638,-0.742799874,54.57360092,-40.83318135
0.15,0.6,1.15,58.55,-34.13508264,-0.745321485,55.82070374,-41.53953019
0.15,0.6,1.15,58.6,-33.63461719,-0.747608821,56.84818285,-42.24638016
0.15,0.6,1.15,58.65,-33.14524359,-0.749645288,57.66788634,-42.95466841
0.15,0.6,1.15,58.7,-32.66586619,-0.751452914,58.28392351,-43.66561103
0.15,0.6,1.15,58.75,-32.19563863,-0.753117753,58.69265294,-44.38072488
0.15,0.6,1.15,58.8,-31.73421019,-0.754828288,58.88233344,-45.10179216
0.15,0.6,1.15,58.85,-31.28207709,-0.756929059,58.83252698,-45.83068958
0.15,0.6,1.15,58.9,-30.84111533,-0.759984554,58.51350061,-46.56894649
0.15,0.6,1.15,58.95,-30.41539625,-0.764828134,57.88621707,-47.31684612
0.15,0.6,1.15,59,-30.01239841,-0.772530802,56.90419815,-48.07195055
0.15,0.6,1.15,59.05,-29.64467653,-0.784178889,55.51979641,-48.82734785
0.15,0.6,1.15,59.1,-29.33179959,-0.800374628,53.69923685,-49.5708564
0.15,0.6,1.15,59.15,-29.10169507,-0.820596589,51.45218283,-50.28721182
0.15,0.6,1.15,59.2,-28.98925897,-0.842916437,48.87876759,-50.9639337
0.15,0.6,1.15,59.25,-29.02883208,-0.864549873,46.222733,-51.59756795
0.15,0.6,1.15,59.3,-29.23844202,-0.882985165,43.89108893,-52.19505472
0.15,0.6,1.15,59.35,-29.60067109,-0.896816075,42.38336655,-52.76930451
0.15,0.6,1.15,59.4,-30.0541087,-0.905798553,42.11737251,-53.33332736
0.15,0.6,1.15,59.45,-30.50778076,-0.910409041,43.2385671,-53.89685874
0.15,0.6,1.15,59.5,-30.87398023,-0.91137419,45.54835612,-54.46588783
0.15,0.6,1.15,59.55,-31.0987818,-0.909388564,48.60621172,-55.04363461
0.15,0.6,1.15,59.6,-31.17181764,-0.90501049,51.92575265,-55.63174238
0.15,0.6,1.15,59.65,-31.11482557,-0.898660083,55.13137969,-56.23117946
0.15,0.6,1.15,59.7,-30.96270666,-0.890659965,58.00931404,-56.84278439
0.15,0.6,1.15,59.75,-30.74940473,-0.881287745,60.47941619,-57.46752917
0.15,0.6,1.15,59.8,-30.50173783,-0.870827199,62.54293462,-58.10657692
0.15,0.6,1.15,59.85,-30.23861819,-0.859612028,64.23943896,-58.76117986
0.15,0.6,1.15,59.9,-29.97250847,-0.848056431,65.62068434,-59.43244267
0.15,0.6,1.15,59.95,-29.71127481,-0.836664736,66.73769603,-60.12098184
0.15,0.6,1.15,60,-29.45973425,-0.826011608,67.63565994,-60.82654294
0.15,0.6,1.15,60.05,-29.22076386,-0.816688384,68.35272,-61.54768262
0.15,0.6,1.15,60.1,-28.99603883,-0.809221527,68.92046435,-62.28164953
0.15,0.6,1.15,60.15,-28.78650395,-0.803983047,69.36499629,-63.02456861
0.15,0.6,1.15,60.2,-28.59266694,-0.801121975,69.70809776,-63.77193435
0.15,0.6,1.15,60.25,-28.41477654,-0.800542216,69.96829645,-64.51928769
0.15,0.6,1.15,60.3,-28.25292669,-0.801934613,70.16178569,-65.26286748
0.15,0.6,1.15,60.35,-28.10711264,-0.804849557,70.30320442,-66.00004696
0.15,0.6,1.15,60.4,-27.9772542,-0.808783565,70.40630457,-66.72947106
0.15,0.6,1.15,60.45,-27.86319398,-0.813254619,70.48453657,-67.45093135
0.15,0.6,1.15,60.5,-27.76467335,-0.81785209,70.55157829,-68.16508608
0.15,0.6,1.15,60.55,-27.6812846,-0.822259436,70.62182188,-68.87313885
0.15,0.6,1.15,60.6,-27.61239387,-0.826255721,70.71081391,-69.57655465
0.15,0.6,1.15,60.65,-27.55702639,-0.829704447,70.83561249,-70.27684848
0.15,0.6,1.15,60.7,-27.51370293,-0.832537033,71.01497294,-70.97544958
