D,pad,shield,freq
0.1,0.7,1.35,37.29
0.1,0.7,1.35,37.3
0.1,0.7,1.35,37.31
0.1,0.7,1.35,37.32
0.1,0.7,1.35,37.33
0.1,0.7,1.35,37.34
0.1,0.7,1.35,37.35
0.1,0.7,1.35,37.36
0.1,0.7,1.35,37.37
0.1,0.7,1.35,37.38
0.1,0.7,1.35,37.39
0.1,0.7,1.35,37.4
0.1,0.7,1.35,37.41
0.1,0.7,1.35,37.42
0.1,0.7,1.35,37.43
0.1,0.7,1.35,37.44
0.1,0.7,1.35,37.45
0.1,0.7,1.35,37.46
0.1,0.7,1.35,37.47
0.1,0.7,1.35,37.48
0.1,0.7,1.35,37.49
0.1,0.7,1.35,37.5
0.1,0.7,1.35,37.51
0.1,0.7,1.35,37.52
0.1,0.7,1.35,37.53
0.1,0.7,1.35,37.54
0.1,0.7,1.35,37.55
0.1,0.7,1.35,37.56
0.1,0.7,1.35,37.57
0.1,0.7,1.35,37.58
0.1,0.7,1.35,37.59
0.1,0.7,1.35,37.6
0.1,0.7,1.35,37.61
0.1,0.7,1.35,37.62
0.1,0.7,1.35,37.63
0.1,0.7,1.35,37.64
0.1,0.7,1.35,37.65
0.1,0.7,1.35,37.66
0.1,0.7,1.35,37.67
0.1,0.7,1.35,37.68
0.1,0.7,1.35,37.69
0.1,0.7,1.35,37.7
0.1,0.7,1.35,37.71
0.1,0.7,1.35,37.72
0.1,0.7,1.35,37.73
0.1,0.7,1.35,37.74
0.1,0.7,1.35,37.75
0.1,0.7,1.35,37.76
0.1,0.7,1.35,37.77
0.1,0.7,1.35,37.78
0.1,0.7,1.35,37.79
0.1,0.7,1.35,37.8
0.1,0.7,1.35,37.81
0.1,0.7,1.35,37.82
0.1,0.7,1.35,37.83
0.1,0.7,1.35,37.84
0.1,0.7,1.35,37.85
0.1,0.7,1.35,37.86
0.1,0.7,1.35,37.87
0.1,0.7,1.35,37.88
0.1,0.7,1.35,37.89
0.1,0.7,1.35,37.9
0.1,0.7,1.35,37.91
0.1,0.7,1.35,37.92
0.1,0.7,1.35,37.93
0.1,0.7,1.35,37.94
0.1,0.7,1.35,37.95
0.1,0.7,1.35,37.96
0.1,0.7,1.35,37.97
0.1,0.7,1.35,37.98
0.1,0.7,1.35,37.99
0.1,0.7,1.35,38
0.1,0.7,1.35,38.01
0.1,0.7,1.35,38.02
0.1,0.7,1.35,38.03
0.1,0.7,1.35,38.04
0.1,0.7,1.35,38.05
0.1,0.7,1.35,38.06
0.1,0.7,1.35,38.07
0.1,0.7,1.35,38.08
0.1,0.7,1.35,38.09
0.1,0.7,1.35,38.1
0.1,0.7,1.35,38.11
0.1,0.7,1.35,38.12
0.1,0.7,1.35,38.13
0.1,0.7,1.35,38.14
0.1,0.7,1.35,38.15
0.1,0.7,1.35,38.16
0.1,0.7,1.35,38.17
0.1,0.7,1.35,38.18
0.1,0.7,1.35,38.19
0.1,0.7,1.35,38.2
0.1,0.7,1.35,38.21
0.1,0.7,1.35,38.22
0.1,0.7,1.35,38.23
0.1,0.7,1.35,38.24
0.1,0.7,1.35,38.25
0.1,0.7,1.35,38.26
0.1,0.7,1.35,38.27
0.1,0.7,1.35,38.28
0.1,0.7,1.35,38.29
0.1,0.7,1.35,38.3
0.1,0.7,1.35,38.31
0.1,0.7,1.35,38.32
0.1,0.7,1.35,38.33
0.1,0.7,1.35,38.34
0.1,0.7,1.35,38.35
0.1,0.7,1.35,38.36
0.1,0.7,1.35,38.37
0.1,0.7,1.35,38.38
0.1,0.7,1.35,38.39
0.1,0.7,1.35,38.4
0.1,0.7,1.35,38.41
0.1,0.7,1.35,38.42
0.1,0.7,1.35,38.43
0.1,0.7,1.35,38.44
0.1,0.7,1.35,38.45
0.1,0.7,1.35,38.46
0.1,0.7,1.35,38.47
0.1,0.7,1.35,38.48
0.1,0.7,1.35,38.49
0.1,0.7,1.35,38.5
0.1,0.7,1.35,38.51
0.1,0.7,1.35,38.52
0.1,0.7,1.35,38.53
0.1,0.7,1.35,38.54
0.1,0.7,1.35,38.55
0.1,0.7,1.35,38.56
0.1,0.7,1.35,38.57
0.1,0.7,1.35,38.58
0.1,0.7,1.35,38.59
0.1,0.7,1.35,38.6
0.1,0.7,1.35,38.61
0.1,0.7,1.35,38.62
0.1,0.7,1.35,38.63
0.1,0.7,1.35,38.64
0.1,0.7,1.35,38.65
0.1,0.7,1.35,38.66
0.1,0.7,1.35,38.67
0.1,0.7,1.35,38.68
0.1,0.7,1.35,38.69
0.1,0.7,1.35,38.7
0.1,0.7,1.35,38.71
0.1,0.7,1.35,38.72
0.1,0.7,1.35,38.73
0.1,0.7,1.35,38.74
0.1,0.7,1.35,38.75
0.1,0.7,1.35,38.76
0.1,0.7,1.35,38.77
0.1,0.7,1.35,38.78
0.1,0.7,1.35,38.79
0.1,0.7,1.35,38.8
0.1,0.7,1.35,38.81
0.1,0.7,1.35,38.82
0.1,0.7,1.35,38.83
0.1,0.7,1.35,38.84
0.1,0.7,1.35,38.85
0.1,0.7,1.35,38.86
0.1,0.7,1.35,38.87
0.1,0.7,1.35,38.88
0.1,0.7,1.35,38.89
0.1,0.7,1.35,38.9
0.1,0.7,1.35,38.91
0.1,0.7,1.35,38.92
0.1,0.7,1.35,38.93
0.1,0.7,1.35,38.94
0.1,0.7,1.35,38.95
0.1,0.7,1.35,38.96
0.1,0.7,1.35,38.97
0.1,0.7,1.35,38.98
0.1,0.7,1.35,38.99
0.1,0.7,1.35,39
0.1,0.7,1.35,39.01
0.1,0.7,1.35,39.02
0.1,0.7,1.35,39.03
0.1,0.7,1.35,39.04
0.1,0.7,1.35,39.05
0.1,0.7,1.35,39.06
0.1,0.7,1.35,39.07
0.1,0.7,1.35,39.08
0.1,0.7,1.35,39.09
0.1,0.7,1.35,39.1
0.1,0.7,1.35,39.11
0.1,0.7,1.35,39.12
0.1,0.7,1.35,39.13
0.1,0.7,1.35,39.14
0.1,0.7,1.35,39.15
0.1,0.7,1.35,39.16
0.1,0.7,1.35,39.17
0.1,0.7,1.35,39.18
0.1,0.7,1.35,39.19
0.1,0.7,1.35,39.2
0.1,0.7,1.35,39.21
0.1,0.7,1.35,39.22
0.1,0.7,1.35,39.23
0.1,0.7,1.35,39.24
0.1,0.7,1.35,39.25
0.1,0.7,1.35,39.26
0.1,0.7,1.35,39.27
0.1,0.7,1.35,39.28
0.1,0.7,1.35,39.29
0.1,0.7,1.35,39.3
0.1,0.7,1.35,39.31
0.1,0.7,1.35,39.32
0.1,0.7,1.35,39.33
0.1,0.7,1.35,39.34
0.1,0.7,1.35,39.35
0.1,0.7,1.35,39.36
0.1,0.7,1.35,39.37
0.1,0.7,1.35,39.38
0.1,0.7,1.35,39.39
0.1,0.7,1.35,39.4
0.1,0.7,1.35,39.41
0.1,0.7,1.35,39.42
0.1,0.7,1.35,39.43
0.1,0.7,1.35,39.44
0.1,0.7,1.35,39.45
0.1,0.7,1.35,39.46
0.1,0.7,1.35,39.47
0.1,0.7,1.35,39.48
0.1,0.7,1.35,39.49
0.1,0.7,1.35,39.5
0.1,0.7,1.35,39.51
0.1,0.7,1.35,39.52
0.1,0.7,1.35,39.53
0.1,0.7,1.35,39.54
0.1,0.7,1.35,39.55
0.1,0.7,1.35,39.56
0.1,0.7,1.35,39.57
0.1,0.7,1.35,39.58
0.1,0.7,1.35,39.59
0.1,0.7,1.35,39.6
0.1,0.7,1.35,39.61
0.1,0.7,1.35,39.62
0.1,0.7,1.35,39.63
0.1,0.7,1.35,39.64
0.1,0.7,1.35,39.65
0.1,0.7,1.35,39.66
0.1,0.7,1.35,39.67
0.1,0.7,1.35,39.68
0.1,0.7,1.35,39.69
0.1,0.7,1.35,39.7
0.1,0.7,1.35,39.71
0.1,0.7,1.35,39.72
0.1,0.7,1.35,39.73
0.1,0.7,1.35,39.74
0.1,0.7,1.35,39.75
0.1,0.7,1.35,39.76
0.1,0.7,1.35,39.77
0.1,0.7,1.35,39.78
0.1,0.7,1.35,39.79
0.1,0.7,1.35,39.8
0.1,0.7,1.35,39.81
0.1,0.7,1.35,39.82
0.1,0.7,1.35,39.83
0.1,0.7,1.35,39.84
0.1,0.7,1.35,39.85
0.1,0.7,1.35,39.86
0.1,0.7,1.35,39.87
0.1,0.7,1.35,39.88
0.1,0.7,1.35,39.89
0.1,0.7,1.35,39.9
0.1,0.7,1.35,39.91
0.1,0.7,1.35,39.92
0.1,0.7,1.35,39.93
0.1,0.7,1.35,39.94
0.1,0.7,1.35,39.95
0.1,0.7,1.35,39.96
0.1,0.7,1.35,39.97
0.1,0.7,1.35,39.98
0.1,0.7,1.35,39.99
0.1,0.7,1.35,40
0.1,0.7,1.35,40.01
0.1,0.7,1.35,40.02
0.1,0.7,1.35,40.03
0.1,0.7,1.35,40.04
0.1,0.7,1.35,40.05
0.1,0.7,1.35,40.06
0.1,0.7,1.35,40.07
0.1,0.7,1.35,40.08
0.1,0.7,1.35,40.09
0.1,0.7,1.35,40.1
0.1,0.7,1.35,40.11
0.1,0.7,1.35,40.12
0.1,0.7,1.35,40.13
0.1,0.7,1.35,40.14
0.1,0.7,1.35,40.15
0.1,0.7,1.35,40.16
0.1,0.7,1.35,40.17
0.1,0.7,1.35,40.18
0.1,0.7,1.35,40.19
0.1,0.7,1.35,40.2
0.1,0.7,1.35,40.21
0.1,0.7,1.35,40.22
0.1,0.7,1.35,40.23
0.1,0.7,1.35,40.24
0.1,0.7,1.35,40.25
0.1,0.7,1.35,40.26
0.1,0.7,1.35,40.27
0.1,0.7,1.35,40.28
0.1,0.7,1.35,40.29
0.1,0.7,1.35,40.3
0.1,0.7,1.35,40.31
0.1,0.7,1.35,40.32
0.1,0.7,1.35,40.33
0.1,0.7,1.35,40.34
0.1,0.7,1.35,40.35
0.1,0.7,1.35,40.36
0.1,0.7,1.35,40.37
0.1,0.7,1.35,40.38
0.1,0.7,1.35,40.39
0.1,0.7,1.35,40.4
0.1,0.7,1.35,40.41
0.1,0.7,1.35,40.42
0.1,0.7,1.35,40.43
0.1,0.7,1.35,40.44
0.1,0.7,1.35,40.45
0.1,0.7,1.35,40.46
0.1,0.7,1.35,40.47
0.1,0.7,1.35,40.48
0.1,0.7,1.35,40.49
0.1,0.7,1.35,40.5
0.1,0.7,1.35,40.51
0.1,0.7,1.35,40.52
0.1,0.7,1.35,40.53
0.1,0.7,1.35,40.54
0.1,0.7,1.35,40.55
0.1,0.7,1.35,40.56
0.1,0.7,1.35,40.57
0.1,0.7,1.35,40.58
0.1,0.7,1.35,40.59
0.1,0.7,1.35,40.6
0.1,0.7,1.35,40.61
0.1,0.7,1.35,40.62
0.1,0.7,1.35,40.63
0.1,0.7,1.35,40.64
0.1,0.7,1.35,40.65
0.1,0.7,1.35,40.66
0.1,0.7,1.35,40.67
0.1,0.7,1.35,40.68
0.1,0.7,1.35,40.69
0.1,0.7,1.35,40.7
0.1,0.7,1.35,40.71
0.1,0.7,1.35,40.72
0.1,0.7,1.35,40.73
0.1,0.7,1.35,40.74
0.1,0.7,1.35,40.75
0.1,0.7,1.35,40.76
0.1,0.7,1.35,40.77
0.1,0.7,1.35,40.78
0.1,0.7,1.35,40.79
0.1,0.7,1.35,40.8
0.1,0.7,1.35,40.81
0.1,0.7,1.35,40.82
0.1,0.7,1.35,40.83
0.1,0.7,1.35,40.84
0.1,0.7,1.35,40.85
0.1,0.7,1.35,40.86
0.1,0.7,1.35,40.87
0.1,0.7,1.35,40.88
0.1,0.7,1.35,40.89
0.1,0.7,1.35,40.9
0.1,0.7,1.35,40.91
0.1,0.7,1.35,40.92
0.1,0.7,1.35,40.93
0.1,0.7,1.35,40.94
0.1,0.7,1.35,40.95
0.1,0.7,1.35,40.96
0.1,0.7,1.35,40.97
0.1,0.7,1.35,40.98
0.1,0.7,1.35,40.99
0.1,0.7,1.35,41
0.1,0.7,1.4,37
0.1,0.7,1.4,37.01
0.1,0.7,1.4,37.02
0.1,0.7,1.4,37.03
0.1,0.7,1.4,37.04
0.1,0.7,1.4,37.05
0.1,0.7,1.4,37.06
0.1,0.7,1.4,37.07
0.1,0.7,1.4,37.08
0.1,0.7,1.4,37.09
0.1,0.7,1.4,37.1
0.1,0.7,1.4,37.11
0.1,0.7,1.4,37.12
0.1,0.7,1.4,37.13
0.1,0.7,1.4,37.14
0.1,0.7,1.4,37.15
0.1,0.7,1.4,37.16
0.1,0.7,1.4,37.17
0.1,0.7,1.4,37.18
0.1,0.7,1.4,37.19
0.1,0.7,1.4,37.2
0.1,0.7,1.4,37.21
0.1,0.7,1.4,37.22
0.1,0.7,1.4,37.23
0.1,0.7,1.4,37.24
0.1,0.7,1.4,37.25
0.1,0.7,1.4,37.26
0.1,0.7,1.4,37.27
0.1,0.7,1.4,37.28
0.1,0.7,1.4,37.29
0.1,0.7,1.4,37.3
0.1,0.7,1.4,37.31
0.1,0.7,1.4,37.32
0.1,0.7,1.4,37.33
0.1,0.7,1.4,37.34
0.1,0.7,1.4,37.35
0.1,0.7,1.4,37.36
0.1,0.7,1.4,37.37
0.1,0.7,1.4,37.38
0.1,0.7,1.4,37.39
0.1,0.7,1.4,37.4
0.1,0.7,1.4,37.41
0.1,0.7,1.4,37.42
0.1,0.7,1.4,37.43
0.1,0.7,1.4,37.44
0.1,0.7,1.4,37.45
0.1,0.7,1.4,37.46
0.1,0.7,1.4,37.47
0.1,0.7,1.4,37.48
0.1,0.7,1.4,37.49
0.1,0.7,1.4,37.5
0.1,0.7,1.4,37.51
0.1,0.7,1.4,37.52
0.1,0.7,1.4,37.53
0.1,0.7,1.4,37.54
0.1,0.7,1.4,37.55
0.1,0.7,1.4,37.56
0.1,0.7,1.4,37.57
0.1,0.7,1.4,37.58
0.1,0.7,1.4,37.59
0.1,0.7,1.4,37.6
0.1,0.7,1.4,37.61
0.1,0.7,1.4,37.62
0.1,0.7,1.4,37.63
0.1,0.7,1.4,37.64
0.1,0.7,1.4,37.65
0.1,0.7,1.4,37.66
0.1,0.7,1.4,37.67
0.1,0.7,1.4,37.68
0.1,0.7,1.4,37.69
0.1,0.7,1.4,37.7
0.1,0.7,1.4,37.71
0.1,0.7,1.4,37.72
0.1,0.7,1.4,37.73
0.1,0.7,1.4,37.74
0.1,0.7,1.4,37.75
0.1,0.7,1.4,37.76
0.1,0.7,1.4,37.77
0.1,0.7,1.4,37.78
0.1,0.7,1.4,37.79
0.1,0.7,1.4,37.8
0.1,0.7,1.4,37.81
0.1,0.7,1.4,37.82
0.1,0.7,1.4,37.83
0.1,0.7,1.4,37.84
0.1,0.7,1.4,37.85
0.1,0.7,1.4,37.86
0.1,0.7,1.4,37.87
0.1,0.7,1.4,37.88
0.1,0.7,1.4,37.89
0.1,0.7,1.4,37.9
0.1,0.7,1.4,37.91
0.1,0.7,1.4,37.92
0.1,0.7,1.4,37.93
0.1,0.7,1.4,37.94
0.1,0.7,1.4,37.95
0.1,0.7,1.4,37.96
0.1,0.7,1.4,37.97
0.1,0.7,1.4,37.98
0.1,0.7,1.4,37.99
0.1,0.7,1.4,38
0.1,0.7,1.4,38.01
0.1,0.7,1.4,38.02
0.1,0.7,1.4,38.03
0.1,0.7,1.4,38.04
0.1,0.7,1.4,38.05
0.1,0.7,1.4,38.06
0.1,0.7,1.4,38.07
0.1,0.7,1.4,38.08
0.1,0.7,1.4,38.09
0.1,0.7,1.4,38.1
0.1,0.7,1.4,38.11
0.1,0.7,1.4,38.12
0.1,0.7,1.4,38.13
0.1,0.7,1.4,38.14
0.1,0.7,1.4,38.15
0.1,0.7,1.4,38.16
0.1,0.7,1.4,38.17
0.1,0.7,1.4,38.18
0.1,0.7,1.4,38.19
0.1,0.7,1.4,38.2
0.1,0.7,1.4,38.21
0.1,0.7,1.4,38.22
0.1,0.7,1.4,38.23
0.1,0.7,1.4,38.24
0.1,0.7,1.4,38.25
0.1,0.7,1.4,38.26
0.1,0.7,1.4,38.27
0.1,0.7,1.4,38.28
0.1,0.7,1.4,38.29
0.1,0.7,1.4,38.3
0.1,0.7,1.4,38.31
0.1,0.7,1.4,38.32
0.1,0.7,1.4,38.33
0.1,0.7,1.4,38.34
0.1,0.7,1.4,38.35
0.1,0.7,1.4,38.36
0.1,0.7,1.4,38.37
0.1,0.7,1.4,38.38
0.1,0.7,1.4,38.39
0.1,0.7,1.4,38.4
0.1,0.7,1.4,38.41
0.1,0.7,1.4,38.42
0.1,0.7,1.4,38.43
0.1,0.7,1.4,38.44
0.1,0.7,1.4,38.45
0.1,0.7,1.4,38.46
0.1,0.7,1.4,38.47
0.1,0.7,1.4,38.48
0.1,0.7,1.4,38.49
0.1,0.7,1.4,38.5
0.1,0.7,1.4,38.51
0.1,0.7,1.4,38.52
0.1,0.7,1.4,38.53
0.1,0.7,1.4,38.54
0.1,0.7,1.4,38.55
0.1,0.7,1.4,38.56
0.1,0.7,1.4,38.57
0.1,0.7,1.4,38.58
0.1,0.7,1.4,38.59
0.1,0.7,1.4,38.6
0.1,0.7,1.4,38.61
0.1,0.7,1.4,38.62
0.1,0.7,1.4,38.63
0.1,0.7,1.4,38.64
0.1,0.7,1.4,38.65
0.1,0.7,1.4,38.66
0.1,0.7,1.4,38.67
0.1,0.7,1.4,38.68
0.1,0.7,1.4,38.69
0.1,0.7,1.4,38.7
0.1,0.7,1.4,38.71
0.1,0.7,1.4,38.72
0.1,0.7,1.4,38.73
0.1,0.7,1.4,38.74
0.1,0.7,1.4,38.75
0.1,0.7,1.4,38.76
0.1,0.7,1.4,38.77
0.1,0.7,1.4,38.78
0.1,0.7,1.4,38.79
0.1,0.7,1.4,38.8
0.1,0.7,1.4,38.81
0.1,0.7,1.4,38.82
0.1,0.7,1.4,38.83
0.1,0.7,1.4,38.84
0.1,0.7,1.4,38.85
0.1,0.7,1.4,38.86
0.1,0.7,1.4,38.87
0.1,0.7,1.4,38.88
0.1,0.7,1.4,38.89
0.1,0.7,1.4,38.9
0.1,0.7,1.4,38.91
0.1,0.7,1.4,38.92
0.1,0.7,1.4,38.93
0.1,0.7,1.4,38.94
0.1,0.7,1.4,38.95
0.1,0.7,1.4,38.96
0.1,0.7,1.4,38.97
0.1,0.7,1.4,38.98
0.1,0.7,1.4,38.99
0.1,0.7,1.4,39
0.1,0.7,1.4,39.01
0.1,0.7,1.4,39.02
0.1,0.7,1.4,39.03
0.1,0.7,1.4,39.04
0.1,0.7,1.4,39.05
0.1,0.7,1.4,39.06
0.1,0.7,1.4,39.07
0.1,0.7,1.4,39.08
0.1,0.7,1.4,39.09
0.1,0.7,1.4,39.1
0.1,0.7,1.4,39.11
0.1,0.7,1.4,39.12
0.1,0.7,1.4,39.13
0.1,0.7,1.4,39.14
0.1,0.7,1.4,39.15
0.1,0.7,1.4,39.16
0.1,0.7,1.4,39.17
0.1,0.7,1.4,39.18
0.1,0.7,1.4,39.19
0.1,0.7,1.4,39.2
0.1,0.7,1.4,39.21
0.1,0.7,1.4,39.22
0.1,0.7,1.4,39.23
0.1,0.7,1.4,39.24
0.1,0.7,1.4,39.25
0.1,0.7,1.4,39.26
0.1,0.7,1.4,39.27
0.1,0.7,1.4,39.28
0.1,0.7,1.4,39.29
0.1,0.7,1.4,39.3
0.1,0.7,1.4,39.31
0.1,0.7,1.4,39.32
0.1,0.7,1.4,39.33
0.1,0.7,1.4,39.34
0.1,0.7,1.4,39.35
0.1,0.7,1.4,39.36
0.1,0.7,1.4,39.37
0.1,0.7,1.4,39.38
0.1,0.7,1.4,39.39
0.1,0.7,1.4,39.4
0.1,0.7,1.4,39.41
0.1,0.7,1.4,39.42
0.1,0.7,1.4,39.43
0.1,0.7,1.4,39.44
0.1,0.7,1.4,39.45
0.1,0.7,1.4,39.46
0.1,0.7,1.4,39.47
0.1,0.7,1.4,39.48
0.1,0.7,1.4,39.49
0.1,0.7,1.4,39.5
0.1,0.7,1.4,39.51
0.1,0.7,1.4,39.52
0.1,0.7,1.4,39.53
0.1,0.7,1.4,39.54
0.1,0.7,1.4,39.55
0.1,0.7,1.4,39.56
0.1,0.7,1.4,39.57
0.1,0.7,1.4,39.58
0.1,0.7,1.4,39.59
0.1,0.7,1.4,39.6
0.1,0.7,1.4,39.61
0.1,0.7,1.4,39.62
0.1,0.7,1.4,39.63
0.1,0.7,1.4,39.64
0.1,0.7,1.4,39.65
0.1,0.7,1.4,39.66
0.1,0.7,1.4,39.67
0.1,0.7,1.4,39.68
0.1,0.7,1.4,39.69
0.1,0.7,1.4,39.7
0.1,0.7,1.4,39.71
0.1,0.7,1.4,39.72
0.1,0.7,1.4,39.73
0.1,0.7,1.4,39.74
0.1,0.7,1.4,39.75
0.1,0.7,1.4,39.76
0.1,0.7,1.4,39.77
0.1,0.7,1.4,39.78
0.1,0.7,1.4,39.79
0.1,0.7,1.4,39.8
0.1,0.7,1.4,39.81
0.1,0.7,1.4,39.82
0.1,0.7,1.4,39.83
0.1,0.7,1.4,39.84
0.1,0.7,1.4,39.85
0.1,0.7,1.4,39.86
0.1,0.7,1.4,39.87
0.1,0.7,1.4,39.88
0.1,0.7,1.4,39.89
0.1,0.7,1.4,39.9
0.1,0.7,1.4,39.91
0.1,0.7,1.4,39.92
0.1,0.7,1.4,39.93
0.1,0.7,1.4,39.94
0.1,0.7,1.4,39.95
0.1,0.7,1.4,39.96
0.1,0.7,1.4,39.97
0.1,0.7,1.4,39.98
0.1,0.7,1.4,39.99
0.1,0.7,1.4,40
0.1,0.7,1.4,40.01
0.1,0.7,1.4,40.02
0.1,0.7,1.4,40.03
0.1,0.7,1.4,40.04
0.1,0.7,1.4,40.05
0.1,0.7,1.4,40.06
0.1,0.7,1.4,40.07
0.1,0.7,1.4,40.08
0.1,0.7,1.4,40.09
0.1,0.7,1.4,40.1
0.1,0.7,1.4,40.11
0.1,0.7,1.4,40.12
0.1,0.7,1.4,40.13
0.1,0.7,1.4,40.14
0.1,0.7,1.4,40.15
0.1,0.7,1.4,40.16
0.1,0.7,1.4,40.17
0.1,0.7,1.4,40.18
0.1,0.7,1.4,40.19
0.1,0.7,1.4,40.2
0.1,0.7,1.4,40.21
0.1,0.7,1.4,40.22
0.1,0.7,1.4,40.23
0.1,0.7,1.4,40.24
0.1,0.7,1.4,40.25
0.1,0.7,1.4,40.26
0.1,0.7,1.4,40.27
0.1,0.7,1.4,40.28
0.1,0.7,1.4,40.29
0.1,0.7,1.4,40.3
0.1,0.7,1.4,40.31
0.1,0.7,1.4,40.32
0.1,0.7,1.4,40.33
0.1,0.7,1.4,40.34
0.1,0.7,1.4,40.35
0.1,0.7,1.4,40.36
0.1,0.7,1.4,40.37
0.1,0.7,1.4,40.38
0.1,0.7,1.4,40.39
0.1,0.7,1.4,40.4
0.1,0.7,1.4,40.41
0.1,0.7,1.4,40.42
0.1,0.7,1.4,40.43
0.1,0.7,1.4,40.44
0.1,0.7,1.4,40.45
0.1,0.7,1.4,40.46
0.1,0.7,1.4,40.47
0.1,0.7,1.4,40.48
0.1,0.7,1.4,40.49
0.1,0.7,1.4,40.5
0.1,0.7,1.4,40.51
0.1,0.7,1.4,40.52
0.1,0.7,1.4,40.53
0.1,0.7,1.4,40.54
0.1,0.7,1.4,40.55
0.1,0.7,1.4,40.56
0.1,0.7,1.4,40.57
0.1,0.7,1.4,40.58
0.1,0.7,1.4,40.59
0.1,0.7,1.4,40.6
0.1,0.7,1.4,40.61
0.1,0.7,1.4,40.62
0.1,0.7,1.4,40.63
0.1,0.7,1.4,40.64
0.1,0.7,1.4,40.65
0.1,0.7,1.4,40.66
0.1,0.7,1.4,40.67
0.1,0.7,1.4,40.68
0.1,0.7,1.4,40.69
0.1,0.7,1.4,40.7
0.1,0.7,1.4,40.71
0.1,0.7,1.4,40.72
0.1,0.7,1.4,40.73
0.1,0.7,1.4,40.74
0.1,0.7,1.4,40.75
0.1,0.7,1.4,40.76
0.1,0.7,1.4,40.77
0.1,0.7,1.4,40.78
0.1,0.7,1.4,40.79
0.1,0.7,1.4,40.8
0.1,0.7,1.4,40.81
0.1,0.7,1.4,40.82
0.1,0.7,1.4,40.83
0.1,0.7,1.4,40.84
0.1,0.7,1.4,40.85
0.1,0.7,1.4,40.86
0.1,0.7,1.4,40.87
0.1,0.7,1.4,40.88
0.1,0.7,1.4,40.89
0.1,0.7,1.4,40.9
0.1,0.7,1.4,40.91
0.1,0.7,1.4,40.92
0.1,0.7,1.4,40.93
0.1,0.7,1.4,40.94
0.1,0.7,1.4,40.95
0.1,0.7,1.4,40.96
0.1,0.7,1.4,40.97
0.1,0.7,1.4,40.98
0.1,0.7,1.4,40.99
0.1,0.7,1.4,41
0.1,0.7,1.45,37
0.1,0.7,1.45,37.01
0.1,0.7,1.45,37.02
0.1,0.7,1.45,37.03
0.1,0.7,1.45,37.04
0.1,0.7,1.45,37.05
0.1,0.7,1.45,37.06
0.1,0.7,1.45,37.07
0.1,0.7,1.45,37.08
0.1,0.7,1.45,37.09
0.1,0.7,1.45,37.1
0.1,0.7,1.45,37.11
0.1,0.7,1.45,37.12
0.1,0.7,1.45,37.13
0.1,0.7,1.45,37.14
0.1,0.7,1.45,37.15
0.1,0.7,1.45,37.16
0.1,0.7,1.45,37.17
0.1,0.7,1.45,37.18
0.1,0.7,1.45,37.19
0.1,0.7,1.45,37.2
0.1,0.7,1.45,37.21
0.1,0.7,1.45,37.22
0.1,0.7,1.45,37.23
0.1,0.7,1.45,37.24
0.1,0.7,1.45,37.25
0.1,0.7,1.45,37.26
0.1,0.7,1.45,37.27
0.1,0.7,1.45,37.28
0.1,0.7,1.45,37.29
0.1,0.7,1.45,37.3
0.1,0.7,1.45,37.31
0.1,0.7,1.45,37.32
0.1,0.7,1.45,37.33
0.1,0.7,1.45,37.34
0.1,0.7,1.45,37.35
0.1,0.7,1.45,37.36
0.1,0.7,1.45,37.37
0.1,0.7,1.45,37.38
0.1,0.7,1.45,37.39
0.1,0.7,1.45,37.4
0.1,0.7,1.45,37.41
0.1,0.7,1.45,37.42
0.1,0.7,1.45,37.43
0.1,0.7,1.45,37.44
0.1,0.7,1.45,37.45
0.1,0.7,1.45,37.46
0.1,0.7,1.45,37.47
0.1,0.7,1.45,37.48
0.1,0.7,1.45,37.49
0.1,0.7,1.45,37.5
0.1,0.7,1.45,37.51
0.1,0.7,1.45,37.52
0.1,0.7,1.45,37.53
0.1,0.7,1.45,37.54
0.1,0.7,1.45,37.55
0.1,0.7,1.45,37.56
0.1,0.7,1.45,37.57
0.1,0.7,1.45,37.58
0.1,0.7,1.45,37.59
0.1,0.7,1.45,37.6
0.1,0.7,1.45,37.61
0.1,0.7,1.45,37.62
0.1,0.7,1.45,37.63
0.1,0.7,1.45,37.64
0.1,0.7,1.45,37.65
0.1,0.7,1.45,37.66
0.1,0.7,1.45,37.67
0.1,0.7,1.45,37.68
0.1,0.7,1.45,37.69
0.1,0.7,1.45,37.7
0.1,0.7,1.45,37.71
0.1,0.7,1.45,37.72
0.1,0.7,1.45,37.73
0.1,0.7,1.45,37.74
0.1,0.7,1.45,37.75
0.1,0.7,1.45,37.76
0.1,0.7,1.45,37.77
0.1,0.7,1.45,37.78
0.1,0.7,1.45,37.79
0.1,0.7,1.45,37.8
0.1,0.7,1.45,37.81
0.1,0.7,1.45,37.82
0.1,0.7,1.45,37.83
0.1,0.7,1.45,37.84
0.1,0.7,1.45,37.85
0.1,0.7,1.45,37.86
0.1,0.7,1.45,37.87
0.1,0.7,1.45,37.88
0.1,0.7,1.45,37.89
0.1,0.7,1.45,37.9
0.1,0.7,1.45,37.91
0.1,0.7,1.45,37.92
0.1,0.7,1.45,37.93
0.1,0.7,1.45,37.94
0.1,0.7,1.45,37.95
0.1,0.7,1.45,37.96
0.1,0.7,1.45,37.97
0.1,0.7,1.45,37.98
0.1,0.7,1.45,37.99
0.1,0.7,1.45,38
0.1,0.7,1.45,38.01
