D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1:1,1:1)) []","dB(S(2:1,1:1)) []","ang_deg(S(1:1,1:1)) [deg]","ang_deg(S(2:1,1:1)) [deg]"
0.1,0.3,0.6,61.7,-13.04730602,-1.683198367,146.4898803,65.40348528
0.1,0.3,0.6,61.75,-12.92458235,-1.686146891,144.6768489,63.30402501
0.1,0.3,0.6,61.8,-12.80550837,-1.695401405,142.7217652,61.21782419
0.1,0.3,0.6,61.85,-12.69880955,-1.709678896,140.6513105,59.16285892
0.1,0.3,0.6,61.9,-12.6121181,-1.726244686,138.5145887,57.15533272
0.1,0.3,0.6,61.95,-12.55028788,-1.740576683,136.3904716,55.20230042
0.1,0.3,0.6,62,-12.51105972,-1.747253441,134.3862918,53.28979109
0.1,0.3,0.6,62.05,-12.47974004,-1.742937648,132.5995466,51.37786073
0.1,0.3,0.6,62.1,-12.43141942,-1.729476985,131.0369609,49.41847486
0.1,0.3,0.6,62.15,-12.34677738,-1.713080119,129.5753701,47.38611147
0.1,0.3,0.6,62.2,-12.22613742,-1.700037451,128.0468326,45.28803281
0.1,0.3,0.6,62.25,-12.0844135,-1.693785414,126.3513319,43.14904308
0.1,0.3,0.6,62.3,-11.9375406,-1.695011972,124.4757973,40.99396551
0.1,0.3,0.6,62.35,-11.79585378,-1.702969018,122.451295,38.84053176
0.1,0.3,0.6,62.4,-11.66448712,-1.716485478,120.3164446,36.69969569
0.1,0.3,0.6,62.45,-11.54567256,-1.734423923,118.1032199,34.57809183
0.1,0.3,0.6,62.5,-11.44050382,-1.755787175,115.8357307,32.48021571
0.1,0.3,0.6,62.55,-11.34986148,-1.779662206,113.5335113,30.40982607
0.1,0.3,0.6,62.6,-11.27472957,-1.8050906,111.2157097,28.3706319
0.1,0.3,0.6,62.65,-11.21607345,-1.830898561,108.9049994,26.36627601
0.1,0.3,0.6,62.7,-11.17432585,-1.855517972,106.6304349,24.39939522
0.1,0.3,0.6,62.75,-11.14851183,-1.876890553,104.427863,22.46940307
0.1,0.3,0.6,62.8,-11.13521539,-1.892661745,102.3358288,20.56910605
0.1,0.3,0.6,62.85,-11.12793863,-1.900911467,100.3856267,18.68199459
0.1,0.3,0.6,62.9,-11.11764926,-1.901319033,98.58770631,16.78427961
0.1,0.3,0.6,62.95,-11.09490728,-1.895881159,96.92178621,14.85419445
0.1,0.3,0.6,63,-11.05278198,-1.88815483,95.33900529,12.88315714
0.1,0.3,0.7,57,-12.38255248,-1.545529435,-32.89426421,55.9813419
0.1,0.3,0.7,57.05,-12.33207623,-1.539921933,-35.36765836,53.84580671
0.1,0.3,0.7,57.1,-12.29376135,-1.543028695,-37.76645961,51.71175877
0.1,0.3,0.7,57.15,-12.26571277,-1.553658053,-40.08863626,49.60155079
0.1,0.3,0.7,57.2,-12.24657966,-1.569764801,-42.31048389,47.53452956
0.1,0.3,0.7,57.25,-12.22490845,-1.587001089,-44.39849545,45.53655919
0.1,0.3,0.7,57.3,-12.19323107,-1.597722393,-46.42813703,43.60298278
0.1,0.3,0.7,57.35,-12.15652938,-1.595075068,-48.47236686,41.68238079
0.1,0.3,0.7,57.4,-12.12316788,-1.58033962,-50.51920298,39.70213301
0.1,0.3,0.7,57.45,-12.08866009,-1.565771815,-52.48973724,37.64801098
0.1,0.3,0.7,57.5,-12.04589363,-1.55501764,-54.43147778,35.54175664
0.1,0.3,0.7,57.55,-11.99567058,-1.54940239,-56.38489727,33.40629362
0.1,0.3,0.7,57.6,-11.94123399,-1.548981123,-58.37489898,31.25698
0.1,0.3,0.7,57.65,-11.88622156,-1.553419156,-60.41023945,29.10372628
0.1,0.3,0.7,57.7,-11.8335986,-1.562309879,-62.48917926,26.9531047
0.1,0.3,0.7,57.75,-11.78542699,-1.575272331,-64.60502187,24.80971323
0.1,0.3,0.7,57.8,-11.74200222,-1.591067185,-66.84013256,22.69996934
0.1,0.3,0.7,57.85,-11.72395684,-1.609552171,-69.04236513,20.61181487
0.1,0.3,0.7,57.9,-11.72491884,-1.626307112,-71.12178113,18.56499984
0.1,0.3,0.7,57.95,-11.72883353,-1.63481652,-73.04254818,16.53067354
0.1,0.3,0.7,58,-11.72187019,-1.637476616,-74.85714695,14.45331774
0.1,0.3,0.7,58.05,-11.70138622,-1.641295043,-76.647448,12.3271282
0.1,0.3,0.7,58.1,-11.67232666,-1.649229673,-78.46292869,10.17304624
0.1,0.3,0.7,58.15,-11.64063576,-1.661485782,-80.31429463,8.006009177
0.1,0.3,0.7,58.2,-11.61048569,-1.677741855,-82.19149878,5.833113612
0.1,0.3,0.7,58.25,-11.58423692,-1.697783165,-84.07778751,3.657739774
0.1,0.3,0.7,58.3,-11.56309358,-1.721548945,-85.95595342,1.481892005
0.1,0.3,0.7,58.35,-11.54766444,-1.749078837,-87.81030855,-0.692850818
0.1,0.3,0.7,58.4,-11.53831561,-1.780465074,-89.62706183,-2.864984629
0.1,0.3,0.7,58.45,-11.53536943,-1.815821363,-91.39429262,-5.032960384
0.1,0.3,0.7,58.5,-11.53920759,-1.855263885,-93.10192619,-7.195151763
0.1,0.3,0.7,58.55,-11.54594563,-1.901471479,-94.70768653,-9.349758835
0.1,0.3,0.7,58.6,-11.5574756,-1.951897986,-96.166929,-11.49240366
0.1,0.3,0.7,58.65,-11.56713687,-2.008344303,-97.43939749,-13.62199282
0.1,0.3,0.7,58.7,-11.56484691,-2.072993933,-98.49273825,-15.73122299
0.1,0.3,0.7,58.75,-11.53671586,-2.148212296,-99.31285288,-17.80359148
0.1,0.3,0.7,58.8,-11.46506114,-2.235994073,-99.91938591,-19.80942071
0.1,0.3,0.7,58.85,-11.32962459,-2.336731072,-100.3892498,-21.70216516
0.1,0.3,0.7,58.9,-11.11205291,-2.446976725,-100.8863829,-23.41928322
0.1,0.3,0.7,58.95,-10.80634321,-2.556504157,-101.6753166,-24.89659806
0.1,0.3,0.7,59,-10.43342794,-2.646840995,-103.0645004,-26.10521568
0.1,0.3,0.7,59.05,-10.04596724,-2.695553745,-105.2467984,-27.10070519
0.1,0.3,0.7,59.1,-9.70690338,-2.687698421,-108.1440703,-28.03704094
0.1,0.3,0.7,59.15,-9.45422178,-2.626038048,-111.4444135,-29.10386661
0.1,0.3,0.7,59.2,-9.2874632,-2.52898243,-114.809777,-30.43164593
0.1,0.3,0.7,59.25,-9.183052249,-2.41899161,-118.0322518,-32.05257874
0.1,0.3,0.7,59.3,-9.114544957,-2.313451232,-121.0455865,-33.92886559
0.1,0.3,0.7,59.35,-9.062477585,-2.222681602,-123.8678508,-35.99513098
0.1,0.3,0.7,59.4,-9.015698526,-2.151328011,-126.5508296,-38.18142791
0.1,0.3,0.7,59.45,-8.970281723,-2.099365574,-129.1531046,-40.42364322
0.1,0.3,0.7,59.5,-8.929355922,-2.063142426,-131.7180748,-42.67580905
0.1,0.3,0.7,59.55,-8.900058471,-2.037885083,-134.2277542,-44.9173462
0.1,0.3,0.7,59.6,-8.87822866,-2.020014078,-136.6040894,-47.14567766
0.1,0.3,0.7,59.65,-8.847802857,-2.007602896,-138.8578548,-49.3641408
0.1,0.3,0.7,59.7,-8.804818801,-1.999766006,-141.0773044,-51.57554255
0.1,0.3,0.7,59.75,-8.754778287,-1.996070703,-143.308201,-53.78089739
0.1,0.3,0.7,59.8,-8.70241434,-1.996241828,-145.5572991,-55.97995304
0.1,0.3,0.7,59.85,-8.650290616,-2.000054526,-147.8205768,-58.17182329
0.1,0.3,0.7,59.9,-8.599762237,-2.007304413,-150.0930763,-60.35537024
0.1,0.3,0.7,59.95,-8.551625843,-2.017801809,-152.3706164,-62.52938639
0.1,0.3,0.7,60,-8.506409886,-2.031371075,-154.6497136,-64.69266841
0.1,0.3,0.7,60.05,-8.458624186,-2.046888568,-156.878761,-66.83564325
0.1,0.3,0.7,60.1,-8.409094521,-2.063803275,-159.108617,-68.96771684
0.1,0.3,0.7,60.15,-8.358110264,-2.081973384,-161.345955,-71.08893737
0.1,0.3,0.7,60.2,-8.306629583,-2.101273217,-163.5982733,-73.19929127
0.1,0.3,0.7,60.25,-8.256650758,-2.121586323,-165.8693936,-75.29857073
0.1,0.3,0.7,60.3,-8.210604869,-2.142770495,-168.1509952,-77.38615254
0.1,0.3,0.7,60.35,-8.169086915,-2.164533683,-170.4222278,-79.4608956
0.1,0.3,0.7,60.4,-8.129759493,-2.186185331,-172.6681001,-81.5227147
0.1,0.3,0.7,60.45,-8.089820852,-2.206986568,-174.8924119,-83.57797083
0.1,0.3,0.7,60.5,-8.04820205,-2.227853241,-177.1082623,-85.63545683
0.1,0.3,0.7,60.55,-8.005275384,-2.250192181,-179.3265303,-87.69116454
0.1,0.3,0.7,60.6,-7.961922045,-2.273908385,178.4467085,-89.73819993
0.1,0.3,0.7,60.65,-7.919062494,-2.298527581,176.2087206,-91.77464422
0.1,0.3,0.7,60.7,-7.87754912,-2.32380736,173.9586132,-93.80041271
0.1,0.3,0.7,60.75,-7.838185924,-2.349662432,171.6965694,-95.81529358
0.1,0.3,0.7,60.8,-7.801769259,-2.376057613,169.4236185,-97.81852079
0.1,0.3,0.7,60.85,-7.76911804,-2.402944194,167.1417161,-99.80871694
0.1,0.3,0.7,60.9,-7.741084627,-2.430210679,164.8540135,-101.7838991
0.1,0.3,0.7,60.95,-7.718539953,-2.457629256,162.5652632,-103.7415386
0.1,0.3,0.7,61,-7.702322342,-2.484791236,160.2823195,-105.6787465
0.1,0.3,0.7,61.05,-7.693134247,-2.511034994,158.0146569,-107.5926975
0.1,0.3,0.7,61.1,-7.691368965,-2.535384878,155.7747392,-109.4814194
0.1,0.3,0.7,61.15,-7.696857357,-2.556541491,153.5779311,-111.3450281
0.1,0.3,0.7,61.2,-7.708553947,-2.572985866,151.4414825,-113.187284
0.1,0.3,0.7,61.25,-7.724242161,-2.583258002,149.382077,-115.01696
0.1,0.3,0.7,61.3,-7.740420471,-2.586406725,147.4117522,-116.8480748
0.1,0.3,0.7,61.35,-7.752579144,-2.582473813,145.5328979,-118.6980457
0.1,0.3,0.7,61.4,-7.755991724,-2.572754509,143.7342975,-120.5837347
0.1,0.3,0.7,61.45,-7.746874349,-2.559622354,141.9907983,-122.5168907
0.1,0.3,0.7,61.5,-7.723448835,-2.54595786,140.2679702,-124.5012486
0.1,0.3,0.7,61.55,-7.686384767,-2.534474927,138.5302657,-126.5325487
0.1,0.3,0.7,61.6,-7.638430841,-2.527257663,136.7489798,-128.6008451
0.1,0.3,0.7,61.65,-7.583513894,-2.525621969,134.9067544,-130.6933998
0.1,0.3,0.7,61.7,-7.525793154,-2.530213346,132.9978695,-132.7967737
0.1,0.3,0.7,61.75,-7.469020006,-2.541177032,131.0257769,-134.8976212
0.1,0.3,0.7,61.8,-7.416288369,-2.558258385,128.9999475,-136.9823818
0.1,0.3,0.7,61.85,-7.370078703,-2.580726765,126.9335553,-139.0364088
0.1,0.3,0.7,61.9,-7.332437933,-2.60702862,124.842794,-141.0434828
0.1,0.3,0.7,61.95,-7.305116605,-2.634127995,122.7482722,-142.9876785
0.1,0.3,0.7,62,-7.289384755,-2.65682191,120.6787716,-144.8610955
0.1,0.3,0.7,62.05,-7.28496086,-2.6682343,118.67639,-146.6795921
0.1,0.3,0.7,62.1,-7.287213427,-2.663349715,116.7959362,-148.4958539
0.1,0.3,0.7,62.15,-7.283310772,-2.644379633,115.0774253,-150.3816588
0.1,0.3,0.7,62.2,-7.254492321,-2.621064,113.4779144,-152.377641
0.1,0.3,0.7,62.25,-7.192657677,-2.603569452,111.8460928,-154.4677782
0.1,0.3,0.7,62.3,-7.112104291,-2.596620262,110.0477533,-156.6060556
0.1,0.3,0.7,62.35,-7.033856093,-2.599873495,108.0781035,-158.7513016
0.1,0.3,0.7,62.4,-6.968651336,-2.610810696,106.0084576,-160.8793297
0.1,0.3,0.7,62.45,-6.917472904,-2.626702475,103.9046729,-162.97981
0.1,0.3,0.7,62.5,-6.8775872,-2.645305429,101.80469,-165.050377
0.1,0.3,0.7,62.55,-6.845909386,-2.664931622,99.72593866,-167.0925373
0.1,0.3,0.7,62.6,-6.819974762,-2.684334532,97.67505894,-169.1095268
0.1,0.3,0.7,62.65,-6.79799036,-2.702585211,95.65376003,-171.1053466
0.1,0.3,0.7,62.7,-6.778672978,-2.718982537,93.6616877,-173.0843826
0.1,0.3,0.7,62.75,-6.761089178,-2.73299811,91.69770948,-175.0512781
0.1,0.3,0.7,62.8,-6.744538654,-2.744246686,89.76045936,-177.0108983
0.1,0.3,0.7,62.85,-6.728476537,-2.75247327,87.84855305,-178.9683133
0.1,0.3,0.7,62.9,-6.712463098,-2.757550222,85.96066151,179.0712316
0.1,0.3,0.7,62.95,-6.69613128,-2.759479692,84.09552568,177.1023692
0.1,0.3,0.7,63,-6.679165577,-2.758398084,82.2519486,175.1196932
0.1,0.3,0.8,57,-6.828384778,-2.725471879,-56.31505698,-146.031156
0.1,0.3,0.8,57.05,-6.772447865,-2.712153305,-58.63002481,-148.2110024
0.1,0.3,0.8,57.1,-6.726912277,-2.708048588,-60.95515037,-150.4148322
0.1,0.3,0.8,57.15,-6.691227349,-2.712015495,-63.2833798,-152.6296052
0.1,0.3,0.8,57.2,-6.665057487,-2.723529739,-65.60467625,-154.8494767
0.1,0.3,0.8,57.25,-6.647753645,-2.742979926,-67.91381427,-157.0689469
0.1,0.3,0.8,57.3,-6.640416819,-2.771358409,-70.20577325,-159.2762215
0.1,0.3,0.8,57.35,-6.645522492,-2.809432184,-72.45927982,-161.4500562
0.1,0.3,0.8,57.4,-6.660778003,-2.856357811,-74.6231212,-163.5598084
0.1,0.3,0.8,57.45,-6.682716583,-2.908604479,-76.61423159,-165.5519779
0.1,0.3,0.8,57.5,-6.68314351,-2.952236608,-78.43088297,-167.3918282
0.1,0.3,0.8,57.55,-6.652569266,-2.969092524,-80.28190075,-169.152371
0.1,0.3,0.8,57.6,-6.609744059,-2.957527469,-82.25899528,-170.9961034
0.1,0.3,0.8,57.65,-6.566811695,-2.935968307,-84.33241152,-173.0174681
0.1,0.3,0.8,57.7,-6.526928062,-2.922052998,-86.46404138,-175.1870804
0.1,0.3,0.8,57.75,-6.490165956,-2.922230061,-88.63134127,-177.4355885
0.1,0.3,0.8,57.8,-6.453140438,-2.941643514,-90.86444374,-179.7330429
0.1,0.3,0.8,57.85,-6.4257737,-2.978161007,-93.16900569,177.9716046
0.1,0.3,0.8,57.9,-6.412345156,-3.035534904,-95.53898528,175.7347042
0.1,0.3,0.8,57.95,-6.419110489,-3.111037374,-97.94818523,173.6585861
0.1,0.3,0.8,58,-6.451792592,-3.184450233,-100.3275817,171.8400533
0.1,0.3,0.8,58.05,-6.507350699,-3.223040143,-102.5632132,170.2102449
0.1,0.3,0.8,58.1,-6.566813599,-3.21831761,-104.5765874,168.5236384
0.1,0.3,0.8,58.15,-6.608101147,-3.194550458,-106.4271094,166.6285857
0.1,0.3,0.8,58.2,-6.62680828,-3.175210717,-108.2507275,164.5525903
0.1,0.3,0.8,58.25,-6.633146665,-3.169067496,-110.1285327,162.3754452
0.1,0.3,0.8,58.3,-6.638037109,-3.176451534,-112.0687202,160.1560074
0.1,0.3,0.8,58.35,-6.647877124,-3.195270156,-114.0489191,157.9269902
0.1,0.3,0.8,58.4,-6.665469177,-3.223319665,-116.0438483,155.7051754
0.1,0.3,0.8,58.45,-6.691734817,-3.258826081,-118.0335341,153.4992164
0.1,0.3,0.8,58.5,-6.726761826,-3.300447283,-120.0036934,151.3138271
0.1,0.3,0.8,58.55,-6.774054012,-3.344891902,-121.9121999,149.1861525
0.1,0.3,0.8,58.6,-6.831913439,-3.395915463,-123.7168364,147.0414984
0.1,0.3,0.8,58.65,-6.897120395,-3.454991466,-125.3807529,144.885388
0.1,0.3,0.8,58.7,-6.96395282,-3.523784468,-126.8673133,142.7263928
0.1,0.3,0.8,58.75,-7.023608911,-3.603732391,-128.1470979,140.5783809
0.1,0.3,0.8,58.8,-7.063986162,-3.694752858,-129.2086694,138.4696987
0.1,0.3,0.8,58.85,-7.070217963,-3.79590358,-130.0731877,136.4795416
0.1,0.3,0.8,58.9,-7.026598315,-3.916668012,-130.8119929,134.7098305
0.1,0.3,0.8,58.95,-6.92101999,-4.056627282,-131.5628033,133.1697749
0.1,0.3,0.8,59,-6.75327319,-4.193409503,-132.5269485,131.9285498
0.1,0.3,0.8,59.05,-6.544838766,-4.297403825,-133.9064259,131.0406047
0.1,0.3,0.8,59.1,-6.336847732,-4.334916516,-135.7662753,130.4169584
0.1,0.3,0.8,59.15,-6.16462953,-4.286149692,-137.9570304,129.799047
0.1,0.3,0.8,59.2,-6.033778193,-4.163717737,-140.247758,128.8839963
0.1,0.3,0.8,59.25,-5.92837399,-4.005595624,-142.5070256,127.5100303
0.1,0.3,0.8,59.3,-5.832372244,-3.849539481,-144.7248674,125.7054342
0.1,0.3,0.8,59.35,-5.738552184,-3.717227793,-146.9422672,123.5974988
0.1,0.3,0.8,59.4,-5.647089172,-3.615087116,-149.1990978,121.3165902
0.1,0.3,0.8,59.45,-5.562347729,-3.541221523,-151.5143181,118.9565999
0.1,0.3,0.8,59.5,-5.490300637,-3.490846917,-153.8766548,116.5739628
0.1,0.3,0.8,59.55,-5.43482582,-3.458971193,-156.2389223,114.1985736
0.1,0.3,0.8,59.6,-5.392527945,-3.441319653,-158.5383983,111.8442509
0.1,0.3,0.8,59.65,-5.353006821,-3.434469272,-160.7527897,109.5159494
0.1,0.3,0.8,59.7,-5.308217226,-3.435715474,-162.9213964,107.2141878
0.1,0.3,0.8,59.75,-5.258106787,-3.442896265,-165.0961898,104.9376543
0.1,0.3,0.8,59.8,-5.206847327,-3.454252425,-167.3020987,102.6847081
0.1,0.3,0.8,59.85,-5.158331505,-3.4683396,-169.539624,100.454193
0.1,0.3,0.8,59.9,-5.114874535,-3.483982651,-171.7991975,98.24579115
0.1,0.3,0.8,59.95,-5.077531016,-3.500254151,-174.0697122,96.06005705
0.1,0.3,0.8,60,-5.046620372,-3.516459621,-176.3414764,93.89824432
0.1,0.3,0.8,60.05,-5.011992109,-3.542794097,-178.5378657,91.75669982
0.1,0.3,0.8,60.1,-4.977194424,-3.569841047,179.2578707,89.63646968
0.1,0.3,0.8,60.15,-4.942476703,-3.597409857,177.038713,87.5374073
0.1,0.3,0.8,60.2,-4.9089926,-3.625288711,174.7945312,85.46015008
0.1,0.3,0.8,60.25,-4.879949835,-3.65312104,172.5172452,83.40646191
0.1,0.3,0.8,60.3,-4.860825113,-3.680132777,170.2215295,81.3789924
0.1,0.3,0.8,60.35,-4.853724396,-3.704729045,167.9647471,79.37846208
0.1,0.3,0.8,60.4,-4.850509313,-3.724631456,165.7940873,77.3955586
0.1,0.3,0.8,60.45,-4.841940069,-3.739076502,163.6840969,75.40504912
0.1,0.3,0.8,60.5,-4.826929611,-3.751274525,161.587668,73.38492909
0.1,0.3,0.8,60.55,-4.808304644,-3.76546459,159.4823371,71.34119009
0.1,0.3,0.8,60.6,-4.788548526,-3.782907516,157.3641071,69.29366818
0.1,0.3,0.8,60.65,-4.769133318,-3.802732922,155.2351066,67.25495455
0.1,0.3,0.8,60.7,-4.750884314,-3.823846576,153.0984545,65.22897797
0.1,0.3,0.8,60.75,-4.734307312,-3.845529737,150.9569893,63.21595738
0.1,0.3,0.8,60.8,-4.719766308,-3.867375782,148.8132226,61.21538237
0.1,0.3,0.8,60.85,-4.707566295,-3.889130561,146.6695866,59.22705971
0.1,0.3,0.8,60.9,-4.697984083,-3.910570689,144.5287288,57.25131946
0.1,0.3,0.8,60.95,-4.691266718,-3.931418894,142.393798,55.28890023
0.1,0.3,0.8,61,-4.687602774,-3.951281415,140.2687029,53.34065783
0.1,0.3,0.8,61.05,-4.687064753,-3.969603465,138.1582993,51.4070937
0.1,0.3,0.8,61.1,-4.689519857,-3.985653801,136.0684115,49.48766646
0.1,0.3,0.8,61.15,-4.694513771,-3.998564695,134.0055266,47.57990532
0.1,0.3,0.8,61.2,-4.701151793,-4.007462506,131.9759562,45.67850374
0.1,0.3,0.8,61.25,-4.708033815,-4.01171014,129.9843299,43.77482573
0.1,0.3,0.8,61.3,-4.713329171,-4.01122673,128.0315732,41.85745374
0.1,0.3,0.8,61.35,-4.715065516,-4.006759967,126.1130526,39.91422491
0.1,0.3,0.8,61.4,-4.711612201,-3.999932037,124.2180121,37.93541356
0.1,0.3,0.8,61.45,-4.702186669,-3.992957396,122.3312023,35.91671292
0.1,0.3,0.8,61.5,-4.687127969,-3.988132101,120.4364379,33.86044696
0.1,0.3,0.8,61.55,-4.667785472,-3.987351427,118.5205146,31.77449235
0.1,0.3,0.8,61.6,-4.646104082,-3.991872142,116.5756954,29.66983572
0.1,0.3,0.8,61.65,-4.624143584,-4.002354293,114.6000532,27.55826696
0.1,0.3,0.8,61.7,-4.603737632,-4.019069476,112.5962445,25.45124193
0.1,0.3,0.8,61.75,-4.586359272,-4.042127981,110.5698095,23.3602217
0.1,0.3,0.8,61.8,-4.573148035,-4.071598387,108.5278534,21.29844723
0.1,0.3,0.8,61.85,-4.565015628,-4.107367261,106.4785094,19.28411648
0.1,0.3,0.8,61.9,-4.562751928,-4.148420939,104.431311,17.344579
0.1,0.3,0.8,61.95,-4.567049645,-4.190918713,102.39854,15.51830254
0.1,0.3,0.8,62,-4.578310879,-4.224658906,100.3975579,13.84145836
0.1,0.3,0.8,62.05,-4.595966071,-4.231362657,98.45341183,12.29414167
0.1,0.3,0.8,62.1,-4.616938364,-4.196058483,96.59813575,10.73234432
0.1,0.3,0.8,62.15,-4.633530449,-4.127126468,94.85702104,8.973820135
0.1,0.3,0.8,62.2,-4.63376819,-4.081384686,93.21291095,7.522635521
0.1,0.3,0.8,62.25,-4.609230478,-4.058396706,91.57807668,4.732084552
0.1,0.3,0.8,62.3,-4.565075233,-4.028598109,89.84303072,2.510512044
0.1,0.3,0.8,62.35,-4.51620667,-4.018142692,87.96690101,0.311729934
0.1,0.3,0.8,62.4,-4.474261336,-4.017190778,85.98454041,-1.854974031
0.1,0.3,0.8,62.45,-4.442960633,-4.021186941,83.95005549,-3.990088489
0.1,0.3,0.8,62.5,-4.421272113,-4.027638355,81.90222124,-6.098531294
0.1,0.3,0.8,62.55,-4.406800563,-4.035149406,79.86135169,-8.185868032
0.1,0.3,0.8,62.6,-4.39728526,-4.042934535,77.83596112,-10.25707823
0.1,0.3,0.8,62.65,-4.390953861,-4.050555197,75.82851521,-12.31631413
0.1,0.3,0.8,62.7,-4.386476631,-4.057775919,73.83870758,-14.36697331
0.1,0.3,0.8,62.75,-4.382839841,-4.064484397,71.86505836,-16.41184101
0.1,0.3,0.8,62.8,-4.379233032,-4.070646302,69.90562895,-18.45322451
0.1,0.3,0.8,62.85,-4.374966101,-4.076279173,67.95831348,-20.49306057
0.1,0.3,0.8,62.9,-4.369411284,-4.081436971,66.02093673,-22.53299599
0.1,0.3,0.8,62.95,-4.361962188,-4.086200731,64.09126528,-24.57444603
0.1,0.3,0.8,63,-4.352003437,-4.090672721,62.16698046,-26.61863597
0.15,0.2,0.6,57,-8.185149574,-1.940957215,-43.90932103,46.16514185
0.15,0.2,0.6,57.05,-8.116857595,-1.94922035,-45.99040216,44.08986874
0.15,0.2,0.6,57.1,-8.052075046,-1.960768334,-48.05415893,42.01163974
0.15,0.2,0.6,57.15,-7.989238625,-1.974989027,-50.10459274,39.93714537
0.15,0.2,0.6,57.2,-7.928045337,-1.991066582,-52.14840203,37.86923851
0.15,0.2,0.6,57.25,-7.868815843,-2.008525778,-54.18523434,35.80825434
0.15,0.2,0.6,57.3,-7.810786474,-2.027041893,-56.21192706,33.75608163
0.15,0.2,0.6,57.35,-7.752823877,-2.045807883,-58.2341809,31.71452718
0.15,0.2,0.6,57.4,-7.69545802,-2.063649206,-60.26336478,29.68038461
0.15,0.2,0.6,57.45,-7.639867473,-2.080944903,-62.29381529,27.64411436
0.15,0.2,0.6,57.5,-7.585875271,-2.098260489,-64.32189997,25.60403768
0.15,0.2,0.6,57.55,-7.533179251,-2.115814567,-66.34860078,23.56112183
0.15,0.2,0.6,57.6,-7.481490453,-2.133819763,-68.37515146,21.51637252
0.15,0.2,0.6,57.65,-7.430536464,-2.152481726,-70.40303302,19.47083236
0.15,0.2,0.6,57.7,-7.380064697,-2.17199813,-72.43396848,17.42557874
0.15,0.2,0.6,57.75,-7.329845669,-2.192557722,-74.469917,15.38172122
0.15,0.2,0.6,57.8,-7.28067711,-2.213179626,-76.50882922,13.33839167
0.15,0.2,0.6,57.85,-7.233521736,-2.234732078,-78.56012511,11.2955369
0.15,0.2,0.6,57.9,-7.188968207,-2.257221437,-80.62108636,9.255168179
0.15,0.2,0.6,57.95,-7.147490649,-2.280398138,-82.68613378,7.219715633
0.15,0.2,0.6,58,-7.108947881,-2.303633022,-84.74747297,5.189650399
0.15,0.2,0.6,58.05,-7.072328684,-2.326440174,-86.80005276,3.16050971
0.15,0.2,0.6,58.1,-7.036519653,-2.349279239,-88.84615028,1.12683691
0.15,0.2,0.6,58.15,-7.001280126,-2.373028033,-90.89203644,-0.911436256
0.15,0.2,0.6,58.2,-6.96714238,-2.398123603,-92.94181285,-2.951007998
0.15,0.2,0.6,58.25,-6.934789497,-2.424606985,-94.99593344,-4.989023306
0.15,0.2,0.6,58.3,-6.904735412,-2.4524049,-97.05278123,-7.023797555
0.15,0.2,0.6,58.35,-6.877303273,-2.481451144,-99.1101053,-9.054344385
0.15,0.2,0.6,58.4,-6.852687938,-2.511707741,-101.1656566,-11.07997779
0.15,0.2,0.6,58.45,-6.831009737,-2.543158962,-103.2173624,-13.1001198
0.15,0.2,0.6,58.5,-6.812346175,-2.575802775,-105.2633333,-15.1142226
0.15,0.2,0.6,58.55,-6.796491967,-2.609557595,-107.2991852,-17.12357719
0.15,0.2,0.6,58.6,-6.784669674,-2.644930209,-109.325659,-19.12392357
0.15,0.2,0.6,58.65,-6.777114582,-2.681839905,-111.3361701,-21.11415513
0.15,0.2,0.6,58.7,-6.773930101,-2.720231811,-113.322516,-23.093255
0.15,0.2,0.6,58.75,-6.774976638,-2.760104709,-115.2746036,-25.06031036
0.15,0.2,0.6,58.8,-6.779701453,-2.801564588,-117.1803606,-27.01445588
0.15,0.2,0.6,58.85,-6.786898406,-2.844919754,-119.0261121,-28.95456015
0.15,0.2,0.6,58.9,-6.794411439,-2.890819991,-120.7978943,-30.8781989
0.15,0.2,0.6,58.95,-6.798858141,-2.94036508,-122.484292,-32.77907121
0.15,0.2,0.6,59,-6.795556629,-2.994893539,-124.0811109,-34.64210539
0.15,0.2,0.6,59.05,-6.778920066,-3.054878463,-125.596873,-36.43784143
0.15,0.2,0.6,59.1,-6.743272883,-3.117591633,-127.0554036,-38.12328372
0.15,0.2,0.6,59.15,-6.682060075,-3.174642738,-128.4973054,-39.65906484
0.15,0.2,0.6,59.2,-6.591142029,-3.212011129,-130.0492186,-41.04276751
0.15,0.2,0.6,59.25,-6.495300432,-3.214785236,-131.7743642,-42.34183133
0.15,0.2,0.6,59.3,-6.397812006,-3.176569351,-133.5953058,-43.69483202
0.15,0.2,0.6,59.35,-6.300588693,-3.107529766,-135.526763,-45.24879306
0.15,0.2,0.6,59.4,-6.209420975,-3.030226587,-137.5579591,-47.06526506
0.15,0.2,0.6,59.45,-6.127825505,-2.964879798,-139.6610774,-49.09593934
0.15,0.2,0.6,59.5,-6.056885484,-2.920093537,-141.8070097,-51.24454519
0.15,0.2,0.6,59.55,-5.996072554,-2.894839992,-143.9718228,-53.43040289
0.15,0.2,0.6,59.6,-5.944016598,-2.884214377,-146.1382939,-55.60810055
0.15,0.2,0.6,59.65,-5.899024569,-2.883188631,-148.2952199,-57.75993123
0.15,0.2,0.6,59.7,-5.859364487,-2.8879276,-150.4360371,-59.88369908
