D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1:1,1:1)) []","dB(S(2:1,1:1)) []","ang_deg(S(1:1,1:1)) [deg]","ang_deg(S(2:1,1:1)) [deg]"
0.15,0.25,0.8,59.1,-4.457285889,-4.901642557,-141.8543878,128.3914638
0.15,0.25,0.8,59.15,-4.437912876,-4.96089597,-143.3139662,126.9197238
0.15,0.25,0.8,59.2,-4.40081545,-4.996923177,-144.7938448,125.6287059
0.15,0.25,0.8,59.25,-4.347763357,-4.991734104,-146.3294191,124.4335685
0.15,0.25,0.8,59.3,-4.282263335,-4.938528089,-147.9484516,123.1652888
0.15,0.25,0.8,59.35,-4.208822327,-4.85043923,-149.6677613,121.654251
0.15,0.25,0.8,59.4,-4.132181645,-4.753776282,-151.4928696,119.8355139
0.15,0.25,0.8,59.45,-4.056756846,-4.671475855,-153.419706,117.765057
0.15,0.25,0.8,59.5,-3.986357764,-4.613886689,-155.4369214,115.5512876
0.15,0.25,0.8,59.55,-3.924112214,-4.580735256,-157.527557,113.2897156
0.15,0.25,0.8,59.6,-3.872413219,-4.566770827,-159.6694606,111.0399432
0.15,0.25,0.8,59.65,-3.832653941,-4.565802578,-161.8348824,108.8297338
0.15,0.25,0.8,59.7,-3.804577368,-4.572503566,-163.9913553,106.6657721
0.15,0.25,0.8,59.75,-3.785465129,-4.582941633,-166.1075367,104.542512
0.15,0.25,0.8,59.8,-3.770145409,-4.594625178,-168.165461,102.4479941
0.15,0.25,0.8,59.85,-3.752869794,-4.606419982,-170.1715156,100.3677446
0.15,0.25,0.8,59.9,-3.730206085,-4.618419497,-172.1528893,98.28784995
0.15,0.25,0.8,59.95,-3.702321293,-4.631733382,-174.1398128,96.19767748
0.15,0.25,0.8,60,-3.671746127,-4.648147733,-176.1503151,94.09206525
0.15,0.25,0.8,60.05,-3.646326621,-4.667037948,-178.2248461,92.03106001
0.15,0.25,0.8,60.1,-3.623110932,-4.687378298,179.7043921,89.97971282
0.15,0.25,0.8,60.15,-3.601865829,-4.709041657,177.6377088,87.93858227
0.15,0.25,0.8,60.2,-3.582353626,-4.731900172,175.5752235,85.90835923
0.15,0.25,0.8,60.25,-3.564334685,-4.75581094,173.5168272,83.88995576
0.15,0.25,0.8,60.3,-3.547571128,-4.780584475,171.4620986,81.88457767
0.15,0.25,0.8,60.35,-3.531837867,-4.805927851,169.4101149,79.89366582
0.15,0.25,0.8,60.4,-3.516967567,-4.831371411,167.3590429,77.91845828
0.15,0.25,0.8,60.45,-3.503036128,-4.856244145,165.3054868,75.95891246
0.15,0.25,0.8,60.5,-3.490982474,-4.87983027,163.2454555,74.0123374
0.15,0.25,0.8,60.55,-3.483075078,-4.901739555,161.1868996,72.07333591
0.15,0.25,0.8,60.6,-3.478175316,-4.922173657,159.1596797,70.13630028
0.15,0.25,0.8,60.65,-3.470882842,-4.941728105,157.1580699,68.19840299
0.15,0.25,0.8,60.7,-3.461298966,-4.960946541,155.1558036,66.2599904
0.15,0.25,0.8,60.75,-3.451303938,-4.98008917,153.148155,64.32283936
0.15,0.25,0.8,60.8,-3.441701999,-4.999178857,151.1376746,62.38858539
0.15,0.25,0.8,60.85,-3.432749708,-5.018132193,149.126611,60.45818346
0.15,0.25,0.8,60.9,-3.42454895,-5.036853289,147.1164301,58.53202407
0.15,0.25,0.8,60.95,-3.41716535,-5.055272301,145.1082293,56.61024435
0.15,0.25,0.8,61,-3.410654052,-5.073344424,143.1030253,54.69301429
0.15,0.25,0.8,61.05,-3.405058174,-5.091024333,141.1019071,52.78071591
0.15,0.25,0.8,61.1,-3.400398293,-5.108227509,139.1061073,50.87397046
0.15,0.25,0.8,61.15,-3.3966579,-5.124791233,137.1170223,48.9734833
0.15,0.25,0.8,61.2,-3.393766278,-5.140451303,135.1361856,47.07971257
0.15,0.25,0.8,61.25,-3.391579804,-5.154850241,133.1651892,45.19242969
0.15,0.25,0.8,61.3,-3.389863828,-5.167586008,131.2055341,43.31029928
0.15,0.25,0.8,61.35,-3.388279906,-5.178298583,129.2583908,41.43063283
0.15,0.25,0.8,61.4,-3.386387202,-5.186779264,127.3242591,39.54945401
0.15,0.25,0.8,61.45,-3.383671395,-5.193076626,125.402552,37.6619603
0.15,0.25,0.8,61.5,-3.379615558,-5.197564738,123.4912055,35.763374
0.15,0.25,0.8,61.55,-3.37381859,-5.200938099,121.5865133,33.8500319
0.15,0.25,0.8,61.6,-3.366141527,-5.204113678,119.6834523,31.92039817
0.15,0.25,0.8,61.65,-3.356826179,-5.208057305,117.7766582,29.9756135
0.15,0.25,0.8,61.7,-3.3465114,-5.213592862,115.8618906,28.01934099
0.15,0.25,0.8,61.75,-3.336104027,-5.221266083,113.9374235,26.05701163
0.15,0.25,0.8,61.8,-3.32654046,-5.231303177,112.0046975,24.09489133
0.15,0.25,0.8,61.85,-3.318540424,-5.243646048,110.0679521,22.1394705
0.15,0.25,0.8,61.9,-3.312447189,-5.257991207,108.1331264,20.19749565
0.15,0.25,0.8,61.95,-3.308180124,-5.273713996,106.2065987,18.2765945
0.15,0.25,0.8,62,-3.305260936,-5.289510459,104.2941587,16.38563934
0.15,0.25,0.8,62.05,-3.30285894,-5.302653135,102.4002361,14.53176809
0.15,0.25,0.8,62.1,-3.299832166,-5.308605215,100.5271088,12.70791085
0.15,0.25,0.8,62.15,-3.294801243,-5.303826862,98.67376927,10.87514019
0.15,0.25,0.8,62.2,-3.28635871,-5.291753621,96.83447668,8.98102904
0.15,0.25,0.8,62.25,-3.273523512,-5.281050352,94.99793749,7.017157763
0.15,0.25,0.8,62.3,-3.25636904,-5.276446599,93.14906613,5.018188079
0.15,0.25,0.8,62.35,-3.236379606,-5.277305347,91.2744814,3.015260605
0.15,0.25,0.8,62.4,-3.215998219,-5.281469862,89.36901487,1.021038509
0.15,0.25,0.8,62.45,-3.197510609,-5.287278817,87.43772731,-0.962615973
0.15,0.25,0.8,62.5,-3.182151438,-5.293782915,85.49175941,-2.937461636
0.15,0.25,0.8,62.55,-3.170010477,-5.300510732,83.54229671,-4.905808971
0.15,0.25,0.8,62.6,-3.160483705,-5.307260067,81.59703922,-6.86959521
0.15,0.25,0.8,62.65,-3.152760934,-5.313973097,79.65974768,-8.830225557
0.15,0.25,0.8,62.7,-3.146112558,-5.320669198,77.73129675,-10.78863108
0.15,0.25,0.8,62.75,-3.139990799,-5.32740979,75.81090366,-12.74536463
0.15,0.25,0.8,62.8,-3.134031248,-5.334279937,73.89702013,-14.70068611
0.15,0.25,0.8,62.85,-3.128018883,-5.341378605,71.98785557,-16.65462876
0.15,0.25,0.8,62.9,-3.121849809,-5.348813404,70.08164302,-18.60704891
0.15,0.25,0.8,62.95,-3.115499542,-5.356697652,68.17675624,-20.55766341
0.15,0.25,0.8,63,-3.108999644,-5.365148647,66.27174989,-22.50607832
0.15,0.3,0.6,57,-19.95480483,-1.071388575,-173.3498867,93.00395776
0.15,0.3,0.6,57.05,-20.13280339,-1.064571899,-175.0663255,90.95956516
0.15,0.3,0.6,57.1,-20.31715932,-1.060172586,-176.9019591,88.91684919
0.15,0.3,0.6,57.15,-20.51244822,-1.057395083,-178.8198546,86.87920025
0.15,0.3,0.6,57.2,-20.71940949,-1.055636511,179.2132115,84.84567601
0.15,0.3,0.6,57.25,-20.93697265,-1.055072273,177.2219855,82.8155657
0.15,0.3,0.6,57.3,-21.16356411,-1.055564108,175.2144311,80.79195615
0.15,0.3,0.6,57.35,-21.39775012,-1.056572042,173.1885122,78.77880581
0.15,0.3,0.6,57.4,-21.64030145,-1.057597929,171.1459339,76.7769153
0.15,0.3,0.6,57.45,-21.88956322,-1.056297595,169.103459,74.77938474
0.15,0.3,0.6,57.5,-22.14220641,-1.054019057,167.0378108,72.77676212
0.15,0.3,0.6,57.55,-22.40123697,-1.051641857,164.9218952,70.76810678
0.15,0.3,0.6,57.6,-22.67142494,-1.049477334,162.7551632,68.75437693
0.15,0.3,0.6,57.65,-22.95521769,-1.047666776,160.5561928,66.73681888
0.15,0.3,0.6,57.7,-23.25243972,-1.0462872,158.3419095,64.7167382
0.15,0.3,0.6,57.75,-23.56192916,-1.045386451,156.1204837,62.69545434
0.15,0.3,0.6,57.8,-23.88480394,-1.044785301,153.8916735,60.67419076
0.15,0.3,0.6,57.85,-24.21725584,-1.044560293,151.6593666,58.64951332
0.15,0.3,0.6,57.9,-24.55917756,-1.044898537,149.4201613,56.62180487
0.15,0.3,0.6,57.95,-24.90973632,-1.045991606,147.1695704,54.59234787
0.15,0.3,0.6,58,-25.26690359,-1.047861507,144.8956051,52.56347442
0.15,0.3,0.6,58.05,-25.62829803,-1.050190228,142.5648177,50.53689588
0.15,0.3,0.6,58.1,-25.99549323,-1.052589504,140.1182739,48.51143189
0.15,0.3,0.6,58.15,-26.37712931,-1.05504865,137.5128144,46.48436356
0.15,0.3,0.6,58.2,-26.78184999,-1.057853271,134.7568817,44.45421421
0.15,0.3,0.6,58.25,-27.21188774,-1.061293439,131.8712662,42.42100958
0.15,0.3,0.6,58.3,-27.66622544,-1.065567726,128.8513422,40.38537718
0.15,0.3,0.6,58.35,-28.14431744,-1.070807308,125.6697758,38.34801562
0.15,0.3,0.6,58.4,-28.64679038,-1.077110095,122.2866752,36.30955344
0.15,0.3,0.6,58.45,-29.17499244,-1.084560117,118.6532091,34.27055024
0.15,0.3,0.6,58.5,-29.73044265,-1.093236088,114.7107168,32.23152524
0.15,0.3,0.6,58.55,-30.31164931,-1.103329327,110.3750631,30.19314373
0.15,0.3,0.6,58.6,-30.91685998,-1.115000433,105.5434118,28.15627185
0.15,0.3,0.6,58.65,-31.53960296,-1.128449728,100.0751404,26.12203465
0.15,0.3,0.6,58.7,-32.16730818,-1.143919859,93.78576221,24.09197441
0.15,0.3,0.6,58.75,-32.77731448,-1.161698746,86.44170301,22.06826321
0.15,0.3,0.6,58.8,-33.33123977,-1.182115807,77.769141,20.05400892
0.15,0.3,0.6,58.85,-33.76904584,-1.205525886,67.49741023,18.05368048
0.15,0.3,0.6,58.9,-34.00809941,-1.232278881,55.46209169,16.07370751
0.15,0.3,0.6,58.95,-33.95765776,-1.262675484,41.75989777,14.12361947
0.15,0.3,0.6,59,-33.55512347,-1.296712204,26.84688618,12.21895437
0.15,0.3,0.6,59.05,-32.80661934,-1.332816411,11.40471926,10.38296218
0.15,0.3,0.6,59.1,-31.79937589,-1.366592087,-4.00419949,8.635494039
0.15,0.3,0.6,59.15,-30.68297966,-1.391543703,-19.14083017,6.981556767
0.15,0.3,0.6,59.2,-29.63564021,-1.399781685,-33.88267042,5.401804258
0.15,0.3,0.6,59.25,-28.80895788,-1.384907763,-47.84931199,3.839544625
0.15,0.3,0.6,59.3,-28.26256636,-1.34710617,-60.37623248,2.212464048
0.15,0.3,0.6,59.35,-27.94946559,-1.29479416,-70.91674602,0.455417762
0.15,0.3,0.6,59.4,-27.77113162,-1.239782771,-79.36144321,-1.445574837
0.15,0.3,0.6,59.45,-27.63962697,-1.190973592,-85.97585766,-3.460616262
0.15,0.3,0.6,59.5,-27.50146837,-1.152142567,-91.1706077,-5.545691468
0.15,0.3,0.6,59.55,-27.33303725,-1.123317194,-95.33677525,-7.663974909
0.15,0.3,0.6,59.6,-27.12875332,-1.102844907,-98.78363158,-9.791737364
0.15,0.3,0.6,59.65,-26.89170537,-1.088726723,-101.7346187,-11.91614824
0.15,0.3,0.6,59.7,-26.62814764,-1.079189395,-104.3437772,-14.03140441
0.15,0.3,0.6,59.75,-26.34476849,-1.072833035,-106.7147344,-16.13566415
0.15,0.3,0.6,59.8,-26.04753952,-1.068606676,-108.9163501,-18.22911847
0.15,0.3,0.6,59.85,-25.7413589,-1.065736086,-110.9941233,-20.31290492
0.15,0.3,0.6,59.9,-25.43005235,-1.063651813,-112.9780508,-22.3885362
0.15,0.3,0.6,59.95,-25.1165115,-1.061931238,-114.8878935,-24.45761648
0.15,0.3,0.6,60,-24.80286643,-1.060255613,-116.7366582,-26.52171059
0.15,0.3,0.6,60.05,-24.43936729,-1.062787681,-118.7815579,-28.60234008
0.15,0.3,0.6,60.1,-24.08413751,-1.066187783,-120.8628307,-30.67728061
0.15,0.3,0.6,60.15,-23.73770369,-1.070376129,-122.9782925,-32.7469408
0.15,0.3,0.6,60.2,-23.40065981,-1.075320139,-125.1238377,-34.81178357
0.15,0.3,0.6,60.25,-23.0734992,-1.081108318,-127.2922507,-36.87209602
0.15,0.3,0.6,60.3,-22.75618029,-1.0881249,-129.472595,-38.92563495
0.15,0.3,0.6,60.35,-22.44745705,-1.095185243,-131.6527901,-40.95928527
0.15,0.3,0.6,60.4,-22.14466513,-1.09928251,-133.8278034,-42.99973615
0.15,0.3,0.6,60.45,-21.845056,-1.105195861,-136.0078309,-45.04892764
0.15,0.3,0.6,60.5,-21.54792522,-1.112174149,-138.2134891,-47.09400088
0.15,0.3,0.6,60.55,-21.2549,-1.119672473,-140.4606493,-49.13554903
0.15,0.3,0.6,60.6,-20.96829711,-1.127580776,-142.753091,-51.17453868
0.15,0.3,0.6,60.65,-20.68981742,-1.135896118,-145.086499,-53.21156078
0.15,0.3,0.6,60.7,-20.42035075,-1.144653962,-147.4543873,-55.2469586
0.15,0.3,0.6,60.75,-20.16027295,-1.15391149,-149.8510978,-57.28088417
0.15,0.3,0.6,60.8,-19.90974182,-1.163741626,-152.2724777,-59.31330208
0.15,0.3,0.6,60.85,-19.668879,-1.174228867,-154.7156457,-61.34396668
0.15,0.3,0.6,60.9,-19.43786831,-1.185464153,-157.1785609,-63.37238378
0.15,0.3,0.6,60.95,-19.21701226,-1.197537199,-159.6595991,-65.39776267
0.15,0.3,0.6,61,-19.0067716,-1.210524805,-162.1571352,-67.41896439
0.15,0.3,0.6,61.05,-18.80779742,-1.224473505,-164.6690691,-69.43445605
0.15,0.3,0.6,61.1,-18.62095488,-1.239374914,-167.1922175,-71.4422888
0.15,0.3,0.6,61.15,-18.44732767,-1.255132792,-169.7214918,-73.44012869
0.15,0.3,0.6,61.2,-18.2881803,-1.271522891,-172.2488062,-75.42538465
0.15,0.3,0.6,61.25,-18.14483992,-1.288151014,-174.761728,-77.395489
0.15,0.3,0.6,61.3,-18.01844378,-1.30442199,-177.2420532,-79.34838113
0.15,0.3,0.6,61.35,-17.9094958,-1.31954129,-179.6648176,-81.28319992
0.15,0.3,0.6,61.4,-17.81721417,-1.332576491,178.0012721,-83.20108458
0.15,0.3,0.6,61.45,-17.73877115,-1.342598148,175.7906,-85.10582667
0.15,0.3,0.6,61.5,-17.66873562,-1.348889572,173.7334987,-87.00399153
0.15,0.3,0.6,61.55,-17.59922126,-1.35116799,171.8458743,-88.90418571
0.15,0.3,0.6,61.6,-17.52115262,-1.349725131,170.1194093,-90.81548055
0.15,0.3,0.6,61.65,-17.42648034,-1.345411837,168.5183197,-92.74547147
0.15,0.3,0.6,61.7,-17.31039485,-1.339462846,166.9864134,-94.69870563
0.15,0.3,0.6,61.75,-17.17238492,-1.333235643,165.4617753,-96.67600821
0.15,0.3,0.6,61.8,-17.01572908,-1.327962523,163.8913901,-98.67473711
0.15,0.3,0.6,61.85,-16.84602173,-1.324576888,162.2392544,-100.6895926
0.15,0.3,0.6,61.9,-16.66972453,-1.323612495,160.4870168,-102.7135532
0.15,0.3,0.6,61.95,-16.49341337,-1.325132017,158.6307334,-104.73877
0.15,0.3,0.6,62,-16.32385179,-1.328645846,156.6791863,-106.7576716
0.15,0.3,0.6,62.05,-16.16836717,-1.333057675,154.6604427,-108.764875
0.15,0.3,0.6,62.1,-16.03330659,-1.336827004,152.6422436,-110.760157
0.15,0.3,0.6,62.15,-15.91561198,-1.338605915,150.7426571,-112.7507742
0.15,0.3,0.6,62.2,-15.7923425,-1.338176973,149.0345292,-114.749193
0.15,0.3,0.6,62.25,-15.63996582,-1.336774202,147.3975728,-116.7654051
0.15,0.3,0.6,62.3,-15.46465649,-1.336238933,145.655778,-118.8007082
0.15,0.3,0.6,62.35,-15.28557751,-1.337892252,143.7697199,-120.8489027
0.15,0.3,0.6,62.4,-15.11347633,-1.342140247,141.7829634,-122.9016075
0.15,0.3,0.6,62.45,-14.95110586,-1.348729814,139.7412702,-124.9520438
0.15,0.3,0.6,62.5,-14.79811495,-1.357124198,137.6739129,-126.9960251
0.15,0.3,0.6,62.55,-14.65345361,-1.36674054,135.5977755,-129.0315057
0.15,0.3,0.6,62.6,-14.51612021,-1.377048836,133.5228292,-131.0578604
0.15,0.3,0.6,62.65,-14.38531389,-1.387595745,131.4554842,-133.0753306
0.15,0.3,0.6,62.7,-14.26042192,-1.397999252,129.4003612,-135.0846855
0.15,0.3,0.6,62.75,-14.14097531,-1.407936248,127.3612008,-137.0870369
0.15,0.3,0.6,62.8,-14.02660758,-1.417131212,125.3413373,-139.0837462
0.15,0.3,0.6,62.85,-13.91702313,-1.425348183,123.343951,-141.076382
0.15,0.3,0.6,62.9,-13.81197432,-1.432386003,121.3722064,-143.0667025
0.15,0.3,0.6,62.95,-13.71124522,-1.438076252,119.4293301,-145.0566505
0.15,0.3,0.6,63,-13.61464021,-1.442283275,117.5186539,-147.0483523
0.15,0.3,0.7,57,-19.79212944,-1.089432266,-14.04940948,78.04453386
0.15,0.3,0.7,57.05,-19.56766982,-1.085173102,-16.2587597,75.97206762
0.15,0.3,0.7,57.1,-19.35347815,-1.083932547,-18.38525096,73.89369931
0.15,0.3,0.7,57.15,-19.14760763,-1.085181392,-20.45307103,71.81500134
0.15,0.3,0.7,57.2,-18.94853331,-1.08846023,-22.4737523,69.73809137
0.15,0.3,0.7,57.25,-18.75440041,-1.093598553,-24.46397953,67.66432917
0.15,0.3,0.7,57.3,-18.56536928,-1.100501792,-26.44552624,65.59616252
0.15,0.3,0.7,57.35,-18.38403872,-1.10893677,-28.4321607,63.53678034
0.15,0.3,0.7,57.4,-18.21969833,-1.12020108,-30.52030345,61.4843128
0.15,0.3,0.7,57.45,-18.07237838,-1.131163531,-32.47935618,59.45222727
0.15,0.3,0.7,57.5,-17.92209387,-1.139122633,-34.26602402,57.43955743
0.15,0.3,0.7,57.55,-17.76511648,-1.144330178,-35.98541185,55.43504064
0.15,0.3,0.7,57.6,-17.60240566,-1.147295405,-37.69658132,53.42851988
0.15,0.3,0.7,57.65,-17.43593545,-1.148744962,-39.43313717,51.41107146
0.15,0.3,0.7,57.7,-17.26773014,-1.1495857,-41.21509324,49.37510129
0.15,0.3,0.7,57.75,-17.09966536,-1.150869585,-43.05495227,47.31441831
0.15,0.3,0.7,57.8,-16.93422768,-1.154356224,-44.91652118,45.24700676
0.15,0.3,0.7,57.85,-16.77108833,-1.159589508,-46.8174032,43.17468509
0.15,0.3,0.7,57.9,-16.61151562,-1.166815741,-48.76776924,41.09934893
0.15,0.3,0.7,57.95,-16.45869022,-1.176378721,-50.77990057,39.02484422
0.15,0.3,0.7,58,-16.31940019,-1.188409952,-52.85353457,36.95925813
0.15,0.3,0.7,58.05,-16.20222549,-1.201718598,-54.93530959,34.91441173
0.15,0.3,0.7,58.1,-16.10457815,-1.213015475,-56.91051732,32.89093725
0.15,0.3,0.7,58.15,-16.00698887,-1.220516107,-58.73696766,30.86514712
0.15,0.3,0.7,58.2,-15.89711027,-1.226651453,-60.5005416,28.81865331
0.15,0.3,0.7,58.25,-15.77820671,-1.233978266,-62.27877101,26.75500958
0.15,0.3,0.7,58.3,-15.65664733,-1.243258932,-64.09182577,24.68278861
0.15,0.3,0.7,58.35,-15.53620417,-1.254466512,-65.93408047,22.60695268
0.15,0.3,0.7,58.4,-15.41843173,-1.267511534,-67.79585058,20.52946944
0.15,0.3,0.7,58.45,-15.30375186,-1.282439504,-69.66956585,18.45098001
0.15,0.3,0.7,58.5,-15.19209001,-1.299448255,-71.55048083,16.37181609
0.15,0.3,0.7,58.55,-15.08584164,-1.318393587,-73.43251609,14.29625995
0.15,0.3,0.7,58.6,-14.9845603,-1.339233905,-75.30488477,12.22540002
0.15,0.3,0.7,58.65,-14.88832433,-1.362134477,-77.15774436,10.15995319
0.15,0.3,0.7,58.7,-14.79689072,-1.387321556,-78.9785147,8.101061129
0.15,0.3,0.7,58.75,-14.70944709,-1.415088771,-80.75154411,6.05052406
0.15,0.3,0.7,58.8,-14.62423428,-1.445796629,-82.45832716,4.011139441
0.15,0.3,0.7,58.85,-14.5380228,-1.479856979,-84.0790111,1.987168443
0.15,0.3,0.7,58.9,-14.44549465,-1.517694431,-85.59637659,-0.015075638
0.15,0.3,0.7,58.95,-14.33873809,-1.559699506,-87.00378669,-1.986480038
0.15,0.3,0.7,59,-14.20732761,-1.606214226,-88.31819545,-3.913283852
0.15,0.3,0.7,59.05,-14.03979359,-1.657032688,-89.59732496,-5.771132994
0.15,0.3,0.7,59.1,-13.82756482,-1.708756814,-90.95529327,-7.524288208
0.15,0.3,0.7,59.15,-13.57222164,-1.753148681,-92.56048769,-9.15121775
0.15,0.3,0.7,59.2,-13.29401631,-1.779660353,-94.58388061,-10.66537019
0.15,0.3,0.7,59.25,-13.03160132,-1.778639038,-97.08234106,-12.12570804
0.15,0.3,0.7,59.3,-12.82167804,-1.747147381,-99.91126346,-13.63294832
0.15,0.3,0.7,59.35,-12.67401853,-1.69314072,-102.8139773,-15.28334258
0.15,0.3,0.7,59.4,-12.57254629,-1.631304793,-105.603655,-17.11487243
0.15,0.3,0.7,59.45,-12.49540647,-1.574466884,-108.2258507,-19.10214687
0.15,0.3,0.7,59.5,-12.42767555,-1.529148551,-110.7046477,-21.19169509
0.15,0.3,0.7,59.55,-12.36232939,-1.496534976,-113.0833536,-23.33386191
0.15,0.3,0.7,59.6,-12.29727382,-1.475133487,-115.398222,-25.49421744
0.15,0.3,0.7,59.65,-12.23294194,-1.462667455,-117.6725523,-27.65193729
0.15,0.3,0.7,59.7,-12.17106006,-1.456832805,-119.9156439,-29.79465922
0.15,0.3,0.7,59.75,-12.11363199,-1.455230975,-122.1184615,-31.91499766
0.15,0.3,0.7,59.8,-12.06010043,-1.455038476,-124.2488702,-34.01258009
0.15,0.3,0.7,59.85,-12.00244298,-1.453905621,-126.278928,-36.100931
0.15,0.3,0.7,59.9,-11.92976879,-1.45239372,-128.2549184,-38.19996187
0.15,0.3,0.7,59.95,-11.8436523,-1.453047574,-130.2653039,-40.31285959
0.15,0.3,0.7,60,-11.75368514,-1.456941577,-132.3358494,-42.42912654
0.15,0.3,0.7,60.05,-11.66684881,-1.464378161,-134.4417535,-44.5392663
0.15,0.3,0.7,60.1,-11.58040438,-1.473152991,-136.5601906,-46.64123953
0.15,0.3,0.7,60.15,-11.49523999,-1.483116885,-138.6949539,-48.73528705
0.15,0.3,0.7,60.2,-11.41362606,-1.494131007,-140.8351453,-50.82172878
0.15,0.3,0.7,60.25,-11.33248265,-1.506067089,-142.957992,-52.90095676
0.15,0.3,0.7,60.3,-11.24944485,-1.518807291,-145.0866252,-54.97342595
0.15,0.3,0.7,60.35,-11.16644412,-1.532243765,-147.228638,-57.03964162
0.15,0.3,0.7,60.4,-11.08421814,-1.546278127,-149.3810328,-59.10014145
0.15,0.3,0.7,60.45,-11.00293605,-1.560821244,-151.5418428,-61.1554717
0.15,0.3,0.7,60.5,-10.92266898,-1.575793878,-153.7101065,-63.20615781
0.15,0.3,0.7,60.55,-10.84348363,-1.591128656,-155.8853096,-65.25267295
0.15,0.3,0.7,60.6,-10.76545902,-1.606773417,-158.0671379,-67.29540995
0.15,0.3,0.7,60.65,-10.68869021,-1.622695284,-160.255374,-69.33466199
0.15,0.3,0.7,60.7,-10.61329034,-1.638884203,-162.4498467,-71.37061402
0.15,0.3,0.7,60.75,-10.53939344,-1.65535456,-164.6503991,-73.40334037
0.15,0.3,0.7,60.8,-10.46715815,-1.672144046,-166.8568589,-75.43279994
0.15,0.3,0.7,60.85,-10.39677239,-1.689309672,-169.0690025,-77.45881993
0.15,0.3,0.7,60.9,-10.328459,-1.706921236,-171.2865056,-79.48106309
0.15,0.3,0.7,60.95,-10.26248174,-1.725052346,-173.5088721,-81.49897922
0.15,0.3,0.7,61,-10.19915098,-1.743768361,-175.7353319,-83.51174705
0.15,0.3,0.7,61.05,-10.1388274,-1.763109864,-177.9646955,-85.5182176
0.15,0.3,0.7,61.1,-10.08192068,-1.783069779,179.8048478,-87.51687724
0.15,0.3,0.7,61.15,-10.02887791,-1.803562564,177.5759969,-89.50586002
0.15,0.3,0.7,61.2,-9.980153432,-1.82438575,175.3526706,-91.48305387
0.15,0.3,0.7,61.25,-9.936148015,-1.845178559,173.1403698,-93.44636086
0.15,0.3,0.7,61.3,-9.897103328,-1.865390407,170.9464765,-95.39417062
0.15,0.3,0.7,61.35,-9.862941108,-1.88428291,168.7802927,-97.32606108
0.15,0.3,0.7,61.4,-9.833054817,-1.900996639,166.6524998,-99.24361989
0.15,0.3,0.7,61.45,-9.8061026,-1.914705607,164.573661,-101.1510889
0.15,0.3,0.7,61.5,-9.779910824,-1.924845253,162.5515778,-103.0553797
0.15,0.3,0.7,61.55,-9.751638412,-1.93134037,160.5879316,-104.9650972
0.15,0.3,0.7,61.6,-9.71829802,-1.934720705,158.6755626,-106.8886646
0.15,0.3,0.7,61.65,-9.677536757,-1.936045948,156.7982245,-108.8322302
0.15,0.3,0.7,61.7,-9.628350391,-1.936663275,154.9337693,-110.7982443
0.15,0.3,0.7,61.75,-9.571369718,-1.93790913,153.0596728,-112.7851792
0.15,0.3,0.7,61.8,-9.508609512,-1.940868573,151.1583335,-114.7881787
0.15,0.3,0.7,61.85,-9.442894326,-1.946231747,149.2201053,-116.8000537
0.15,0.3,0.7,61.9,-9.377283598,-1.954205309,147.2439292,-118.8121808
0.15,0.3,0.7,61.95,-9.314664349,-1.96439997,145.2369557,-120.8153828
0.15,0.3,0.7,62,-9.257409853,-1.975658969,143.2147187,-122.8015778
0.15,0.3,0.7,62.05,-9.206746275,-1.985982805,141.2019857,-124.7674309
0.15,0.3,0.7,62.1,-9.161441806,-1.993035368,139.2305901,-126.7197115
0.15,0.3,0.7,62.15,-9.116385167,-1.995606315,137.3257386,-128.6768321
0.15,0.3,0.7,62.2,-9.063845127,-1.99498113,135.4800909,-130.6591543
0.15,0.3,0.7,62.25,-8.999140856,-1.994239303,133.6457821,-132.6743582
0.15,0.3,0.7,62.3,-8.924704135,-1.996025736,131.770176,-134.7147378
0.15,0.3,0.7,62.35,-8.846859227,-2.001351988,129.8329679,-136.7666086
0.15,0.3,0.7,62.4,-8.770724922,-2.009958843,127.8436868,-138.8186877
0.15,0.3,0.7,62.45,-8.69868039,-2.02107864,125.8215399,-140.8643789
0.15,0.3,0.7,62.5,-8.631219966,-2.033905661,123.7832678,-142.9007664
0.15,0.3,0.7,62.55,-8.567998953,-2.047764912,121.7403821,-144.9271205
0.15,0.3,0.7,62.6,-8.508427522,-2.062133557,119.7001145,-146.9438504
0.15,0.3,0.7,62.65,-8.451917586,-2.076615648,117.6669,-148.9519225
0.15,0.3,0.7,62.7,-8.39796004,-2.090911352,115.643501,-150.9525723
0.15,0.3,0.7,62.75,-8.346135042,-2.104792582,113.6317169,-152.9471743
0.15,0.3,0.7,62.8,-8.29610072,-2.118086325,111.6328047,-154.9371861
0.15,0.3,0.7,62.85,-8.247577665,-2.130664112,109.6477216,-156.9241268
0.15,0.3,0.7,62.9,-8.200334946,-2.14243582,107.6772653,-158.9095681
0.15,0.3,0.7,62.95,-8.154178959,-2.153346323,105.7221546,-160.8951297
0.15,0.3,0.7,63,-8.108945026,-2.163373991,103.7830779,-162.8824738
0.15,0.3,0.8,57,-8.598911607,-1.909354271,-35.60793822,54.79652134
0.15,0.3,0.8,57.05,-8.526692418,-1.909215379,-37.698171,52.71991423
0.15,0.3,0.8,57.1,-8.457349325,-1.912571217,-39.78517144,50.62273644
