"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []"
0.5,57,-19.9791601936971,-0.641524546804489,2219.86476540956,5.03941224483702,116.31650365647
0.5,57.05,-19.9000786432885,-0.639055419211479,2221.8750775495,5.04365630907461,116.335994440702
0.5,57.1,-19.8168175566533,-0.637686471423796,2223.88540209065,5.04790001201095,116.355471640762
0.5,57.15,-19.7292986692488,-0.637405965701471,2225.89573895053,5.05214335438227,116.374935261206
0.5,57.2,-19.6374430766607,-0.638201999505921,2227.906088047,5.05638633692363,116.394385306668
0.5,57.25,-19.5411711389873,-0.640062634890337,2229.9164492983,5.06062896036886,116.413821781852
0.5,57.3,-19.4404023968097,-0.642976036700768,2231.926822623,5.06487122545058,116.433244691528
0.5,57.35,-19.3350555074897,-0.646930619843215,2233.93720794003,5.0691131329002,116.452654040669
0.5,57.4,-19.2250482129855,-0.651915205811582,2235.94760516866,5.07335468344792,116.472049834913
0.5,57.45,-19.1102973534604,-0.657919188540884,2237.95801422851,5.07759587782271,116.491432077659
0.5,57.5,-18.9907189448637,-0.664932709407958,2239.96843503956,5.08183671675234,116.510800774931
0.5,57.55,-18.8662283436263,-0.672946840782467,2241.97886752212,5.08607720096332,116.530155931888
0.5,57.6,-18.7367405279235,-0.681953776832395,2243.98931159684,5.09031733118099,116.549497553752
0.5,57.65,-18.6021705330217,-0.691947029149452,2245.99976718473,5.09455710812941,116.568825645833
0.5,57.7,-18.462434088526,-0.702921622924493,2248.01023420711,5.09879653253146,116.588140213521
0.5,57.75,-18.317448518526,-0.714874286457307,2250.02071258567,5.10303560510876,116.60744126228
0.5,57.8,-18.1671339824949,-0.727803622051718,2252.03120224242,5.1072743265817,116.626728797647
0.5,57.85,-18.0114151563394,-0.741710238699101,2254.0417030997,5.11151269766946,116.646002825231
0.5,57.9,-17.8502234804322,-0.756596814484237,2256.05221508021,5.11575071908996,116.665263350714
0.5,57.95,-17.6835001362632,-0.772468036062339,2258.06273810696,5.1199883915599,116.684510379847
0.5,58,-17.5111999571216,-0.78933032803984,2260.0732721033,5.12422571579473,116.703743918453
0.5,58.05,-17.3332965326818,-0.807191226121775,2262.08381699291,5.12846269250868,116.722963972423
0.5,58.1,-17.1497888338702,-0.826058144908902,2264.0943726998,5.13269932241472,116.742170547718
0.5,58.15,-16.960709763365,-0.845936106783803,2266.1049391483,5.13693560622459,116.761363650368
0.5,58.2,-16.7661371265928,-0.866823658276652,2268.11551626308,5.14117154464877,116.780543286471
0.5,58.25,-16.5662076114365,-0.888705552416598,2270.12610396913,5.14540713839653,116.799709462193
0.5,58.3,-16.3611344461193,-0.911539494400291,2272.13670219175,5.14964238817586,116.818862183766
0.5,58.35,-16.1512294410944,-0.935231606110633,2274.14731085658,5.15387729469351,116.838001457492
0.5,58.4,-15.9369300498296,-0.959589557028915,2276.15792988958,5.15811185865499,116.857127289735
0.5,58.45,-15.7188317926942,-0.984229327717745,2278.16855921702,5.16234608076456,116.876239686927
0.5,58.5,-15.4977256847342,-1.00838041582366,2280.17919876549,5.16657996172522,116.895338655565
0.5,58.55,-15.2746388774361,-1.03045568713022,2282.18984846191,5.17081350223873,116.914424202212
0.5,58.6,-15.0508740869673,-1.04704887808031,2284.20050823349,5.17504670300559,116.933496333492
0.5,58.65,-14.8280388757942,-1.05054323756863,2286.21117800779,5.17927956472504,116.952555056098
0.5,58.7,-14.6080487278159,-1.02415923924182,2288.22185771265,5.18351208809509,116.97160037678
0.5,58.75,-14.3930776261949,-0.9421646979356,2290.23254727624,5.18774427381246,116.990632302357
0.5,58.8,-14.1854172175737,-0.843019462163901,2292.24324662703,5.19197612257264,117.009650839707
0.5,58.85,-13.9871943451038,-0.901840118029628,2294.25395569382,5.19620763506985,117.028655995771
0.5,58.9,-13.7998961589755,-1.06820586421694,2296.26467440569,5.20043881199705,117.047647777551
0.5,58.95,-13.623679293626,-1.21362118798597,2298.27540269204,5.20466965404596,117.06662619211
0.5,59,-13.4565163803943,-1.32865186179721,2300.28614048258,5.20890016190701,117.085591246572
0.5,59.05,-13.2933694142866,-1.42833259903769,2302.29688770732,5.2131303362694,117.104542948122
0.5,59.1,-13.1257408200656,-1.52318582195472,2304.30764429657,5.21736017782104,117.123481304003
0.5,59.15,-12.9420312456548,-1.61950748761742,2306.31841018095,5.2215896872486,117.142406321519
0.5,59.2,-12.7289763023934,-1.72150665362281,2308.32918529137,5.22581886523749,117.161318008031
0.5,59.25,-12.4739853983011,-1.83254365305626,2310.33996955905,5.23004771247183,117.18021637096
0.5,59.3,-12.167666679983,-1.95578804029855,2312.35076291549,5.23427622963451,117.199101417783
0.5,59.35,-11.8056046309095,-2.09460739297487,2314.36156529251,5.23850441740713,117.217973156037
0.5,59.4,-11.388813135605,-2.25284085598204,2316.37237662221,5.24273227647004,117.236831593315
0.5,59.45,-10.9229879416505,-2.43502419488209,2318.38319683699,5.24695980750232,117.255676737264
0.5,59.5,-10.4172099305473,-2.646584049711,2320.39402586954,5.25118701118179,117.274508595591
0.5,59.55,-9.88280639130986,-2.89397574726826,2322.40486365285,5.255413888185,117.293327176058
0.5,59.6,-9.33278077055757,-3.18467421080953,2324.41571012018,5.25964043918723,117.31213248648
0.5,59.65,-8.78185655407804,-3.52680584367163,2326.42656520511,5.2638666648625,117.330924534729
0.5,59.7,-8.24691238339896,-3.92797534002403,2328.43742884148,5.26809256588357,117.34970332873
0.5,59.75,-7.74741401504391,-4.39242315283089,2330.44830096343,5.27231814292193,117.368468876464
0.5,59.8,-7.30532940832708,-4.91504753617207,2332.4591815054,5.27654339664778,117.387221185964
0.5,59.85,-6.9439791247454,-5.47053712962943,2334.47007040208,5.28076832773008,117.405960265317
0.5,59.9,-6.68548010818751,-5.99812965345387,2336.48096758847,5.28499293683652,117.424686122662
0.5,59.95,-6.54704744416512,-6.39248003998392,2338.49187299984,5.28921722463352,117.44339876619
0.5,60,-6.53728826137046,-6.52804255019965,2340.50278657176,5.29344119178622,117.462098204146
0.5,60.05,-6.654122474509,-6.33253148452313,2342.51370824006,5.29766483895851,117.480784444825
0.5,60.1,-6.88542568329606,-5.84893691912518,2344.52463794085,5.30188816681301,117.499457496572
0.5,60.15,-7.21209972479573,-5.20450465549884,2346.53557561053,5.30611117601106,117.518117367786
0.5,60.2,-7.61212949023723,-4.52710063018026,2348.54652118576,5.31033386721274,117.536764066913
0.5,60.25,-8.06410223967451,-3.89812769849408,2350.5574746035,5.31455624107687,117.555397602451
0.5,60.3,-8.54940311229478,-3.35297589289089,2352.56843580095,5.318778298261,117.574017982946
0.5,60.35,-9.05309336905065,-2.89815581606613,2354.57940471562,5.3230000394214,117.592625216995
0.5,60.4,-9.56388037270505,-2.52628154972193,2356.59038128526,5.32722146521308,117.611219313242
0.5,60.45,-10.0736249292059,-2.22506061478519,2358.60136544792,5.3314425762898,117.629800280379
0.5,60.5,-10.5767028708267,-1.98173363640643,2360.61235714189,5.33566337330403,117.648368127149
0.5,60.55,-11.0693936612707,-1.78490144156784,2362.62335630575,5.33988385690698,117.666922862339
0.5,60.6,-11.5493668813946,-1.62505360384867,2364.63436287834,5.34410402774859,117.685464494784
0.5,60.65,-12.0152808611064,-1.49452681252416,2366.64537679877,5.34832388647756,117.703993033368
0.5,60.7,-12.4664823304931,-1.38725520186788,2368.6563980064,5.35254343374129,117.722508487019
0.5,60.75,-12.9027878480629,-1.29847711288863,2370.66742644088,5.35676267018593,117.741010864711
0.5,60.8,-13.3243277050585,-1.22446467356548,2372.67846204211,5.36098159645638,117.759500175465
0.5,60.85,-13.7314359576919,-1.16229715241507,2374.68950475024,5.36520021319623,117.777976428347
0.5,60.9,-14.1245738107805,-1.10967966546549,2376.7005545057,5.36941852104786,117.796439632467
0.5,60.95,-14.5042768009591,-1.06480165844667,2378.71161124917,5.37363652065236,117.814889796979
0.5,61,-14.8711188217044,-1.02622781649598,2380.72267492159,5.37785421264955,117.833326931084
0.5,61.05,-15.2256879992911,-0.992814446454817,2382.73374546416,5.38207159767799,117.851751044023
0.5,61.1,-15.5685708701007,-0.963645476569155,2384.74482281833,5.386288676375,117.870162145084
0.5,61.15,-15.9003423432853,-0.937983411153068,2386.75590692582,5.39050544937661,117.888560243594
0.5,61.2,-16.2215596620802,-0.915231635033882,2388.76699772858,5.3947219173176,117.906945348927
0.5,61.25,-16.5327590830878,-0.894905323967876,2390.77809516885,5.39893808083149,117.925317470496
0.5,61.3,-16.8344543348741,-0.876608889670295,2392.78919918908,5.40315394055055,117.943676617757
0.5,61.35,-17.1271361363169,-0.86001840104353,2394.800309732,5.40736949710576,117.962022800209
0.5,61.4,-17.4112721779325,-0.844867809541681,2396.81142674058,5.41158475112687,117.980356027389
0.5,61.45,-17.6873070114843,-0.830938095767358,2398.82255015805,5.41579970324236,117.998676308878
0.5,61.5,-17.9556612624641,-0.818048670277151,2400.83367992786,5.42001435407945,118.016983654296
0.5,61.55,-18.2167294808036,-0.806050522759282,2402.84481599374,5.42422870426412,118.035278073304
0.5,61.6,-18.4708757849859,-0.794820734310611,2404.85595829966,5.42844275442107,118.053559575601
0.5,61.65,-18.7184262566291,-0.784258057982815,2406.86710678981,5.43265650517376,118.071828170927
0.5,61.7,-18.959656867314,-0.774279340864514,2408.87826140865,5.43686995714439,118.090083869062
0.5,61.75,-19.1947757008029,-0.764816612453899,2410.88942210087,5.4410831109539,118.108326679822
0.5,61.8,-19.4238986262195,-0.755814703183138,2412.90058881141,5.445295967222,118.126556613064
0.5,61.85,-19.6470187943245,-0.74722928679921,2414.91176148545,5.44950852656713,118.144773678683
0.5,61.9,-19.863972904774,-0.739025263190777,2416.92294006841,5.45372078960647,118.162977886609
0.5,61.95,-20.0744115371847,-0.731175415885888,2418.93412450594,5.45793275695597,118.181169246812
0.5,62,-20.2777866041507,-0.723659292101357,2420.94531474393,5.46214442923033,118.199347769298
0.5,62.05,-20.4733740393529,-0.71646226385112,2422.95651072852,5.46635580704297,118.217513464112
0.5,62.1,-20.6603495186993,-0.709574736929479,2424.96771240608,5.47056689100611,118.235666341331
0.5,62.15,-20.837923409436,-0.70299148111242,2426.9789197232,5.47477768173069,118.253806411072
0.5,62.2,-21.0055161469835,-0.69671106007175,2428.99013262673,5.47898817982642,118.271933683487
0.5,62.25,-21.1629255770125,-0.69073534358147,2431.00135106373,5.48319838590176,118.290048168761
0.5,62.3,-21.3104236087585,-0.685069087848875,2433.01257498151,5.48740830056392,118.308149877117
0.5,62.35,-21.4487385166124,-0.679719572405125,2435.02380432759,5.49161792441888,118.326238818813
0.5,62.4,-21.5789266798207,-0.674696284081017,2437.03503904975,5.49582725807138,118.344315004138
0.5,62.45,-21.7021841529162,-0.670010640280491,2439.04627909597,5.50003630212489,118.362378443419
0.5,62.5,-21.8196647096464,-0.665675745131532,2441.05752441448,5.50424505718168,118.380429147014
0.5,62.55,-21.9323525718728,-0.661706173206319,2443.06877495372,5.50845352384274,118.398467125317
0.5,62.6,-22.0410044357468,-0.658117776411311,2445.08003066237,5.51266170270784,118.416492388753
0.5,62.65,-22.1461486691419,-0.654927510393545,2447.09129148932,5.51686959437551,118.434504947781
0.5,62.7,-22.2481187227164,-0.652153277423752,2449.10255738371,5.521077199443,118.452504812893
0.5,62.75,-22.3470996197889,-0.64981378322485,2451.11382829488,5.52528451850634,118.470491994612
0.5,62.8,-22.4431735803588,-0.647928405636543,2453.1251041724,5.52949155216028,118.488466503494
0.5,62.85,-22.5363579970843,-0.646517073358577,2455.13638496606,5.53369830099829,118.506428350127
0.5,62.9,-22.6266339176512,-0.645600153309849,2457.14767062588,5.53790476561256,118.524377545129
0.5,62.95,-22.7139658059637,-0.645198345388262,2459.1589611021,5.54211094659397,118.542314099149
0.5,63,-22.7983143506324,-0.64533258362509,2461.17025634516,5.54631684453204,118.560238022869
0.55,57,-22.3810163831737,-0.613530660614798,2223.3367382004,5.03542416166734,118.884688024749
0.55,57.05,-22.2829533550647,-0.610265908448857,2225.34877414968,5.03962713810003,118.904536902532
0.55,57.1,-22.1811463427403,-0.609579081829506,2227.36081578538,5.04382979376547,118.92436898559
0.55,57.15,-22.0755854065048,-0.611389096222211,2229.37286304377,5.04803212943299,118.94418428948
0.55,57.2,-21.9662835838424,-0.615586200784742,2231.38491586143,5.05223414587009,118.963982829807
0.55,57.25,-21.8532849064488,-0.622030776383201,2233.39697417524,5.05643584384234,118.983764622224
0.55,57.3,-21.7366750868705,-0.630552815054615,2235.40903792241,5.0606372241135,119.003529682433
0.55,57.35,-21.6165957434458,-0.640952264814605,2237.42110704043,5.0648382874454,119.023278026181
0.55,57.4,-21.4932632827086,-0.653000422425794,2239.4331814671,5.06903903459805,119.043009669262
0.55,57.45,-21.3669938407561,-0.666442539970396,2241.44526114053,5.07323946632957,119.062724627517
0.55,57.5,-21.2382359543527,-0.681001775055486,2243.45734599912,5.07743958339623,119.082422916831
0.55,57.55,-21.107612776439,-0.696384556619589,2245.4694359816,5.08163938655244,119.102104553134
0.55,57.6,-20.9759754237823,-0.712287358093615,2247.48153102695,5.08583887655075,119.1217695524
0.55,57.65,-20.8444679537322,-0.728404769616903,2249.49363107448,5.09003805414186,119.141417930649
0.55,57.7,-20.7146015910158,-0.744438647388147,2251.50573606379,5.09423692007462,119.161049703941
0.55,57.75,-20.5883295796337,-0.760108001269669,2253.51784593478,5.09843547509603,119.180664888381
0.55,57.8,-20.4681020101224,-0.775159175095592,2255.52996062762,5.10263371995126,119.200263500116
0.55,57.85,-20.3568592951126,-0.789375793314966,2257.54208008279,5.10683165538364,119.219845555335
0.55,57.9,-20.2578923028354,-0.80258790775685,2259.55420424107,5.11102928213465,119.239411070267
0.55,57.95,-20.1744624078968,-0.814679791250024,2261.5663330435,5.11522660094395,119.258960061183
0.55,58,-20.1090601428722,-0.825595896251007,2263.57846643142,5.11942361254939,119.278492544395
0.55,58.05,-20.0622414552277,-0.835344624080436,2265.59060434647,5.123620317687,119.298008536253
0.55,58.1,-20.0311906157351,-0.843999722722451,2267.60274673056,5.12781671709103,119.317508053148
0.55,58.15,-20.0085348157246,-0.851699329922742,2269.61489352589,5.13201281149394,119.336991111509
0.55,58.2,-19.9822813163843,-0.858642880680569,2271.62704467493,5.13620860162648,119.356457727803
0.55,58.25,-19.9376078916351,-0.865086281029058,2273.63920012045,5.14040408821752,119.375907918538
0.55,58.3,-19.8602912301594,-0.871335893986178,2275.65135980549,5.14459927199331,119.395341700255
0.55,58.35,-19.7403090989654,-0.877741976677295,2277.66352367337,5.1487941536748,119.414759089535
0.55,58.4,-19.5738064293428,-0.884692246711384,2279.67569166767,5.15298873398142,119.434160102996
0.55,58.45,-19.3626841694561,-0.892606246525089,2281.68786373226,5.15718301364241,119.45354475729
0.55,58.5,-19.1125485019644,-0.901931129234572,2283.70003981129,5.16137699338145,119.472913069105
0.55,58.55,-18.8303587791294,-0.913139425608897,2285.71221984918,5.16557067391451,119.492265055166
