D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1:1,1:1)) []","dB(S(2:1,1:1)) []","ang_deg(S(1:1,1:1)) [deg]","ang_deg(S(2:1,1:1)) [deg]"
0.1,0.1,0.65,57,-1.340065682,-16.79365325,-150.9702852,116.1903737
0.1,0.1,0.65,57.05,-1.333262163,-16.85244957,-152.8988298,113.9539898
0.1,0.1,0.65,57.1,-1.327529853,-16.93821826,-154.7960257,111.9297873
0.1,0.1,0.65,57.15,-1.317619232,-17.03097995,-156.6728956,110.267096
0.1,0.1,0.65,57.2,-1.302279032,-17.0836538,-158.5748145,108.9283691
0.1,0.1,0.65,57.25,-1.287087207,-17.0807379,-160.524196,107.5938828
0.1,0.1,0.65,57.3,-1.27607459,-17.0500626,-162.5053169,106.0766014
0.1,0.1,0.65,57.35,-1.269841269,-17.01658616,-164.4995435,104.3988959
0.1,0.1,0.65,57.4,-1.267833467,-16.98973608,-166.4962737,102.6285037
0.1,0.1,0.65,57.45,-1.26907422,-16.96929242,-168.4891642,100.8333354
0.1,0.1,0.65,57.5,-1.272932395,-16.95400859,-170.4765455,99.03153453
0.1,0.1,0.65,57.55,-1.278985202,-16.94293665,-172.458039,97.22515152
0.1,0.1,0.65,57.6,-1.286849371,-16.93504438,-174.4333491,95.42173083
0.1,0.1,0.65,57.65,-1.296177718,-16.93015236,-176.4022356,93.63392915
0.1,0.1,0.65,57.7,-1.306655944,-16.92940045,-178.364492,91.87188106
0.1,0.1,0.65,57.75,-1.317999691,-16.93427381,179.6800714,90.13696816
0.1,0.1,0.65,57.8,-1.329348879,-16.9393519,177.7236911,88.52033847
0.1,0.1,0.65,57.85,-1.342191211,-16.93587213,175.7666577,86.92862817
0.1,0.1,0.65,57.9,-1.356553324,-16.92482486,173.8092647,85.3540136
0.1,0.1,0.65,57.95,-1.372545382,-16.9071504,171.8516639,83.79165591
0.1,0.1,0.65,58,-1.390380005,-16.88359541,169.894166,82.23963024
0.1,0.1,0.65,58.05,-1.410362115,-16.85452993,167.9376364,80.6985187
0.1,0.1,0.65,58.1,-1.432839223,-16.8197431,165.9838414,79.17036666
0.1,0.1,0.65,58.15,-1.458121884,-16.77827568,164.0355538,77.6567086
0.1,0.1,0.65,58.2,-1.486405586,-16.72839822,162.0963188,76.1556172
0.1,0.1,0.65,58.25,-1.517728497,-16.66786627,160.1699673,74.6583343
0.1,0.1,0.65,58.3,-1.551978884,-16.59451968,158.2600958,73.14683891
0.1,0.1,0.65,58.35,-1.588938989,-16.50711147,156.3697128,71.59405958
0.1,0.1,0.65,58.4,-1.628339573,-16.406044,154.5011174,69.96758833
0.1,0.1,0.65,58.45,-1.669904704,-16.29364962,152.655959,68.23583389
0.1,0.1,0.65,58.5,-1.713378952,-16.17387817,150.8353822,66.37400365
0.1,0.1,0.65,58.55,-1.75923317,-16.05236868,149.0389041,64.35989017
0.1,0.1,0.65,58.6,-1.808202731,-15.93277187,147.271553,62.19770573
0.1,0.1,0.65,58.65,-1.860782377,-15.82030455,145.5423749,59.86193017
0.1,0.1,0.65,58.7,-1.91711045,-15.7231825,143.8641492,57.32862355
0.1,0.1,0.65,58.75,-1.976675008,-15.6539073,142.2536923,54.58420681
0.1,0.1,0.65,58.8,-2.037873344,-15.6305776,140.7313564,51.6440142
0.1,0.1,0.65,58.85,-2.097441354,-15.67714797,139.3187255,48.58769292
0.1,0.1,0.65,58.9,-2.149903884,-15.81958682,138.0331516,45.61723421
0.1,0.1,0.65,58.95,-2.187447584,-16.07141469,136.8781977,43.12310723
0.1,0.1,0.65,59,-2.200871308,-16.40118474,135.8315007,41.67024093
0.1,0.1,0.65,59.05,-2.182111977,-16.69490999,134.8364353,41.69722201
0.1,0.1,0.65,59.1,-2.127780293,-16.78423889,133.8074884,42.88651125
0.1,0.1,0.65,59.15,-2.041615866,-16.59057858,132.6537104,44.00953871
0.1,0.1,0.65,59.2,-1.933692198,-16.21146194,131.3093589,43.94053408
0.1,0.1,0.65,59.25,-1.816569122,-15.80643573,129.7516328,42.48914175
0.1,0.1,0.65,59.3,-1.701056914,-15.47357762,127.9952532,40.09386906
0.1,0.1,0.65,59.35,-1.594274106,-15.23802862,126.0707938,37.26336277
0.1,0.1,0.65,59.4,-1.501492971,-15.08680441,124.0041268,34.34543073
0.1,0.1,0.65,59.45,-1.430243764,-14.99601684,121.8336116,31.52135583
0.1,0.1,0.65,59.5,-1.383159376,-14.94337408,119.6539237,28.86128693
0.1,0.1,0.65,59.55,-1.349525692,-14.91194052,117.5246033,26.37485925
0.1,0.1,0.65,59.6,-1.321701398,-14.89015167,115.4273458,24.04431327
0.1,0.1,0.65,59.65,-1.298603154,-14.87061158,113.344263,21.84323207
0.1,0.1,0.65,59.7,-1.280274084,-14.84863431,111.2722246,19.74627469
0.1,0.1,0.65,59.75,-1.266442134,-14.82050704,109.2127809,17.73353212
0.1,0.1,0.65,59.8,-1.256627994,-14.78019754,107.1677621,15.78332484
0.1,0.1,0.65,59.85,-1.250319951,-14.71838609,105.138395,13.78030143
0.1,0.1,0.65,59.9,-1.247053088,-14.67586961,103.125355,11.57976566
0.1,0.1,0.65,59.95,-1.246432279,-14.65605426,101.1289614,9.565872015
0.1,0.1,0.65,60,-1.248131477,-14.62287148,99.14933864,7.650164481
0.1,0.1,0.65,60.05,-1.245636486,-14.57030987,97.203945,5.786192567
0.1,0.1,0.65,60.1,-1.243566431,-14.51647093,95.25845996,3.90354943
0.1,0.1,0.65,60.15,-1.241925657,-14.46150042,93.31290223,2.002446733
0.1,0.1,0.65,60.2,-1.240719504,-14.40557276,91.36727598,0.083236462
0.1,0.1,0.65,60.25,-1.23995442,-14.3488915,89.42157118,-1.853517995
0.1,0.1,0.65,60.3,-1.23963808,-14.29168634,87.47576381,-3.806949854
0.1,0.1,0.65,60.35,-1.239779522,-14.23420423,85.52981619,-5.77577902
0.1,0.1,0.65,60.4,-1.240389296,-14.17669152,83.58367717,-7.75819648
0.1,0.1,0.65,60.45,-1.241479651,-14.11936446,81.63728229,-9.751770273
0.1,0.1,0.65,60.5,-1.243064761,-14.06236653,79.69055387,-11.75341978
0.1,0.1,0.65,60.55,-1.245161008,-14.00571592,77.74340079,-13.75952193
0.1,0.1,0.65,60.6,-1.247787381,-13.94925332,75.79571806,-15.76621168
0.1,0.1,0.65,60.65,-1.250966026,-13.89260849,73.847386,-17.76989959
0.1,0.1,0.65,60.7,-1.254723062,-13.83520808,71.89826883,-19.76794142
0.1,0.1,0.65,60.75,-1.259089824,-13.77633995,69.94821289,-21.75928529
0.1,0.1,0.65,60.8,-1.264104827,-13.71526889,67.99704457,-23.74485826
0.1,0.1,0.65,60.85,-1.269816914,-13.6513734,66.04456924,-25.72750999
0.1,0.1,0.65,60.9,-1.276290333,-13.58425974,64.09057466,-27.71150403
0.1,0.1,0.65,60.95,-1.283612816,-13.51381908,62.13484731,-29.70174133
0.1,0.1,0.65,61,-1.291907744,-13.44022067,60.17722191,-31.70298925
0.1,0.1,0.65,61.05,-1.301349948,-13.36385973,58.21770623,-33.71933531
0.1,0.1,0.65,61.1,-1.312178147,-13.28529011,56.25675383,-35.75395077
0.1,0.1,0.65,61.15,-1.324679014,-13.2051666,54.29575414,-37.80913023
0.1,0.1,0.65,61.2,-1.339089757,-13.12420856,52.33761745,-39.88651746
0.1,0.1,0.65,61.25,-1.355379614,-13.04318284,50.38675393,-41.9874198
0.1,0.1,0.65,61.3,-1.373042848,-12.9628945,48.44734702,-44.11310597
0.1,0.1,0.65,61.35,-1.391247688,-12.8841736,46.52054185,-46.26493489
0.1,0.1,0.65,61.4,-1.409357212,-12.8078621,44.6039381,-48.44410393
0.1,0.1,0.65,61.45,-1.427225244,-12.73483238,42.69445372,-50.65086912
0.1,0.1,0.65,61.5,-1.444982953,-12.66607158,40.79098112,-52.88336037
0.1,0.1,0.65,61.55,-1.462684311,-12.60280425,38.89463413,-55.13631218
0.1,0.1,0.65,61.6,-1.480100522,-12.54654046,37.00762947,-57.39978278
0.1,0.1,0.65,61.65,-1.496653354,-12.49890867,35.13197732,-59.65757816
0.1,0.1,0.65,61.7,-1.511423163,-12.46115098,33.2681766,-61.88543934
0.1,0.1,0.65,61.75,-1.523236847,-12.43319332,31.413792,-64.05034235
0.1,0.1,0.65,61.8,-1.530892207,-12.41237189,29.56208687,-66.11395059
0.1,0.1,0.65,61.85,-1.533555085,-12.39239171,27.70145146,-68.04363661
0.1,0.1,0.65,61.9,-1.531245357,-12.36372225,25.81672046,-69.83027928
0.1,0.1,0.65,61.95,-1.525155692,-12.31637636,23.89286862,-71.50262763
0.1,0.1,0.65,62,-1.517510983,-12.24402638,21.91980797,-73.12344315
0.1,0.1,0.65,62.05,-1.510934034,-12.1464726,19.89555574,-74.76554167
0.1,0.1,0.65,62.1,-1.507649704,-12.02866614,17.82592253,-76.48521627
0.1,0.1,0.65,62.15,-1.508955309,-11.89766122,15.72171436,-78.31067515
0.1,0.1,0.65,62.2,-1.515259736,-11.75998241,13.5961725,-80.24636117
0.1,0.1,0.65,62.25,-1.526770051,-11.62049971,11.46164525,-82.28337837
0.1,0.1,0.65,62.3,-1.543572269,-11.48247436,9.323712188,-84.40815055
0.1,0.1,0.65,62.35,-1.565047886,-11.34808422,7.183853132,-86.60691336
0.1,0.1,0.65,62.4,-1.59039733,-11.21896384,5.044072543,-88.86666129
0.1,0.1,0.65,62.45,-1.619043181,-11.09653345,2.906223719,-91.17381886
0.1,0.1,0.65,62.5,-1.650602797,-10.98199598,0.77152077,-93.51190827
0.1,0.1,0.65,62.55,-1.684819473,-10.87594398,-1.359148766,-95.85985518
0.1,0.1,0.65,62.6,-1.721514457,-10.77769723,-3.484809505,-98.19310147
0.1,0.1,0.65,62.65,-1.760538713,-10.68481317,-5.604034582,-100.4888983
0.1,0.1,0.65,62.7,-1.801702064,-10.59335211,-7.7146405,-102.7338676
0.1,0.1,0.65,62.75,-1.844653516,-10.49900283,-9.813535412,-104.9286122
0.1,0.1,0.65,62.8,-1.888688877,-10.39838332,-11.89708766,-107.0856654
0.1,0.1,0.65,62.85,-1.93251976,-10.2896878,-13.96285291,-109.222711
0.1,0.1,0.65,62.9,-1.974245294,-10.17250969,-16.01361538,-111.3560755
0.1,0.1,0.65,62.95,-2.012063154,-10.04726037,-18.06236186,-113.4974639
0.1,0.1,0.65,63,-2.045864684,-9.914624289,-20.13109728,-115.653675
0.1,0.1,0.7,57,-6.417651132,-5.845309452,177.1357277,65.0655384
0.1,0.1,0.7,57.05,-7.045512564,-5.908836025,177.8025859,59.12647515
0.1,0.1,0.7,57.1,-7.485740134,-6.149660147,-179.7888775,53.4459754
0.1,0.1,0.7,57.15,-7.597630269,-6.536162844,-176.7401563,48.54006957
0.1,0.1,0.7,57.2,-7.391736273,-7.03947391,-174.1432578,44.60141221
0.1,0.1,0.7,57.25,-6.883420432,-7.665567386,-172.9999332,42.29620322
0.1,0.1,0.7,57.3,-6.238491465,-8.234716272,-174.6372489,42.76557182
0.1,0.1,0.7,57.35,-5.753809775,-8.38643616,-178.9649171,45.36367439
0.1,0.1,0.7,57.4,-5.583611482,-8.012719724,175.3725423,47.57814016
0.1,0.1,0.7,57.45,-5.711465952,-7.366022846,169.2696215,47.40998208
0.1,0.1,0.7,57.5,-6.111012229,-6.681976694,163.4282869,45.15059076
0.1,0.1,0.7,57.55,-6.729735947,-6.058365102,158.268614,41.41653345
0.1,0.1,0.7,57.6,-7.554527361,-5.543096353,153.9830226,36.65450454
0.1,0.1,0.7,57.65,-8.5884649,-5.162233846,151.1144758,31.23215098
0.1,0.1,0.7,57.7,-9.753145865,-4.926288944,150.4822755,25.48054118
0.1,0.1,0.7,57.75,-10.86664074,-4.831674426,152.4530827,19.69355732
0.1,0.1,0.7,57.8,-11.59478592,-4.856544824,156.4252323,14.63081382
0.1,0.1,0.7,57.85,-11.97603919,-4.922027511,159.1309264,10.51122544
0.1,0.1,0.7,57.9,-12.50525063,-4.868897593,159.6646639,7.172102852
0.1,0.1,0.7,57.95,-13.55073122,-4.649721643,160.762416,3.448616623
0.1,0.1,0.7,58,-14.98340854,-4.388919501,166.5821975,-1.342268938
0.1,0.1,0.7,58.05,-16.03717092,-4.197220049,179.8051984,-6.971894074
0.1,0.1,0.7,58.1,-15.71747459,-4.109064029,-163.6346446,-13.00908162
0.1,0.1,0.7,58.15,-14.22878907,-4.120582099,-151.8049926,-19.15077397
0.1,0.1,0.7,58.2,-12.47750891,-4.217751175,-146.3472672,-25.22250289
0.1,0.1,0.7,58.25,-10.90227691,-4.386099962,-145.0712443,-31.12766911
0.1,0.1,0.7,58.3,-9.585486835,-4.613125463,-146.11127,-36.81295449
0.1,0.1,0.7,58.35,-8.503695932,-4.888599681,-148.4045427,-42.2485136
0.1,0.1,0.7,58.4,-7.615873303,-5.204236825,-151.3767217,-47.41620943
0.1,0.1,0.7,58.45,-6.884967621,-5.55308292,-154.7099972,-52.30270231
0.1,0.1,0.7,58.5,-6.281312394,-5.928805128,-158.2215729,-56.89640539
0.1,0.1,0.7,58.55,-5.780605587,-6.322906535,-161.8028665,-61.22556183
0.1,0.1,0.7,58.6,-5.371015235,-6.739413345,-165.390653,-65.20866669
0.1,0.1,0.7,58.65,-5.037785606,-7.169494041,-168.928255,-68.82336607
0.1,0.1,0.7,58.7,-4.770105057,-7.603405972,-172.3783575,-72.04888411
0.1,0.1,0.7,58.75,-4.560432095,-8.029348836,-175.7084989,-74.86613621
0.1,0.1,0.7,58.8,-4.403354352,-8.431697505,-178.8785972,-77.264721
0.1,0.1,0.7,58.85,-4.293553353,-8.789178203,178.1695755,-79.26476226
0.1,0.1,0.7,58.9,-4.222287213,-9.075478194,175.5160843,-80.96280276
0.1,0.1,0.7,58.95,-4.172584199,-9.268219094,173.2464299,-82.59127278
0.1,0.1,0.7,59,-4.116350503,-9.371008039,171.399177,-84.51323199
0.1,0.1,0.7,59.05,-4.020377102,-9.432563892,169.8921716,-87.0298907
0.1,0.1,0.7,59.1,-3.863528077,-9.524367834,168.5053253,-90.09948498
0.1,0.1,0.7,59.15,-3.650698898,-9.684647551,166.9827557,-93.35225638
0.1,0.1,0.7,59.2,-3.406923527,-9.897373943,165.1685132,-96.42184176
0.1,0.1,0.7,59.25,-3.159439848,-10.12008096,163.042665,-99.17503156
0.1,0.1,0.7,59.3,-2.926305874,-10.31603417,160.6649273,-101.7062883
0.1,0.1,0.7,59.35,-2.715705703,-10.47176162,158.1110444,-104.2372005
0.1,0.1,0.7,59.4,-2.529847069,-10.60394808,155.441317,-106.9831618
0.1,0.1,0.7,59.45,-2.368807374,-10.75107325,152.6948935,-109.9954478
0.1,0.1,0.7,59.5,-2.233172266,-10.94437697,149.8968926,-113.0899359
0.1,0.1,0.7,59.55,-2.125428771,-11.18008079,147.074176,-115.9848183
0.1,0.1,0.7,59.6,-2.048876684,-11.42311457,144.2798504,-118.528749
0.1,0.1,0.7,59.65,-2.001250236,-11.63514794,141.6063006,-120.7950894
0.1,0.1,0.7,59.7,-1.967056157,-11.79919523,139.1293469,-123.0078166
0.1,0.1,0.7,59.75,-1.925884534,-11.92729614,136.812771,-125.3926976
0.1,0.1,0.7,59.8,-1.871023918,-12.05036247,134.5429858,-128.0471288
0.1,0.1,0.7,59.85,-1.809010488,-12.1980355,132.2433955,-130.90674
0.1,0.1,0.7,59.9,-1.747986729,-12.38397141,129.8982996,-133.8179015
0.1,0.1,0.7,59.95,-1.692778795,-12.60524374,127.5196577,-136.6358664
0.1,0.1,0.7,60,-1.645408491,-12.85035409,125.1236421,-139.2748273
0.1,0.1,0.7,60.05,-1.615057377,-13.06067325,122.8043039,-141.6430992
0.1,0.1,0.7,60.1,-1.588019965,-13.25575472,120.5400601,-143.9723293
0.1,0.1,0.7,60.15,-1.56112671,-13.43536489,118.3260905,-146.3389938
0.1,0.1,0.7,60.2,-1.532031981,-13.61473176,116.145074,-148.8027041
0.1,0.1,0.7,60.25,-1.500638897,-13.80875139,113.9744856,-151.2744754
0.1,0.1,0.7,60.3,-1.468908772,-14.00987269,111.7998437,-153.6574632
0.1,0.1,0.7,60.35,-1.439130374,-14.2076184,109.6202754,-155.9562648
0.1,0.1,0.7,60.4,-1.412567623,-14.39857737,107.4431474,-158.202836
0.1,0.1,0.7,60.45,-1.389345694,-14.58274062,105.2766044,-160.4194934
0.1,0.1,0.7,60.5,-1.368949884,-14.760906,103.1259186,-162.6190176
0.1,0.1,0.7,60.55,-1.350685262,-14.93393099,100.9931507,-164.809019
0.1,0.1,0.7,60.6,-1.333923496,-15.10260118,98.87805595,-166.9944831
0.1,0.1,0.7,60.65,-1.318193206,-15.26764152,96.77907115,-169.178945
0.1,0.1,0.7,60.7,-1.303191973,-15.42974778,94.69405282,-171.364988
0.1,0.1,0.7,60.75,-1.288766725,-15.58961261,92.62076327,-173.5544181
0.1,0.1,0.7,60.8,-1.274883779,-15.74794138,90.5571761,-175.7482684
0.1,0.1,0.7,60.85,-1.261596702,-15.90545603,88.50166169,-177.9466924
0.1,0.1,0.7,60.9,-1.249014639,-16.06288081,86.45309127,179.8512189
0.1,0.1,0.7,60.95,-1.237271737,-16.22089819,84.410881,177.6476391
0.1,0.1,0.7,61,-1.226497703,-16.38006133,82.37498537,175.4460339
0.1,0.1,0.7,61.05,-1.216789688,-16.54068364,80.34584063,173.2505946
0.1,0.1,0.7,61.1,-1.208186413,-16.70283772,78.32425256,171.0647888
0.1,0.1,0.7,61.15,-1.200646991,-16.86665398,76.31121936,168.8903178
0.1,0.1,0.7,61.2,-1.194039306,-17.03269272,74.30768464,166.7292313
0.1,0.1,0.7,61.25,-1.188145419,-17.20172722,72.31423607,164.5878408
0.1,0.1,0.7,61.3,-1.182691884,-17.37406906,70.33080649,162.4770533
0.1,0.1,0.7,61.35,-1.177407434,-17.54922049,68.3564867,160.4092272
0.1,0.1,0.7,61.4,-1.172096923,-17.72595329,66.38958049,158.3953981
0.1,0.1,0.7,61.45,-1.166704063,-17.90249456,64.42796749,156.443889
0.1,0.1,0.7,61.5,-1.161330718,-18.07669432,62.46968015,154.5595536
0.1,0.1,0.7,61.55,-1.156198811,-18.24619647,60.51345031,152.7432774
0.1,0.1,0.7,61.6,-1.151573273,-18.4086293,58.55897977,150.9918409
0.1,0.1,0.7,61.65,-1.147685134,-18.56178939,56.60686025,149.2983327
0.1,0.1,0.7,61.7,-1.144687291,-18.7037616,54.65827015,147.653138
0.1,0.1,0.7,61.75,-1.142651832,-18.83290468,52.71466787,146.0452628
0.1,0.1,0.7,61.8,-1.141596281,-18.94763058,50.77767982,144.4633866
0.1,0.1,0.7,61.85,-1.141511064,-19.04591913,48.84934504,142.8953925
0.1,0.1,0.7,61.9,-1.142330629,-19.12460812,46.93288351,141.3236757
0.1,0.1,0.7,61.95,-1.143691391,-19.17904277,45.03393622,139.7109334
0.1,0.1,0.7,62,-1.144148156,-19.20564669,43.16010505,137.972633
0.1,0.1,0.7,62.05,-1.140201987,-19.21269749,41.30966375,135.9674002
0.1,0.1,0.7,62.1,-1.129141522,-19.23288802,39.4500973,133.6158223
0.1,0.1,0.7,62.15,-1.115083936,-19.30020427,37.54596885,131.0884239
0.1,0.1,0.7,62.2,-1.103611457,-19.40911153,35.60727467,128.648691
0.1,0.1,0.7,62.25,-1.09557114,-19.5326089,33.65714424,126.3784863
0.1,0.1,0.7,62.3,-1.089890171,-19.65405423,31.70502525,124.2271927
0.1,0.1,0.7,62.35,-1.085833849,-19.76898462,29.7518462,122.1328604
0.1,0.1,0.7,62.4,-1.083226526,-19.87798768,27.79655485,120.0570241
0.1,0.1,0.7,62.45,-1.082234802,-19.98275819,25.83865387,117.9800488
0.1,0.1,0.7,62.5,-1.083178814,-20.08482415,23.87899931,115.8922755
0.1,0.1,0.7,62.55,-1.086387902,-20.18531601,21.92004014,113.7879633
0.1,0.1,0.7,62.6,-1.092069847,-20.28509515,19.96577232,111.6613465
0.1,0.1,0.7,62.65,-1.10018522,-20.38513491,18.02137294,109.5035337
0.1,0.1,0.7,62.7,-1.110344294,-20.48741333,16.09243813,107.3002385
0.1,0.1,0.7,62.75,-1.121761904,-20.59686219,14.18385221,105.0350726
0.1,0.1,0.7,62.8,-1.133305795,-20.72375911,12.2985046,102.7163739
0.1,0.1,0.7,62.85,-1.143649086,-20.87860104,10.43624159,100.4401855
0.1,0.1,0.7,62.9,-1.151494676,-21.05108379,8.593451359,98.36279654
0.1,0.1,0.7,62.95,-1.155803409,-21.21298578,6.763469769,96.48552804
0.1,0.1,0.7,63,-1.155954323,-21.35458988,4.937660356,94.67184075
0.1,0.1,0.75,57,-8.38959137,-5.71552715,-118.7632186,-163.3594971
0.1,0.1,0.75,57.05,-7.255130692,-6.296977688,-120.9621773,-169.2199307
0.1,0.1,0.75,57.1,-6.355608421,-6.958504696,-124.3336621,-174.3760877
0.1,0.1,0.75,57.15,-5.627502274,-7.697496515,-128.2757746,-178.9310748
0.1,0.1,0.75,57.2,-5.025000498,-8.56366548,-132.784211,177.3136049
0.1,0.1,0.75,57.25,-4.563443537,-9.569089992,-137.9048734,175.1142584
0.1,0.1,0.75,57.3,-4.270038554,-10.6285245,-143.4888609,175.4406114
0.1,0.1,0.75,57.35,-4.165378531,-11.51800072,-149.3261764,179.0683218
0.1,0.1,0.75,57.4,-4.274482473,-11.86405767,-155.1662569,-174.4738947
0.1,0.1,0.75,57.45,-4.63145938,-11.3933595,-160.6063387,-168.0914469
0.1,0.1,0.75,57.5,-5.258230701,-10.3057656,-164.8860885,-165.2924594
0.1,0.1,0.75,57.55,-6.102316816,-9.08565799,-166.7950124,-167.2855392
0.1,0.1,0.75,57.6,-6.918067401,-8.122344981,-165.1270132,-173.0542256
0.1,0.1,0.75,57.65,-7.269067972,-7.586030855,-160.5232562,179.2411611
0.1,0.1,0.75,57.7,-6.980871901,-7.463619402,-156.3139512,171.2529705
0.1,0.1,0.75,57.75,-6.381834608,-7.647542889,-154.9044261,163.9779954
0.1,0.1,0.75,57.8,-5.808293067,-8.083717082,-156.2917652,158.6410877
0.1,0.1,0.75,57.85,-5.48551093,-8.54996607,-159.2630187,155.6805025
0.1,0.1,0.75,57.9,-5.479427968,-8.740541851,-162.2759018,154.6509941
0.1,0.1,0.75,57.95,-5.69606663,-8.507861105,-163.7076244,153.3268108
0.1,0.1,0.75,58,-5.840755875,-8.065682827,-162.8320457,149.61122
0.1,0.1,0.75,58.05,-5.646175922,-7.754873234,-161.0747522,143.5953894
0.1,0.1,0.75,58.1,-5.178179036,-7.712579656,-160.4306607,136.7177983
0.1,0.1,0.75,58.15,-4.651504888,-7.890589069,-161.3668715,130.0423915
0.1,0.1,0.75,58.2,-4.186857957,-8.205977979,-163.3908752,123.9388182
0.1,0.1,0.75,58.25,-3.811990417,-8.601207112,-165.9830448,118.44128
0.1,0.1,0.75,58.3,-3.518542645,-9.042957974,-168.8232923,113.4936145
0.1,0.1,0.75,58.35,-3.290764011,-9.511579235,-171.7430553,109.0304157
0.1,0.1,0.75,58.4,-3.114406215,-9.994511556,-174.6584008,104.9933484
0.1,0.1,0.75,58.45,-2.978373662,-10.48316816,-177.5287389,101.331592
0.1,0.1,0.75,58.5,-2.874383094,-10.9714852,179.664834,98.00031579
0.1,0.1,0.75,58.55,-2.799040449,-11.47988113,176.9476302,94.94804323
0.1,0.1,0.75,58.6,-2.745525161,-11.98430861,174.2778667,92.34475474
0.1,0.1,0.75,58.65,-2.713446443,-12.47852522,171.6747705,90.18660569
0.1,0.1,0.75,58.7,-2.702222585,-12.95471149,169.1600649,88.48829426
0.1,0.1,0.75,58.75,-2.710942319,-13.40009639,166.7596623,87.28172688
0.1,0.1,0.75,58.8,-2.737992855,-13.7917694,164.5058868,86.5972247
0.1,0.1,0.75,58.85,-2.780253688,-14.09121578,162.4395222,86.39979997
0.1,0.1,0.75,58.9,-2.831602006,-14.24801905,160.6092956,86.45109029
0.1,0.1,0.75,58.95,-2.880686796,-14.23344295,159.0629744,86.17345431
0.1,0.1,0.75,59,-2.909014015,-14.10020025,157.8205615,84.8412898
0.1,0.1,0.75,59.05,-2.89283525,-13.98115859,156.8262574,82.21427012
0.1,0.1,0.75,59.1,-2.813504207,-13.98216135,155.9104886,78.79094578
0.1,0.1,0.75,59.15,-2.673002259,-14.11332901,154.8344236,75.25347698
0.1,0.1,0.75,59.2,-2.497354638,-14.32917646,153.4284519,71.98232851
0.1,0.1,0.75,59.25,-2.318816091,-14.58240915,151.6894781,69.05906337
0.1,0.1,0.75,59.3,-2.155113913,-14.84169925,149.7330019,66.42834919
0.1,0.1,0.75,59.35,-2.004036137,-15.08927709,147.6702278,64.00276943
0.1,0.1,0.75,59.4,-1.853327575,-15.31508933,145.5033379,61.70394987
0.1,0.1,0.75,59.45,-1.70451438,-15.51266586,143.1076937,59.47555695
0.1,0.1,0.75,59.5,-1.58973055,-15.67726333,140.441565,57.289336
0.1,0.1,0.75,59.55,-1.531609032,-15.80636924,137.7321607,55.14995806
0.1,0.1,0.75,59.6,-1.51165427,-15.90263664,135.1947244,53.09115681
0.1,0.1,0.75,59.65,-1.503562433,-15.97735161,132.850176,51.14679782
0.1,0.1,0.75,59.7,-1.493928479,-16.04911524,130.6376636,49.29875179
0.1,0.1,0.75,59.75,-1.478542238,-16.13506965,128.4995911,47.45014813
0.1,0.1,0.75,59.8,-1.456855827,-16.2426467,126.3964761,45.46442693
0.1,0.1,0.75,59.85,-1.429484732,-16.37055148,124.3021412,43.22717422
0.1,0.1,0.75,59.9,-1.39737037,-16.51547964,122.1983157,40.67044873
0.1,0.1,0.75,59.95,-1.361546731,-16.6771531,120.0713243,37.76177449
0.1,0.1,0.75,60,-1.323096577,-16.85989871,117.9103019,34.48755927
0.1,0.1,0.75,60.05,-1.307234817,-17.03546924,115.7959308,32.21407519
0.1,0.1,0.75,60.1,-1.292720457,-17.20111418,113.7171201,29.97012426
0.1,0.1,0.75,60.15,-1.277318097,-17.35372712,111.6675592,27.70166866
0.1,0.1,0.75,60.2,-1.259929911,-17.50301534,109.6322491,25.3117368
0.1,0.1,0.75,60.25,-1.241278733,-17.67575838,107.5968329,22.85569912
0.1,0.1,0.75,60.3,-1.223013245,-17.86608509,105.5558633,20.53194384
0.1,0.1,0.75,60.35,-1.206435431,-18.05165829,103.5120366,18.33753713
0.1,0.1,0.75,60.4,-1.192051067,-18.22755726,101.470916,16.20064752
0.1,0.1,0.75,60.45,-1.179771685,-18.39566284,99.43726382,14.08603531
0.1,0.1,0.75,60.5,-1.169230658,-18.55793277,97.41393658,11.98085989
0.1,0.1,0.75,60.55,-1.159993255,-18.7155924,95.40205169,9.879879101
0.1,0.1,0.75,60.6,-1.151661237,-18.86935843,93.40146259,7.779876095
0.1,0.1,0.75,60.65,-1.143918009,-19.01967338,91.41119566,5.677557738
0.1,0.1,0.75,60.7,-1.136546172,-19.16692551,89.42979601,3.568470035
0.1,0.1,0.75,60.75,-1.129431791,-19.31175486,87.45560888,1.446775047
0.1,0.1,0.75,60.8,-1.122559662,-19.45537718,85.48702446,-0.692856655
0.1,0.1,0.75,60.85,-1.115999701,-19.59947631,83.52269353,-2.851262988
0.1,0.1,0.75,60.9,-1.109884117,-19.74545941,81.56170314,-5.023486145
0.1,0.1,0.75,60.95,-1.104376481,-19.89397903,79.60369058,-7.203090538
0.1,0.1,0.75,61,-1.099636011,-20.04532678,77.64887419,-9.386104551
0.1,0.1,0.75,61.05,-1.095782217,-20.19998401,75.69799055,-11.57040298
0.1,0.1,0.75,61.1,-1.092865502,-20.35878427,73.75214324,-13.75317469
0.1,0.1,0.75,61.15,-1.090848485,-20.52280155,71.81258385,-15.92893516
0.1,0.1,0.75,61.2,-1.08960114,-20.69314121,69.88045309,-18.08830937
