D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1:1,1:1)) []","dB(S(2:1,1:1)) []","ang_deg(S(1:1,1:1)) [deg]","ang_deg(S(2:1,1:1)) [deg]"
0.2,0.25,0.7,58.3,-9.624153448,-1.667107628,-69.8950768,-159.4612084
0.2,0.25,0.7,58.35,-9.548759523,-1.685053622,-71.89089009,-161.4930783
0.2,0.25,0.7,58.4,-9.473354018,-1.703398081,-73.88967731,-163.5284163
0.2,0.25,0.7,58.45,-9.399035429,-1.722527533,-75.89744109,-165.566224
0.2,0.25,0.7,58.5,-9.326754914,-1.742651283,-77.91419547,-167.605224
0.2,0.25,0.7,58.55,-9.256471737,-1.763689966,-79.93413343,-169.6428315
0.2,0.25,0.7,58.6,-9.188331161,-1.785880215,-81.95848781,-171.6769382
0.2,0.25,0.7,58.65,-9.122570123,-1.809199025,-83.9868204,-173.7070285
0.2,0.25,0.7,58.7,-9.059461989,-1.833637336,-86.01819089,-175.7325071
0.2,0.25,0.7,58.75,-8.99930141,-1.859202025,-88.05097351,-177.7526569
0.2,0.25,0.7,58.8,-8.942375223,-1.88591759,-90.0826618,-179.7665794
0.2,0.25,0.7,58.85,-8.888914399,-1.913826777,-92.10969957,178.2268906
0.2,0.25,0.7,58.9,-8.839023653,-1.942988762,-94.12740661,176.229307
0.2,0.25,0.7,58.95,-8.792590634,-1.973472002,-96.13010158,174.242787
0.2,0.25,0.7,59,-8.74918715,-2.005336202,-98.11154212,172.2702556
0.2,0.25,0.7,59.05,-8.707989873,-2.038592821,-100.0657707,170.3157756
0.2,0.25,0.7,59.1,-8.667761676,-2.073124803,-101.9883377,168.3849512
0.2,0.25,0.7,59.15,-8.626935,-2.108533024,-103.8776727,166.4853065
0.2,0.25,0.7,59.2,-8.583813283,-2.143863762,-105.7361639,164.6263029
0.2,0.25,0.7,59.25,-8.536856437,-2.177184224,-107.5704576,162.8181407
0.2,0.25,0.7,59.3,-8.484966398,-2.205091463,-109.3907044,161.067677
0.2,0.25,0.7,59.35,-8.427675605,-2.222606666,-111.2089209,159.369591
0.2,0.25,0.7,59.4,-8.36518083,-2.224465113,-113.0370178,157.6945059
0.2,0.25,0.7,59.45,-8.298233027,-2.208511088,-114.8851297,155.985899
0.2,0.25,0.7,59.5,-8.227946229,-2.179120477,-116.7606388,154.1822638
0.2,0.25,0.7,59.55,-8.155599333,-2.146071574,-118.6679341,152.2551507
0.2,0.25,0.7,59.6,-8.082481499,-2.118753764,-120.6086869,150.2232651
0.2,0.25,0.7,59.65,-8.009799147,-2.101801535,-122.5823551,148.1300691
0.2,0.25,0.7,59.7,-7.938638426,-2.095313694,-124.5866783,146.0156312
0.2,0.25,0.7,59.75,-7.86996675,-2.097181072,-126.6180188,143.9050589
0.2,0.25,0.7,59.8,-7.804656562,-2.104881465,-128.6714781,141.8100421
0.2,0.25,0.7,59.85,-7.743518424,-2.116210077,-130.7407437,139.7341233
0.2,0.25,0.7,59.9,-7.687334514,-2.129375153,-132.817608,137.6774392
0.2,0.25,0.7,59.95,-7.636884837,-2.142964303,-134.8910281,135.6406085
0.2,0.25,0.7,60,-7.592953923,-2.156240397,-136.9454479,133.6271435
0.2,0.25,0.7,60.05,-7.540783336,-2.166246565,-138.9429714,131.5802061
0.2,0.25,0.7,60.1,-7.4891095,-2.177520755,-140.9457969,129.5355491
0.2,0.25,0.7,60.15,-7.437955764,-2.189974144,-142.9535349,127.4935919
0.2,0.25,0.7,60.2,-7.387341006,-2.203515509,-144.96579,125.4547048
0.2,0.25,0.7,60.25,-7.337278381,-2.218051945,-146.9821657,123.4192061
0.2,0.25,0.7,60.3,-7.287773771,-2.233489674,-149.0022724,121.3873598
0.2,0.25,0.7,60.35,-7.238824048,-2.249734969,-151.0257429,119.3593732
0.2,0.25,0.7,60.4,-7.190415644,-2.266695197,-153.0522597,117.3353959
0.2,0.25,0.7,60.45,-7.142524592,-2.284279987,-155.0815971,115.3155189
0.2,0.25,0.7,60.5,-7.095120359,-2.302402526,-157.1136804,113.2997751
0.2,0.25,0.7,60.55,-7.048176863,-2.320980969,-159.1486475,111.2881416
0.2,0.25,0.7,60.6,-7.001693393,-2.339939938,-161.1868742,109.2805432
0.2,0.25,0.7,60.65,-6.955722356,-2.359212062,-163.2288942,107.2768591
0.2,0.25,0.7,60.7,-6.910388848,-2.378739464,-165.2751611,105.2769319
0.2,0.25,0.7,60.75,-6.865879098,-2.398475114,-167.3257143,103.2805798
0.2,0.25,0.7,60.8,-6.82238975,-2.418383883,-169.3799613,101.2876124
0.2,0.25,0.7,60.85,-6.780065326,-2.438443122,-171.4367701,99.2978499
0.2,0.25,0.7,60.9,-6.738966293,-2.45864258,-173.4948173,97.31114547
0.2,0.25,0.7,60.95,-6.699082021,-2.478983415,-175.5529334,95.3274101
0.2,0.25,0.7,61,-6.660367461,-2.499476082,-177.6102622,93.34663871
0.2,0.25,0.7,61.05,-6.622776765,-2.52013686,-179.6662372,91.36893594
0.2,0.25,0.7,61.1,-6.586282507,-2.540982829,178.2795271,89.39453909
0.2,0.25,0.7,61.15,-6.550882328,-2.562025092,176.227354,87.42383528
0.2,0.25,0.7,61.2,-6.516598515,-2.583260134,174.1776028,85.45736847
0.2,0.25,0.7,61.25,-6.483474383,-2.604659278,172.1307506,83.49583066
0.2,0.25,0.7,61.3,-6.451568701,-2.626156435,170.0874691,81.54002925
0.2,0.25,0.7,61.35,-6.420947211,-2.647634891,168.0487058,79.59081962
0.2,0.25,0.7,61.4,-6.391668693,-2.668914858,166.0157728,77.64898946
0.2,0.25,0.7,61.45,-6.363761737,-2.689745394,163.990433,75.71508173
0.2,0.25,0.7,61.5,-6.337187981,-2.709806792,161.9749467,73.78915243
0.2,0.25,0.7,61.55,-6.311789753,-2.728732106,159.9720105,71.87048501
0.2,0.25,0.7,61.6,-6.287227801,-2.746156412,157.9844768,69.95733159
0.2,0.25,0.7,61.65,-6.262931022,-2.761795931,156.014741,68.04681013
0.2,0.25,0.7,61.7,-6.238101139,-2.775543303,154.0637915,66.13511515
0.2,0.25,0.7,61.75,-6.211822005,-2.787544807,152.1301843,64.21812954
0.2,0.25,0.7,61.8,-6.183284591,-2.798216033,150.209534,62.29233154
0.2,0.25,0.7,61.85,-6.152051166,-2.80817194,148.2951162,60.35567211
0.2,0.25,0.7,61.9,-6.118215084,-2.818091322,146.37958,58.40804866
0.2,0.25,0.7,61.95,-6.082358843,-2.828571486,144.4569394,56.45121531
0.2,0.25,0.7,62,-6.045353914,-2.840024279,142.5238304,54.48829646
0.2,0.25,0.7,62.05,-6.008145002,-2.852619745,140.5797014,52.52324407
0.2,0.25,0.7,62.1,-5.971635077,-2.866223299,138.626542,50.56041101
0.2,0.25,0.7,62.15,-5.936649473,-2.880241747,136.6694446,48.603628
0.2,0.25,0.7,62.2,-5.903560326,-2.893530686,134.7193234,46.65266916
0.2,0.25,0.7,62.25,-5.87046279,-2.905332421,132.7908018,44.698319
0.2,0.25,0.7,62.3,-5.833178508,-2.916905285,130.8716602,42.73096381
0.2,0.25,0.7,62.35,-5.793301505,-2.929963202,128.9287095,40.75510121
0.2,0.25,0.7,62.4,-5.754954682,-2.944598174,126.9661623,38.7798224
0.2,0.25,0.7,62.45,-5.718717394,-2.960155137,124.9993388,36.80890954
0.2,0.25,0.7,62.5,-5.683937402,-2.976117584,123.0347651,34.84245039
0.2,0.25,0.7,62.55,-5.650079787,-2.992206619,121.0741866,32.87947598
0.2,0.25,0.7,62.6,-5.616818994,-3.008289063,119.1178868,30.9189458
0.2,0.25,0.7,62.65,-5.583955529,-3.024308133,117.1657681,28.95996568
0.2,0.25,0.7,62.7,-5.551358526,-3.040247652,115.2176473,27.00179581
0.2,0.25,0.7,62.75,-5.518935815,-3.056114699,113.2733318,25.04382087
0.2,0.25,0.7,62.8,-5.486618641,-3.07193094,111.3326364,23.08552201
0.2,0.25,0.7,62.85,-5.454353571,-3.087728028,109.3953851,21.12645676
0.2,0.25,0.7,62.9,-5.422097935,-3.103544929,107.4614099,19.16624532
0.2,0.25,0.7,62.95,-5.389817121,-3.119426257,105.5305492,17.2045614
0.2,0.25,0.7,63,-5.357482858,-3.135421128,103.6026466,15.24112594
0.2,0.25,0.75,57,-8.22733337,-1.884376691,-29.85960457,-118.4555034
0.2,0.25,0.75,57.05,-8.144142228,-1.896672688,-31.87275922,-120.4965143
0.2,0.25,0.75,57.1,-8.064100279,-1.910398792,-33.88004123,-122.5478026
0.2,0.25,0.75,57.15,-7.986694443,-1.925768399,-35.88083508,-124.6039065
0.2,0.25,0.75,57.2,-7.911492193,-1.942613086,-37.87513583,-126.6604737
0.2,0.25,0.75,57.25,-7.838092254,-1.960578848,-39.86336518,-128.714919
0.2,0.25,0.75,57.3,-7.766081529,-1.979277403,-41.84657001,-130.766415
0.2,0.25,0.75,57.35,-7.695084345,-1.998428208,-43.82724623,-132.8157069
0.2,0.25,0.75,57.4,-7.62498925,-2.018008598,-45.80914611,-134.8642116
0.2,0.25,0.75,57.45,-7.556314637,-2.038177904,-47.79509105,-136.9116993
0.2,0.25,0.75,57.5,-7.489363871,-2.058951242,-49.78463246,-138.9573814
0.2,0.25,0.75,57.55,-7.424258717,-2.080292932,-51.77664432,-141.0006864
0.2,0.25,0.75,57.6,-7.361108878,-2.10214654,-53.76991253,-143.0410919
0.2,0.25,0.75,57.65,-7.299999632,-2.124432753,-55.76304876,-145.0781014
0.2,0.25,0.75,57.7,-7.240940857,-2.147048191,-57.7541756,-147.1112149
0.2,0.25,0.75,57.75,-7.183477378,-2.169865502,-59.73936083,-149.1398949
0.2,0.25,0.75,57.8,-7.127157698,-2.192709706,-61.71553448,-151.164794
0.2,0.25,0.75,57.85,-7.070088747,-2.215189027,-63.69213221,-153.1869416
0.2,0.25,0.75,57.9,-7.012816385,-2.237343447,-65.6745776,-155.2083503
0.2,0.25,0.75,57.95,-6.956067634,-2.259341639,-67.66675427,-157.2312549
0.2,0.25,0.75,58,-6.900676188,-2.281559223,-69.67058232,-159.2576285
0.2,0.25,0.75,58.05,-6.8474753,-2.304612031,-71.68574763,-161.2879469
0.2,0.25,0.75,58.1,-6.797165715,-2.32917522,-73.70970913,-163.3194218
0.2,0.25,0.75,58.15,-6.750178365,-2.355478889,-75.73809004,-165.3457383
0.2,0.25,0.75,58.2,-6.706561985,-2.382890299,-77.76548482,-167.3607467
0.2,0.25,0.75,58.25,-6.665928611,-2.410262346,-79.78659374,-169.3633635
0.2,0.25,0.75,58.3,-6.627480183,-2.436739691,-81.79747149,-171.357737
0.2,0.25,0.75,58.35,-6.590118422,-2.462095996,-83.79660739,-173.3494754
0.2,0.25,0.75,58.4,-6.552615548,-2.486528326,-85.78558491,-175.342876
0.2,0.25,0.75,58.45,-6.513806565,-2.510373049,-87.76919251,-177.3404626
0.2,0.25,0.75,58.5,-6.47276181,-2.533956869,-89.75501779,-179.3435242
0.2,0.25,0.75,58.55,-6.436014784,-2.560217005,-91.75800256,178.6455831
0.2,0.25,0.75,58.6,-6.400615336,-2.587726337,-93.76449074,176.6404002
0.2,0.25,0.75,58.65,-6.367106571,-2.616423815,-95.77482848,174.6413969
0.2,0.25,0.75,58.7,-6.335949494,-2.646265456,-97.78768742,172.6491123
0.2,0.25,0.75,58.75,-6.307495245,-2.6772311,-99.8006456,170.6642113
0.2,0.25,0.75,58.8,-6.281985059,-2.709337296,-101.8105113,168.6876051
0.2,0.25,0.75,58.85,-6.259551485,-2.742660911,-103.813461,166.720813
0.2,0.25,0.75,58.9,-6.240208714,-2.777310136,-105.8050733,164.7673658
0.2,0.25,0.75,58.95,-6.22382612,-2.812512284,-107.7803312,162.8344943
0.2,0.25,0.75,59,-6.210081708,-2.846674883,-109.733667,160.9116077
0.2,0.25,0.75,59.05,-6.198394883,-2.882648615,-111.6591431,158.9969638
0.2,0.25,0.75,59.1,-6.187844128,-2.920214609,-113.5508916,157.1075249
0.2,0.25,0.75,59.15,-6.17708805,-2.958334952,-115.4039604,155.2508775
0.2,0.25,0.75,59.2,-6.164329894,-2.995890911,-117.2156808,153.4353329
0.2,0.25,0.75,59.25,-6.147391101,-3.030915205,-118.9875057,151.6706276
0.2,0.25,0.75,59.3,-6.123969407,-3.059929357,-120.7269033,149.9640565
0.2,0.25,0.75,59.35,-6.092114775,-3.077611131,-122.4483914,148.3111803
0.2,0.25,0.75,59.4,-6.050835336,-3.077902022,-124.1725378,146.6811688
0.2,0.25,0.75,59.45,-6.000588651,-3.05790712,-125.922305,145.008997
0.2,0.25,0.75,59.5,-5.943361976,-3.022785174,-127.7176142,143.219316
0.2,0.25,0.75,59.55,-5.882220407,-2.985023289,-129.5704557,141.2784646
0.2,0.25,0.75,59.6,-5.820515321,-2.956400997,-131.4828297,139.2169314
0.2,0.25,0.75,59.65,-5.761129958,-2.941724014,-133.4480766,137.0959328
0.2,0.25,0.75,59.7,-5.706047523,-2.939712143,-135.4542926,134.9663416
0.2,0.25,0.75,59.75,-5.656288422,-2.946767039,-137.4879462,132.8555108
0.2,0.25,0.75,59.8,-5.61208945,-2.959439506,-139.5364744,130.7729702
0.2,0.25,0.75,59.85,-5.573165308,-2.975200474,-141.5895836,128.7190018
0.2,0.25,0.75,59.9,-5.538946325,-2.992401663,-143.6395577,126.6902704
0.2,0.25,0.75,59.95,-5.508750878,-3.010032456,-145.6810106,124.6825859
0.2,0.25,0.75,60,-5.481891943,-3.027497321,-147.7104259,122.6920154
0.2,0.25,0.75,60.05,-5.447337556,-3.038936733,-149.6838728,120.6584823
0.2,0.25,0.75,60.1,-5.413172582,-3.052116641,-151.6629004,118.6264401
0.2,0.25,0.75,60.15,-5.379415067,-3.066918316,-153.6471837,116.5968109
0.2,0.25,0.75,60.2,-5.346081453,-3.083212136,-155.636425,114.570439
0.2,0.25,0.75,60.25,-5.313188019,-3.100858737,-157.630365,112.5480797
0.2,0.25,0.75,60.3,-5.280753745,-3.119710464,-159.6287933,110.5303873
0.2,0.25,0.75,60.35,-5.248805095,-3.139613161,-161.6315505,108.5179047
0.2,0.25,0.75,60.4,-5.217382494,-3.160408328,-163.6385101,106.5110529
0.2,0.25,0.75,60.45,-5.186546352,-3.181935693,-165.6495249,104.5101226
0.2,0.25,0.75,60.5,-5.156377584,-3.204036221,-167.6643328,102.5152677
0.2,0.25,0.75,60.55,-5.126966681,-3.226555593,-169.6824561,100.5265011
0.2,0.25,0.75,60.6,-5.098390964,-3.249348115,-171.7031642,98.54369549
0.2,0.25,0.75,60.65,-5.070691104,-3.272281039,-173.7255597,96.56658936
0.2,0.25,0.75,60.7,-5.043863027,-3.29523912,-175.7487562,94.59479975
0.2,0.25,0.75,60.75,-5.017870358,-3.318129198,-177.772036,92.62784447
0.2,0.25,0.75,60.8,-4.992666667,-3.340884396,-179.7949017,90.66517469
0.2,0.25,0.75,60.85,-4.968213402,-3.36346736,178.1829687,88.70621933
0.2,0.25,0.75,60.9,-4.94448773,-3.38587177,176.1618039,86.75044128
0.2,0.25,0.75,60.95,-4.921482544,-3.408121174,174.1418107,84.7974031
0.2,0.25,0.75,61,-4.899203027,-3.430264155,172.1232184,82.84683726
0.2,0.25,0.75,61.05,-4.877662803,-3.452365008,170.1063038,80.8987113
0.2,0.25,0.75,61.1,-4.856880818,-3.474489653,168.0914047,78.95327494
0.2,0.25,0.75,61.15,-4.836878997,-3.496687486,166.0789309,77.01107265
0.2,0.25,0.75,61.2,-4.817680171,-3.518971201,164.0693785,75.07290627
0.2,0.25,0.75,61.25,-4.799305617,-3.541298063,162.0633491,73.13973805
0.2,0.25,0.75,61.3,-4.781771304,-3.563557021,160.0615759,71.21253639
0.2,0.25,0.75,61.35,-4.76508175,-3.585565898,158.064954,69.29208237
0.2,0.25,0.75,61.4,-4.749220021,-3.607081221,156.0745709,67.37876979
0.2,0.25,0.75,61.45,-4.734132171,-3.627820381,154.0917251,65.47243766
0.2,0.25,0.75,61.5,-4.719704654,-3.647492674,152.1179069,63.57226752
0.2,0.25,0.75,61.55,-4.705734906,-3.665833846,150.1547021,61.67675912
0.2,0.25,0.75,61.6,-4.6919,-3.68263926,148.2035558,59.78377273
0.2,0.25,0.75,61.65,-4.677737474,-3.697794463,146.2653407,57.89060771
0.2,0.25,0.75,61.7,-4.662664959,-3.711308801,144.3397326,55.9940915
0.2,0.25,0.75,61.75,-4.646070987,-3.723366157,142.424565,54.09071432
0.2,0.25,0.75,61.8,-4.627488326,-3.73440742,140.5155652,52.17702058
0.2,0.25,0.75,61.85,-4.606800191,-3.745215851,138.6069563,50.25075662
0.2,0.25,0.75,61.9,-4.584363509,-3.756833122,136.6930337,48.31313665
0.2,0.25,0.75,61.95,-4.560943773,-3.770029194,134.7700907,46.37055739
0.2,0.25,0.75,62,-4.537470837,-3.78457685,132.8376731,44.43153113
0.2,0.25,0.75,62.05,-4.514739026,-3.799388739,130.8985963,42.49977639
0.2,0.25,0.75,62.1,-4.49317158,-3.81354449,128.9579527,40.57238473
0.2,0.25,0.75,62.15,-4.472684575,-3.826843404,127.0215809,38.64434709
0.2,0.25,0.75,62.2,-4.452654016,-3.839565974,125.0941101,36.71228831
0.2,0.25,0.75,62.25,-4.43206793,-3.852106296,123.1766322,34.77501361
0.2,0.25,0.75,62.3,-4.409982751,-3.864792553,121.2651603,32.8327336
0.2,0.25,0.75,62.35,-4.386124056,-3.877847401,119.3521377,30.88632293
0.2,0.25,0.75,62.4,-4.361082447,-3.891399934,117.4310144,28.93688575
0.2,0.25,0.75,62.45,-4.335857766,-3.905507217,115.499822,26.98554147
0.2,0.25,0.75,62.5,-4.311254995,-3.92017288,113.5607869,25.03332702
0.2,0.25,0.75,62.55,-4.287641965,-3.935361053,111.6177536,23.08115446
0.2,0.25,0.75,62.6,-4.265037505,-3.951006536,109.6741868,21.12979413
0.2,0.25,0.75,62.65,-4.243283813,-3.967022341,107.7324788,19.1798697
0.2,0.25,0.75,62.7,-4.222170365,-3.983305473,105.7940223,17.23185941
0.2,0.25,0.75,62.75,-4.201494983,-3.999741457,103.8595048,15.28610047
0.2,0.25,0.75,62.8,-4.181085326,-4.016207972,101.9291771,13.34279553
0.2,0.25,0.75,62.85,-4.160801782,-4.032577796,100.0030414,11.40202036
0.2,0.25,0.75,62.9,-4.140533503,-4.048721187,98.08096624,9.463732314
0.2,0.25,0.75,62.95,-4.120192881,-4.064507813,96.16275458,7.527779191
0.2,0.25,0.75,63,-4.099710436,-4.079808295,94.24818128,5.593908279
0.2,0.25,0.8,57,-5.445473687,-2.890480371,-41.69623306,48.57776175
0.2,0.25,0.8,57.05,-5.397506231,-2.907825118,-43.69780552,46.58372433
0.2,0.25,0.8,57.1,-5.351934832,-2.925945045,-45.69822201,44.57534546
0.2,0.25,0.8,57.15,-5.308305645,-2.945522834,-47.69595001,42.55730122
0.2,0.25,0.8,57.2,-5.266309536,-2.966713022,-49.69057204,40.5353909
0.2,0.25,0.8,57.25,-5.225683834,-2.989217317,-51.68172012,38.51394221
0.2,0.25,0.8,57.3,-5.186098275,-3.01259356,-53.66956735,36.49473664
0.2,0.25,0.8,57.35,-5.147283974,-3.036510252,-55.65570366,34.47766281
0.2,0.25,0.8,57.4,-5.109227491,-3.060824224,-57.64211922,32.46190574
0.2,0.25,0.8,57.45,-5.072065429,-3.085540102,-59.62974608,30.44678871
0.2,0.25,0.8,57.5,-5.035904791,-3.110738144,-61.61859184,28.43212473
0.2,0.25,0.8,57.55,-5.000784942,-3.136513369,-63.60838974,26.41825801
0.2,0.25,0.8,57.6,-4.966704878,-3.162933612,-65.59889737,24.40597032
0.2,0.25,0.8,57.65,-4.9336467,-3.190010751,-67.58994247,22.39633802
0.2,0.25,0.8,57.7,-4.901586081,-3.217678492,-69.58139765,20.39054992
0.2,0.25,0.8,57.75,-4.870495026,-3.245775621,-71.57314872,18.38964631
0.2,0.25,0.8,57.8,-4.840340359,-3.274045383,-73.56506678,16.39412359
0.2,0.25,0.8,57.85,-4.811078117,-3.302178689,-75.55698067,14.40342544
0.2,0.25,0.8,57.9,-4.782640319,-3.329933001,-77.54864696,12.41559503
0.2,0.25,0.8,57.95,-4.754903093,-3.357305255,-79.53973299,10.42766934
0.2,0.25,0.8,58,-4.72760485,-3.384624145,-81.52993816,8.43712538
0.2,0.25,0.8,58.05,-4.700141166,-3.412415775,-83.52004202,6.443486331
0.2,0.25,0.8,58.1,-4.671371259,-3.441118716,-85.51814589,4.448574371
0.2,0.25,0.8,58.15,-4.642874124,-3.47090041,-87.55348397,2.455280522
0.2,0.25,0.8,58.2,-4.623486568,-3.501680055,-89.60451617,0.466177362
0.2,0.25,0.8,58.25,-4.607421213,-3.533252289,-91.61291097,-1.517096399
0.2,0.25,0.8,58.3,-4.589782286,-3.56539242,-93.60662645,-3.493779462
0.2,0.25,0.8,58.35,-4.571658153,-3.597908588,-95.60062579,-5.463691756
0.2,0.25,0.8,58.4,-4.553910667,-3.630656005,-97.59687839,-7.426959843
0.2,0.25,0.8,58.45,-4.536936407,-3.663534063,-99.59508435,-9.383832629
0.2,0.25,0.8,58.5,-4.520945586,-3.69647863,-101.5947344,-11.33457307
0.2,0.25,0.8,58.55,-4.506084451,-3.729454655,-103.5953646,-13.27939628
0.2,0.25,0.8,58.6,-4.49248461,-3.762450486,-105.5965332,-15.21843069
0.2,0.25,0.8,58.65,-4.480286408,-3.79547388,-107.5977589,-17.15168751
0.2,0.25,0.8,58.7,-4.469653694,-3.828549243,-109.598449,-19.07902878
0.2,0.25,0.8,58.75,-4.460786816,-3.861715512,-111.5978065,-21.00012745
0.2,0.25,0.8,58.8,-4.453937292,-3.895023973,-113.5946919,-22.9144128
0.2,0.25,0.8,58.85,-4.449426148,-3.928535031,-115.587386,-24.82099397
0.2,0.25,0.8,58.9,-4.447664695,-3.962312351,-117.5731431,-26.71855195
0.2,0.25,0.8,58.95,-4.449160633,-3.996411549,-119.547285,-28.60518782
0.2,0.25,0.8,59,-4.454422847,-4.03085837,-121.5013831,-30.47821374
0.2,0.25,0.8,59.05,-4.463444743,-4.065607157,-123.4205139,-32.33387717
0.2,0.25,0.8,59.1,-4.474174955,-4.100463394,-125.2846148,-34.1670331
0.2,0.25,0.8,59.15,-4.481452737,-4.134943613,-127.089326,-35.9708565
0.2,0.25,0.8,59.2,-4.482225609,-4.16803542,-128.8648238,-37.73689907
0.2,0.25,0.8,59.25,-4.479310477,-4.197829525,-130.6284599,-39.45628845
0.2,0.25,0.8,59.3,-4.473737019,-4.221087884,-132.3634736,-41.12376699
0.2,0.25,0.8,59.35,-4.462133826,-4.233114357,-134.0589699,-42.74695787
0.2,0.25,0.8,59.4,-4.440135601,-4.228837042,-135.7283377,-44.36028329
0.2,0.25,0.8,59.45,-4.405321024,-4.206094941,-137.4048072,-46.03045968
0.2,0.25,0.8,59.5,-4.358759239,-4.169871912,-139.1276974,-47.8298596
0.2,0.25,0.8,59.55,-4.304740788,-4.132060951,-140.9256984,-49.78590467
0.2,0.25,0.8,59.6,-4.248858106,-4.104227458,-142.8069007,-51.86258277
0.2,0.25,0.8,59.65,-4.19586026,-4.091216479,-144.7607734,-53.99492676
0.2,0.25,0.8,59.7,-4.14858102,-4.091671476,-146.7673881,-56.12993169
0.2,0.25,0.8,59.75,-4.108033899,-4.101791577,-148.8061493,-58.23965925
0.2,0.25,0.8,59.8,-4.074040085,-4.117929371,-150.8604131,-60.31501176
0.2,0.25,0.8,59.85,-4.045847422,-4.137425277,-152.9185414,-62.35649106
0.2,0.25,0.8,59.9,-4.022539652,-4.158564848,-154.9731747,-64.36815295
0.2,0.25,0.8,59.95,-4.003246761,-4.180311684,-157.0200332,-66.35469024
0.2,0.25,0.8,60,-3.987227156,-4.202063613,-159.0568442,-68.32030831
0.2,0.25,0.8,60.05,-3.967080449,-4.215071013,-161.0026486,-70.33235886
0.2,0.25,0.8,60.1,-3.946662886,-4.22962979,-162.9596705,-72.34057353
0.2,0.25,0.8,60.15,-3.926116954,-4.245619305,-164.9262869,-74.3446198
0.2,0.25,0.8,60.2,-3.905576351,-4.262919479,-166.9010424,-76.34421325
0.2,0.25,0.8,60.25,-3.885164106,-4.281411608,-168.8826278,-78.33911659
0.2,0.25,0.8,60.3,-3.864991379,-4.300979269,-170.8698617,-80.32913833
0.2,0.25,0.8,60.35,-3.845156812,-4.321509408,-172.8616741,-82.31413139
0.2,0.25,0.8,60.4,-3.825746299,-4.342893771,-174.8570917,-84.29399148
0.2,0.25,0.8,60.45,-3.806833071,-4.365031067,-176.855226,-86.26865504
0.2,0.25,0.8,60.5,-3.788478027,-4.387830636,-178.8552625,-88.2380959
0.2,0.25,0.8,60.55,-3.770730238,-4.411219582,179.1435486,-90.2023172
0.2,0.25,0.8,60.6,-3.753627575,-4.435158452,177.1418999,-92.16132515
0.2,0.25,0.8,60.65,-3.73719742,-4.459680704,175.140434,-94.11502399
0.2,0.25,0.8,60.7,-3.721457423,-4.485006754,173.1397502,-96.06269534
0.2,0.25,0.8,60.75,-3.706416261,-4.511874064,171.1404112,-97.99953166
0.2,0.25,0.8,60.8,-3.692074346,-4.53995077,169.1429506,-99.89038941
0.2,0.25,0.8,60.85,-3.678424365,-4.551430192,167.1478832,-101.7842622
0.2,0.25,0.8,60.9,-3.665451392,-4.572169908,165.1557197,-103.7574979
0.2,0.25,0.8,60.95,-3.653131844,-4.596483424,163.166993,-105.6992625
0.2,0.25,0.8,61,-3.641428998,-4.62050701,161.1823065,-107.6267394
0.2,0.25,0.8,61.05,-3.63027707,-4.644015194,159.2024299,-109.5464957
0.2,0.25,0.8,61.1,-3.61952156,-4.667003766,157.2284589,-111.4606991
0.2,0.25,0.8,61.15,-3.608682973,-4.689462607,155.2615642,-113.370285
0.2,0.25,0.8,61.2,-3.596491327,-4.71136752,153.2964392,-115.2757607
0.2,0.25,0.8,61.25,-3.585031578,-4.732684807,151.3108453,-117.1774498
0.2,0.25,0.8,61.3,-3.578002737,-4.753373391,149.3355543,-119.075581
0.2,0.25,0.8,61.35,-3.571164749,-4.773384017,147.38037,-120.9703269
0.2,0.25,0.8,61.4,-3.563920412,-4.792655826,145.4346728,-122.8618288
0.2,0.25,0.8,61.45,-3.556511774,-4.81111025,143.496113,-124.750229
0.2,0.25,0.8,61.5,-3.549000918,-4.828642289,141.5646723,-126.6357301
0.2,0.25,0.8,61.55,-3.541319841,-4.845110608,139.6407388,-128.518715
0.2,0.25,0.8,61.6,-3.533312013,-4.860332375,137.7246558,-130.3999727
0.2,0.25,0.8,61.65,-3.524745798,-4.874099779,135.8164713,-132.2810739
0.2,0.25,0.8,61.7,-3.515328684,-4.886253617,133.9156365,-134.1648391
0.2,0.25,0.8,61.75,-3.50474851,-4.896856115,132.0206448,-136.0555035
0.2,0.25,0.8,61.8,-3.492763777,-4.906429003,130.1287685,-137.9576586
0.2,0.25,0.8,61.85,-3.479339803,-4.916009901,128.2362283,-139.873385
0.2,0.25,0.8,61.9,-3.464769798,-4.926716566,126.3391197,-141.7995526
0.2,0.25,0.8,61.95,-3.449672167,-4.939065098,124.4349419,-143.7290028
0.2,0.25,0.8,62,-3.434806517,-4.952776985,122.5238645,-145.6550152
0.2,0.25,0.8,62.05,-3.420797786,-4.967179936,120.608828,-147.5741869
0.2,0.25,0.8,62.1,-3.407932099,-4.981628629,118.6945123,-149.485996
0.2,0.25,0.8,62.15,-3.396087721,-4.995616597,116.7860022,-151.3911534
0.2,0.25,0.8,62.2,-3.384729435,-5.008631786,114.8876467,-153.2906673
0.2,0.25,0.8,62.25,-3.372908391,-5.019871175,113.0016289,-155.1869604
0.2,0.25,0.8,62.3,-3.359420614,-5.028277744,111.1255245,-157.0898363
0.2,0.25,0.8,62.35,-3.343462681,-5.034960703,109.2504867,-159.0216174
