"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []"
0.5,37,-13.9257239825887,-2.20249237566869,1464.22493061935,3.53624755221921,85.6021048430212
0.5,37.05,-13.7573265636561,-2.29302209636888,1466.21952821815,3.54071151424785,85.6084528352874
0.5,37.1,-13.6032019467161,-2.38003726998622,1468.2141412858,3.54517510650647,85.6147912688199
0.5,37.15,-13.467787761069,-2.45974853122031,1470.20876974763,3.54963832943943,85.6211201443896
0.5,37.2,-13.3559083810893,-2.5276455505833,1472.20341352926,3.55410118349161,85.6274394628623
0.5,37.25,-13.2725735342665,-2.57879616236157,1474.1980725566,3.55856366910839,85.6337492251978
0.5,37.3,-13.2226955775365,-2.60837173586951,1476.19274675588,3.56302578673569,85.6400494324495
0.5,37.35,-13.2107407084607,-2.61235711319968,1478.18743605363,3.56748753681991,85.6463400857631
0.5,37.4,-13.2403505068148,-2.58830557525306,1480.18214037665,3.57194891980793,85.6526211863765
0.5,37.45,-13.3139888919174,-2.53592273170528,1482.17685965206,3.57640993614711,85.6588927356186
0.5,37.5,-13.4326773933902,-2.45726919357098,1484.17159380727,3.58087058628524,85.6651547349088
0.5,37.55,-13.5958720523095,-2.35648571496728,1486.16634276998,3.58533087067058,85.6714071857562
0.5,37.6,-13.8015082648601,-2.23911821179669,1488.16110646818,3.58979078975183,85.6776500897589
0.5,37.65,-14.0462035681872,-2.1112570807246,1490.15588483017,3.59425034397807,85.6838834486032
0.5,37.7,-14.3255756461857,-1.97873455112626,1492.15067778452,3.59870953379882,85.6901072640629
0.5,37.75,-14.6346147254515,-1.84655027052234,1494.14548526011,3.60316835966401,85.696321537999
0.5,37.8,-14.9680498450953,-1.71858067824847,1496.14030718609,3.60762682202393,85.7025262723582
0.5,37.85,-15.3206632147566,-1.59753455170455,1498.1351434919,3.61208492132925,85.7087214691729
0.5,37.9,-15.6875278669326,-1.48507275639345,1500.1299941073,3.61654265803101,85.7149071305602
0.5,37.95,-16.0641633937814,-1.38200842720194,1502.12485896229,3.62100003258062,85.7210832587213
0.5,38,-16.4466183185242,-1.2885245206111,1504.11973798719,3.62545704542981,85.7272498559406
0.5,38.05,-16.8314946661048,-1.20437127377878,1506.11463111259,3.62991369703066,85.7334069245854
0.5,38.1,-17.2159318816569,-1.12902704045022,1508.10953826937,3.63436998783556,85.7395544671048
0.5,38.15,-17.5975654764171,-1.06181953404267,1510.10445938868,3.63882591829723,85.7456924860293
0.5,38.2,-17.9744725226801,-1.00201162135804,1512.09939440198,3.64328148886868,85.7518209839702
0.5,38.25,-18.345112636742,-0.948858532042408,1514.09434324098,3.64773670000324,85.7579399636187
0.5,38.3,-18.7082700522983,-0.901643579716444,1516.08930583768,3.65219155215448,85.7640494277451
0.5,38.35,-19.0630000397852,-0.859698567301425,1518.08428212437,3.6566460457763,85.7701493791986
0.5,38.4,-19.4085812666459,-0.822413762929796,1520.07927203362,3.66110018132283,85.7762398209064
0.5,38.45,-19.7444746058249,-0.789241084074874,1522.07427549825,3.66555395924845,85.782320755873
0.5,38.5,-20.0702882426284,-0.759693078568313,1524.06929245138,3.67000738000783,85.7883921871795
0.5,38.55,-20.3857485729332,-0.733339478308021,1526.06432282641,3.67446044405584,85.7944541179832
0.5,38.6,-20.6906762247186,-0.709802503747047,1528.05936655699,3.6789131518476,85.8005065515166
0.5,38.65,-20.9849664942592,-0.688751674084279,1530.05442357707,3.68336550383844,85.8065494910873
0.5,38.7,-21.2685735161196,-0.669898587333316,1532.04949382086,3.68781750048391,85.8125829400767
0.5,38.75,-21.5414975485945,-0.652991939849859,1534.04457722284,3.69226914223977,85.81860690194
0.5,38.8,-21.8037748325939,-0.637812927938247,1536.03967371776,3.69672042956195,85.824621380205
0.5,38.85,-22.0554695600499,-0.624171093619372,1538.03478324065,3.70117136290661,85.830626378472
0.5,38.9,-22.2966675611957,-0.61190062730363,1540.0299057268,3.70562194273004,85.8366219004126
0.5,38.95,-22.5274713854983,-0.600857111336654,1542.02504111178,3.71007216948873,85.84260794977
0.5,39,-22.7479965076252,-0.590914672887978,1544.0201893314,3.71452204363933,85.848584530357
0.5,39.05,-22.9583684377577,-0.581963507528617,1546.01535032177,3.71897156563863,85.8545516460569
0.5,39.1,-23.158720555555,-0.57390773284124,1548.01052401924,3.72342073594358,85.8605093008219
0.5,39.15,-23.3491925201198,-0.566663532403002,1550.00571036044,3.72786955501125,85.8664574986728
0.5,39.2,-23.5299291354278,-0.5601575531136,1552.00090928226,3.73231802329885,85.8723962436983
0.5,39.25,-23.7010795728512,-0.554325522253422,1553.99612072184,3.73676614126372,85.8783255400546
0.5,39.3,-23.8627968704931,-0.549111054324458,1555.9913446166,3.74121390936328,85.8842453919647
0.5,39.35,-24.0152376438139,-0.544464621342553,1557.98658090421,3.74566132805508,85.8901558037179
0.5,39.4,-24.1585619541077,-0.540342663643531,1559.9818295226,3.75010839779676,85.8960567796689
0.5,39.45,-24.2929332913005,-0.536706821354914,1561.97709040996,3.75455511904605,85.9019483242376
0.5,39.5,-24.4185186357227,-0.533523269439367,1563.97236350475,3.75900149226076,85.9078304419083
0.5,39.55,-24.5354885702957,-0.530762141637355,1565.96764874567,3.76344751789875,85.9137031372293
0.5,39.6,-24.6440174202458,-0.528397030743074,1567.96294607169,3.76789319641798,85.9195664148122
0.5,39.65,-24.7442834022266,-0.526404554467708,1569.95825542201,3.77233852827643,85.9254202793311
0.5,39.7,-24.8364687687649,-0.524763977707704,1571.95357673612,3.77678351393215,85.9312647355227
0.5,39.75,-24.9207599373721,-0.523456883374474,1573.94890995373,3.78122815384322,85.9370997881851
0.5,39.8,-24.9973475965771,-0.522466885084955,1575.94425501484,3.78567244846775,85.9429254421774
0.5,39.85,-25.066426783616,-0.521779375986587,1577.93961185966,3.79011639826387,85.9487417024194
0.5,39.9,-25.1281969306136,-0.521381308819876,1579.93498042868,3.79456000368974,85.9545485738907
0.5,39.95,-25.1828618778449,-0.521261003027374,1581.93036066264,3.7990032652035,85.9603460616305
0.5,40,-25.2306298541177,-0.521407975318635,1583.9257525025,3.80344618326332,85.9661341707367
0.5,40.05,-25.2717134254825,-0.521812790611632,1585.9211558895,3.80788875832732,85.9719129063656
0.5,40.1,-25.306329414378,-0.522466930706325,1587.91657076512,3.81233099085364,85.9776822737314
