"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []"
0.5,57,-49.8163805476826,-0.454133267825469,2064.83430014808,5.33266871933236,50.8242954903632
0.5,57.05,-49.8663270883815,-0.454497281344288,2066.72082260963,5.33718928435962,50.8245616194174
0.5,57.1,-49.9189095251453,-0.454862835961173,2068.60744383658,5.34171011231872,50.8248362320243
0.5,57.15,-49.9741745022012,-0.455229860266513,2070.49416378535,5.34623120290131,50.8251193085737
0.5,57.2,-50.0321689461127,-0.455598283721865,2072.3809824123,5.35075255580136,50.8254108105835
0.5,57.25,-50.0929401157327,-0.455968036717592,2074.26789967373,5.35527417071513,50.8257106799237
0.5,57.3,-50.1565356594958,-0.456339050628616,2076.15491552587,5.35979604734111,50.8260188381055
0.5,57.35,-50.2230036803354,-0.456711257868204,2078.04202992487,5.36431818537995,50.826335185643
0.5,57.4,-50.2923928084861,-0.457084591939735,2079.92924282685,5.36884058453434,50.8266596014989
0.5,57.45,-50.3647522824132,-0.457458987486417,2081.81655418786,5.37336324450905,50.8269919426217
0.5,57.5,-50.4401320380862,-0.457834380338885,2083.70396396387,5.37788616501076,50.8273320435838
0.5,57.55,-50.5185828067858,-0.458210707560647,2085.5914721108,5.38240934574807,50.8276797163281
0.5,57.6,-50.6001562216067,-0.458587907491373,2087.47907858453,5.38693278643138,50.8280347500311
0.5,57.65,-50.6849049327848,-0.458965919787954,2089.36678334085,5.39145648677285,50.8283969110876
0.5,57.7,-50.7728827319429,-0.459344685463334,2091.25458633553,5.39598044648636,50.8287659432246
0.5,57.75,-50.8641446853088,-0.459724146923077,2093.14248752424,5.40050466528738,50.8291415677467
0.5,57.8,-50.9587472759137,-0.460104247999698,2095.03048686263,5.40502914289296,50.8295234839168
0.5,57.85,-51.056748554726,-0.460484933984655,2096.91858430629,5.40955387902166,50.8299113694752
0.5,57.9,-51.1582083006152,-0.460866151658104,2098.80677981073,5.41407887339345,50.8303048812949
0.5,57.95,-51.2631881889666,-0.461247849316346,2100.69507333143,5.41860412572969,50.8307036561746
0.5,58,-51.3717519686803,-0.46162997679695,2102.58346482382,5.42312963575303,50.8311073117648
0.5,58.05,-51.4839656471837,-0.462012485501653,2104.47195424328,5.42765540318738,50.8315154476249
0.5,58.1,-51.5998976829577,-0.46239532841692,2106.36054154511,5.43218142775781,50.8319276464035
0.5,58.15,-51.7196191849195,-0.462778460132279,2108.24922668459,5.43670770919052,50.8323434751369
0.5,58.2,-51.8432041178131,-0.463161836856369,2110.13800961695,5.44123424721274,50.8327624866564
0.5,58.25,-51.9707295125168,-0.463545416430795,2112.02689029735,5.44576104155271,50.8331842210953
0.5,58.3,-52.1022756798842,-0.463929158341728,2113.91586868093,5.45028809193958,50.8336082074846
0.5,58.35,-52.2379264263652,-0.464313023729349,2115.80494472275,5.45481539810338,50.8340339654257
0.5,58.4,-52.3777692691991,-0.464696975395103,2117.69411837786,5.4593429597749,50.834461006828
0.5,58.45,-52.521895648403,-0.465080977806849,2119.58338960124,5.46387077668572,50.8348888376976
0.5,58.5,-52.6704011320731,-0.46546499710187,2121.47275834784,5.46839884856805,50.8353169599638
0.5,58.55,-52.8233856106362,-0.465849001087854,2123.36222457255,5.47292717515474,50.8357448733297
0.5,58.6,-52.9809534745968,-0.466232959241801,2125.25178823023,5.47745575617917,50.8361720771316
0.5,58.65,-53.143213768957,-0.466616842706966,2127.1414492757,5.48198459137522,50.8365980721953
0.5,58.7,-53.3102803157932,-0.467000624287811,2129.03120766372,5.4865136804772,50.8370223626727
0.5,58.75,-53.4822717943516,-0.467384278443055,2130.92106334903,5.49104302321977,50.8374444578484
0.5,58.8,-53.6593117653893,-0.467767781276855,2132.81101628633,5.49557261933792,50.837863873901
0.5,58.85,-53.8415286231968,-0.468151110528112,2134.70106643026,5.50010246856684,50.8382801356085
0.5,58.9,-54.0290554546336,-0.468534245558032,2136.59121373543,5.50463257064196,50.8386927779858
0.5,58.95,-54.2220297793938,-0.468917167335899,2138.48145815643,5.50916292529878,50.8391013478444
0.5,59,-54.4205931393336,-0.46929985842315,2140.3717996478,5.51369353227288,50.8395054052648
0.5,59.05,-54.6248904967338,-0.469682302955806,2142.26223816403,5.51822439129984,50.8399045249732
0.5,59.1,-54.8350693914446,-0.470064486625269,2144.15277365959,5.5227555021152,50.840298297616
0.5,59.15,-55.0512787945013,-0.470446396657561,2146.04340608893,5.52728686445433,50.8406863309248
0.5,59.2,-55.2736675804157,-0.470828021791038,2147.93413540643,5.53181847805246,50.8410682507695
0.5,59.25,-55.5023825212507,-0.471209352252626,2149.82496156646,5.53635034264458,50.841443702093
0.5,59.3,-55.7375656819291,-0.471590379732615,2151.71588452335,5.54088245796536,50.8418123497272
0.5,59.35,-55.9793510670477,-0.471971097358103,2153.6069042314,5.54541482374913,50.8421738790879
0.5,59.4,-56.2278603336591,-0.472351499665068,2155.49802064489,5.54994743972979,50.8425279967487
