D_pth [mm],d_apad [mm],shield [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.2,0.8,1.55,38.6,-36.30070694,-0.580664081,-92.00325677,120.7858438
0.2,0.8,1.55,38.65,-34.69896167,-0.574526297,-108.5505127,119.8883296
0.2,0.8,1.55,38.7,-37.17270367,-0.57053163,-138.2031443,119.0113427
0.2,0.8,1.55,38.75,-42.14430531,-0.56773543,-156.1119911,118.1503372
0.2,0.8,1.55,38.8,-48.40457634,-0.565583681,-172.6017717,117.3016493
0.2,0.8,1.55,38.85,-56.584436,-0.56374804,137.9810541,116.4624051
0.2,0.8,1.55,38.9,-52.8578039,-0.562034414,61.69122261,115.6303586
0.2,0.8,1.55,38.95,-47.82760264,-0.560331022,43.34751648,114.8037433
0.2,0.8,1.55,39,-44.77908246,-0.558578104,36.62244291,113.981155
0.2,0.8,1.55,39.05,-42.65931327,-0.556749754,33.00036906,113.1614635
0.2,0.8,1.55,39.1,-41.04215352,-0.55484277,30.63012974,112.3437473
0.2,0.8,1.55,39.15,-39.73239435,-0.552869666,28.8833545,111.5272455
0.2,0.8,1.55,39.2,-38.62704114,-0.550854265,27.48617803,110.7113224
0.2,0.8,1.55,39.25,-37.66597655,-0.54882895,26.29883822,109.895441
0.2,0.8,1.55,39.3,-36.81145301,-0.546833066,25.24181031,109.0791433
0.2,0.8,1.55,39.35,-36.03844318,-0.544912213,24.26611802,108.2620354
0.2,0.8,1.55,39.4,-35.32964733,-0.543118322,23.33976544,107.4437777
0.2,0.8,1.55,39.45,-34.6727112,-0.541510538,22.44091256,106.6240782
0.2,0.8,1.55,39.5,-34.05858043,-0.540157025,21.5541777,105.8026931
0.2,0.8,1.55,39.55,-33.48047833,-0.539137861,20.66851073,104.9794354
0.2,0.8,1.55,39.6,-32.93324393,-0.538549118,19.77590746,104.1541995
0.2,0.8,1.55,39.65,-32.41288774,-0.538507763,18.87059799,103.3270136
0.2,0.8,1.55,39.7,-31.91628394,-0.539155629,17.94851305,102.49814
0.2,0.8,1.55,39.75,-31.44095112,-0.540657038,17.00691821,101.6682508
0.2,0.8,1.55,39.8,-30.98489182,-0.543176966,16.04415139,100.8386924
0.2,0.8,1.55,39.85,-30.54647263,-0.546815255,15.05942439,100.011771
0.2,0.8,1.55,39.9,-30.12433254,-0.55147205,14.05266362,99.19074684
0.2,0.8,1.55,39.95,-29.71731189,-0.55667827,13.02437447,98.37887878
0.2,0.8,1.55,40,-29.32439663,-0.561577946,11.97551907,97.57714253
0.2,0.8,1.55,40.05,-28.94467419,-0.565299023,10.90740113,96.78214755
0.2,0.8,1.55,40.1,-28.5772988,-0.567527707,9.821554054,95.98725704
0.2,0.8,1.55,40.15,-28.22146423,-0.568666512,8.719630364,95.1866137
0.2,0.8,1.55,40.2,-27.87638308,-0.569441803,7.603291808,94.3778195
0.2,0.8,1.55,40.25,-27.54127146,-0.57047391,6.474100298,93.56145937
0.2,0.8,1.55,40.3,-27.2153385,-0.572128444,5.33341049,92.73940052
0.2,0.8,1.55,40.35,-26.89778014,-0.574562332,4.182265027,91.9136015
0.2,0.8,1.55,40.4,-26.58777653,-0.577811316,3.02129351,91.08566225
0.2,0.8,1.55,40.45,-26.28449284,-0.581854315,1.85061613,90.25677753
0.2,0.8,1.55,40.5,-25.98708298,-0.586648949,0.669752594,89.42782252
0.2,0.8,1.55,40.55,-25.69469588,-0.592148202,-0.522463369,88.59945157
0.2,0.8,1.55,40.6,-25.40648421,-0.598307147,-1.727963983,87.77217548
0.2,0.8,1.55,40.65,-25.12161534,-0.605085073,-2.949522284,86.94641464
0.2,0.8,1.55,40.7,-24.83928453,-0.612445676,-4.190822388,86.12253351
0.2,0.8,1.55,40.75,-24.5587305,-0.620356582,-5.456525739,85.30086239
0.2,0.8,1.55,40.8,-24.27925371,-0.62878873,-6.75233356,84.48171109
0.2,0.8,1.55,40.85,-24.00023778,-0.637715806,-8.085045121,83.66537733
0.2,0.8,1.55,40.9,-23.7211748,-0.647113826,-9.462610291,82.85215204
0.2,0.8,1.55,40.95,-23.4416953,-0.656960827,-10.89417311,82.04232261
0.2,0.8,1.55,41,-23.16160411,-0.667236694,-12.39010058,81.23617493
