"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []"
0.5,57,-19.190383675801,-0.634256346839059,2183.97234003912,4.96357891984255,130.32420546887
0.5,57.05,-19.1827920086249,-0.631288555678457,2185.9885965576,4.96772796288698,130.3611748039
0.5,57.1,-19.1714168404779,-0.628983632516255,2188.00487825375,4.97187648827326,130.398132805808
0.5,57.15,-19.1562268847571,-0.627322701631659,2190.02118497841,4.97602449728025,130.435079457713
0.5,57.2,-19.1371902948403,-0.626286565818886,2192.03751658309,4.98017199118447,130.472014742908
0.5,57.25,-19.1142745655123,-0.625855837216606,2194.05387291986,4.98431897126013,130.508938644855
0.5,57.3,-19.0874464269207,-0.626011078876383,2196.07025384143,4.98846543877906,130.545851147189
0.5,57.35,-19.0566717309004,-0.626732957066012,2198.0866592011,4.99261139501079,130.582752233711
0.5,57.4,-19.0219153295553,-0.628002404222797,2200.10308885279,4.99675684122246,130.61964188839
0.5,57.45,-18.983140946048,-0.629800792392542,2202.11954265099,5.0009017786789,130.656520095365
0.5,57.5,-18.9403110376117,-0.632110116917471,2204.13602045082,5.00504620864255,130.693386838937
0.5,57.55,-18.8933866508738,-0.634913190077417,2206.15252210798,5.00919013237353,130.730242103575
0.5,57.6,-18.8423272696664,-0.638193844351592,2208.16904747877,5.01333355112956,130.767085873912
0.5,57.65,-18.7870906556031,-0.64193714496266,2210.18559642007,5.01747646616601,130.803918134742
0.5,57.7,-18.7276326818175,-0.64612961140195,2212.20216878936,5.0216188787359,130.840738871023
0.5,57.75,-18.6639071604137,-0.650759447726723,2214.2187644447,5.02576079008986,130.877548067874
0.5,57.8,-18.5958656643512,-0.655816781580847,2216.23538324473,5.02990220147615,130.914345710573
0.5,57.85,-18.5234573447152,-0.661293912133669,2218.2520250487,5.03404311414064,130.951131784561
0.5,57.9,-18.4466287445942,-0.667185567473005,2220.2686897164,5.03818352932686,130.987906275433
0.5,57.95,-18.3653236111335,-0.673489172442281,2222.28537710822,5.0423234482759,131.024669168944
0.5,58,-18.279482707761,-0.6802051284944,2224.30208708513,5.04646287222653,131.061420451005
0.5,58.05,-18.1890436291222,-0.687337107860382,2226.31881950864,5.05060180241507,131.098160107684
0.5,58.1,-18.0939406219395,-0.694892365214392,2228.33557424087,5.0547402400755,131.134888125201
0.5,58.15,-17.9941044158624,-0.70288207107147,2230.35235114449,5.05887818643938,131.171604489932
0.5,58.2,-17.8894620694543,-0.711321672394143,2232.36915008273,5.06301564273588,131.208309188406
0.5,58.25,-17.7799368378148,-0.720231287320937,2234.38597091939,5.06715261019177,131.245002207303
0.5,58.3,-17.66544807005,-0.729636142575662,2236.40281351883,5.07128909003143,131.281683533454
0.5,58.35,-17.5459111469672,-0.739567063980971,2238.41967774599,5.07542508347683,131.318353153842
0.5,58.4,-17.4212374721011,-0.750061032590836,2240.43656346632,5.07956059174756,131.355011055598
0.5,58.45,-17.2913345326299,-0.761161821276065,2242.45347054586,5.08369561606076,131.391657226001
0.5,58.5,-17.1561060511063,-0.772920729137308,2244.4703988512,5.08783015763121,131.428291652479
0.5,58.55,-17.0154522544311,-0.78539743385403,2246.48734824947,5.09196421767125,131.464914322606
0.5,58.6,-16.8692702934524,-0.798660984946509,2248.50431860835,5.09609779739082,131.501525224101
0.5,58.65,-16.7174548553261,-0.812790963814619,2250.52130979607,5.10023089799746,131.538124344829
0.5,58.7,-16.5598990217664,-0.827878839112133,2252.5383216814,5.10436352069627,131.574711672799
0.5,58.75,-16.3964954400695,-0.844029548156641,2254.55535413365,5.10849566668995,131.611287196164
0.5,58.8,-16.2271378908848,-0.861363336059224,2256.57240702267,5.11262733717881,131.647850903217
0.5,58.85,-16.051723357752,-0.880017883105406,2258.58948021886,5.11675853336068,131.684402782395
0.5,58.9,-15.8701547289837,-0.90015074607344,2260.60657359313,5.12088925643104,131.720942822275
0.5,58.95,-15.6823442928689,-0.92194212821619,2262.62368701693,5.1250195075829,131.757471011572
0.5,59,-15.488218222157,-0.945597971866009,2264.64082036227,5.12914928800687,131.793987339142
0.5,59.05,-15.2877222818956,-0.971353331542499,2266.65797350165,5.13327859889114,131.830491793978
0.5,59.1,-15.0808290321661,-0.999475926069977,2268.67514630811,5.13740744142148,131.866984365213
0.5,59.15,-14.8675468260274,-1.03026967440806,2270.69233865521,5.14153581678121,131.903465042111
0.5,59.2,-14.6479309074179,-1.06407787699102,2272.70955041705,5.14566372615127,131.939933814078
0.5,59.25,-14.4220968651883,-1.10128549483095,2274.72678146824,5.14979117071013,131.976390670649
0.5,59.3,-14.1902365473005,-1.1423196854622,2276.74403168389,5.15391815163386,132.012835601497
0.5,59.35,-13.9526361977154,-1.18764737077145,2278.76130093966,5.15804467009611,132.049268596427
0.5,59.4,-13.7096959073278,-1.23776816015843,2280.77858911169,5.16217072726808,132.085689645375
0.5,59.45,-13.4619482511562,-1.29320052776055,2282.79589607665,5.16629632431855,132.122098738411
0.5,59.5,-13.2100719001938,-1.35445898043663,2284.81322171171,5.17042146241389,132.158495865734
0.5,59.55,-12.9548926411879,-1.42202053262414,2286.83056589457,5.17454614271803,132.194881017672
0.5,59.6,-12.6973592135198,-1.49628095012339,2288.84792850341,5.17867036639246,132.231254184685
0.5,59.65,-12.4384746104196,-1.57750610298401,2290.86530941693,5.18279413459625,132.267615357359
0.5,59.7,-12.179156013499,-1.66579251667799,2292.88270851432,5.18691744848606,132.303964526409
0.5,59.75,-11.9199919035164,-1.76106383235966,2294.90012567527,5.1910403092161,132.340301682675
0.5,59.8,-11.660871318019,-1.8631432106407,2296.91756077997,5.19516271793815,132.376626817124
0.5,59.85,-11.4004918940531,-1.97194735285262,2298.93501370912,5.19928467580158,132.412939920849
0.5,59.9,-11.135826743377,-2.08783318898414,2300.95248434389,5.20340618395332,132.449240985067
0.5,59.95,-10.8617480630997,-2.21208483128075,2302.96997256596,5.20752724353786,132.485530001116
0.5,60,-10.5711250972075,-2.34746586835957,2304.98747825749,5.21164785569731,132.521806960461
0.5,60.05,-10.2557239762913,-2.4987149386669,2307.00500130113,5.21576802157167,132.558071854686
0.5,60.1,-9.90800415691998,-2.67286924199305,2309.02254157997,5.2198877422987,132.594324675499
0.5,60.15,-9.52343748998025,-2.87936122006379,2311.04009897772,5.22400701900951,132.630565414726
0.5,60.2,-9.1025577217701,-3.12988748243282,2313.05767337842,5.22812585284056,132.666794064316
0.5,60.25,-8.65197890911468,-3.43800342851037,2315.07526466665,5.23224424492056,132.703010616258
0.5,60.3,-8.18415937371283,-3.81817132422975,2317.09287272749,5.23636219637694,132.739215062945
0.5,60.35,-7.71628978318992,-4.28351962042572,2319.11049744646,5.2404797083348,132.775407396485
0.5,60.4,-7.26885986100813,-4.84080321261464,2321.12813870957,5.2445967819168,132.811587609355
0.5,60.45,-6.86417130930722,-5.48014420941418,2323.1457964033,5.24871341824317,132.847755694091
0.5,60.5,-6.52467270157208,-6.15744711984497,2325.1634704146,5.25282961843175,132.883911643344
0.5,60.55,-6.27086349404018,-6.77401821650922,2327.18116063089,5.25694538359793,132.920055449877
0.5,60.6,-6.11878266710404,-7.17863679140367,2329.19886694005,5.26106071485469,132.95618710657
0.5,60.65,-6.07760535670039,-7.23306704200242,2331.21658923044,5.2651756133126,132.992306606415
0.5,60.7,-6.14822009179022,-6.91624175990698,2333.23432739086,5.26929008007979,133.028413942516
0.5,60.75,-6.3234674204628,-6.34154132597016,2335.25208131059,5.273404116262,133.064509108089
0.5,60.8,-6.5900161882812,-5.66261127165609,2337.26985087936,5.27751772296253,133.100592096461
0.5,60.85,-6.93114055381491,-4.99163987532598,2339.28763598736,5.28163090128227,133.13666290107
0.5,60.9,-7.329437822812,-4.3849275503221,2341.30543652523,5.2857436523197,133.172721515462
0.5,60.95,-7.76882450417793,-3.86068535051762,2343.32325238408,5.28985597717089,133.208767933294
0.5,61,-8.23562345871805,-3.41770827845061,2345.34108345544,5.2939678769295,133.24480214833
0.5,61.05,-8.71889541669874,-3.04693907786959,2347.35892963132,5.29807935268676,133.280824154442
0.5,61.1,-9.2102889634243,-2.73728145849084,2349.37679080417,5.30219040553152,133.316833945608
0.5,61.15,-9.70365574779241,-2.47812818948526,2351.39466686687,5.3063010365502,133.352831515912
0.5,61.2,-10.1945975575131,-2.26026277591306,2353.41255771277,5.31041124682682,133.388816859546
0.5,61.25,-10.6800364280944,-2.07602947689905,2355.43046323564,5.31452103744301,133.424789970804
0.5,61.3,-11.1578471725366,-1.91920965396077,2357.44838332971,5.31863040947797,133.460750844086
0.5,61.35,-11.6265625667282,-1.78480531585325,2359.46631788964,5.32273936400852,133.496699473893
0.5,61.4,-12.0851477700699,-1.66881551871197,2361.48426681051,5.32684790210907,133.532635854831
0.5,61.45,-12.5328356380476,-1.56803778198995,2363.50222998787,5.33095602485163,133.568559981607
0.5,61.5,-12.9690137271775,-1.47990302433962,2365.52020731768,5.33506373330584,133.604471849031
0.5,61.55,-13.393154294557,-1.40234284687921,2367.53819869633,5.33917102853891,133.640371452012
0.5,61.6,-13.8047791399434,-1.33368464501056,2369.55620402066,5.34327791161567,133.676258785559
0.5,61.65,-14.2034513101011,-1.27256940734689,2371.57422318792,5.34738438359856,133.712133844782
0.5,61.7,-14.5887855972786,-1.21788750072926,2373.5922560958,5.35149044554765,133.747996624889
0.5,61.75,-14.9604697803721,-1.16872850543841,2375.61030264239,5.35559609852058,133.783847121186
0.5,61.8,-15.318289056866,-1.12434194606337,2377.62836272624,5.35970134357264,133.819685329076
0.5,61.85,-15.6621473068018,-1.08410644808195,2379.6464362463,5.36380618175673,133.85551124406
0.5,61.9,-15.992080668527,-1.04750541034335,2381.66452310193,5.36791061412337,133.891324861736
0.5,61.95,-16.3082611038081,-1.01410772593813,2383.68262319294,5.37201464172068,133.927126177794
0.5,62,-16.6109897785561,-0.983552426440001,2385.70073641952,5.37611826559444,133.962915188023
