"S_width [mm]","W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []"
0.4,0.6,60.3,-10.6316358714184,-1.12806357177325,2259.61520992972,6.0862618645571,72.3120200893192
0.4,0.6,60.35,-10.3764103888862,-1.16248675081289,2261.62406523658,6.09092854818369,72.3715418629653
0.4,0.6,60.4,-10.1365872976639,-1.1984879518062,2263.63295770062,6.09559421347248,72.4310844320452
0.4,0.6,60.45,-9.91131965494491,-1.23612672661461,2265.64188703533,6.10025886320634,72.4906476602731
0.4,0.6,60.5,-9.69985093326437,-1.27549111019872,2267.65085295556,6.10492250016733,72.5502314119416
0.4,0.6,60.55,-9.50149302961727,-1.316708042981,2269.65985517753,6.10958512713661,72.6098355519215
0.4,0.6,60.6,-9.31560075184377,-1.35995596758522,2271.66889341879,6.11424674689437,72.6694599456617
0.4,0.6,60.65,-9.14153986262509,-1.40547972396416,2273.67796739827,6.11890736221977,72.7291044591896
0.4,0.6,60.7,-8.97864481446847,-1.45360762135869,2275.68707683624,6.12356697589086,72.7887689591107
0.4,0.6,60.75,-8.82616113012093,-1.5047700298063,2277.69622145429,6.1282255906845,72.8484533126086
0.4,0.6,60.8,-8.68316618473963,-1.55951777479533,2279.70540097538,6.13288320937634,72.9081573874451
0.4,0.6,60.85,-8.54846154563974,-1.61853667232777,2281.71461512378,6.13753983474068,72.9678810519599
0.4,0.6,60.9,-8.42043145832787,-1.68265120383078,2283.72386362511,6.1421954695505,73.0276241750707
0.4,0.6,60.95,-8.29686841300256,-1.75280505821232,2285.73314620629,6.14685011657728,73.0873866262727
0.4,0.6,61,-8.17478289611089,-1.82999889158992,2287.74246259559,6.15150377859104,73.1471682756389
0.4,0.6,61.05,-8.05024686785003,-1.91515745379907,2289.75181252258,6.1561564583602,73.2069689938197
0.4,0.6,61.1,-7.91837284805892,-2.00889407198817,2291.76119571814,6.16080815865156,73.2667886520429
0.4,0.6,61.15,-7.77359112443634,-2.11115168143769,2293.77061191446,6.16545888223023,73.3266271221131
0.4,0.6,61.2,-7.61040878431366,-2.22074437336318,2295.78006084506,6.17010863185955,73.386484276412
0.4,0.6,61.25,-7.42472348604669,-2.33491647635138,2297.78954224473,6.17475741030105,73.4463599878977
0.4,0.6,61.3,-7.21544402450497,-2.44915741364871,2299.79905584956,6.17940522031436,73.506254130105
0.4,0.6,61.35,-6.98573643502623,-2.55756612573656,2301.80860139694,6.1840520646572,73.5661665771447
0.4,0.6,61.4,-6.7430503545451,-2.65390436820432,2303.81817862554,6.18869794608525,73.6260972037032
0.4,0.6,61.45,-6.49757150438203,-2.73308057011317,2305.82778727534,6.19334286735218,73.6860458850428
0.4,0.6,61.5,-6.25969592580244,-2.79242167810236,2307.83742708755,6.19798683120949,73.7460124970009
0.4,0.6,61.55,-6.03772084355637,-2.83211557050854,2309.8470978047,6.20262984040655,73.80599691599
0.4,0.6,61.6,-5.83666305754352,-2.85469867532979,2311.85679917056,6.20727189769047,73.8659990189969
0.4,0.6,61.65,-5.65831487783145,-2.86399441499664,2313.8665309302,6.21191300580609,73.926018683583
0.4,0.6,61.7,-5.50205595057705,-2.86405780505062,2315.87629282991,6.21655316749589,73.9860557878834
0.4,0.6,61.75,-5.36584906349837,-2.85846721861847,2317.88608461726,6.22119238549997,74.0461102106065
0.4,0.6,61.8,-5.24706463836733,-2.85001507344137,2319.89590604109,6.22583066255596,74.1061818310342
0.4,0.6,61.85,-5.14302233992404,-2.84068458788779,2321.90575685146,6.230468001399,74.1662705290208
0.4,0.6,61.9,-5.05128138646591,-2.83177185874157,2323.91563679969,6.23510440476165,74.2263761849929
0.4,0.6,61.95,-4.96975761000604,-2.82405130269832,2325.92554563833,6.23973987537388,74.2864986799491
0.4,0.6,62,-4.89674002202916,-2.81793038896581,2327.93548312119,6.24437441596298,74.3466378954593
0.4,0.6,62.05,-4.83085817296587,-2.81357343621389,2329.94544900328,6.24900802925355,74.4067937136641
0.4,0.6,62.1,-4.77103107846666,-2.81099226989178,2331.95544304087,6.25364071796739,74.4669660172747
0.4,0.6,62.15,-4.71641392416967,-2.81010886459754,2333.96546499143,6.2582724848235,74.5271546895723
0.4,0.6,62.2,-4.66634989623286,-2.81079680432191,2335.97551461367,6.26290333253804,74.5873596144073
0.4,0.6,62.25,-4.62032964996403,-2.81290773199655,2337.98559166749,6.26753326382422,74.6475806761992
0.4,0.6,62.3,-4.57795855752474,-2.81628760327916,2339.99569591402,6.2721622813923,74.7078177599357
0.4,0.6,62.35,-4.53893087196871,-2.8207862250628,2342.00582711561,6.27679038794956,74.7680707511725
0.4,0.6,62.4,-4.50300963982514,-2.82626248173738,2344.01598503577,6.28141758620018,74.8283395360323
0.4,0.6,62.45,-4.47001121341582,-2.83258685886829,2346.02616943924,6.28604387884526,74.8886240012047
0.4,0.6,62.5,-4.43979336122941,-2.83964231926531,2348.03638009196,6.29066926858276,74.9489240339454
0.4,0.6,62.55,-4.41224615456507,-2.84732421083475,2350.04661676105,6.29529375810744,75.0092395220753
0.4,0.6,62.6,-4.38728497915954,-2.85553963666719,2352.0568792148,6.29991735011082,75.0695703539806
0.4,0.6,62.65,-4.36484516620104,-2.86420655531226,2354.0671672227,6.30454004728113,75.1299164186113
0.4,0.6,62.7,-4.34487785510409,-2.87325277439054,2356.07748055541,6.3091618523033,75.1902776054815
0.4,0.6,62.75,-4.32734679303526,-2.882614933841,2358.08781898478,6.31378276785888,75.2506538046679
0.4,0.6,62.8,-4.31222584755047,-2.89223753294743,2360.09818228381,6.31840279662601,75.3110449068098
0.4,0.6,62.85,-4.29949706308623,-2.90207202907552,2362.10857022668,6.32302194127937,75.3714508031078
0.4,0.6,62.9,-4.28914913321442,-2.91207602005627,2364.1189825887,6.32764020449017,75.4318713853239
0.4,0.6,62.95,-4.28117619162516,-2.92221251265415,2366.12941914637,6.33225758892606,75.4923065457799
0.4,0.6,63,-4.27557684819975,-2.93244927415651,2368.13987967733,6.33687409725114,75.5527561773577
0.5,0.6,57,-6.59700491418148,-1.85865597891696,2133.70722270786,5.76879362669647,76.9369694326743
0.5,0.6,57.05,-6.74783319753253,-1.8060522171586,2135.70417429112,5.77345086485265,77.0191772086733
0.5,0.6,57.1,-6.90720378972605,-1.75419191125032,2137.70117526118,5.77810721953614,77.1014704356665
0.5,0.6,57.15,-7.07544323812114,-1.70312741762865,2139.69822533531,5.78276269348651,77.1838490078098
0.5,0.6,57.2,-7.25289904634278,-1.65291197379093,2141.69532423217,5.78741728944245,77.2663128198634
0.5,0.6,57.25,-7.4399423836814,-1.60359961425212,2143.69247167178,5.79207101014176,77.3488617671944
0.5,0.6,57.3,-7.63697117411973,-1.55524507983554,2145.68966737549,5.79672385832122,77.4314957457783
0.5,0.6,57.35,-7.84441362306698,-1.50790372086409,2147.68691106602,5.8013758367166,77.5142146522009
0.5,0.6,57.4,-8.0627322516164,-1.46163139502678,2149.68420246744,5.80602694806251,77.5970183836605
0.5,0.6,57.45,-8.29242852278627,-1.41648436093622,2151.68154130516,5.81067719509241,77.6799068379696
0.5,0.6,57.5,-8.53404816256021,-1.37251916867138,2153.67892730592,5.81532658053848,77.7628799135564
0.5,0.6,57.55,-8.78818730167054,-1.32979254892148,2155.67636019781,5.81997510713158,77.8459375094673
0.5,0.6,57.6,-9.0554995933781,-1.28836130271866,2157.67383971023,5.82462277760122,77.9290795253683
0.5,0.6,57.65,-9.3367044998799,-1.24828219417869,2159.67136557394,5.82926959467539,78.0123058615464
0.5,0.6,57.7,-9.63259698798636,-1.20961184917083,2161.66893752099,5.83391556108063,78.095616418912
0.5,0.6,57.75,-9.94405893684377,-1.17240666342611,2163.66655528476,5.83856067954185,78.1790110990001
0.5,0.6,57.8,-10.2720726415806,-1.13672272428622,2165.66421859994,5.84320495278232,78.2624898039722
0.5,0.6,57.85,-10.617736903585,-1.1026157511177,2167.66192720255,5.84784838352358,78.3460524366177
0.5,0.6,57.9,-10.9822863402443,-1.0701410604022,2169.6596808299,5.85249097448542,78.4296989003558
0.5,0.6,57.95,-11.367114738099,-1.03935356270391,2171.65747922059,5.85713272838573,78.513429099237
0.5,0.6,58,-11.7738035333945,-1.01030780016821,2173.65532211455,5.86177364794054,78.5972429379443
0.5,0.6,58.05,-12.2041568622839,-0.983058034993843,2175.65320925297,5.86641373586386,78.6811403217953
0.5,0.6,58.1,-12.6602451233759,-0.95765840154278,2177.65114037835,5.87105299486769,78.7651211567431
0.5,0.6,58.15,-13.1444597048277,-0.934163137536745,2179.64911523446,5.8756914276619,78.8491853493783
0.5,0.6,58.2,-13.6595825505471,-0.912626913308718,2181.64713356638,5.88032903695423,78.9333328069301
0.5,0.6,58.25,-14.208875739588,-0.893105282560785,2183.64519512043,5.88496582545015,79.0175634372678
0.5,0.6,58.3,-14.796198495427,-0.875655283830912,2185.64329964423,5.88960179585287,79.1018771489023
0.5,0.6,58.35,-15.4261624683064,-0.860336229301343,2187.64144688664,5.89423695086325,79.1862738509871
0.5,0.6,58.4,-16.1043414948152,-0.847210727239734,2189.63963659783,5.89887129317971,79.2707534533202
0.5,0.6,58.45,-16.8375606503675,-0.836345996995735,2191.63786852918,5.90350482549823,79.3553158663448
0.5,0.6,58.5,-17.6343036562768,-0.827815552088003,2193.63614243336,5.90813755051225,79.4399610011511
0.5,0.6,58.55,-18.5053020624708,-0.821701348880727,2195.63445806428,5.91276947091263,79.5246887694772
0.5,0.6,58.6,-19.4644128623723,-0.818096527534618,2197.63281517709,5.91740058938757,79.6094990837105
0.5,0.6,58.65,-20.5299712486278,-0.817108910881403,2199.6312135282,5.92203090862259,79.6943918568888
0.5,0.6,58.7,-21.7269607132534,-0.818865479110916,2201.62965287524,5.92666043130042,79.7793670027016
0.5,0.6,58.75,-23.0906614484073,-0.823518108458957,2203.62813297709,5.93128916010099,79.864424435491
0.5,0.6,58.8,-24.6731308071883,-0.831250956959503,2205.62665359387,5.93591709770139,79.9495640702532
0.5,0.6,58.85,-26.5554616889499,-0.842290008590226,2207.62521448689,5.94054424677573,80.0347858226394
0.5,0.6,58.9,-28.8724880089545,-0.856915460546327,2209.62381541872,5.94517060999518,80.1200896089567
0.5,0.6,58.95,-31.8632197478281,-0.875477872197024,2211.62245615313,5.94979619002786,80.2054753461694
0.5,0.6,59,-35.9235782201322,-0.898419307459226,2213.6211364551,5.95442098953883,80.2909429519001
0.5,0.6,59.05,-40.4862466031137,-0.926301116292794,2215.61985609083,5.95904501118997,80.3764923444303
0.5,0.6,59.1,-38.8339839317243,-0.959840535054716,2217.61861482773,5.96366825764003,80.4621234427018
0.5,0.6,59.15,-34.4584507608147,-0.999958943973692,2219.6174124344,5.96829073154446,80.5478361663176
0.5,0.6,59.2,-31.2378607744072,-1.04784536196877,2221.61624868063,5.97291243555547,80.6336304355423
0.5,0.6,59.25,-28.8694153527676,-1.10503942866133,2223.61512333743,5.9775333723219,80.7195061713037
0.5,0.6,59.3,-27.0128872838916,-1.17353830040624,2225.61403617697,5.98215354448923,80.8054632951935
0.5,0.6,59.35,-25.4661316860763,-1.25593057471873,2227.61298697263,5.98677295469948,80.8915017294678
0.5,0.6,59.4,-24.0979456609248,-1.35555536141032,2229.61197549894,5.9913916055912,80.9776213970484
0.5,0.6,59.45,-22.8121790843861,-1.47667139203431,2231.61100153164,5.99600949979942,81.0638222215232
0.5,0.6,59.5,-21.5338092455574,-1.62459080431593,2233.61006484762,6.00062663995558,81.1501041271473
0.5,0.6,59.55,-20.207487062618,-1.80566962516051,2235.60916522494,6.0052430286875,81.2364670388436
0.5,0.6,59.6,-18.802337550019,-2.02693036657236,2237.60830244284,6.00985866861933,81.3229108822037
0.5,0.6,59.65,-17.3166524094777,-2.29490712207916,2239.60747628168,6.01447356237153,81.4094355834885
0.5,0.6,59.7,-15.7772292268618,-2.61309824658669,2241.60668652303,6.01908771256078,81.4960410696288
0.5,0.6,59.75,-14.2322944512386,-2.97743969413864,2243.60593294956,6.02370112179999,81.5827272682261
0.5,0.6,59.8,-12.7407997674924,-3.37013403670133,2245.60521534512,6.02831379269819,81.6694941075534
0.5,0.6,59.85,-11.3611388940636,-3.7548494000951,2247.6045334947,6.03292572786058,81.7563415165555
0.5,0.6,59.9,-10.1407399574034,-4.07993738021983,2249.6038871844,6.0375369298884,81.8432694248499
0.5,0.6,59.95,-9.10785727283691,-4.29523248803252,2251.60327620149,6.04214740137891,81.9302777627272
0.5,0.6,60,-8.26794131210772,-4.37580951716444,2253.60270033435,6.04675714492543,82.0173664611519
0.5,0.6,60.05,-7.60625609319671,-4.33333166916392,2255.60215937249,6.05136616311717,82.1045354517625
0.5,0.6,60.1,-7.09532547248287,-4.20503723110948,2257.60165310654,6.05597445853929,82.1917846668726
0.5,0.6,60.15,-6.70340385758299,-4.03293251942152,2259.60118132826,6.06058203377281,82.279114039471
0.5,0.6,60.2,-6.40074915846317,-3.84978196428803,2261.6007438305,6.06518889139462,82.3665235032223
0.5,0.6,60.25,-6.16273390527098,-3.67569312327895,2263.60034040723,6.06979503397738,82.4540129924673
0.5,0.6,60.3,-5.97050973840858,-3.52057131697472,2265.59997085354,6.07440046408953,82.5415824422237
0.5,0.6,60.35,-5.81036985582104,-3.38782597340093,2267.5996349656,6.07900518429525,82.6292317881863
0.5,0.6,60.4,-5.67267137663075,-3.27732743474881,2269.59933254069,6.08360919715438,82.7169609667272
0.5,0.6,60.45,-5.5507742673183,-3.18728844466015,2271.59906337717,6.08821250522247,82.8047699148968
0.5,0.6,60.5,-5.4401694877376,-3.11531869786141,2273.59882727449,6.09281511105064,82.8926585704234
0.5,0.6,60.55,-5.33782332520184,-3.05896087418733,2275.59862403321,6.09741701718563,82.9806268717142
0.5,0.6,60.6,-5.24170782018468,-3.01593415647982,2277.59845345493,6.10201822616974,83.0686747578553
0.5,0.6,60.65,-5.15047379532357,-2.9842241521089,2279.59831534236,6.10661874054077,83.156802168612
0.5,0.6,60.7,-5.06322687162263,-2.96209742351063,2281.59820949926,6.11121856283203,83.2450090444292
0.5,0.6,60.75,-4.97937547638926,-2.94808228082123,2283.59813573047,6.11581769557228,83.3332953264316
0.5,0.6,60.8,-4.89852827065537,-2.94093702806266,2285.59809384188,6.1204161412857,83.421660956424
0.5,0.6,60.85,-4.82042517119835,-2.93961589039518,2287.59808364046,6.12501390249189,83.5101058768915
0.5,0.6,60.9,-4.74489110107227,-2.94323716600791,2289.59810493421,6.12961098170577,83.5986300309997
0.5,0.6,60.95,-4.67180508966892,-2.95105529703296,2291.5981575322,6.13420738143764,83.6872333625949
0.5,0.6,61,-4.60107973785285,-2.96243718991906,2293.59824124455,6.13880310419307,83.7759158162042
0.5,0.6,61.05,-4.53264768733596,-2.97684251274071,2295.59835588241,6.14339815247293,83.864677337036
0.5,0.6,61.1,-4.4664528277283,-2.99380747342036,2297.59850125797,6.14799252877333,83.9535178709796
0.5,0.6,61.15,-4.4024447107327,-3.01293154101952,2299.59867718446,6.15258623558558,84.0424373646058
0.5,0.6,61.2,-4.34057513628558,-3.03386661150606,2301.59888347613,6.1571792753962,84.1314357651668
0.5,0.6,61.25,-4.28079620949015,-3.05630819004737,2303.59911994829,6.16177165068688,84.2205130205961
0.5,0.6,61.3,-4.22305939314376,-3.07998824067389,2305.59938641723,6.16636336393442,84.3096690795091
0.5,0.6,61.35,-4.16731523403995,-3.10466943149131,2307.59968270028,6.17095441761075,84.3989038912026
0.5,0.6,61.4,-4.11351354572419,-3.13014057681914,2309.60000861578,6.17554481418288,84.4882174056553
0.5,0.6,61.45,-4.06160390183716,-3.15621314751542,2311.60036398309,6.18013455611288,84.5776095735272
0.5,0.6,61.5,-4.01153634319346,-3.18271878976862,2313.60074862256,6.18472364585785,84.6670803461605
0.5,0.6,61.55,-3.96326223544848,-3.20950786371721,2315.60116235556,6.1893120858699,84.7566296755788
0.5,0.6,61.6,-3.91673523739606,-3.23644908860042,2317.60160500443,6.19389987859612,84.8462575144874
0.5,0.6,61.65,-3.87191235585791,-3.26343046040188,2319.60207639254,6.19848702647857,84.9359638162732
0.5,0.6,61.7,-3.82875507395151,-3.29036168490181,2321.60257634424,6.20307353195425,85.0257485350049
0.5,0.6,61.75,-3.78723054672213,-3.3171784257616,2323.60310468484,6.20765939745507,85.1156116254323
0.5,0.6,61.8,-3.74731286266563,-3.34384866462982,2325.60366124066,6.21224462540782,85.2055530429871
0.5,0.6,61.85,-3.70898437217286,-3.37038133506143,2327.60424583899,6.2168292182342,85.2955727437819
0.5,0.6,61.9,-3.67223708477395,-3.39683700441299,2329.60485830809,6.22141317835071,85.3856706846107
0.5,0.6,61.95,-3.63707413644876,-3.42333957311357,2331.60549847721,6.22599650816872,85.4758468229485
0.5,0.6,62,-3.60351132626724,-3.45008657767793,2333.60616617654,6.23057921009438,85.5661011169512
0.5,0.6,62.05,-3.57157871819965,-3.47735371362794,2335.60686123724,6.23516128652865,85.6564335254554
0.5,0.6,62.1,-3.54132229898783,-3.5054870756464,2337.60758349143,6.23974273986724,85.7468440079784
0.5,0.6,62.15,-3.51280567634508,-3.53487560451449,2339.60833277219,6.24432357250062,85.8373325247178
0.5,0.6,62.2,-3.48611179327853,-3.56589849380254,2341.60910891356,6.24890378681399,85.9278990365514
0.5,0.6,62.25,-3.46134462383829,-3.59884994795562,2343.60991175049,6.25348338518726,86.018543505037
0.5,0.6,62.3,-3.43863080297631,-3.63385627074538,2345.61074111891,6.25806236999503,86.1092658924119
0.5,0.6,62.35,-3.41812112842641,-3.6708122014502,2347.61159685567,6.26264074360658,86.2000661615932
0.5,0.6,62.4,-3.39999185575009,-3.7093650272633,2349.61247879855,6.26721850838585,86.290944276177
0.5,0.6,62.45,-3.38444568933139,-3.74895999897963,2351.61338678629,6.27179566669142,86.3819002004384
0.5,0.6,62.5,-3.37171235290025,-3.78893464883481,2353.61432065852,6.2763722208765,86.4729338993312
0.5,0.6,62.55,-3.36204860431621,-3.82862892706967,2355.61528025581,6.28094817328889,86.5640453384875
0.5,0.6,62.6,-3.35573754259728,-3.8674758037085,2357.61626541966,6.28552352627103,86.6552344842175
0.5,0.6,62.65,-3.35308704289003,-3.90505188098323,2359.61727599247,6.29009828215988,86.7465013035091
0.5,0.6,62.7,-3.35442715022384,-3.9410872086094,2361.61831181756,6.29467244328702,86.8378457640275
0.5,0.6,62.75,-3.36010626898451,-3.97544646350872,2363.61937273914,6.29924601197854,86.9292678341152
0.5,0.6,62.8,-3.37048600588472,-4.00809678667508,2365.62045860235,6.30381899055509,87.020767482791
0.5,0.6,62.85,-3.38593456349329,-4.03907416650261,2367.62156925321,6.30839138133184,87.1123446797504
0.5,0.6,62.9,-3.40681864206416,-4.06845494530391,2369.62270453864,6.31296318661845,87.2039993953644
0.5,0.6,62.95,-3.43349389089802,-4.0963346719834,2371.62386430647,6.3175344087191,87.2957316006799
0.5,0.6,63,-3.46629405574183,-4.12281395820957,2373.62504840539,6.32210504993245,87.3875412674186
0.2,0.7,57,-6.57961354512905,-1.64607381010292,2116.74791963579,5.95109517232213,53.8889976363068
0.2,0.7,57.05,-6.65079332753623,-1.62598627140649,2118.78884127394,5.95605091505566,53.9282934750225
0.2,0.7,57.1,-6.7256838404652,-1.60535643113326,2120.82986889932,5.96100490453415,53.9676046910066
0.2,0.7,57.15,-6.80444047394996,-1.58420551209855,2122.87100184446,5.96595714312751,54.0069311011729
0.2,0.7,57.2,-6.8872265486093,-1.56255591471525,2124.91223944417,5.9709076332254,54.0462725228181
0.2,0.7,57.25,-6.97421387269154,-1.54043122908434,2126.95358103544,5.97585637723698,54.0856287736238
0.2,0.7,57.3,-7.0655833549043,-1.51785624736445,2128.99502595753,5.98080337759068,54.124999671659
0.2,0.7,57.35,-7.16152568029275,-1.49485697639984,2131.0365735519,5.98574863673397,54.1643850353831
0.2,0.7,57.4,-7.26224205754079,-1.4714606506252,2133.07822316226,5.99069215713317,54.2037846836478
0.2,0.7,57.45,-7.36794504737256,-1.44769574531805,2135.11997413453,5.99563394127316,54.2431984356995
0.2,0.7,57.5,-7.4788594832637,-1.42359199034002,2137.16182581687,6.00057399165721,54.2826261111819
0.2,0.7,57.55,-7.59522349747792,-1.39918038460292,2139.20377755966,6.00551231080676,54.3220675301382
0.2,0.7,57.6,-7.71728966758071,-1.37449321162156,2141.24582871551,6.01044890126114,54.3615225130135
0.2,0.7,57.65,-7.84532630111518,-1.34956405668375,2143.28797863925,6.01538376557744,54.4009908806568
0.2,0.7,57.7,-7.97961887914156,-1.3244278263924,2145.33022668796,6.02031690633019,54.4404724543238
0.2,0.7,57.75,-8.12047168294042,-1.29912077163636,2147.37257222091,6.02524832611125,54.4799670556784
0.2,0.7,57.8,-8.26820963249452,-1.27368051545104,2149.41501459961,6.03017802752948,54.5194745067953
0.2,0.7,57.85,-8.42318037055005,-1.24814608777719,2151.45755318779,6.03510601321063,54.5589946301622
0.2,0.7,57.9,-8.58575663231741,-1.22255796986949,2153.5001873514,6.04003228579704,54.5985272486819
0.2,0.7,57.95,-8.75633894845447,-1.19695815212279,2155.54291645861,6.04495684794748,54.638072185674
0.2,0.7,58,-8.93535873819574,-1.17139021048373,2157.58573987982,6.04987970233693,54.6776292648777
0.2,0.7,58.05,-9.12328186074757,-1.14589940855629,2159.62865698762,6.05480085165633,54.7171983104532
0.2,0.7,58.1,-9.32061270686448,-1.12053283522249,2161.67166715686,6.05972029861243,54.7567791469839
0.2,0.7,58.15,-9.52789892949386,-1.09533959141605,2163.71476976455,6.06463804592752,54.7963715994786
0.2,0.7,58.2,-9.7457369333343,-1.07037104509347,2165.75796418996,6.06955409633928,54.8359754933732
0.2,0.7,58.25,-9.97477826912459,-1.0456811811444,2167.80124981455,6.07446845260052,54.8755906545327
0.2,0.7,58.3,-10.2157371107717,-1.02132708397505,2169.84462602199,6.07938111747902,54.9152169092534
0.2,0.7,58.35,-10.4693990336771,-0.99736960618107,2171.88809219817,6.08429209375729,54.954854084264
0.2,0.7,58.4,-10.736631362902,-0.973874298930601,2173.93164773118,6.08920138423238,54.9945020067285
0.2,0.7,58.45,-11.0183954226615,-0.950912710506514,2175.9752920113,6.09410899171568,55.0341605042471
0.2,0.7,58.5,-11.3157610971599,-0.928564200429308,2178.01902443105,6.09901491903271,55.0738294048585
0.2,0.7,58.55,-11.6299242105633,-0.906918465873011,2180.06284438512,6.10391916902294,55.1135085370416
0.2,0.7,58.6,-11.9622273549666,-0.886079021599732,2182.1067512704,6.10882174453957,55.153197729717
0.2,0.7,58.65,-12.3141849435851,-0.866167868842972,2184.150744486,6.11372264844932,55.1928968122491
0.2,0.7,58.7,-12.687513445832,-0.847331400535688,2186.19482343321,6.11862188363228,55.2326056144473
0.2,0.7,58.75,-13.084167975605,-0.829746871631631,2188.23898751551,6.12351945298166,55.2723239665683
0.2,0.7,58.8,-13.506386666101,-0.81362666538391,2190.28323613858,6.12841535940365,55.312051699317
0.2,0.7,58.85,-13.9567446330253,-0.799212275231441,2192.32756871029,6.13330960581716,55.3517886438487
0.2,0.7,58.9,-14.4382200871723,-0.786738379572027,2194.37198464069,6.13820219515369,55.3915346317703
0.2,0.7,58.95,-14.9542776164032,-0.776328671842374,2196.41648334202,6.14309313035711,55.4312894951422
0.2,0.7,59,-15.508983951701,-0.767777651453672,2198.46106422869,6.14798241438346,55.4710530664793
0.2,0.7,59.05,-16.1072205688505,-0.76025424708289,2200.50572671731,6.15287005020078,55.5108251787533
0.2,0.7,59.1,-16.755321341999,-0.752238943894669,2202.55047022665,6.15775604078892,55.5506056653931
0.2,0.7,59.15,-17.4641117015067,-0.742204927472677,2204.59529417766,6.16264038913935,55.5903943602875
0.2,0.7,59.2,-18.2670910554116,-0.729807005665595,2206.64019799347,6.16752309825497,55.6301910977855
0.2,0.7,59.25,-19.2580781807661,-0.716219144206741,2208.68518109936,6.17240417114991,55.6699957126983
0.2,0.7,59.3,-20.2638995261945,-0.70319474838417,2210.73024292279,6.17728361084939,55.7098080403007
0.2,0.7,59.35,-21.2579443129671,-0.692098714578809,2212.7753828934,6.18216142038951,55.7496279163322
0.2,0.7,59.4,-22.3745857556459,-0.683683564168837,2214.82060044295,6.18703760281705,55.7894551769983
0.2,0.7,59.45,-23.6125851787214,-0.678304711082184,2216.86589500539,6.19191216118933,55.8292896589721
0.2,0.7,59.5,-24.9298253991672,-0.676170334846733,2218.91126601682,6.19678509857401,55.8691311993953
0.2,0.7,59.55,-26.2072663339958,-0.677501195762671,2220.95671291549,6.20165641804891,55.9089796358797
0.2,0.7,59.6,-27.1831301362885,-0.682618088751027,2223.0022351418,6.20652612270183,55.9488348065078
0.2,0.7,59.65,-27.490019537015,-0.691992819529627,2225.04783213829,6.21139421563038,55.9886965498351
0.2,0.7,59.7,-26.9574318673125,-0.706280247255292,2227.09350334966,6.21626069994185,56.0285647048901
0.2,0.7,59.75,-25.8222128791677,-0.726323029079601,2229.13924822272,6.22112557875293,56.0684391111762
0.2,0.7,59.8,-24.457453028596,-0.753081239212872,2231.18506620646,6.22598885518965,56.1083196086723
0.2,0.7,59.85,-23.1116044808855,-0.787367118716923,2233.23095675196,6.23085053238713,56.1482060378315
0.2,0.7,59.9,-21.9053795953056,-0.829154329450757,2235.27691931246,6.23571061348946,56.1880982396161
0.2,0.7,59.95,-20.8983360271846,-0.876187098775189,2237.32295334333,6.2405691016495,56.2279960553863
0.2,0.7,60,-20.1262232659277,-0.922102181611885,2239.36905830203,6.24542600002874,56.2678993270712
0.2,0.7,60.05,-19.6008873963812,-0.956015675615496,2241.41523364818,6.2502813117971,56.3078078970388
0.2,0.7,60.1,-19.2834795992063,-0.967071738353558,2243.4614788435,6.2551350401328,56.3477216081452
0.2,0.7,60.15,-19.0651925276225,-0.952840102033967,2245.50779335182,6.25998718822216,56.3876403037296
0.2,0.7,60.2,-18.8049456734721,-0.921936132311436,2247.55417663908,6.26483775925947,56.4275638276156
0.2,0.7,60.25,-18.411716117785,-0.88688520488425,2249.60062817335,6.26968675644681,56.4674920241117
0.2,0.7,60.3,-17.8831198292535,-0.856566853871014,2251.64714742477,6.27453418299387,56.507424738012
0.2,0.7,60.35,-17.269795720532,-0.834632159397236,2253.6937338656,6.27938004211786,56.5473618145976
0.2,0.7,60.4,-16.6262122454963,-0.821391160436511,2255.7403869702,6.28422433704326,56.5873030996368
0.2,0.7,60.45,-15.9893876922604,-0.815777001649478,2257.787106215,6.28906707100172,56.6272484393865
0.2,0.7,60.5,-15.3789126189179,-0.816427207926964,2259.83389107853,6.2939082472319,56.6671976805927
0.2,0.7,60.55,-14.802970688023,-0.822109007557326,2261.88074104143,6.29874786897929,56.7071506704912
0.2,0.7,60.6,-14.2635308643025,-0.83182781154057,2263.92765558638,6.30358593949608,56.7471072568087
0.2,0.7,60.65,-13.7595583433903,-0.844816269213081,2265.97463419817,6.308422462041,56.7870672877633
0.2,0.7,60.7,-13.2887492094189,-0.860490575469565,2268.02167636363,6.31325743987915,56.8270306120651
0.2,0.7,60.75,-12.8483993787806,-0.878405730248025,2270.0687815717,6.31809087628189,56.8669970789172
0.2,0.7,60.8,-12.4358128222727,-0.898218815089524,2272.11594931336,6.32292277452664,56.9069665380163
0.2,0.7,60.85,-12.0484765010453,-0.919661225202826,2274.16317908165,6.32775313789677,56.946938839553
0.2,0.7,60.9,-11.684121314088,-0.942518401880873,2276.21047037167,6.33258196968144,56.9869138342132
0.2,0.7,60.95,-11.3407296209225,-0.966615254158957,2278.2578226806,6.33740927317545,57.0268913731777
0.2,0.7,61,-11.0165194706358,-0.991805717249139,2280.30523550763,6.3422350516791,57.0668713081236
0.2,0.7,61.05,-10.7099202246321,-1.01796526479133,2282.35270835403,6.34705930849803,57.1068534912247
