"S_width [mm]","W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []"
0.2,0.5,59.85,-12.920011319399,-0.773187781266346,2169.1250188045,6.20453701748933,61.4046607609404
0.2,0.5,59.9,-13.2257213505674,-0.757997175740771,2171.14955257116,6.20977495690873,61.4494645856907
0.2,0.5,59.95,-13.5474462040364,-0.743212392623514,2173.17430187917,6.21501103849415,61.4943189769979
0.2,0.5,60,-13.8864191322914,-0.728863777283156,2175.1992658776,6.22024525997968,61.5392237357057
0.2,0.5,60.05,-14.244031615525,-0.714981262789762,2177.22444371656,6.22547761914611,61.584178662411
0.2,0.5,60.1,-14.6218610709761,-0.701594290652284,2179.24983454721,6.23070811382079,61.6291835574689
0.2,0.5,60.15,-15.0217045967869,-0.68873173016598,2181.27543752176,6.23593674187746,61.6742382209979
0.2,0.5,60.2,-15.4456202924614,-0.676421796705993,2183.30125179348,6.2411635012361,61.7193424528856
0.2,0.5,60.25,-15.8959781218038,-0.664691969331172,2185.32727651673,6.24638838986274,61.7644960527938
0.2,0.5,60.3,-16.3755228081751,-0.653568908087587,2187.35351084699,6.25161140576932,61.8096988201639
0.2,0.5,60.35,-16.8874518676518,-0.643078371424802,2189.37995394081,6.25683254701354,61.8549505542221
0.2,0.5,60.4,-17.435512531292,-0.633245134158264,2191.40660495588,6.26205181169864,61.900251053985
0.2,0.5,60.45,-18.0241217852383,-0.624092906428312,2193.43346305102,6.26726919797328,61.9456001182646
0.2,0.5,60.5,-18.6585135371867,-0.615644254119877,2195.46052738618,6.27248470403137,61.9909975456739
0.2,0.5,60.55,-19.3449146700428,-0.60792052121623,2197.48779712249,6.27769832811189,62.0364431346321
0.2,0.5,60.6,-20.0907441989188,-0.600941754565109,2199.51527142222,6.28291006849872,62.0819366833697
0.2,0.5,60.65,-20.9048088694116,-0.594726631535697,2201.54294944883,6.28811992352049,62.1274779899342
0.2,0.5,60.7,-21.7974143532291,-0.589292391040337,2203.57083036698,6.29332789155042,62.1730668521953
0.2,0.5,60.75,-22.7801733560517,-0.584654768384892,2205.59891334251,6.2985339710061,62.2187030678498
0.2,0.5,60.8,-23.8649423220948,-0.580827934396771,2207.62719754249,6.3037381603494,62.2643864344275
0.2,0.5,60.85,-25.0604361397767,-0.577824439259407,2209.65568213522,6.30894045808621,62.3101167492962
0.2,0.5,60.9,-26.3629258642078,-0.575655161456758,2211.68436629021,6.31414086276638,62.3558938096667
0.2,0.5,60.95,-27.7329627240448,-0.574329262201279,2213.71324917824,6.31933937298344,62.4017174125987
0.2,0.5,61,-29.0459470961113,-0.573854145683981,2215.74232997134,6.32453598737451,62.4475873550055
0.2,0.5,61.05,-30.0289231962709,-0.574235425446252,2217.77160784282,6.32973070462009,62.4935034336598
0.2,0.5,61.1,-30.314674430188,-0.575476897130165,2219.80108196725,6.33492352344392,62.5394654451983
0.2,0.5,61.15,-29.7585869441709,-0.577580517817892,2221.83075152051,6.34011444261276,62.5854731861276
0.2,0.5,61.2,-28.6157619800854,-0.580546392121812,2223.86061567978,6.34530346093629,62.6315264528291
0.2,0.5,61.25,-27.2463633451383,-0.584372765135997,2225.89067362355,6.35049057726686,62.6776250415644
0.2,0.5,61.3,-25.8724663954409,-0.58905602230716,2227.92092453163,6.35567579049939,62.7237687484803
0.2,0.5,61.35,-24.5847327283936,-0.59459069623004,2229.95136758517,6.36085909957114,62.7699573696143
0.2,0.5,61.4,-23.4075183727788,-0.600969480318935,2231.98200196667,6.36604050346159,62.8161907008998
0.2,0.5,61.45,-22.3390180663654,-0.608183249254664,2234.01282685999,6.37122000119223,62.8624685381711
0.2,0.5,61.5,-21.3689149883009,-0.616221086055062,2236.04384145034,6.3763975918264,62.9087906771688
0.2,0.5,61.55,-20.4852194749838,-0.625070315568292,2238.07504492432,6.38157327446912,62.9551569135449
0.2,0.5,61.6,-19.6766748193689,-0.634716544141789,2240.10643646992,6.3867470482669,63.0015670428679
0.2,0.5,61.65,-18.933448088548,-0.645143705177067,2242.13801527652,6.39191891240761,63.0480208606285
0.2,0.5,61.7,-18.2471884633385,-0.65633411024109,2244.16978053491,6.39708886612027,63.0945181622439
0.2,0.5,61.75,-17.6108750004865,-0.668268505370578,2246.2017314373,6.40225690867486,63.1410587430638
0.2,0.5,61.8,-17.0186147742332,-0.680926132175051,2248.23386717734,6.40742303938222,63.187642398375
0.2,0.5,61.85,-16.4654495011032,-0.694284793319375,2250.26618695011,6.41258725759377,63.2342689234069
0.2,0.5,61.9,-15.9471884640967,-0.708320921946428,2252.29868995212,6.41774956270143,63.2809381133364
0.2,0.5,61.95,-15.460270235116,-0.723009654585448,2254.33137538138,6.42290995413742,63.3276497632931
0.2,0.5,62,-15.0016503700648,-0.738324907082032,2256.36424243733,6.42806843137404,63.3744036683645
0.2,0.5,62.05,-14.5687108671549,-0.754239453081103,2258.39729032091,6.43322499392356,63.4211996236008
0.2,0.5,62.1,-14.1591872696167,-0.770725004594656,2260.43051823454,6.43837964133801,63.4680374240207
0.2,0.5,62.15,-13.7711098599683,-0.787752294191251,2262.46392538214,6.44353237320899,63.5149168646155
0.2,0.5,62.2,-13.4027560416914,-0.80529115835398,2264.49751096914,6.44868318916755,63.561837740355
0.2,0.5,62.25,-13.0526115941681,-0.823310621567603,2266.53127420248,6.45383208888398,63.6087998461922
0.2,0.5,62.3,-12.7193389787738,-0.841778980712964,2268.56521429063,6.45897907206759,63.6558029770683
0.2,0.5,62.35,-12.4017512681522,-0.860663889368291,2270.5993304436,6.46412413846665,63.7028469279179
0.2,0.5,62.4,-12.098790580219,-0.879932441640545,2272.63362187294,6.4692672878681,63.7499314936742
0.2,0.5,62.45,-11.8095101391945,-0.899551255176768,2274.66808779175,6.47440852009744,63.7970564692734
0.2,0.5,62.5,-11.5330592725851,-0.919486553033891,2276.70272741471,6.47954783501852,63.8442216496603
0.2,0.5,62.55,-11.2686707976454,-0.939704244115444,2278.73753995805,6.48468523253341,63.8914268297931
0.2,0.5,62.6,-11.0156503631425,-0.960170001915148,2280.77252463959,6.48982071258218,63.9386718046485
0.2,0.5,62.65,-10.7733673997123,-0.980849341339176,2282.80768067875,6.49495427514272,63.9859563692262
0.2,0.5,62.7,-10.5412474005138,-1.00170769341136,2284.84300729653,6.50008592023061,64.0332803185544
0.2,0.5,62.75,-10.3187653076372,-1.02271047769803,2286.87850371556,6.50521564789892,64.0806434476947
0.2,0.5,62.8,-10.105439822161,-1.043823172321,2288.91416916006,6.51034345823801,64.1280455517465
0.2,0.5,62.85,-9.90082848941877,-1.0650113814588,2290.95000285591,6.51546935137541,64.1754864258526
0.2,0.5,62.9,-9.70452343788317,-1.08624090026651,2292.98600403059,6.52059332747558,64.2229658652035
0.2,0.5,62.95,-9.51614767158346,-1.10747777717407,2295.02217191324,6.52571538673978,64.2704836650429
0.2,0.5,63,-9.3353518332943,-1.12868837355076,2297.05850573464,6.53083552940588,64.318039620672
0.3,0.5,57,-6.47034928908456,-1.64202457702687,2090.87100026122,5.87251146755019,67.3093573811414
0.3,0.5,57.05,-6.53580904500571,-1.62810741669275,2092.88426171061,5.87753927236103,67.3624964708808
0.3,0.5,57.1,-6.60206493518383,-1.61338563692159,2094.89766711579,5.88256529720412,67.4156860057794
0.3,0.5,57.15,-6.66893750119387,-1.59789013732111,2096.91121578183,5.88758954261102,67.4689257576911
0.3,0.5,57.2,-6.73645516376298,-1.58165317749527,2098.92490701545,5.89261200914627,67.5222154984747
0.3,0.5,57.25,-6.80484829915495,-1.56470828006055,2100.93874012501,5.89763269740715,67.5755549999999
0.3,0.5,57.3,-6.87450758544713,-1.54709013444601,2102.95271442054,5.90265160802346,67.6289440341524
0.3,0.5,57.35,-6.94592377502252,-1.52883450208934,2104.96682921371,5.90766874165732,67.6823823728397
0.3,0.5,57.4,-7.01962747828745,-1.50997812358853,2106.98108381786,5.9126840990029,67.735869787996
0.3,0.5,57.45,-7.09614180502451,-1.49055862831471,2108.99547754801,5.91769768078618,67.7894060515882
0.3,0.5,57.5,-7.17595275962581,-1.47061444693749,2111.01000972084,5.92270948776479,67.8429909356207
0.3,0.5,57.55,-7.25949609801439,-1.45018472726091,2113.02467965472,5.92771952072769,67.8966242121413
0.3,0.5,57.6,-7.3471563067175,-1.42930925371781,2115.03948666968,5.93272778049501,67.9503056532457
0.3,0.5,57.65,-7.43927289815324,-1.40802837082293,2117.05443008747,5.93773426791779,68.0040350310836
0.3,0.5,57.7,-7.53615013018223,-1.3863829108438,2119.0695092315,5.94273898387776,68.0578121178636
0.3,0.5,57.75,-7.63806756015561,-1.36441412591186,2121.0847234269,5.94774192928709,68.1116366858582
0.3,0.5,57.8,-7.74528999301381,-1.34216362476881,2123.10007200049,5.95274310508819,68.1655085074094
0.3,0.5,57.85,-7.85807619904301,-1.31967331432343,2125.1155542808,5.95774251225347,68.2194273549334
0.3,0.5,57.9,-7.97668627353018,-1.29698534618576,2127.13116959807,5.96274015178511,68.2733930009264
0.3,0.5,57.95,-8.10138777069129,-1.2741420683493,2129.14691728424,5.96773602471482,68.3274052179688
0.3,0.5,58,-8.23246085442578,-1.25118598220989,2131.16279667299,5.97273013210362,68.3814637787311
0.3,0.5,58.05,-8.37020273510531,-1.22815970514598,2133.17880709969,5.97772247504164,68.4355684559785
0.3,0.5,58.1,-8.5149316483174,-1.20510593894017,2135.19494790147,5.98271305464784,68.489719022576
0.3,0.5,58.15,-8.66699060384547,-1.18206744440305,2137.21121841717,5.98770187206981,68.5439152514934
0.3,0.5,58.2,-8.82675110478141,-1.15908702266983,2139.22761798736,5.99268892848355,68.5981569158103
0.3,0.5,58.25,-8.99461701400969,-1.13620750378784,2141.24414595434,5.99767422509323,68.652443788721
0.3,0.5,58.3,-9.17102873100633,-1.11347174340495,2143.26080166218,6.00265776313098,68.7067756435394
0.3,0.5,58.35,-9.35646783677507,-1.09092262861934,2145.27758445666,6.00763954385661,68.7611522537037
0.3,0.5,58.4,-9.55146236896224,-1.06860309437433,2147.29449368533,6.01261956855747,68.8155733927815
0.3,0.5,58.45,-9.75659290288803,-1.0465561521999,2149.31152869746,6.01759783854816,68.8700388344746
0.3,0.5,58.5,-9.97249963786419,-1.02482493364361,2151.3286888441,6.0225743551703,68.9245483526235
0.3,0.5,58.55,-10.1998907226947,-1.00345275143661,2153.34597347805,6.02754911979236,68.9791017212125
0.3,0.5,58.6,-10.4395521012509,-0.982483182358446,2155.36338195386,6.03252213380938,69.033698714374
0.3,0.5,58.65,-10.6923592207313,-0.961960176971694,2157.38091362785,6.03749339864277,69.0883391063938
0.3,0.5,58.7,-10.9592910246367,-0.941928202994624,2159.39856785811,6.0424629157401,69.1430226717151
0.3,0.5,58.75,-11.2414467532192,-0.922432431213108,2161.41634400447,6.04743068657483,69.1977491849435
0.3,0.5,58.8,-11.5400662001564,-0.903518975703262,2163.43424142856,6.05239671264614,69.2525184208515
0.3,0.5,58.85,-11.856554228935,-0.885235204036608,2165.45225949376,6.05736099547867,69.3073301543834
0.3,0.5,58.9,-12.1925105369391,-0.867630138490715,2167.47039756526,6.06232353662232,69.362184160659
0.3,0.5,58.95,-12.5497658638734,-0.850754976706159,2169.48865500998,6.067284337652,69.417080214979
0.3,0.5,59,-12.930426052283,-0.83466377062592,2171.50703119667,6.07224340016746,69.4720180928291
0.3,0.5,59.05,-13.3369255244495,-0.819414317287017,2173.52552549581,6.07720072579299,69.5269975698845
0.3,0.5,59.1,-13.7720917079089,-0.805069336167824,2175.5441372797,6.08215631617729,69.582018422014
0.3,0.5,59.15,-14.2392214229297,-0.791698038487384,2177.56286592243,6.08711017299318,69.637080425285
0.3,0.5,59.2,-14.7421685895086,-0.77937823901044,2179.58171079986,6.09206229793741,69.6921833559674
0.3,0.5,59.25,-15.285438412332,-0.768199228247294,2181.60067128965,6.09701269273044,69.7473269905381
0.3,0.5,59.3,-15.8742734119886,-0.758265724729819,2183.61974677125,6.10196135911622,69.8025111056851
0.3,0.5,59.35,-16.5146946499961,-0.749703383063312,2185.6389366259,6.10690829886197,69.8577354783121
0.3,0.5,59.4,-17.2134127151561,-0.742666575814719,2187.65824023666,6.11185351375795,69.9129998855425
0.3,0.5,59.45,-17.9774158177442,-0.737349548422853,2189.67765698835,6.11679700561728,69.9683041047236
0.3,0.5,59.5,-18.8128093604577,-0.734002651445382,2191.69718626764,6.12173877627569,70.0236479134309
0.3,0.5,59.55,-19.7219914320364,-0.732956319283771,2193.71682746295,6.12667882759131,70.079031089472
0.3,0.5,59.6,-20.6973123011732,-0.734656992155781,2195.73657996453,6.13161716144446,70.1344534108911
0.3,0.5,59.65,-21.7080621027457,-0.739721521673943,2197.75644316445,6.13655377973744,70.1899146559727
0.3,0.5,59.7,-22.6781211459422,-0.749019870389527,2199.77641645655,6.14148868439432,70.245414603246
0.3,0.5,59.75,-23.4632638032724,-0.763799174085595,2201.7964992365,6.14642187736071,70.3009530314885
0.3,0.5,59.8,-23.8730686013895,-0.78585991192195,2203.81669090178,6.15135336060356,70.3565297197302
0.3,0.5,59.85,-23.7929794499698,-0.817763651523143,2205.83699085167,6.15628313611093,70.4121444472579
0.3,0.5,59.9,-23.3157021158131,-0.862905657488556,2207.85739848727,6.16121120589182,70.4677969936184
0.3,0.5,59.95,-22.6923419467277,-0.924750866929636,2209.87791321149,6.16613757197592,70.5234871386231
0.3,0.5,60,-22.1723962290446,-1.00302386791792,2211.89853442905,6.17106223641341,70.5792146623513
0.3,0.5,60.05,-21.9132149751865,-1.08287769979137,2213.91926154648,6.17598520127476,70.6349793451545
0.3,0.5,60.1,-21.9663327435262,-1.12264882021079,2215.94009397214,6.18090646865052,70.6907809676599
0.3,0.5,60.15,-22.288045241209,-1.08053298368646,2217.9610311162,6.1858260406511,70.7466193107743
0.3,0.5,60.2,-22.7543485903756,-0.977223200203811,2219.98207239064,6.19074391940659,70.8024941556878
0.3,0.5,60.25,-23.1819703376717,-0.871449999044846,2222.00321720925,6.1956601070665,70.8584052838774
0.3,0.5,60.3,-23.3747567531898,-0.793262609274412,2224.02446498766,6.20057460579964,70.914352477111
0.3,0.5,60.35,-23.2070747152621,-0.743325791380266,2226.04581514332,6.20548741779382,70.9703355174508
0.3,0.5,60.4,-22.6866481159145,-0.713969554893325,2228.06726709547,6.21039854525573,71.0263541872569
0.3,0.5,60.45,-21.9224828934595,-0.698306209221742,2230.08882026519,6.21530799041066,71.0824082691908
0.3,0.5,60.5,-21.0400477966863,-0.69168437306256,2232.11047407538,6.22021575550238,71.1384975462195
0.3,0.5,60.55,-20.1302987373543,-0.691188648308451,2234.13222795076,6.22512184279285,71.1946218016183
0.3,0.5,60.6,-19.2444467454082,-0.695011534441752,2236.15408131786,6.2300262545621,71.2507808189749
0.3,0.5,60.65,-18.4062217924463,-0.702017526726618,2238.17603360505,6.23492899310798,71.3069743821922
0.3,0.5,60.7,-17.6238972276972,-0.711476696009157,2240.1980842425,6.23983006074597,71.3632022754926
0.3,0.5,60.75,-16.8980123461642,-0.722906919187417,2242.22023266221,6.24472945980899,71.4194642834206
0.3,0.5,60.8,-16.2256172840742,-0.735980335819572,2244.24247829801,6.24962719264721,71.4757601908466
0.3,0.5,60.85,-15.6024344570056,-0.750467094897534,2246.26482058554,6.25452326162782,71.5320897829703
0.3,0.5,60.9,-15.0239019162278,-0.766200873740137,2248.28725896225,6.25941766913488,71.5884528453236
0.3,0.5,60.95,-14.4856458652367,-0.783057304358911,2250.30979286745,6.26431041756908,71.6448491637744
0.3,0.5,61,-13.9836701675692,-0.800940199883025,2252.33242174222,6.26920150934758,71.7012785245293
0.3,0.5,61.05,-13.5144095479459,-0.819772591413826,2254.35514502951,6.27409094690379,71.7577407141374
0.3,0.5,61.1,-13.0747201160225,-0.839490792117198,2256.37796217404,6.27897873268721,71.8142355194931
0.3,0.5,61.15,-12.6618437051053,-0.860040403798398,2258.40087262239,6.2838648691632,71.8707627278393
0.3,0.5,61.2,-12.2733637668434,-0.881373593041639,2260.42387582294,6.28874935881281,71.9273221267706
0.3,0.5,61.25,-11.9071611279348,-0.903447211501017,2262.44697122589,6.2936322041326,71.9839135042365
0.3,0.5,61.3,-11.5613731980569,-0.926221486499744,2264.47015828327,6.29851340763442,72.0405366485444
0.3,0.5,61.35,-11.2343578956541,-0.949659102622849,2266.49343644891,6.30339297184526,72.0971913483623
0.3,0.5,61.4,-10.9246624513596,-0.97372455497727,2268.51680517848,6.30827089930703,72.1538773927224
0.3,0.5,61.45,-10.6309967566755,-0.998383693497105,2270.54026392943,6.31314719257638,72.2105945710238
0.3,0.5,61.5,-10.3522107400744,-1.02360340303728,2272.56381216107,6.31802185422454,72.2673426730353
0.3,0.5,61.55,-10.0872752158383,-1.049351380869,2274.58744933449,6.3228948868371,72.3241214888985
0.3,0.5,61.6,-9.83526568180077,-1.07559598456934,2276.61117491261,6.32776629301384,72.3809308091306
0.3,0.5,61.65,-9.59534859986423,-1.10230613107402,2278.63498836016,6.33263607536856,72.4377704246275
0.3,0.5,61.7,-9.3667697576142,-1.12945123304454,2280.65888914369,6.33750423652887,72.4946401266663
0.3,0.5,61.75,-9.14884437118074,-1.15700116247102,2282.68287673154,6.34237077913606,72.5515397069081
0.3,0.5,61.8,-8.94094864485924,-1.18492623410296,2284.70695059389,6.34723570584484,72.6084689574013
0.3,0.5,61.85,-8.74251255074985,-1.21319720321396,2286.7311102027,6.35209901932323,72.6654276705835
0.3,0.5,61.9,-8.5530136319956,-1.24178527359214,2288.75535503175,6.35696072225236,72.7224156392851
0.3,0.5,61.95,-8.37197166681562,-1.27066211266147,2290.77968455664,6.36182081732628,72.7794326567311
0.3,0.5,62,-8.19894405834606,-1.2997998713891,2292.80409825476,6.36667930725179,72.8364785165446
0.3,0.5,62.05,-8.03352183823194,-1.32917120719286,2294.8285956053,6.37153619474829,72.8935530127489
0.3,0.5,62.1,-7.87532619077178,-1.35874930848481,2296.85317608927,6.37639148254755,72.9506559397701
0.3,0.5,62.15,-7.72400541992995,-1.3885079198077,2298.87783918947,6.3812451733936,73.0077870924398
0.3,0.5,62.2,-7.5792322942941,-1.41842136676748,2300.9025843905,6.3860972700425,73.0649462659978
0.3,0.5,62.25,-7.44070171557289,-1.44846458015602,2302.92741117876,6.39094777526223,73.1221332560943
0.3,0.5,62.3,-7.30812866491454,-1.47861311880727,2304.95231904246,6.39579669183244,73.1793478587926
0.3,0.5,62.35,-7.18124638851048,-1.50884319084778,2306.97730747159,6.40064402254434,73.2365898705713
0.3,0.5,62.4,-7.05980478991154,-1.5391316730952,2309.00237595793,6.40548977020054,73.293859088327
0.3,0.5,62.45,-6.94356900144085,-1.56945612843341,2311.02752399508,6.41033393761482,73.3511553093767
0.3,0.5,62.5,-6.83231811122332,-1.59979482105196,2313.0527510784,6.41517652761203,73.4084783314597
0.3,0.5,62.55,-6.72584402581137,-1.63012672948572,2315.07805670505,6.42001754302785,73.4658279527406
0.3,0.5,62.6,-6.62395045128594,-1.66043155742976,2317.10344037399,6.42485698670872,73.5232039718111
0.3,0.5,62.65,-6.52645197815411,-1.69068974233519,2319.12890158595,6.42969486151159,73.5806061876926
0.3,0.5,62.7,-6.43317325742156,-1.72088246181743,2321.15443984346,6.4345311703038,73.6380343998382
0.3,0.5,62.75,-6.34394825695927,-1.7509916379287,2323.1800546508,6.43936591596291,73.6954884081352
0.3,0.5,62.8,-6.25861958876151,-1.78099993936217,2325.20574551407,6.44419910137654,73.7529680129069
0.3,0.5,62.85,-6.17703789894596,-1.8108907816689,2327.23151194112,6.44903072944219,73.8104730149151
0.3,0.5,62.9,-6.09906131341906,-1.84064832557765,2329.25735344159,6.45386080306711,73.8680032153623
0.3,0.5,62.95,-6.0245549330434,-1.87025747351609,2331.2832695269,6.45868932516813,73.9255584158935
0.3,0.5,63,-5.95339037292888,-1.89970386443644,2333.30925971021,6.4635162986715,73.9831384185984
0.4,0.5,57,-5.80055687498074,-2.03072501349885,2106.14385468845,5.80288235744536,74.7021291360441
0.4,0.5,57.05,-5.87304475848702,-1.99722135664742,2108.14539210734,5.80768536567456,74.7701046500458
0.4,0.5,57.1,-5.94918283160729,-1.96341324636957,2110.14702206358,5.81248697299383,74.8381397041657
0.4,0.5,57.15,-6.02912306040441,-1.92932196954992,2112.14874405218,5.81728718166333,74.906234070505
0.4,0.5,57.2,-6.11302504514108,-1.89496999941789,2114.15055756987,5.82208599395796,74.9743875214904
0.4,0.5,57.25,-6.20105652856807,-1.86038101681972,2116.15246211511,5.82688341216718,75.0425998298786
0.4,0.5,57.3,-6.29339395153213,-1.82557992997609,2118.15445718806,5.83167943859483,75.1108707687607
0.4,0.5,57.35,-6.39022306174881,-1.79059289247202,2120.15654229061,5.83647407555889,75.1792001115669
0.4,0.5,57.4,-6.49173958245167,-1.75544731921055,2122.15871692638,5.84126732539138,75.2475876320708
0.4,0.5,57.45,-6.5981499486406,-1.72017190004768,2124.16098060068,5.84605919043814,75.3160331043938
0.4,0.5,57.5,-6.70967211983664,-1.68479661081174,2126.16333282056,5.85084967305863,75.3845363030097
0.4,0.5,57.55,-6.82653647964027,-1.6493527213997,2128.16577309478,5.85563877562578,75.4530970027487
0.4,0.5,57.6,-6.94898683402677,-1.61387280063225,2130.16830093381,5.86042650052584,75.5217149788019
