"W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1)) []","re(Gamma(1)) []","re(Zo(1)) []"
0.5,37,-23.798529211056,-0.907960815326265,1395.67626178617,3.33733036508726,99.7717355772094
0.5,37.05,-23.8002965023215,-0.894896387815118,1397.65551629284,3.3417948564872,99.789860717173
0.5,37.1,-23.8089651103191,-0.882300995417279,1399.63488903047,3.3462586495034,99.8079805859544
0.5,37.15,-23.8239375226516,-0.870174427250757,1401.61437952198,3.35072174423869,99.8260950802021
0.5,37.2,-23.8446521542672,-0.858515832534167,1403.59398729194,3.35518414081229,99.8442040972742
0.5,37.25,-23.8705851944414,-0.847323719451446,1405.57371186659,3.35964583935951,99.8623075352349
0.5,37.3,-23.901251507228,-0.836595955896201,1407.55355277384,3.36410684003157,99.8804052928513
0.5,37.35,-23.9362047365464,-0.826329772112932,1409.53350954326,3.36856714299533,99.8984972695898
0.5,37.4,-23.9750367619853,-0.816521765243293,1411.51358170607,3.37302674843311,99.9165833656128
0.5,37.45,-24.0173766409192,-0.807167905776196,1413.49376879516,3.37748565654244,99.9346634817749
0.5,37.5,-24.0628891587283,-0.798263545891525,1415.47407034504,3.38194386753584,99.95273751962
0.5,37.55,-24.1112730934526,-0.789803429678004,1417.45448589192,3.38640138164061,99.9708053813776
0.5,37.6,-24.1622592853742,-0.781781705197096,1419.43501497362,3.3908581990986,99.9888669699593
0.5,37.65,-24.2156085867128,-0.774191938356089,1421.4156571296,3.395314320166,100.006922188956
0.5,37.7,-24.2711097524337,-0.767027128545453,1423.396411901,3.39976974511312,100.024970942633
0.5,37.75,-24.3285773204493,-0.760279725987744,1425.37727883057,3.40422447422417,100.04301313593
0.5,37.8,-24.3878495184055,-0.753941650738003,1427.35825746269,3.40867850779707,100.061048674453
0.5,37.85,-24.4487862247966,-0.748004313269039,1429.33934734339,3.41313184614319,100.079077464476
0.5,37.9,-24.5112670042806,-0.742458636568727,1431.32054802034,3.4175844895872,100.097099412932
0.5,37.95,-24.5751892306399,-0.737295079671137,1433.3018590428,3.42203643846681,100.115114427416
0.5,38,-24.640466305697,-0.732503662538428,1435.2832799617,3.4264876931326,100.133122416178
0.5,38.05,-24.7070259784747,-0.728073992206528,1437.26481032955,3.43093825394778,100.151123288119
0.5,38.1,-24.7748087658287,-0.723995290104208,1439.24644970052,3.43538812128802,100.169116952789
0.5,38.15,-24.8437664735113,-0.720256420452651,1441.22819763035,3.4398372955412,100.187103320387
0.5,38.2,-24.9138608150123,-0.716845919650817,1443.21005367643,3.44428577710726,100.20508230175
0.5,38.25,-24.9850621244359,-0.713752026550796,1445.19201739775,3.44873356639795,100.223053808358
0.5,38.3,-25.0573481590082,-0.71096271352704,1447.17408835489,3.45318066383668,100.241017752326
0.5,38.35,-25.1307029864659,-0.70846571824376,1449.15626611006,3.45762706985828,100.258974046401
0.5,38.4,-25.2051159524909,-0.706248576025787,1451.13855022704,3.46207278490882,100.276922603961
0.5,38.45,-25.2805807234402,-0.70429865273995,1453.12094027125,3.46651780944541,100.294863339011
0.5,38.5,-25.3570943998515,-0.70260317809635,1455.10343580966,3.47096214393601,100.312796166178
0.5,38.55,-25.4346566965103,-0.701149279281783,1457.08603641086,3.47540578885924,100.33072100071
0.5,38.6,-25.5132691852327,-0.699924014840995,1459.06874164501,3.47984874470418,100.348637758473
0.5,38.65,-25.5929345969062,-0.698914408725349,1461.05155108387,3.48429101197017,100.366546355945
0.5,38.7,-25.6736561797284,-0.698107484432777,1463.03446430078,3.48873259116665,100.384446710216
0.5,38.75,-25.7554371109615,-0.697490299167535,1465.01748087065,3.49317348281295,100.402338738986
0.5,38.8,-25.8382799598811,-0.69704997795333,1467.00060036996,3.4976136874381,100.420222360556
0.5,38.85,-25.9221861999155,-0.696773747638464,1468.98382237679,3.50205320558066,100.438097493831
0.5,38.9,-26.0071557682549,-0.696648970737217,1470.96714647075,3.50649203778853,100.455964058314
0.5,38.95,-26.0931866714418,-0.696663179057057,1472.95057223306,3.51093018461877,100.473821974103
0.5,39,-26.1802746356412,-0.69680410706703,1474.93409924646,3.51536764663739,100.49167116189
0.5,39.05,-26.2684128004282,-0.697059724968229,1476.91772709528,3.51980442441922,100.509511542955
0.5,39.1,-26.3575914550206,-0.697418271432847,1478.90145536538,3.5242405185477,100.527343039166
0.5,39.15,-26.4477978159315,-0.697868285983962,1480.88528364421,3.52867592961469,100.545165572972
0.5,39.2,-26.5390158450207,-0.698398640993404,1482.86921152072,3.53311065822033,100.562979067405
0.5,39.25,-26.6312261068928,-0.698998573280503,1484.85323858545,3.53754470497283,100.580783446074
0.5,39.3,-26.7244056645247,-0.699657715299363,1486.83736443046,3.54197807048832,100.598578633161
0.5,39.35,-26.8185280119145,-0.700366125907135,1488.82158864936,3.54641075539066,100.616364553421
0.5,39.4,-26.9135630424335,-0.701114320710257,1490.80591083727,3.55084276031127,100.634141132178
0.5,39.45,-27.0094770514314,-0.701893301989696,1492.79033059088,3.55527408588897,100.65190829532
0.5,39.5,-27.106232771517,-0.702694588210062,1494.77484750839,3.55970473276982,100.6696659693
0.5,39.55,-27.203789438788,-0.703510243120883,1496.75946118951,3.56413470160692,100.687414081128
0.5,39.6,-27.3021028881565,-0.704332904461197,1498.74417123551,3.56856399306025,100.705152558375
0.5,39.65,-27.401125675777,-0.705155812281327,1500.72897724915,3.57299260779654,100.722881329161
0.5,39.7,-27.5008072264757,-0.705972836897624,1502.71387883471,3.57742054648906,100.740600322163
0.5,39.75,-27.6010940039675,-0.706778506497647,1504.69887559799,3.58184780981748,100.758309466601
0.5,39.8,-27.7019297015698,-0.707568034414354,1506.68396714629,3.58627439846771,100.776008692244
0.5,39.85,-27.8032554510542,-0.7083373460883,1508.66915308842,3.59070031313172,100.793697929403
0.5,39.9,-27.9050100472371,-0.709083105737073,1510.65443303469,3.59512555450741,100.811377108928
0.5,39.95,-28.0071301858922,-0.709802742750491,1512.63980659691,3.5995501232984,100.829046162207
0.5,40,-28.1095507125704,-0.710494477828976,1514.62527338838,3.60397402021395,100.846705021162
0.5,40.05,-28.212204879944,-0.711157348880971,1516.61083302389,3.60839724596872,100.864353618246
0.5,40.1,-28.3150246113366,-0.711791236692708,1518.59648511973,3.61281980128268,100.881991886441
0.5,40.15,-28.4179407681735,-0.712396890380883,1520.58222929366,3.61724168688091,100.899619759254
0.5,40.2,-28.5208834191734,-0.712975952635102,1522.56806516492,3.62166290349347,100.917237170719
0.5,40.25,-28.6237821092052,-0.713530984752766,1524.55399235424,3.62608345185525,100.934844055384
0.5,40.3,-28.7265661258545,-0.71406549146412,1526.54001048381,3.63050333270581,100.952440348321
0.5,40.35,-28.8291647618699,-0.714583945539614,1528.5261191773,3.63492254678922,100.970025985114
0.5,40.4,-28.9315075718001,-0.715091812165398,1530.51231805984,3.63934109485395,100.987600901858
0.5,40.45,-29.0335246212753,-0.715595573065823,1532.49860675801,3.64375897765267,101.00516503516
0.5,40.5,-29.1351467275376,-0.71610275034404,1534.48498489989,3.64817619594213,101.022718322133
0.5,40.55,-29.2363056899725,-0.716621930003344,1536.47145211496,3.65259275048304,101.040260700395
0.5,40.6,-29.3369345095484,-0.717162785102791,1538.45800803419,3.65700864203987,101.057792108063
0.5,40.65,-29.4369675962187,-0.717736098490654,1540.44465228999,3.66142387138074,101.075312483756
0.5,40.7,-29.5363409634856,-0.71835378504864,1542.43138451621,3.66583843927729,101.092821766588
0.5,40.75,-29.6349924094723,-0.719028913368499,1544.41820434814,3.6702523465045,101.110319896166
0.5,40.8,-29.7328616839813,-0.719775726770599,1546.40511142252,3.67466559384059,101.127806812588
0.5,40.85,-29.829890641151,-0.720609663561272,1548.3921053775,3.67907818206685,101.145282456442
0.5,40.9,-29.9260233774459,-0.721547376412496,1550.37918585268,3.68349011196751,101.162746768801
0.5,40.95,-30.0212063548331,-0.722606750733457,1552.36635248909,3.68790138432961,101.18019969122
0.5,41,-30.1153885091062,-0.723806921889117,1554.35360492915,3.69231199994288,101.197641165737
0.55,37,-25.8056770280766,-0.71828639249145,1400.42316700658,3.33607052774759,98.7406308127631
0.55,37.05,-25.8452332479058,-0.712331418125211,1402.40719241585,3.34048104644989,98.7571418225461
0.55,37.1,-25.8910690526744,-0.706603226511943,1404.39131532494,3.34489088050205,98.7736384224159
0.55,37.15,-25.9431494180778,-0.701092678613249,1406.37553530822,3.34930003101908,98.7901205475365
0.55,37.2,-26.0014056212098,-0.69579081142211,1408.35985194178,3.35370849911451,98.806588133829
0.55,37.25,-26.0657361521766,-0.690688847640009,1410.34426480351,3.35811628590052,98.8230411179651
0.55,37.3,-26.1360081491834,-0.685778204994719,1412.32877347301,3.36252339248808,98.839479437361
0.55,37.35,-26.2120593111873,-0.681050505199225,1414.31337753165,3.3669298199871,98.8559030301716
0.55,37.4,-26.293700227907,-0.676497582552648,1416.29807656254,3.37133556950653,98.8723118352835
0.55,37.45,-26.3807170559259,-0.672111492184807,1418.28287015053,3.37574064215453,98.8887057923096
0.55,37.5,-26.4728744622459,-0.667884517946256,1420.26775788218,3.38014503903861,98.9050848415832
0.55,37.55,-26.5699187530959,-0.663809179946092,1422.25273934581,3.3845487612657,98.9214489241517
0.55,37.6,-26.6715811059534,-0.659878241740112,1424.23781413144,3.38895180994235,98.9377979817706
0.55,37.65,-26.7775808262394,-0.656084717172058,1426.22298183082,3.39335418617482,98.9541319568983
0.55,37.7,-26.8876285564682,-0.652421876870934,1428.20824203741,3.39775589106921,98.9704507926895
0.55,37.75,-27.0014293741229,-0.648883254407286,1430.19359434639,3.4021569257316,98.98675443299
0.55,37.8,-27.1186857244829,-0.645462652111571,1432.17903835463,3.40655729126816,99.0030428223311
0.55,37.85,-27.2391001453675,-0.642154146557536,1434.16457366072,3.41095698878528,99.0193159059233
0.55,37.9,-27.3623777516468,-0.638952093713507,1436.15019986492,3.41535601938968,99.0355736296514
0.55,37.95,-27.4882284578706,-0.635851133764359,1438.13591656921,3.41975438418857,99.0518159400687
0.55,38,-27.6163689270574,-0.632846195606691,1440.12172337723,3.4241520842897,99.0680427843913
0.55,38.05,-27.7465242422673,-0.629932501019597,1442.10761989433,3.42854912080155,99.0842541104931
0.55,38.1,-27.8784293048715,-0.627105568513056,1444.09360572751,3.43294549483339,99.1004498669
0.55,38.15,-28.011829969343,-0.624361216855734,1446.07968048547,3.43734120749544,99.1166300027849
0.55,38.2,-28.1464839289411,-0.621695568283638,1448.06584377856,3.44173625989895,99.1327944679618
0.55,38.25,-28.2821613699129,-0.619105051390711,1450.05209521879,3.44613065315631,99.1489432128813
0.55,38.3,-28.4186454139134,-0.616586403702066,1452.03843441985,3.45052438838122,99.1650761886249
0.55,38.35,-28.5557323693985,-0.614136673930212,1454.02486099707,3.45491746668871,99.1811933469001
0.55,38.4,-28.6932318129329,-0.611753223914154,1456.01137456743,3.45930988919533,99.1972946400349
0.55,38.45,-28.8309665208433,-0.609433730240917,1457.99797474955,3.46370165701919,99.2133800209729
0.55,38.5,-28.968772270588,-0.607176185548541,1459.98466116371,3.46809277128012,99.2294494432687
0.55,38.55,-29.1064975297425,-0.604978899509261,1461.9714334318,3.47248323309976,99.2455028610822
0.55,38.6,-29.2440030487486,-0.602840499491148,1463.95829117736,3.47687304360162,99.261540229174
0.55,38.65,-29.3811613716241,-0.600759930896039,1465.94523402556,3.48126220391127,99.2775615029005
0.55,38.7,-29.5178562767832,-0.598736457171331,1467.93226160316,3.48565071515634,99.2935666382091
0.55,38.75,-29.653982158015,-0.596769659492644,1469.91937353858,3.4900385784667,99.3095555916329
0.55,38.8,-29.7894433535677,-0.594859436114272,1471.90656946182,3.49442579497453,99.3255283202867
0.55,38.85,-29.9241534292102,-0.593006001383754,1473.89384900449,3.49881236581439,99.3414847818616
0.55,38.9,-30.0580344191094,-0.591209884416846,1475.88121179983,3.50319829212337,99.3574249346204
0.55,38.95,-30.1910160263774,-0.589471927428736,1477.86865748264,3.50758357504113,99.3733487373933
0.55,39,-30.3230347832006,-0.587793283717296,1479.85618568935,3.51196821571004,99.389256149573
0.55,39.05,-30.4540331685654,-0.586175415293831,1481.84379605795,3.51635221527524,99.4051471311099
0.55,39.1,-30.5839586797121,-0.584620090156809,1483.83148822802,3.52073557488474,99.421021642508
0.55,39.15,-30.7127628515912,-0.583129379203888,1485.81926184073,3.52511829568953,99.4368796448201
0.55,39.2,-30.8404002167235,-0.58170565277755,1487.80711653881,3.52950037884363,99.4527210996433
0.55,39.25,-30.9668271959949,-0.580351576839759,1489.79505196658,3.53388182550421,99.4685459691148
0.55,39.3,-31.0920009090198,-0.579070108771016,1491.7830677699,3.53826263683167,99.4843542159073
0.55,39.35,-31.2158778908085,-0.577864492789523,1493.77116359621,3.54264281398971,99.5001458032246
0.55,39.4,-31.3384126995804,-0.576738254986217,1495.75933909449,3.54702235814542,99.5159206947975
0.55,39.45,-31.4595563987207,-0.575695197971877,1497.74759391529,3.55140127046937,99.5316788548793
0.55,39.5,-31.5792548941489,-0.574739395132768,1499.73592771068,3.55577955213571,99.5474202482416
0.55,39.55,-31.6974471068548,-0.573875184491761,1501.7243401343,3.56015720432219,99.5631448401701
0.55,39.6,-31.814062959211,-0.573107162172412,1503.71283084129,3.56453422821031,99.5788525964604
0.55,39.65,-31.929021153112,-0.572440175464011,1505.70139948836,3.56891062498535,99.5945434834137
0.55,39.7,-32.0422267183025,-0.571879315486295,1507.69004573373,3.57328639583646,99.6102174678331
0.55,39.75,-32.1535683108598,-0.571429909453299,1509.67876923714,3.57766154195674,99.6258745170191
0.55,39.8,-32.262915245201,-0.571097512536552,1511.66756965984,3.58203606454332,99.6415145987656
0.55,39.85,-32.3701142488911,-0.570887899328815,1513.65644666461,3.58640996479742,99.657137681356
0.55,39.9,-32.4749859387947,-0.570807054910417,1515.64539991573,3.59078324392443,99.6727437335594
0.55,39.95,-32.5773210308107,-0.570861165521405,1517.63442907899,3.59515590313398,99.688332724626
0.55,40,-32.6768763148325,-0.571056608843702,1519.62353382166,3.59952794364,99.7039046242841
0.55,40.05,-32.7733704531392,-0.571399943898756,1521.61271381252,3.60389936666082,99.7194594027353
0.55,40.1,-32.8664796957341,-0.571897900567358,1523.60196872184,3.60827017341919,99.7349970306512
0.55,40.15,-32.9558336517614,-0.572557368739591,1525.59129822136,3.61264036514239,99.7505174791695
0.55,40.2,-33.0410113133617,-0.573385387104269,1527.58070198431,3.61700994306228,99.7660207198901
0.55,40.25,-33.1215375978448,-0.574389131588611,1529.5701796854,3.62137890841536,99.7815067248711
0.55,40.3,-33.1968807553667,-0.575575903460376,1531.5597310008,3.62574726244283,99.7969754666259
0.55,40.35,-33.2664510799467,-0.576953117106108,1533.54935560814,3.63011500639067,99.8124269181182
0.55,40.4,-33.3296014563808,-0.578528287500778,1535.53905318653,3.63448214150969,99.8278610527596
0.55,40.45,-33.3856303652001,-0.580309017385482,1537.52882341653,3.63884866905558,99.8432778444052
0.55,40.5,-33.4337880382882,-0.582302984171631,1539.51866598013,3.64321459028899,99.85867726735
0.55,40.55,-33.4732864897082,-0.584517926591397,1541.50858056079,3.64757990647559,99.8740592963259
0.55,40.6,-33.5033141152802,-0.58696163111591,1543.49856684341,3.65194461888608,99.8894239064974
0.55,40.65,-33.5230554329008,-0.58964191816416,1545.48862451431,3.65630872879633,99.9047710734584
0.55,40.7,-33.5317162967303,-0.592566628127055,1547.47875326126,3.66067223748735,99.920100773229
0.55,40.75,-33.5285545425846,-0.595743607232645,1549.46895277346,3.6650351462454,99.9354129822512
0.55,40.8,-33.5129155053229,-0.599180693279815,1551.45922274151,3.66939745636203,99.9507076773864
0.55,40.85,-33.4842712128677,-0.602885701269279,1553.44956285745,3.6737591691341,99.9659848359115
0.55,40.9,-33.4422613593532,-0.606866408961824,1555.43997281473,3.67812028586389,99.9812444355153
0.55,40.95,-33.3867334798104,-0.611130542395123,1557.4304523082,3.6824808078591,99.9964864542957
0.55,41,-33.3177792062208,-0.61568576139142,1559.42100103412,3.68684073643292,100.011710870756
0.6,37,-29.3997034067866,-0.590144137986352,1404.59120007647,3.26857746881787,96.2963530543116
0.6,37.05,-29.513833212532,-0.584141683409596,1406.57721108828,3.27292066351787,96.3107484781454
0.6,37.1,-29.6288712916237,-0.578353071574116,1408.56330406301,3.27726330968172,96.3251242986541
0.6,37.15,-29.7445086826224,-0.572774425995695,1410.54947863933,3.28160540837676,96.339480489163
0.6,37.2,-29.8604599121106,-0.567401865081574,1412.53573445757,3.2859469606762,96.353817023741
0.6,37.25,-29.9764622543665,-0.56223150977716,1414.52207115962,3.29028796765891,96.3681338771902
0.6,37.3,-30.0922747973901,-0.557259491200269,1416.50848838899,3.29462843040926,96.3824310250353
0.6,37.35,-30.2076773672282,-0.552481958249395,1418.49498579075,3.29896835001687,96.3967084435137
0.6,37.4,-30.3224693551795,-0.547895085172778,1420.48156301159,3.30330772757648,96.4109661095649
0.6,37.45,-30.436468485392,-0.543495079085351,1422.46821969975,3.30764656418768,96.4252040008212
0.6,37.5,-30.5495095538026,-0.539278187420944,1424.45495550508,3.31198486095477,96.4394220955978
0.6,37.55,-30.6614431634321,-0.535240705307508,1426.44177007897,3.31632261898659,96.4536203728833
0.6,37.6,-30.7721344757956,-0.531378982853432,1428.42866307441,3.32065983939625,96.46779881233
0.6,37.65,-30.8814619936339,-0.527689432333474,1430.41563414593,3.32499652330101,96.481957394245
0.6,37.7,-30.9893163862834,-0.524168535263138,1432.40268294964,3.32933267182209,96.4960960995811
0.6,37.75,-31.0955993657464,-0.520812849350787,1434.38980914318,3.33366828608445,96.5102149099275
0.6,37.8,-31.2002226188322,-0.51761901531715,1436.37701238578,3.33800336721665,96.5243138075016
0.6,37.85,-31.303106798556,-0.514583763572366,1438.36429233818,3.34233791635062,96.5383927751397
0.6,37.9,-31.4041805762396,-0.511703920741011,1440.35164866268,3.34667193462153,96.5524517962889
0.6,37.95,-31.5033797543898,-0.508976416026069,1442.33908102311,3.35100542316757,96.5664908549987
0.6,38,-31.6006464393869,-0.506398287403198,1444.32658908486,3.35533838312982,96.5805099359124
0.6,38.05,-31.695928272233,-0.503966687637015,1446.31417251482,3.35967081565202,96.5945090242595
0.6,38.1,-31.7891777150536,-0.501678890111612,1448.30183098141,3.36400272188044,96.6084881058471
