"S_width [mm]","W_line [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","im(Gamma(1:1)) []","re(Gamma(1:1)) []","re(Zo(1:1)) []"
0.3,0.5,37.1,-13.5659307838413,-0.521647225354257,1308.33261917956,3.72965985025258,51.8651028632268
0.3,0.5,37.15,-13.4924797939597,-0.523292452186148,1310.22794420347,3.73496692292827,51.8861181739384
0.3,0.5,37.2,-13.422982237999,-0.524985304808052,1312.12368333941,3.74027527237437,51.9072162733615
0.3,0.5,37.25,-13.3573192301988,-0.526715092382164,1314.01983634675,3.74558488865499,51.9283972844926
0.3,0.5,37.3,-13.2953785296643,-0.528471200380214,1315.91640298129,3.750895761814,51.9496613295405
0.3,0.5,37.35,-13.2370544438232,-0.530243103685376,1317.81338299526,3.75620788187447,51.9710085299211
0.3,0.5,37.4,-13.1822477180631,-0.532020380614764,1319.71077613733,3.76152123883802,51.9924390062515
0.3,0.5,37.45,-13.1308654143452,-0.533792728013615,1321.60858215259,3.76683582268429,52.0139528783453
0.3,0.5,37.5,-13.0828207812902,-0.535549977577038,1323.50680078253,3.77215162337036,52.0355502652061
0.3,0.5,37.55,-13.0380331179634,-0.537282113555233,1325.40543176512,3.7774686308302,52.0572312850231
0.3,0.5,37.6,-12.9964276333378,-0.538979291992107,1327.30447483472,3.7827868349741,52.0789960551648
0.3,0.5,37.65,-12.9579353031876,-0.540631861633648,1329.20392972211,3.7881062256882,52.1008446921741
0.3,0.5,37.7,-12.9224927259581,-0.542230386619344,1331.10379615453,3.79342679283394,52.1227773117626
0.3,0.5,37.75,-12.8900419789729,-0.543765671035752,1333.00407385562,3.79874852624758,52.1447940288052
0.3,0.5,37.8,-12.8605304761687,-0.5452287853643,1334.90476254545,3.80407141573971,52.1668949573347
0.3,0.5,37.85,-12.8339108283991,-0.546611094794104,1336.80586194054,3.80939545109481,52.1890802105362
0.3,0.5,37.9,-12.8101407072145,-0.547904289293945,1338.7073717538,3.81472062207075,52.211349900742
0.3,0.5,37.95,-12.7891827129029,-0.549100415245573,1340.60929169461,3.82004691839843,52.2337041394259
0.3,0.5,38,-12.7710042474773,-0.550191908333429,1342.51162146875,3.82537432978133,52.2561430371976
0.3,0.5,38.05,-12.7555773931997,-0.551171627266197,1344.41436077844,3.83070284589512,52.2786667037978
0.3,0.5,38.1,-12.7428787971571,-0.552032887776403,1346.31750932233,3.83603245638728,52.3012752480924
0.3,0.5,38.15,-12.7328895623382,-0.552769496211315,1348.2210667955,3.84136315087677,52.3239687780671
0.3,0.5,38.2,-12.7255951456055,-0.553375781898387,1350.12503288947,3.84669491895369,52.3467474008221
0.3,0.5,38.25,-12.7209852629143,-0.55384662735091,1352.02940729219,3.85202775017895,52.3696112225666
0.3,0.5,38.3,-12.7190538020967,-0.5541774952847,1353.93418968804,3.85736163408401,52.3925603486136
0.3,0.5,38.35,-12.7197987435052,-0.554364451356116,1355.83937975786,3.86269656017057,52.4155948833742
0.3,0.5,38.4,-12.7232220887946,-0.554404181517496,1357.74497717889,3.8680325179104,52.4387149303524
0.3,0.5,38.45,-12.7293297981179,-0.554294002928582,1359.65098162485,3.87336949674504,52.4619205921399
0.3,0.5,38.5,-12.738131736011,-0.554031867470619,1361.55739276588,3.87870748608565,52.4852119704103
0.3,0.5,38.55,-12.7496416262534,-0.553616357088044,1363.46421026857,3.88404647531285,52.5085891659139
0.3,0.5,38.6,-12.7638770160107,-0.55304667043107,1365.37143379595,3.88938645377654,52.5320522784726
0.3,0.5,38.65,-12.7808592495893,-0.552322600584473,1367.27906300751,3.89472741079584,52.5556014069742
0.3,0.5,38.7,-12.8006134521711,-0.551444504031092,1369.1870975592,3.90006933565895,52.5792366493672
0.3,0.5,38.75,-12.8231685239349,-0.550413261393014,1371.09553710339,3.90541221762311,52.6029581026557
0.3,0.5,38.8,-12.8485571450244,-0.549230230895392,1373.00438128893,3.91075604591459,52.6267658628934
0.3,0.5,38.85,-12.8768157918826,-0.547897195878199,1374.91362976113,3.91610080972869,52.650660025179
0.3,0.5,38.9,-12.9079847655374,-0.546416308011647,1376.82328216175,3.92144649822974,52.6746406836506
0.3,0.5,38.95,-12.9421082325088,-0.544790028123876,1378.73333812903,3.9267931005512,52.6987079314803
0.3,0.5,39,-12.9792342790896,-0.543021066702598,1380.64379729766,3.93214060579577,52.7228618608689
0.3,0.5,39.05,-13.0194149798613,-0.541112326171671,1382.55465929881,3.93748900303547,52.7471025630411
0.3,0.5,39.1,-13.0627064814141,-0.539066846963465,1384.46592376014,3.94283828131187,52.7714301282395
0.3,0.5,39.15,-13.1091691023759,-0.536887759213837,1386.37759030575,3.94818842963627,52.7958446457198
0.3,0.5,39.2,-13.158867450996,-0.534578241613491,1388.28965855625,3.95353943698992,52.8203462037454
0.3,0.5,39.25,-13.2118705616977,-0.532141488580275,1390.20212812874,3.95889129232434,52.8449348895823
0.3,0.5,39.3,-13.2682520521979,-0.529580686500219,1392.11499863679,3.96424398456162,52.8696107894936
0.3,0.5,39.35,-13.3280903030025,-0.526898999351638,1394.02826969047,3.96959750259478,52.8943739887347
0.3,0.5,39.4,-13.3914686613262,-0.524099563606479,1395.94194089635,3.97495183528815,52.9192245715476
0.3,0.5,39.45,-13.4584756717537,-0.521185491922986,1397.8560118575,3.98030697147786,52.944162621156
0.3,0.5,39.5,-13.5292053362692,-0.51815988482395,1399.7704821735,3.9856628999723,52.9691882197601
0.3,0.5,39.55,-13.603757406632,-0.515025849309522,1401.68535144045,3.99101960955262,52.9943014485316
0.3,0.5,39.6,-13.6822377124767,-0.51178652318849,1403.60061925094,3.99637708897335,53.0195023876079
0.3,0.5,39.65,-13.7647585289806,-0.508445103826808,1405.5162851941,4.00173532696303,53.0447911160877
0.3,0.5,39.7,-13.8514389884691,-0.505004880000556,1407.43234885559,4.00709431222482,53.0701677120257
0.3,0.5,39.75,-13.9424055409428,-0.501469265591554,1409.34880981758,4.01245403343728,53.0956322524269
0.3,0.5,39.8,-14.0377924692211,-0.497841833964776,1411.26566765881,4.0178144792551,53.1211848132423
0.3,0.5,39.85,-14.1377424652188,-0.494126352002764,1413.18292195452,4.02317563830995,53.1468254693635
0.3,0.5,39.9,-14.2424072748332,-0.490326812930142,1415.10057227655,4.02853749921133,53.1725542946174
0.3,0.5,39.95,-14.351948420041,-0.486447467228068,1417.01861819324,4.03390005054751,53.1983713617614
0.3,0.5,40,-14.4665380081232,-0.482492851103837,1418.93705926953,4.03926328088652,53.2242767424783
0.3,0.5,40.05,-14.5863596394847,-0.478467812136806,1420.85589506691,4.04462717877715,53.2502705073713
0.3,0.5,40.1,-14.7116094273709,-0.474377531862081,1422.77512514345,4.04999173275011,53.2763527259589
0.3,0.5,40.15,-14.8424971449573,-0.470227545175215,1424.69474905379,4.05535693131913,53.3025234666701
0.3,0.5,40.2,-14.979247517879,-0.466023756542161,1426.61476634917,4.06072276298219,53.328782796839
0.3,0.5,40.25,-15.1221016833645,-0.461772453079211,1428.53517657741,4.06608921622284,53.3551307827005
0.3,0.5,40.3,-15.2713188408612,-0.457480314628684,1430.45597928293,4.07145627951149,53.3815674893847
0.3,0.5,40.35,-15.4271781235228,-0.453154420999244,1432.37717400678,4.07682394130684,53.4080929809123
0.3,0.5,40.4,-15.5899807253735,-0.448802256567602,1434.2987602866,4.08219219005735,53.4347073201898
0.3,0.5,40.45,-15.7600523255777,-0.444431712453207,1436.22073765666,4.08756101420279,53.4614105690044
0.3,0.5,40.5,-15.93774585935,-0.440051086481892,1438.14310564786,4.09293040217585,53.488202788019
0.3,0.5,40.55,-16.123444695,-0.435669081150852,1440.06586378775,4.09830034240382,53.5150840367678
0.3,0.5,40.6,-16.3175662889318,-0.431294799797487,1441.98901160052,4.10367082331034,53.5420543736511
0.3,0.5,40.65,-16.520566405742,-0.426937741160989,1443.912548607,4.10904183331724,53.5691138559305
0.3,0.5,40.7,-16.7329440097416,-0.422607792508909,1445.83647432471,4.11441336084643,53.5962625397242
0.3,0.5,40.75,-16.9552469583884,-0.418315221483271,1447.76078826783,4.11978539432193,53.6235004800025
0.3,0.5,40.8,-17.1880786587439,-0.414070666802465,1449.68548994722,4.12515792217186,53.6508277305824
0.3,0.5,40.85,-17.4321058872018,-0.409885127937341,1451.61057887043,4.13053093283064,53.6782443441235
0.3,0.5,40.9,-17.6880680230861,-0.405769953862968,1453.53605454171,4.13590441474121,53.7057503721227
0.3,0.5,40.95,-17.9567880120536,-0.401736830971764,1455.46191646203,4.14127835635733,53.7333458649102
0.3,0.5,41,-18.2391854607453,-0.397797770219499,1457.38816412907,4.14665274614597,53.7610308716442
0.4,0.5,37,-11.422052267941,-0.63128187358463,1319.1155727269,3.77892855403786,54.3678019434089
0.4,0.5,37.05,-11.3677037356008,-0.634827459280194,1321.02775993833,3.78415383282105,54.3968137752905
0.4,0.5,37.1,-11.3160584606648,-0.638280561862156,1322.94030762888,3.78937953449775,54.4259290745574
0.4,0.5,37.15,-11.2673076690827,-0.641634353608454,1324.85321535275,3.79460564908218,54.4551479631061
0.4,0.5,37.2,-11.2216282265349,-0.644882252525571,1326.76648266108,3.79983216658725,54.484470561678
0.4,0.5,37.25,-11.1791790960349,-0.648017927865833,1328.68010910191,3.8050590770243,54.5138969898545
0.4,0.5,37.3,-11.1400980846642,-0.651035305427547,1330.59409422019,3.8102863704029,54.5434273660504
0.4,0.5,37.35,-11.1044990319233,-0.65392857263707,1332.50843755782,3.81551403673063,54.5730618075085
0.4,0.5,37.4,-11.072469580721,-0.656692183411379,1334.42313865361,3.82074206601292,54.6028004302938
0.4,0.5,37.45,-11.0440696498975,-0.65932086279866,1336.33819704335,3.82597044825282,54.6326433492875
0.4,0.5,37.5,-11.0193306954527,-0.661809611393437,1338.25361225975,3.83119917345089,54.6625906781817
0.4,0.5,37.55,-10.9982558084839,-0.664153709521332,1340.16938383251,3.83642823160498,54.6926425294735
0.4,0.5,37.6,-10.9808206542938,-0.666348721186876,1342.08551128828,3.84165761271014,54.7227990144592
0.4,0.5,37.65,-10.9669752128407,-0.66839049777571,1344.00199415072,3.84688730675844,54.7530602432292
0.4,0.5,37.7,-10.9566462394055,-0.670275181500004,1345.91883194045,3.85211730373888,54.7834263246619
0.4,0.5,37.75,-10.9497403294659,-0.671999208572699,1347.8360241751,3.85734759363728,54.8138973664183
0.4,0.5,37.8,-10.9461474459339,-0.673559312092454,1349.75357036931,3.86257816643618,54.8444734749366
0.4,0.5,37.85,-10.945744751762,-0.674952524616327,1351.67147003474,3.86780901211475,54.8751547554267
0.4,0.5,37.9,-10.9484005869068,-0.676176180391344,1353.58972268006,3.87304012064874,54.9059413118647
0.4,0.5,37.95,-10.9539784350937,-0.677227917208835,1355.50832781101,3.87827148201041,54.9368332469875
0.4,0.5,38,-10.9623407411808,-0.678105677836297,1357.42728493033,3.88350308616853,54.9678306622873
0.4,0.5,38.05,-10.973352461954,-0.678807710970116,1359.34659353786,3.8887349230883,54.9989336580067
0.4,0.5,38.1,-10.9868842593869,-0.679332571638205,1361.26625313047,3.89396698273137,55.0301423331328
0.4,0.5,38.15,-11.0028152732703,-0.679679120963586,1363.18626320213,3.89919925505586,55.0614567853924
0.4,0.5,38.2,-11.0210354374304,-0.679846525177057,1365.10662324388,3.90443173001636,55.0928771112466
0.4,0.5,38.25,-11.0414473287325,-0.679834253738134,1367.02733274387,3.90966439756397,55.1244034058854
0.4,0.5,38.3,-11.0639675594687,-0.679642076386322,1368.94839118733,3.91489724764636,55.156035763223
0.4,0.5,38.35,-11.08852774084,-0.679270058897264,1370.86979805663,3.92013027020783,55.1877742758924
0.4,0.5,38.4,-11.1150750578545,-0.678718557257088,1372.79155283126,3.92536345518942,55.2196190352402
0.4,0.5,38.45,-11.1435725042383,-0.677988209889015,1374.71365498785,3.93059679252897,55.2515701313219
0.4,0.5,38.5,-11.1739988303445,-0.677079927463185,1376.63610400016,3.93583027216128,55.2836276528966
0.4,0.5,38.55,-11.2063482581761,-0.67599487968622,1378.55889933912,3.94106388401821,55.3157916874222
0.4,0.5,38.6,-11.2406300161972,-0.674734478290089,1380.48204047284,3.94629761802889,55.3480623210505
0.4,0.5,38.65,-11.2768677433005,-0.673300355206985,1382.4055268666,3.95153146411983,55.3804396386222
0.4,0.5,38.7,-11.3150988067569,-0.671694334607851,1384.32935798286,3.95676541221515,55.4129237236621
0.4,0.5,38.75,-11.3553735737583,-0.669918397070828,1386.25353328129,3.96199945223677,55.4455146583745
0.4,0.5,38.8,-11.3977546707216,-0.667974633595143,1388.1780522188,3.96723357410464,55.478212523638
0.4,0.5,38.85,-11.4423162591926,-0.665865186435859,1390.10291424948,3.97246776773703,55.5110173990013
0.4,0.5,38.9,-11.4891433522364,-0.66359217273527,1392.02811882468,3.97770202305073,55.5439293626782
0.4,0.5,38.95,-11.5383311907659,-0.661157585572067,1393.95366539301,3.98293632996137,55.5769484915432
0.4,0.5,39,-11.589984695462,-0.658563165206988,1395.87955340031,3.98817067838374,55.6100748611266
0.4,0.5,39.05,-11.6442180067985,-0.655810230792942,1397.80578228972,3.99340505823208,55.6433085456103
0.4,0.5,39.1,-11.7011541232238,-0.652899459392573,1399.73235150165,3.99863945942048,55.676649617823
0.4,0.5,39.15,-11.7609246457282,-0.649830594481389,1401.65926047381,4.00387387186321,55.7100981492363
0.4,0.5,39.2,-11.8236696358292,-0.646602059790246,1403.58650864122,4.00910828547512,55.7436542099594
0.4,0.5,39.25,-11.889537593367,-0.643210445851703,1405.5140954362,4.01434269017204,55.7773178687356
0.4,0.5,39.3,-11.9586855604061,-0.639649825427811,1407.44202028844,4.01957707587126,55.8110891929375
0.4,0.5,39.35,-12.031279357931,-0.635910839740276,1409.37028262495,4.02481143249194,55.844968248563
0.4,0.5,39.4,-12.1074939628951,-0.63197948036825,1411.29888187011,4.03004574995561,55.8789551002309
0.4,0.5,39.45,-12.1875140345158,-0.627835473857263,1413.22781744565,4.03528001818667,55.9130498111768
0.4,0.5,39.5,-12.2715346005141,-0.62345016374343,1415.15708877071,4.04051422711292,55.9472524432489
0.4,0.5,39.55,-12.3597619163031,-0.618783793432499,1417.08669526182,4.04574836666611,55.9815630569041
0.4,0.5,39.6,-12.4524145129854,-0.61378215828042,1419.01663633292,4.05098242678251,56.0159817112039
0.4,0.5,39.65,-12.5497244534983,-0.608372789577738,1420.94691139536,4.05621639740352,56.0505084638102
0.4,0.5,39.7,-12.6519388204594,-0.602461298312717,1422.87751985794,4.06145026847628,56.0851433709818
0.4,0.5,39.75,-12.7593214643641,-0.595929485867102,1424.80846112692,4.06668402995434,56.1198864875702
0.4,0.5,39.8,-12.8721550469564,-0.588638656988804,1426.739734606,4.07191767179832,56.1547378670158
0.4,0.5,39.85,-12.990743422106,-0.580444454547819,1428.67133969638,4.0771511839766,56.1896975613444
0.4,0.5,39.9,-13.1154144057008,-0.571232738841076,1430.60327579674,4.08238455646609,56.2247656211629
0.4,0.5,39.95,-13.2465229973501,-0.560985994268195,1432.53554230326,4.08761777925294,56.2599420956562
0.4,0.5,40,-13.3844551306653,-0.549878021330936,1434.46813860967,4.09285084233335,56.2952270325835
0.4,0.5,40.05,-13.5296320462851,-0.538361807716036,1436.4010641072,4.09808373571436,56.3306204782743
0.4,0.5,40.1,-13.6825154036503,-0.527171859600728,1438.33431818464,4.10331644941472,56.3661224776254
0.4,0.5,40.15,-13.8436132751308,-0.517164361722521,1440.26790022834,4.1085489734657,56.401733074097
0.4,0.5,40.2,-14.0134872012441,-0.509026741604928,1442.20180962226,4.11378129791206,56.4374523097097
0.4,0.5,40.25,-14.1927605308037,-0.503032512159829,1444.1360457479,4.1190134128129,56.4732802250408
0.4,0.5,40.3,-14.3821283281868,-0.499008983951695,1446.0706079844,4.12424530824266,56.5092168592211
0.4,0.5,40.35,-14.5823692060768,-0.496503876772125,1448.00549570853,4.12947697429209,56.5452622499317
0.4,0.5,40.4,-14.7943595423726,-0.495000167850787,1449.94070829467,4.13470840106927,56.5814164334008
0.4,0.5,40.45,-15.0190906734379,-0.494059301755564,1451.87624511487,4.13993957870063,56.6176794444004
0.4,0.5,40.5,-15.2576898353165,-0.493371502843692,1453.81210553885,4.14517049733207,56.6540513162436
0.4,0.5,40.55,-15.511445868536,-0.492747383672047,1455.74828893401,4.15040114713002,56.6905320807811
0.4,0.5,40.6,-15.781841037931,-0.49208793069786,1457.68479466545,4.15563151828261,56.7271217683984
0.4,0.5,40.65,-16.0705907872167,-0.491353941889196,1459.62162209599,4.16086160100084,56.7638204080129
0.4,0.5,40.7,-16.3796939104761,-0.490542427116882,1461.55877058618,4.16609138551976,56.8006280270713
0.4,0.5,40.75,-16.7114965744625,-0.489670636070918,1463.4962394943,4.17132086209975,56.8375446515463
0.4,0.5,40.8,-17.0687750164033,-0.488766070983171,1465.43402817642,4.17655002102775,56.874570305934
0.4,0.5,40.85,-17.4548438125729,-0.487860587361688,1467.37213598638,4.18177885261858,56.9117050132515
0.4,0.5,40.9,-17.8736997594231,-0.486987084003474,1469.31056227581,4.18700734721631,56.9489487950339
0.4,0.5,40.95,-18.3302163002659,-0.486177755803744,1471.24930639416,4.19223549519558,56.986301671332
0.4,0.5,41,-18.8304112277658,-0.485463255897392,1473.18836768872,4.19746328696307,57.0237636607096
0.5,0.5,37,-9.98827532136834,-0.768860713482966,1326.58277244352,3.69148035316499,56.9122426045674
0.5,0.5,37.05,-9.95369084643572,-0.772990585665381,1328.49916934049,3.69660143791787,56.951170311004
0.5,0.5,37.1,-9.92161580338138,-0.776895865900692,1330.41588411219,3.70172281022221,56.9902386655823
0.5,0.5,37.15,-9.89204571987093,-0.78056843744754,1332.33291626801,3.70684446073996,57.0294478790994
0.5,0.5,37.2,-9.86497810941225,-0.784000624421401,1334.25026531486,3.71196638012616,57.0687981609731
0.5,0.5,37.25,-9.84041252204736,-0.787185194354734,1336.16793075717,3.71708855902949,57.1082897192323
0.5,0.5,37.3,-9.8183506003479,-0.790115360733569,1338.08591209688,3.72221098809276,57.1479227605086
0.5,0.5,37.35,-9.798796141084,-0.792784785572962,1340.00420883348,3.72733365795337,57.1876974900271
0.5,0.5,37.4,-9.78175516299827,-0.795187582098837,1341.922820464,3.73245655924382,57.2276141115977
0.5,0.5,37.45,-9.767235981186,-0.797318317610177,1343.841746483,3.7375796825922,57.2676728276064
0.5,0.5,37.5,-9.75524928866007,-0.79917201660263,1345.76098638264,3.7427030186227,57.3078738390067
0.5,0.5,37.55,-9.74580824576701,-0.800744164243449,1347.68053965264,3.7478265579561,57.3482173453114
