D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.25,0.65,1.15,59.8,-14.60545756,-0.872680857,46.17894819,-42.77257231
0.25,0.65,1.15,59.85,-14.5648729,-0.874158205,45.67741929,-43.42716026
0.25,0.65,1.15,59.9,-14.52550106,-0.875534755,45.17584327,-44.08192826
0.25,0.65,1.15,59.95,-14.4873309,-0.876826523,44.67428099,-44.73687036
0.25,0.65,1.15,60,-14.45035155,-0.878049005,44.17278462,-45.39197761
0.25,0.65,1.15,60.05,-14.41455244,-0.879217064,43.67139775,-46.04723852
0.25,0.65,1.15,60.1,-14.3799233,-0.880344825,43.17015551,-46.70263935
0.25,0.65,1.15,60.15,-14.34645414,-0.881445575,42.66908473,-47.3581646
0.25,0.65,1.15,60.2,-14.31413525,-0.882531684,42.168204,-48.0137974
0.25,0.65,1.15,60.25,-14.28295722,-0.883614528,41.66752391,-48.66951997
0.25,0.65,1.15,60.3,-14.25291092,-0.884704425,41.16704716,-49.32531407
0.25,0.65,1.15,60.35,-14.22398746,-0.885810587,40.66676875,-49.98116144
0.25,0.65,1.15,60.4,-14.19617824,-0.886941078,40.16667615,-50.63704426
0.25,0.65,1.15,60.45,-14.16947492,-0.888102786,39.66674951,-51.29294563
0.25,0.65,1.15,60.5,-14.14386937,-0.88930141,39.16696187,-51.94884995
0.25,0.65,1.15,60.55,-14.11935372,-0.890541453,38.66727936,-52.60474339
0.25,0.65,1.15,60.6,-14.09592033,-0.891826231,38.16766145,-53.26061427
0.25,0.65,1.15,60.65,-14.07356175,-0.893157892,37.6680612,-53.91645343
0.25,0.65,1.15,60.7,-14.05227077,-0.89453745,37.16842552,-54.57225459
0.25,0.65,1.15,60.75,-14.03204035,-0.895964823,36.66869545,-55.22801466
0.25,0.65,1.15,60.8,-14.01286366,-0.897438891,36.16880646,-55.883734
0.25,0.65,1.15,60.85,-13.99473405,-0.898957556,35.66868879,-56.53941667
0.25,0.65,1.15,60.9,-13.97764506,-0.900517817,35.16826775,-57.1950706
0.25,0.65,1.15,60.95,-13.96159037,-0.902115856,34.66746412,-57.85070774
0.25,0.65,1.15,61,-13.94656386,-0.903747129,34.16619451,-58.50634413
0.25,0.65,1.15,61.05,-13.93255956,-0.905406466,33.66437177,-59.16199993
0.25,0.65,1.15,61.1,-13.91957167,-0.907088184,33.16190547,-59.81769939
0.25,0.65,1.15,61.15,-13.90759454,-0.908786198,32.65870227,-60.47347078
0.25,0.65,1.15,61.2,-13.89662269,-0.910494149,32.1546665,-61.1293462
0.25,0.65,1.15,61.25,-13.88665077,-0.91220553,31.64970064,-61.78536139
0.25,0.65,1.15,61.3,-13.87767361,-0.913913819,31.14370584,-62.44155545
0.25,0.65,1.15,61.35,-13.86968618,-0.91561262,30.63658253,-63.09797047
0.25,0.65,1.15,61.4,-13.86268362,-0.9172958,30.12823104,-63.75465117
0.25,0.65,1.15,61.45,-13.8566612,-0.918957637,29.61855218,-64.41164436
0.25,0.65,1.15,61.5,-13.85161436,-0.920592962,29.10744798,-65.06899845
0.25,0.65,1.15,61.55,-13.84753869,-0.922197306,28.5948223,-65.72676281
0.25,0.65,1.15,61.6,-13.84442992,-0.923767049,28.08058165,-66.38498713
0.25,0.65,1.15,61.65,-13.84228393,-0.925299559,27.56463589,-67.04372065
0.25,0.65,1.15,61.7,-13.84109675,-0.926793342,27.04689902,-67.70301141
0.25,0.65,1.15,61.75,-13.84086452,-0.928248176,26.52729001,-68.36290538
0.25,0.65,1.15,61.8,-13.84158355,-0.929665253,26.00573364,-69.02344555
0.25,0.65,1.15,61.85,-13.84325023,-0.931047303,25.48216132,-69.68467099
0.25,0.65,1.15,61.9,-13.84586109,-0.932398725,24.95651204,-70.34661581
0.25,0.65,1.15,61.95,-13.84941274,-0.933725703,24.42873321,-71.00930815
0.25,0.65,1.15,62,-13.85390189,-0.935036313,23.89878161,-71.67276904
0.25,0.65,1.15,62.05,-13.85932528,-0.93634063,23.3666243,-72.33701129
0.25,0.65,1.15,62.1,-13.86567973,-0.937650811,22.83223956,-73.00203835
0.25,0.65,1.15,62.15,-13.87296206,-0.938981182,22.29561785,-73.66784305
0.25,0.65,1.15,62.2,-13.88116909,-0.940348296,21.75676272,-74.33440645
0.25,0.65,1.15,62.25,-13.89029759,-0.941770995,21.21569176,-75.00169657
0.25,0.65,1.15,62.3,-13.90034428,-0.943270441,20.67243749,-75.66966718
0.25,0.65,1.15,62.35,-13.91130576,-0.944870144,20.12704832,-76.33825654
0.25,0.65,1.15,62.4,-13.92317849,-0.946595967,19.57958939,-77.00738621
0.25,0.65,1.15,62.45,-13.93595877,-0.948476115,19.0301434,-77.67695978
0.25,0.65,1.15,62.5,-13.94964263,-0.950541105,18.4788115,-78.34686173
0.25,0.65,1.15,62.55,-13.96422585,-0.952823723,17.92571396,-79.01695626
0.25,0.65,1.15,62.6,-13.97970389,-0.955358949,17.37099097,-79.68708618
0.25,0.65,1.15,62.65,-13.99607182,-0.958183875,16.81480328,-80.3570719
0.25,0.65,1.15,62.7,-14.01332429,-0.961337594,16.25733278,-81.02671038
0.25,0.65,1.15,62.75,-14.03145547,-0.964861073,15.69878303,-81.69577431
0.25,0.65,1.15,62.8,-14.050459,-0.968797004,15.13937973,-82.36401127
0.25,0.65,1.15,62.85,-14.0703279,-0.973189634,14.57937105,-83.03114299
0.25,0.65,1.15,62.9,-14.09105458,-0.978084573,14.01902793,-83.69686486
0.25,0.65,1.15,62.95,-14.11263074,-0.983528593,13.45864424,-84.36084536
0.25,0.65,1.15,63,-14.13504733,-0.989569392,12.89853682,-85.02272584
0.25,0.65,1.2,57,-21.98030798,-0.687229511,80.45569576,175.5487585
0.25,0.65,1.2,57.05,-21.8520145,-0.669635723,80.31170896,174.9154839
0.25,0.65,1.2,57.1,-21.72610623,-0.654190565,80.13800283,174.276468
0.25,0.65,1.2,57.15,-21.6026524,-0.640812301,79.93563904,173.6323826
0.25,0.65,1.2,57.2,-21.48171303,-0.629414613,79.7057236,172.9838659
0.25,0.65,1.2,57.25,-21.36333858,-0.619907192,79.44940101,172.3315199
0.25,0.65,1.2,57.3,-21.24756962,-0.612196355,79.16784802,171.6759098
0.25,0.65,1.2,57.35,-21.13443667,-0.606185655,78.86226708,171.0175628
0.25,0.65,1.2,57.4,-21.02396003,-0.601776498,78.53387949,170.3569676
0.25,0.65,1.2,57.45,-20.91614992,-0.598868748,78.18391848,169.6945739
0.25,0.65,1.2,57.5,-20.81100653,-0.597361322,77.81362222,169.0307926
0.25,0.65,1.2,57.55,-20.70852032,-0.59715276,77.42422686,168.3659967
0.25,0.65,1.2,57.6,-20.60867241,-0.598141777,77.01695982,167.7005211
0.25,0.65,1.2,57.65,-20.51143502,-0.600227789,76.59303325,167.0346645
0.25,0.65,1.2,57.7,-20.41677205,-0.603311402,76.15363793,166.3686897
0.25,0.65,1.2,57.75,-20.32463977,-0.607294875,75.69993752,165.7028257
0.25,0.65,1.2,57.8,-20.23498752,-0.612082541,75.23306339,165.0372687
0.25,0.65,1.2,57.85,-20.14775856,-0.617581201,74.75410998,164.3721843
0.25,0.65,1.2,57.9,-20.06289085,-0.623700474,74.26413074,163.7077089
0.25,0.65,1.2,57.95,-19.980318,-0.630353111,73.76413478,163.0439515
0.25,0.65,1.2,58,-19.89997015,-0.637455275,73.25508407,162.380996
0.25,0.65,1.2,58.05,-19.82177486,-0.644926779,72.73789144,161.718903
0.25,0.65,1.2,58.1,-19.74565807,-0.652691295,72.21341907,161.0577118
0.25,0.65,1.2,58.15,-19.67154494,-0.660676524,71.68247776,160.3974421
0.25,0.65,1.2,58.2,-19.59936073,-0.668814332,71.14582669,159.7380965
0.25,0.65,1.2,58.25,-19.5290316,-0.677040858,70.6041738,159.0796619
0.25,0.65,1.2,58.3,-19.46048538,-0.685296588,70.0581767,158.4221116
0.25,0.65,1.2,58.35,-19.39365227,-0.693526405,69.50844396,157.765407
0.25,0.65,1.2,58.4,-19.32846551,-0.701679605,68.95553696,157.1094995
0.25,0.65,1.2,58.45,-19.26486189,-0.709709895,68.39997193,156.4543321
0.25,0.65,1.2,58.5,-19.20278231,-0.717575362,67.84222246,155.7998406
0.25,0.65,1.2,58.55,-19.14217216,-0.725238426,67.28272208,155.1459556
0.25,0.65,1.2,58.6,-19.0829817,-0.732665766,66.72186721,154.4926036
0.25,0.65,1.2,58.65,-19.02516631,-0.739828235,66.16002009,153.8397085
0.25,0.65,1.2,58.7,-18.96868667,-0.746700751,65.59751185,153.1871923
0.25,0.65,1.2,58.75,-18.91350893,-0.753262178,65.0346457,152.5349769
0.25,0.65,1.2,58.8,-18.85960472,-0.759495187,64.47169996,151.8829846
0.25,0.65,1.2,58.85,-18.80695119,-0.765386113,63.90893115,151.2311392
0.25,0.65,1.2,58.9,-18.75553085,-0.770924794,63.34657696,150.5793667
0.25,0.65,1.2,58.95,-18.70533154,-0.776104399,62.78485911,149.9275963
0.25,0.65,1.2,59,-18.65634617,-0.780921253,62.22398608,149.2757608
0.25,0.65,1.2,59.05,-18.60857251,-0.785374652,61.66415561,148.6237971
0.25,0.65,1.2,59.1,-18.56201294,-0.789466665,61.10555709,147.9716471
0.25,0.65,1.2,59.15,-18.5166741,-0.793201944,60.54837367,147.3192576
0.25,0.65,1.2,59.2,-18.47256657,-0.796587517,59.99278418,146.6665807
0.25,0.65,1.2,59.25,-18.42970447,-0.799632584,59.43896484,146.0135745
0.25,0.65,1.2,59.3,-18.38810512,-0.802348309,58.88709061,145.3602026
0.25,0.65,1.2,59.35,-18.34778858,-0.804747614,58.33733647,144.7064346
0.25,0.65,1.2,59.4,-18.30877727,-0.806844967,57.78987829,144.0522463
0.25,0.65,1.2,59.45,-18.27109552,-0.808656177,57.24489351,143.3976189
0.25,0.65,1.2,59.5,-18.2347692,-0.810198183,56.70256159,142.74254
0.25,0.65,1.2,59.55,-18.19982522,-0.811488858,56.1630642,142.0870024
0.25,0.65,1.2,59.6,-18.16629121,-0.812546804,55.62658516,141.4310045
0.25,0.65,1.2,59.65,-18.13419508,-0.81339116,55.0933102,140.7745498
0.25,0.65,1.2,59.7,-18.10356466,-0.81404141,54.56342643,140.1176469
0.25,0.65,1.2,59.75,-18.07442735,-0.814517203,54.03712175,139.4603087
0.25,0.65,1.2,59.8,-18.04680979,-0.814838179,53.51458397,138.8025521
0.25,0.65,1.2,59.85,-18.02073757,-0.815023798,52.99599978,138.144398
0.25,0.65,1.2,59.9,-17.99623497,-0.815093183,52.4815537,137.48587
0.25,0.65,1.2,59.95,-17.97332468,-0.815064977,51.97142677,136.8269949
0.25,0.65,1.2,60,-17.95202769,-0.814957199,51.46579525,136.1678012
0.25,0.65,1.2,60.05,-17.93236303,-0.814787121,50.96482923,135.5083195
0.25,0.65,1.2,60.1,-17.91434774,-0.814571152,50.46869117,134.848581
0.25,0.65,1.2,60.15,-17.8979967,-0.814324736,49.9775345,134.1886176
0.25,0.65,1.2,60.2,-17.88332261,-0.814062265,49.49150216,133.5284612
0.25,0.65,1.2,60.25,-17.870336,-0.813796997,49.01072516,132.8681428
0.25,0.65,1.2,60.3,-17.85904522,-0.813540997,48.53532132,132.2076925
0.25,0.65,1.2,60.35,-17.84945648,-0.813305088,48.06539391,131.5471382
0.25,0.65,1.2,60.4,-17.84157397,-0.813098813,47.60103054,130.8865059
0.25,0.65,1.2,60.45,-17.83539996,-0.812930413,47.14230208,130.2258186
0.25,0.65,1.2,60.5,-17.83093492,-0.812806822,46.68926175,129.565096
0.25,0.65,1.2,60.55,-17.82817771,-0.812733669,46.24194435,128.904354
0.25,0.65,1.2,60.6,-17.82712576,-0.812715302,45.80036562,128.2436044
0.25,0.65,1.2,60.65,-17.82777526,-0.812754813,45.36452185,127.5828545
0.25,0.65,1.2,60.7,-17.83012141,-0.812854093,44.93438955,126.9221068
0.25,0.65,1.2,60.75,-17.83415859,-0.813013882,44.50992542,126.2613585
0.25,0.65,1.2,60.8,-17.83988068,-0.81323384,44.09106644,125.6006017
0.25,0.65,1.2,60.85,-17.84728123,-0.813512634,43.67773013,124.939823
0.25,0.65,1.2,60.9,-17.85635375,-0.813848024,43.26981511,124.2790033
0.25,0.65,1.2,60.95,-17.86709192,-0.814236967,42.86720167,123.6181183
0.25,0.65,1.2,61,-17.87948987,-0.814675728,42.46975271,122.9571379
0.25,0.65,1.2,61.05,-17.89354239,-0.815160005,42.07731469,122.2960269
0.25,0.65,1.2,61.1,-17.90924515,-0.815685049,41.68971887,121.6347447
0.25,0.65,1.2,61.15,-17.92659492,-0.816245807,41.30678263,120.9732462
0.25,0.65,1.2,61.2,-17.94558975,-0.81683706,40.928311,120.3114815
0.25,0.65,1.2,61.25,-17.96622918,-0.817453566,40.55409828,119.6493969
0.25,0.65,1.2,61.3,-17.98851438,-0.81809022,40.18392981,118.986935
0.25,0.65,1.2,61.35,-18.01244829,-0.818742198,39.81758389,118.3240355
0.25,0.65,1.2,61.4,-18.03803574,-0.81940512,39.4548337,117.6606359
0.25,0.65,1.2,61.45,-18.06528354,-0.820075206,39.09544945,116.9966721
0.25,0.65,1.2,61.5,-18.09420055,-0.820749431,38.73920046,116.3320795
0.25,0.65,1.2,61.55,-18.12479773,-0.821425688,38.38585744,115.6667934
0.25,0.65,1.2,61.6,-18.15708815,-0.822102938,38.03519471,115.0007506
0.25,0.65,1.2,61.65,-18.19108696,-0.822781365,37.68699246,114.3338898
0.25,0.65,1.2,61.7,-18.22681136,-0.823462523,37.3410391,113.6661531
0.25,0.65,1.2,61.75,-18.26428054,-0.824149478,36.9971335,112.9974872
0.25,0.65,1.2,61.8,-18.30351555,-0.824846946,36.6550873,112.3278441
0.25,0.65,1.2,61.85,-18.34453919,-0.825561424,36.31472711,111.657183
0.25,0.65,1.2,61.9,-18.38737585,-0.826301302,35.97589669,110.9854711
0.25,0.65,1.2,61.95,-18.43205128,-0.827076981,35.63845903,110.3126853
0.25,0.65,1.2,62,-18.47859244,-0.827900968,35.30229838,109.6388133
0.25,0.65,1.2,62.05,-18.5270272,-0.828787962,34.9673221,108.9638552
0.25,0.65,1.2,62.1,-18.57738408,-0.829754927,34.63346245,108.2878247
0.25,0.65,1.2,62.15,-18.62969199,-0.830821149,34.30067816,107.6107508
0.25,0.65,1.2,62.2,-18.68397986,-0.832008278,33.96895587,106.9326791
0.25,0.65,1.2,62.25,-18.74027634,-0.83334035,33.63831139,106.253673
0.25,0.65,1.2,62.3,-18.79860942,-0.834843795,33.30879077,105.5738156
0.25,0.65,1.2,62.35,-18.8590061,-0.836547423,32.98047107,104.8932106
0.25,0.65,1.2,62.4,-18.92149195,-0.838482391,32.65346104,104.211984
0.25,0.65,1.2,62.45,-18.98609079,-0.840682143,32.32790144,103.530285
0.25,0.65,1.2,62.5,-19.05282426,-0.843182341,32.00396519,102.8482876
0.25,0.65,1.2,62.55,-19.1217114,-0.846020762,31.68185721,102.1661916
0.25,0.65,1.2,62.6,-19.19276835,-0.849237177,31.36181402,101.4842236
0.25,0.65,1.2,62.65,-19.26600787,-0.852873207,31.04410314,100.8026379
0.25,0.65,1.2,62.7,-19.34143906,-0.856972161,30.72902215,100.1217175
0.25,0.65,1.2,62.75,-19.41906697,-0.861578841,30.41689752,99.44177468
0.25,0.65,1.2,62.8,-19.49889226,-0.866739339,30.10808328,98.76315163
0.25,0.65,1.2,62.85,-19.58091094,-0.872500803,29.80295935,98.08622072
0.25,0.65,1.2,62.9,-19.66511409,-0.878911189,29.50192973,97.41138481
0.25,0.65,1.2,62.95,-19.7514876,-0.886018995,29.20542052,96.73907724
0.25,0.65,1.2,63,-19.84001199,-0.89387298,28.91387768,96.0697617
0.25,0.65,1.25,57,-26.12211186,-0.705538181,89.25319344,-6.264107221
0.25,0.65,1.25,57.05,-26.00760264,-0.685107962,88.91959231,-6.870812616
0.25,0.65,1.25,57.1,-25.8958019,-0.666944255,88.57813473,-7.486533627
0.25,0.65,1.25,57.15,-25.78667362,-0.650976869,88.22911211,-8.110456211
0.25,0.65,1.25,57.2,-25.6801782,-0.637129405,87.87280599,-8.74179262
0.25,0.65,1.25,57.25,-25.57627293,-0.625319808,87.50948636,-9.379784462
0.25,0.65,1.25,57.3,-25.47491248,-0.615460955,87.13941021,-10.02370539
0.25,0.65,1.25,57.35,-25.37604942,-0.607461277,86.76282037,-10.67286339
0.25,0.65,1.25,57.4,-25.27963473,-0.601225395,86.37994472,-11.32660271
0.25,0.65,1.25,57.45,-25.1856184,-0.596654772,85.99099567,-11.98430534
0.25,0.65,1.25,57.5,-25.09394994,-0.593648365,85.59616999,-12.64539215
0.25,0.65,1.25,57.55,-25.00457898,-0.592103282,85.19564895,-13.30932358
0.25,0.65,1.25,57.6,-24.9174558,-0.591915422,84.78959881,-13.97560006
0.25,0.65,1.25,57.65,-24.8325319,-0.592980103,84.37817165,-14.64376198
0.25,0.65,1.25,57.7,-24.74976054,-0.595192666,83.96150646,-15.31338943
0.25,0.65,1.25,57.75,-24.66909725,-0.598449057,83.53973057,-15.98410154
0.25,0.65,1.25,57.8,-24.59050035,-0.602646376,83.1129614,-16.65555568
0.25,0.65,1.25,57.85,-24.5139314,-0.607683389,82.68130845,-17.3274463
0.25,0.65,1.25,57.9,-24.43935566,-0.613461009,82.24487556,-17.99950367
0.25,0.65,1.25,57.95,-24.36674248,-0.619882737,81.80376339,-18.67149236
0.25,0.65,1.25,58,-24.29606568,-0.626855056,81.35807215,-19.34320963
0.25,0.65,1.25,58.05,-24.22730384,-0.634287798,80.90790449,-20.0144837
0.25,0.65,1.25,58.1,-24.16044061,-0.642094457,80.45336859,-20.68517189
0.25,0.65,1.25,58.15,-24.09546491,-0.650192467,79.99458136,-21.35515879
0.25,0.65,1.25,58.2,-24.03237109,-0.658503439,79.53167173,-22.02435424
0.25,0.65,1.25,58.25,-23.97115905,-0.666953361,79.06478403,-22.69269147
0.25,0.65,1.25,58.3,-23.91183427,-0.675472751,78.59408149,-23.36012509
0.25,0.65,1.25,58.35,-23.85440784,-0.68399679,78.11974958,-24.02662922
0.25,0.65,1.25,58.4,-23.79889633,-0.692465399,77.64199945,-24.69219556
0.25,0.65,1.25,58.45,-23.74532168,-0.700823302,77.16107129,-25.35683155
0.25,0.65,1.25,58.5,-23.69371096,-0.709020047,76.6772375,-26.02055857
0.25,0.65,1.25,58.55,-23.64409613,-0.71701,76.19080577,-26.68341026
0.25,0.65,1.25,58.6,-23.59651371,-0.724752311,75.70212195,-27.34543079
0.25,0.65,1.25,58.65,-23.5510043,-0.732210858,75.21157267,-28.00667337
0.25,0.65,1.25,58.7,-23.50761219,-0.739354164,74.71958767,-28.66719867
0.25,0.65,1.25,58.75,-23.46638483,-0.746155291,74.22664179,-29.32707347
0.25,0.65,1.25,58.8,-23.42737218,-0.752591722,73.73325663,-29.98636927
0.25,0.65,1.25,58.85,-23.39062616,-0.758645215,73.24000174,-30.64516113
0.25,0.65,1.25,58.9,-23.35619993,-0.764301645,72.74749536,-31.30352644
0.25,0.65,1.25,58.95,-23.3241472,-0.769550837,72.25640471,-31.96154389
0.25,0.65,1.25,59,-23.29452146,-0.774386377,71.76744572,-32.61929245
0.25,0.65,1.25,59.05,-23.26737527,-0.778805415,71.28138223,-33.27685054
0.25,0.65,1.25,59.1,-23.24275944,-0.782808462,70.79902467,-33.93429512
0.25,0.65,1.25,59.15,-23.22072227,-0.786399172,70.32122808,-34.59170103
0.25,0.65,1.25,59.2,-23.20130882,-0.789584122,69.84888963,-35.2491403
0.25,0.65,1.25,59.25,-23.18456012,-0.792372583,69.38294563,-35.90668157
0.25,0.65,1.25,59.3,-23.17051253,-0.794776289,68.92436786,-36.5643896
0.25,0.65,1.25,59.35,-23.15919702,-0.7968092,68.47415957,-37.22232484
0.25,0.65,1.25,59.4,-23.15063857,-0.798487269,68.03335086,-37.88054306
0.25,0.65,1.25,59.45,-23.14485565,-0.799828199,67.60299377,-38.5390951
0.25,0.65,1.25,59.5,-23.14185974,-0.800851208,67.18415696,-39.19802661
0.25,0.65,1.25,59.55,-23.14165492,-0.801576796,66.77792007,-39.85737796
0.25,0.65,1.25,59.6,-23.14423755,-0.802026506,66.38536799,-40.51718409
0.25,0.65,1.25,59.65,-23.1495961,-0.802222703,66.00758484,-41.17747456
0.25,0.65,1.25,59.7,-23.15771097,-0.802188344,65.64564804,-41.83827355
0.25,0.65,1.25,59.75,-23.16855447,-0.801946762,65.30062233,-42.49959997
0.25,0.65,1.25,59.8,-23.18209089,-0.80152146,64.97355392,-43.16146763
0.25,0.65,1.25,59.85,-23.19827661,-0.800935902,64.66546484,-43.82388546
0.25,0.65,1.25,59.9,-23.21706037,-0.800213326,64.37734757,-44.48685772
0.25,0.65,1.25,59.95,-23.23838353,-0.79937656,64.11015992,-45.1503844
0.25,0.65,1.25,60,-23.26218046,-0.798447848,63.86482045,-45.81446149
0.25,0.65,1.25,60.05,-23.288379,-0.797448695,63.64220416,-46.47908141
0.25,0.65,1.25,60.1,-23.31690092,-0.796399719,63.44313876,-47.14423344
0.25,0.65,1.25,60.15,-23.34766245,-0.795320515,63.26840147,-47.80990417
0.25,0.65,1.25,60.2,-23.38057487,-0.794229541,63.11871621,-48.47607798
0.25,0.65,1.25,60.25,-23.41554509,-0.793144011,62.99475153,-49.14273758
0.25,0.65,1.25,60.3,-23.45247622,-0.792079808,62.89711884,-49.80986447
0.25,0.65,1.25,60.35,-23.49126823,-0.791051409,62.8263714,-50.47743952
0.25,0.65,1.25,60.4,-23.5318185,-0.790071831,62.78300362,-51.14544348
0.25,0.65,1.25,60.45,-23.57402242,-0.789152588,62.76745095,-51.81385752
0.25,0.65,1.25,60.5,-23.61777397,-0.78830367,62.7800902,-52.48266374
0.25,0.65,1.25,60.55,-23.66296624,-0.787533533,62.82124023,-53.15184569
0.25,0.65,1.25,60.6,-23.70949196,-0.786849108,62.89116309,-53.82138885
0.25,0.65,1.25,60.65,-23.75724391,-0.786255827,62.99006542,-54.49128107
0.25,0.65,1.25,60.7,-23.80611543,-0.785757663,63.11810018,-55.16151303
0.25,0.65,1.25,60.75,-23.85600073,-0.78535719,63.2753686,-55.8320786
0.25,0.65,1.25,60.8,-23.90679526,-0.785055652,63.46192239,-56.50297516
0.25,0.65,1.25,60.85,-23.95839603,-0.78485305,63.67776605,-57.17420395
0.25,0.65,1.25,60.9,-24.01070179,-0.784748243,63.92285933,-57.84577026
0.25,0.65,1.25,60.95,-24.0636133,-0.784739063,64.19711981,-58.51768359
0.25,0.65,1.25,61,-24.11703342,-0.784822441,64.50042549,-59.1899578
0.25,0.65,1.25,61.05,-24.17086727,-0.784994545,64.83261745,-59.86261113
0.25,0.65,1.25,61.1,-24.22502226,-0.785250927,65.19350252,-60.53566617
0.25,0.65,1.25,61.15,-24.27940814,-0.785586687,65.58285586,-61.20914975
0.25,0.65,1.25,61.2,-24.33393694,-0.785996634,66.0004236,-61.88309276
0.25,0.65,1.25,61.25,-24.38852296,-0.786475464,66.44592538,-62.55752988
0.25,0.65,1.25,61.3,-24.44308262,-0.787017941,66.91905682,-63.23249925
0.25,0.65,1.25,61.35,-24.49753435,-0.787619084,67.41949196,-63.90804201
0.25,0.65,1.25,61.4,-24.5517984,-0.788274356,67.94688557,-64.58420184
0.25,0.65,1.25,61.45,-24.60579666,-0.788979857,68.50087546,-65.26102431
0.25,0.65,1.25,61.5,-24.65945233,-0.789732519,69.08108467,-65.93855622
0.25,0.65,1.25,61.55,-24.7126897,-0.790530303,69.68712361,-66.61684486
0.25,0.65,1.25,61.6,-24.76543377,-0.791372385,70.31859216,-67.29593715
0.25,0.65,1.25,61.65,-24.81760988,-0.792259354,70.97508176,-67.97587873
0.25,0.65,1.25,61.7,-24.86914328,-0.793193392,71.65617742,-68.65671294
0.25,0.65,1.25,61.75,-24.91995862,-0.79417846,72.36145988,-69.33847978
0.25,0.65,1.25,61.8,-24.96997945,-0.795220464,73.09050766,-70.02121474
0.25,0.65,1.25,61.85,-25.01912755,-0.796327424,73.84289942,-70.7049476
0.25,0.65,1.25,61.9,-25.06732229,-0.797509629,74.61821629,-71.3897012
0.25,0.65,1.25,61.95,-25.11447979,-0.798779773,75.4160446,-72.07549002
0.25,0.65,1.25,62,-25.16051207,-0.80015309,76.23597889,-72.7623189
0.25,0.65,1.25,62.05,-25.20532602,-0.801647461,77.07762537,-73.45018155
0.25,0.65,1.25,62.1,-25.24882224,-0.803283519,77.94060608,-74.1390591
0.25,0.65,1.25,62.15,-25.29089372,-0.805084719,78.82456386,-74.82891863
0.25,0.65,1.25,62.2,-25.33142428,-0.8070774,79.72916841,-75.51971162
0.25,0.65,1.25,62.25,-25.37028686,-0.809290826,80.65412387,-76.21137245
0.25,0.65,1.25,62.3,-25.40734142,-0.811757194,81.59917828,-76.90381686
0.25,0.65,1.25,62.35,-25.44243257,-0.814511631,82.56413572,-77.59694046
0.25,0.65,1.25,62.4,-25.47538682,-0.817592155,83.54887166,-78.29061716
0.25,0.65,1.25,62.45,-25.5060094,-0.821039615,84.55335295,-78.98469781
0.25,0.65,1.25,62.5,-25.53408047,-0.824897606,85.57766373,-79.6790087
0.25,0.65,1.25,62.55,-25.55935087,-0.829212347,86.62203925,-80.37335028
0.25,0.65,1.25,62.6,-25.58153717,-0.834032542,87.68691052,-81.06749584
